country,iso3,date,Year,Month,cases
Martinique,NA,2024-01-01T00:00:00Z,2024,1,1630
Martinique,NA,2024-02-01T00:00:00Z,2024,2,1765
Martinique,NA,2024-03-01T00:00:00Z,2024,3,1160
Martinique,NA,2024-04-01T00:00:00Z,2024,4,730
Martinique,NA,2024-05-01T00:00:00Z,2024,5,340
Martinique,NA,2024-06-01T00:00:00Z,2024,6,160
Martinique,NA,2024-07-01T00:00:00Z,2024,7,219
Martinique,NA,2024-08-01T00:00:00Z,2024,8,NA
Martinique,NA,2024-09-01T00:00:00Z,2024,9,660
Martinique,NA,2024-10-01T00:00:00Z,2024,10,305
Martinique,NA,2024-11-01T00:00:00Z,2024,11,267
Martinique,NA,2024-12-01T00:00:00Z,2024,12,135
Martinique,NA,2025-01-01T00:00:00Z,2025,1,293
Martinique,NA,2025-02-01T00:00:00Z,2025,2,100
Martinique,NA,2025-03-01T00:00:00Z,2025,3,282
Martinique,NA,2025-04-01T00:00:00Z,2025,4,100
Martinique,NA,2025-05-01T00:00:00Z,2025,5,100
Mexico,NA,2024-01-01T00:00:00Z,2024,1,21247
Mexico,NA,2024-02-01T00:00:00Z,2024,2,13673
Mexico,NA,2024-03-01T00:00:00Z,2024,3,12467
Mexico,NA,2024-04-01T00:00:00Z,2024,4,16800
Mexico,NA,2024-05-01T00:00:00Z,2024,5,16998
Mexico,NA,2024-06-01T00:00:00Z,2024,6,31988
Mexico,NA,2024-07-01T00:00:00Z,2024,7,58351
Mexico,NA,2024-08-01T00:00:00Z,2024,8,78848
Mexico,NA,2024-09-01T00:00:00Z,2024,9,125935
Mexico,NA,2024-10-01T00:00:00Z,2024,10,95931
Mexico,NA,2024-11-01T00:00:00Z,2024,11,60222
Mexico,NA,2024-12-01T00:00:00Z,2024,12,26386
Mexico,NA,2025-01-01T00:00:00Z,2025,1,11169
Mexico,NA,2025-02-01T00:00:00Z,2025,2,8366
Mexico,NA,2025-03-01T00:00:00Z,2025,3,8693
Mexico,NA,2025-04-01T00:00:00Z,2025,4,6206
Mexico,NA,2025-05-01T00:00:00Z,2025,5,9942
Mexico,NA,2025-06-01T00:00:00Z,2025,6,3510
Montserrat,NA,2024-01-01T00:00:00Z,2024,1,1
Montserrat,NA,2024-02-01T00:00:00Z,2024,2,NA
Montserrat,NA,2024-03-01T00:00:00Z,2024,3,NA
Montserrat,NA,2024-04-01T00:00:00Z,2024,4,NA
Montserrat,NA,2024-05-01T00:00:00Z,2024,5,NA
Montserrat,NA,2024-06-01T00:00:00Z,2024,6,1
Montserrat,NA,2024-07-01T00:00:00Z,2024,7,NA
Montserrat,NA,2024-08-01T00:00:00Z,2024,8,NA
Montserrat,NA,2024-09-01T00:00:00Z,2024,9,1
Montserrat,NA,2024-10-01T00:00:00Z,2024,10,NA
Montserrat,NA,2024-11-01T00:00:00Z,2024,11,NA
Montserrat,NA,2024-12-01T00:00:00Z,2024,12,NA
Montserrat,NA,2025-01-01T00:00:00Z,2025,1,NA
Montserrat,NA,2025-02-01T00:00:00Z,2025,2,NA
Montserrat,NA,2025-03-01T00:00:00Z,2025,3,NA
Montserrat,NA,2025-04-01T00:00:00Z,2025,4,1
Nicaragua,NA,2024-01-01T00:00:00Z,2024,1,9530
Nicaragua,NA,2024-02-01T00:00:00Z,2024,2,6598
Nicaragua,NA,2024-03-01T00:00:00Z,2024,3,4172
Nicaragua,NA,2024-04-01T00:00:00Z,2024,4,4832
Nicaragua,NA,2024-05-01T00:00:00Z,2024,5,4843
Nicaragua,NA,2024-06-01T00:00:00Z,2024,6,7818
Nicaragua,NA,2024-07-01T00:00:00Z,2024,7,9940
Nicaragua,NA,2024-08-01T00:00:00Z,2024,8,8335
Nicaragua,NA,2024-09-01T00:00:00Z,2024,9,10999
Nicaragua,NA,2024-10-01T00:00:00Z,2024,10,9946
Nicaragua,NA,2024-11-01T00:00:00Z,2024,11,8261
Nicaragua,NA,2024-12-01T00:00:00Z,2024,12,6754
Nicaragua,NA,2025-01-01T00:00:00Z,2025,1,5702
Panama,NA,2024-01-01T00:00:00Z,2024,1,2553
Panama,NA,2024-02-01T00:00:00Z,2024,2,1216
Panama,NA,2024-03-01T00:00:00Z,2024,3,891
Panama,NA,2024-04-01T00:00:00Z,2024,4,1032
Panama,NA,2024-05-01T00:00:00Z,2024,5,1183
Panama,NA,2024-06-01T00:00:00Z,2024,6,2268
Panama,NA,2024-07-01T00:00:00Z,2024,7,6839
Panama,NA,2024-08-01T00:00:00Z,2024,8,6687
Panama,NA,2024-09-01T00:00:00Z,2024,9,5861
Panama,NA,2024-10-01T00:00:00Z,2024,10,3558
Panama,NA,2024-11-01T00:00:00Z,2024,11,2782
Panama,NA,2024-12-01T00:00:00Z,2024,12,2204
Panama,NA,2025-01-01T00:00:00Z,2025,1,2426
Panama,NA,2025-02-01T00:00:00Z,2025,2,1397
Panama,NA,2025-03-01T00:00:00Z,2025,3,1332
Panama,NA,2025-04-01T00:00:00Z,2025,4,932
Panama,NA,2025-05-01T00:00:00Z,2025,5,777
Paraguay,NA,2024-01-01T00:00:00Z,2024,1,97747
Paraguay,NA,2024-02-01T00:00:00Z,2024,2,69931
Paraguay,NA,2024-03-01T00:00:00Z,2024,3,50768
Paraguay,NA,2024-04-01T00:00:00Z,2024,4,42326
Paraguay,NA,2024-05-01T00:00:00Z,2024,5,14686
Paraguay,NA,2024-06-01T00:00:00Z,2024,6,5637
Paraguay,NA,2024-07-01T00:00:00Z,2024,7,2208
Paraguay,NA,2024-08-01T00:00:00Z,2024,8,1345
Paraguay,NA,2024-09-01T00:00:00Z,2024,9,1913
Paraguay,NA,2024-10-01T00:00:00Z,2024,10,2399
Paraguay,NA,2024-11-01T00:00:00Z,2024,11,3414
Paraguay,NA,2024-12-01T00:00:00Z,2024,12,3411
Paraguay,NA,2025-01-01T00:00:00Z,2025,1,4652
Paraguay,NA,2025-02-01T00:00:00Z,2025,2,3792
Paraguay,NA,2025-03-01T00:00:00Z,2025,3,4648
Paraguay,NA,2025-04-01T00:00:00Z,2025,4,2893
Paraguay,NA,2025-05-01T00:00:00Z,2025,5,3751
Peru,NA,2024-01-01T00:00:00Z,2024,1,12313
Peru,NA,2024-02-01T00:00:00Z,2024,2,37992
Peru,NA,2024-03-01T00:00:00Z,2024,3,70071
Peru,NA,2024-04-01T00:00:00Z,2024,4,97460
Peru,NA,2024-05-01T00:00:00Z,2024,5,32773
Peru,NA,2024-06-01T00:00:00Z,2024,6,7760
Peru,NA,2024-07-01T00:00:00Z,2024,7,3144
Peru,NA,2024-08-01T00:00:00Z,2024,8,1845
Peru,NA,2024-09-01T00:00:00Z,2024,9,2466
Peru,NA,2024-10-01T00:00:00Z,2024,10,2797
Peru,NA,2024-11-01T00:00:00Z,2024,11,5450
Peru,NA,2024-12-01T00:00:00Z,2024,12,4810
Peru,NA,2025-01-01T00:00:00Z,2025,1,6550
Peru,NA,2025-02-01T00:00:00Z,2025,2,5323
Peru,NA,2025-03-01T00:00:00Z,2025,3,8001
Peru,NA,2025-04-01T00:00:00Z,2025,4,7044
Peru,NA,2025-05-01T00:00:00Z,2025,5,6935
Peru,NA,2025-06-01T00:00:00Z,2025,6,1198
Puerto Rico,NA,2024-01-01T00:00:00Z,2024,1,284
Puerto Rico,NA,2024-02-01T00:00:00Z,2024,2,226
Puerto Rico,NA,2024-03-01T00:00:00Z,2024,3,222
Puerto Rico,NA,2024-04-01T00:00:00Z,2024,4,341
Puerto Rico,NA,2024-05-01T00:00:00Z,2024,5,384
Puerto Rico,NA,2024-06-01T00:00:00Z,2024,6,417
Puerto Rico,NA,2024-07-01T00:00:00Z,2024,7,739
Puerto Rico,NA,2024-08-01T00:00:00Z,2024,8,593
Puerto Rico,NA,2024-09-01T00:00:00Z,2024,9,923
Puerto Rico,NA,2024-10-01T00:00:00Z,2024,10,721
Puerto Rico,NA,2024-11-01T00:00:00Z,2024,11,589
Puerto Rico,NA,2024-12-01T00:00:00Z,2024,12,649
Puerto Rico,NA,2025-01-01T00:00:00Z,2025,1,663
Puerto Rico,NA,2025-02-01T00:00:00Z,2025,2,389
Puerto Rico,NA,2025-03-01T00:00:00Z,2025,3,319
Puerto Rico,NA,2025-04-01T00:00:00Z,2025,4,195
Puerto Rico,NA,2025-05-01T00:00:00Z,2025,5,211
Saint Barthelemy,NA,2024-01-01T00:00:00Z,2024,1,76
Saint Barthelemy,NA,2024-02-01T00:00:00Z,2024,2,29
Saint Barthelemy,NA,2024-03-01T00:00:00Z,2024,3,9
Saint Barthelemy,NA,2024-04-01T00:00:00Z,2024,4,7
Saint Barthelemy,NA,2024-05-01T00:00:00Z,2024,5,14
Saint Barthelemy,NA,2024-06-01T00:00:00Z,2024,6,6
Saint Barthelemy,NA,2024-07-01T00:00:00Z,2024,7,7
Saint Barthelemy,NA,2024-08-01T00:00:00Z,2024,8,NA
Saint Barthelemy,NA,2024-09-01T00:00:00Z,2024,9,3
Saint Barthelemy,NA,2024-10-01T00:00:00Z,2024,10,NA
Saint Barthelemy,NA,2024-11-01T00:00:00Z,2024,11,6
Saint Barthelemy,NA,2024-12-01T00:00:00Z,2024,12,16
Saint Barthelemy,NA,2025-01-01T00:00:00Z,2025,1,17
Saint Barthelemy,NA,2025-02-01T00:00:00Z,2025,2,1
Saint Barthelemy,NA,2025-03-01T00:00:00Z,2025,3,2
Saint Barthelemy,NA,2025-04-01T00:00:00Z,2025,4,NA
Saint Barthelemy,NA,2025-05-01T00:00:00Z,2025,5,NA
Saint Kitts and Nevis,NA,2024-01-01T00:00:00Z,2024,1,118
Saint Kitts and Nevis,NA,2024-02-01T00:00:00Z,2024,2,19
Saint Kitts and Nevis,NA,2024-03-01T00:00:00Z,2024,3,13
Saint Kitts and Nevis,NA,2024-04-01T00:00:00Z,2024,4,3
Saint Kitts and Nevis,NA,2024-05-01T00:00:00Z,2024,5,22
Saint Kitts and Nevis,NA,2024-06-01T00:00:00Z,2024,6,23
Saint Kitts and Nevis,NA,2024-07-01T00:00:00Z,2024,7,4
Saint Kitts and Nevis,NA,2024-08-01T00:00:00Z,2024,8,4
Saint Kitts and Nevis,NA,2024-09-01T00:00:00Z,2024,9,14
Saint Kitts and Nevis,NA,2024-10-01T00:00:00Z,2024,10,21
Saint Kitts and Nevis,NA,2024-11-01T00:00:00Z,2024,11,8
Saint Kitts and Nevis,NA,2024-12-01T00:00:00Z,2024,12,4
Saint Kitts and Nevis,NA,2025-01-01T00:00:00Z,2025,1,NA
Saint Kitts and Nevis,NA,2025-02-01T00:00:00Z,2025,2,4
Saint Kitts and Nevis,NA,2025-03-01T00:00:00Z,2025,3,NA
Saint Kitts and Nevis,NA,2025-04-01T00:00:00Z,2025,4,NA
Saint Kitts and Nevis,NA,2025-05-01T00:00:00Z,2025,5,NA
Saint Kitts and Nevis,NA,2025-06-01T00:00:00Z,2025,6,NA
Saint Lucia,NA,2024-01-01T00:00:00Z,2024,1,NA
Saint Lucia,NA,2024-02-01T00:00:00Z,2024,2,4
Saint Lucia,NA,2024-03-01T00:00:00Z,2024,3,NA
Saint Lucia,NA,2024-04-01T00:00:00Z,2024,4,1
Saint Lucia,NA,2024-05-01T00:00:00Z,2024,5,2
Saint Lucia,NA,2024-06-01T00:00:00Z,2024,6,6
Saint Lucia,NA,2024-07-01T00:00:00Z,2024,7,9
Saint Lucia,NA,2024-08-01T00:00:00Z,2024,8,38
Saint Lucia,NA,2024-09-01T00:00:00Z,2024,9,217
Saint Lucia,NA,2024-10-01T00:00:00Z,2024,10,118
Saint Lucia,NA,2024-11-01T00:00:00Z,2024,11,14
Saint Lucia,NA,2024-12-01T00:00:00Z,2024,12,23
Saint Lucia,NA,2025-01-01T00:00:00Z,2025,1,8
Saint Lucia,NA,2025-02-01T00:00:00Z,2025,2,10
Saint Lucia,NA,2025-03-01T00:00:00Z,2025,3,6
Saint Lucia,NA,2025-04-01T00:00:00Z,2025,4,6
Saint Lucia,NA,2025-05-01T00:00:00Z,2025,5,1
Saint Lucia,NA,2025-06-01T00:00:00Z,2025,6,NA
Saint Martin (French part),NA,2024-01-01T00:00:00Z,2024,1,226
Saint Martin (French part),NA,2024-02-01T00:00:00Z,2024,2,169
Saint Martin (French part),NA,2024-03-01T00:00:00Z,2024,3,44
Saint Martin (French part),NA,2024-04-01T00:00:00Z,2024,4,30
Saint Martin (French part),NA,2024-05-01T00:00:00Z,2024,5,46
Saint Martin (French part),NA,2024-06-01T00:00:00Z,2024,6,40
Saint Martin (French part),NA,2024-07-01T00:00:00Z,2024,7,6
Saint Martin (French part),NA,2024-08-01T00:00:00Z,2024,8,NA
Saint Martin (French part),NA,2024-09-01T00:00:00Z,2024,9,6
Saint Martin (French part),NA,2024-10-01T00:00:00Z,2024,10,39
Saint Martin (French part),NA,2024-11-01T00:00:00Z,2024,11,10
Saint Martin (French part),NA,2024-12-01T00:00:00Z,2024,12,8
Saint Martin (French part),NA,2025-01-01T00:00:00Z,2025,1,53
Saint Martin (French part),NA,2025-02-01T00:00:00Z,2025,2,17
Saint Martin (French part),NA,2025-03-01T00:00:00Z,2025,3,18
Saint Martin (French part),NA,2025-04-01T00:00:00Z,2025,4,32
Saint Martin (French part),NA,2025-05-01T00:00:00Z,2025,5,24
Saint Vincent and the Grenadines,NA,2024-01-01T00:00:00Z,2024,1,NA
Saint Vincent and the Grenadines,NA,2024-02-01T00:00:00Z,2024,2,NA
Saint Vincent and the Grenadines,NA,2024-03-01T00:00:00Z,2024,3,NA
Saint Vincent and the Grenadines,NA,2024-04-01T00:00:00Z,2024,4,NA
Saint Vincent and the Grenadines,NA,2024-05-01T00:00:00Z,2024,5,9
Saint Vincent and the Grenadines,NA,2024-06-01T00:00:00Z,2024,6,7
Saint Vincent and the Grenadines,NA,2024-07-01T00:00:00Z,2024,7,30
Saint Vincent and the Grenadines,NA,2024-08-01T00:00:00Z,2024,8,27
Saint Vincent and the Grenadines,NA,2024-09-01T00:00:00Z,2024,9,846
Saint Vincent and the Grenadines,NA,2024-10-01T00:00:00Z,2024,10,46
Saint Vincent and the Grenadines,NA,2024-11-01T00:00:00Z,2024,11,NA
Saint Vincent and the Grenadines,NA,2024-12-01T00:00:00Z,2024,12,NA
Saint Vincent and the Grenadines,NA,2025-01-01T00:00:00Z,2025,1,NA
Saint Vincent and the Grenadines,NA,2025-02-01T00:00:00Z,2025,2,2
Saint Vincent and the Grenadines,NA,2025-03-01T00:00:00Z,2025,3,NA
Saint Vincent and the Grenadines,NA,2025-04-01T00:00:00Z,2025,4,1
Sint Maarten (Dutch part),NA,2024-01-01T00:00:00Z,2024,1,53
Sint Maarten (Dutch part),NA,2024-02-01T00:00:00Z,2024,2,33
Sint Maarten (Dutch part),NA,2024-03-01T00:00:00Z,2024,3,29
Sint Maarten (Dutch part),NA,2024-04-01T00:00:00Z,2024,4,NA
Sint Maarten (Dutch part),NA,2024-05-01T00:00:00Z,2024,5,NA
Sint Maarten (Dutch part),NA,2024-06-01T00:00:00Z,2024,6,NA
Sint Maarten (Dutch part),NA,2024-07-01T00:00:00Z,2024,7,NA
Sint Maarten (Dutch part),NA,2024-08-01T00:00:00Z,2024,8,NA
Sint Maarten (Dutch part),NA,2024-09-01T00:00:00Z,2024,9,4
Sint Maarten (Dutch part),NA,2024-10-01T00:00:00Z,2024,10,NA
Sint Maarten (Dutch part),NA,2024-11-01T00:00:00Z,2024,11,NA
Sint Maarten (Dutch part),NA,2024-12-01T00:00:00Z,2024,12,NA
Sint Maarten (Dutch part),NA,2025-01-01T00:00:00Z,2025,1,NA
Sint Maarten (Dutch part),NA,2025-02-01T00:00:00Z,2025,2,NA
Sint Maarten (Dutch part),NA,2025-03-01T00:00:00Z,2025,3,NA
Sint Maarten (Dutch part),NA,2025-04-01T00:00:00Z,2025,4,NA
Sint Maarten (Dutch part),NA,2025-05-01T00:00:00Z,2025,5,6
Suriname,NA,2024-01-01T00:00:00Z,2024,1,27
Suriname,NA,2024-02-01T00:00:00Z,2024,2,38
Suriname,NA,2024-03-01T00:00:00Z,2024,3,17
Suriname,NA,2024-04-01T00:00:00Z,2024,4,11
Suriname,NA,2024-05-01T00:00:00Z,2024,5,2
Trinidad and Tobago,NA,2024-01-01T00:00:00Z,2024,1,110
Trinidad and Tobago,NA,2024-02-01T00:00:00Z,2024,2,NA
Trinidad and Tobago,NA,2024-03-01T00:00:00Z,2024,3,NA
Trinidad and Tobago,NA,2024-04-01T00:00:00Z,2024,4,NA
Trinidad and Tobago,NA,2024-05-01T00:00:00Z,2024,5,NA
Trinidad and Tobago,NA,2024-06-01T00:00:00Z,2024,6,124
Trinidad and Tobago,NA,2024-07-01T00:00:00Z,2024,7,677
Trinidad and Tobago,NA,2024-08-01T00:00:00Z,2024,8,28
Trinidad and Tobago,NA,2024-09-01T00:00:00Z,2024,9,384
Trinidad and Tobago,NA,2024-10-01T00:00:00Z,2024,10,365
Trinidad and Tobago,NA,2024-11-01T00:00:00Z,2024,11,202
Trinidad and Tobago,NA,2024-12-01T00:00:00Z,2024,12,NA
Trinidad and Tobago,NA,2025-01-01T00:00:00Z,2025,1,NA
Trinidad and Tobago,NA,2025-02-01T00:00:00Z,2025,2,NA
Trinidad and Tobago,NA,2025-03-01T00:00:00Z,2025,3,NA
Trinidad and Tobago,NA,2025-04-01T00:00:00Z,2025,4,NA
Trinidad and Tobago,NA,2025-05-01T00:00:00Z,2025,5,4
Turks and Caicos Islands,NA,2024-01-01T00:00:00Z,2024,1,27
Turks and Caicos Islands,NA,2024-02-01T00:00:00Z,2024,2,NA
Turks and Caicos Islands,NA,2024-03-01T00:00:00Z,2024,3,NA
Turks and Caicos Islands,NA,2024-04-01T00:00:00Z,2024,4,NA
Turks and Caicos Islands,NA,2024-05-01T00:00:00Z,2024,5,NA
Turks and Caicos Islands,NA,2024-06-01T00:00:00Z,2024,6,NA
Turks and Caicos Islands,NA,2024-07-01T00:00:00Z,2024,7,8
Turks and Caicos Islands,NA,2024-08-01T00:00:00Z,2024,8,NA
Turks and Caicos Islands,NA,2024-09-01T00:00:00Z,2024,9,7
Turks and Caicos Islands,NA,2024-10-01T00:00:00Z,2024,10,NA
Turks and Caicos Islands,NA,2024-11-01T00:00:00Z,2024,11,NA
Turks and Caicos Islands,NA,2024-12-01T00:00:00Z,2024,12,NA
Turks and Caicos Islands,NA,2025-01-01T00:00:00Z,2025,1,NA
Turks and Caicos Islands,NA,2025-02-01T00:00:00Z,2025,2,NA
Turks and Caicos Islands,NA,2025-03-01T00:00:00Z,2025,3,NA
Turks and Caicos Islands,NA,2025-04-01T00:00:00Z,2025,4,NA
Turks and Caicos Islands,NA,2025-05-01T00:00:00Z,2025,5,1
United States,NA,2024-01-01T00:00:00Z,2024,1,49
United States,NA,2024-02-01T00:00:00Z,2024,2,144
United States,NA,2024-03-01T00:00:00Z,2024,3,116
United States,NA,2024-04-01T00:00:00Z,2024,4,240
United States,NA,2024-05-01T00:00:00Z,2024,5,130
United States,NA,2024-06-01T00:00:00Z,2024,6,136
United States,NA,2024-07-01T00:00:00Z,2024,7,259
United States,NA,2024-08-01T00:00:00Z,2024,8,357
United States,NA,2024-09-01T00:00:00Z,2024,9,653
United States,NA,2024-10-01T00:00:00Z,2024,10,352
United States,NA,2024-11-01T00:00:00Z,2024,11,314
United States,NA,2024-12-01T00:00:00Z,2024,12,321
United States,NA,2025-01-01T00:00:00Z,2025,1,78
United States,NA,2025-02-01T00:00:00Z,2025,2,65
United States,NA,2025-03-01T00:00:00Z,2025,3,71
United States,NA,2025-04-01T00:00:00Z,2025,4,62
United States,NA,2025-05-01T00:00:00Z,2025,5,46
United States,NA,2025-06-01T00:00:00Z,2025,6,17
United States Virgin Islands,NA,2024-01-01T00:00:00Z,2024,1,NA
United States Virgin Islands,NA,2024-02-01T00:00:00Z,2024,2,NA
United States Virgin Islands,NA,2024-03-01T00:00:00Z,2024,3,NA
United States Virgin Islands,NA,2024-04-01T00:00:00Z,2024,4,NA
United States Virgin Islands,NA,2024-05-01T00:00:00Z,2024,5,6
United States Virgin Islands,NA,2024-06-01T00:00:00Z,2024,6,8
United States Virgin Islands,NA,2024-07-01T00:00:00Z,2024,7,20
United States Virgin Islands,NA,2024-08-01T00:00:00Z,2024,8,60
United States Virgin Islands,NA,2024-09-01T00:00:00Z,2024,9,43
United States Virgin Islands,NA,2024-10-01T00:00:00Z,2024,10,18
United States Virgin Islands,NA,2024-11-01T00:00:00Z,2024,11,22
United States Virgin Islands,NA,2024-12-01T00:00:00Z,2024,12,8
United States Virgin Islands,NA,2025-01-01T00:00:00Z,2025,1,1
United States Virgin Islands,NA,2025-02-01T00:00:00Z,2025,2,32
United States Virgin Islands,NA,2025-03-01T00:00:00Z,2025,3,8
United States Virgin Islands,NA,2025-04-01T00:00:00Z,2025,4,NA
United States Virgin Islands,NA,2025-05-01T00:00:00Z,2025,5,4
United States Virgin Islands,NA,2025-06-01T00:00:00Z,2025,6,2
Uruguay,NA,2024-01-01T00:00:00Z,2024,1,NA
Uruguay,NA,2024-02-01T00:00:00Z,2024,2,NA
Uruguay,NA,2024-03-01T00:00:00Z,2024,3,113
Uruguay,NA,2024-04-01T00:00:00Z,2024,4,373
Uruguay,NA,2024-05-01T00:00:00Z,2024,5,215
Uruguay,NA,2024-06-01T00:00:00Z,2024,6,NA
Uruguay,NA,2024-07-01T00:00:00Z,2024,7,NA
Uruguay,NA,2024-08-01T00:00:00Z,2024,8,NA
Uruguay,NA,2024-09-01T00:00:00Z,2024,9,NA
Uruguay,NA,2024-10-01T00:00:00Z,2024,10,NA
Uruguay,NA,2024-11-01T00:00:00Z,2024,11,NA
Uruguay,NA,2024-12-01T00:00:00Z,2024,12,11
Uruguay,NA,2025-01-01T00:00:00Z,2025,1,NA
Uruguay,NA,2025-02-01T00:00:00Z,2025,2,NA
Uruguay,NA,2025-03-01T00:00:00Z,2025,3,1
Uruguay,NA,2025-04-01T00:00:00Z,2025,4,1
Uruguay,NA,2025-05-01T00:00:00Z,2025,5,4
Uruguay,NA,2025-06-01T00:00:00Z,2025,6,NA
India,NA,2024-01-01T00:00:00Z,2024,1,5079
India,NA,2024-02-01T00:00:00Z,2024,2,5429
India,NA,2024-03-01T00:00:00Z,2024,3,5597
India,NA,2024-04-01T00:00:00Z,2024,4,3342
India,NA,2024-05-01T00:00:00Z,2024,5,5145
India,NA,2024-06-01T00:00:00Z,2024,6,7499
India,NA,2024-07-01T00:00:00Z,2024,7,27675
India,NA,2024-08-01T00:00:00Z,2024,8,32388
India,NA,2024-09-01T00:00:00Z,2024,9,41375
India,NA,2024-10-01T00:00:00Z,2024,10,51183
India,NA,2024-11-01T00:00:00Z,2024,11,30354
India,NA,2024-12-01T00:00:00Z,2024,12,17359
India,NA,2025-01-01T00:00:00Z,2025,1,4700
India,NA,2025-02-01T00:00:00Z,2025,2,3806
India,NA,2025-03-01T00:00:00Z,2025,3,3517
India,NA,2025-04-01T00:00:00Z,2025,4,2700
India,NA,2025-05-01T00:00:00Z,2025,5,3766
India,NA,2025-06-01T00:00:00Z,2025,6,0
India,NA,2025-07-01T00:00:00Z,2025,7,0
India,NA,2025-08-01T00:00:00Z,2025,8,0
India,NA,2025-09-01T00:00:00Z,2025,9,0
India,NA,2025-10-01T00:00:00Z,2025,10,0
India,NA,2025-11-01T00:00:00Z,2025,11,0
India,NA,2025-12-01T00:00:00Z,2025,12,0
Maldives,NA,2024-01-01T00:00:00Z,2024,1,138
Maldives,NA,2024-02-01T00:00:00Z,2024,2,120
Maldives,NA,2024-03-01T00:00:00Z,2024,3,125
Maldives,NA,2024-04-01T00:00:00Z,2024,4,255
Maldives,NA,2024-05-01T00:00:00Z,2024,5,667
Maldives,NA,2024-06-01T00:00:00Z,2024,6,618
Maldives,NA,2024-07-01T00:00:00Z,2024,7,440
Maldives,NA,2024-08-01T00:00:00Z,2024,8,394
Maldives,NA,2024-09-01T00:00:00Z,2024,9,180
Maldives,NA,2024-10-01T00:00:00Z,2024,10,117
Maldives,NA,2024-11-01T00:00:00Z,2024,11,124
Maldives,NA,2024-12-01T00:00:00Z,2024,12,68
Maldives,NA,2025-01-01T00:00:00Z,2025,1,72
Maldives,NA,2025-02-01T00:00:00Z,2025,2,74
Maldives,NA,2025-03-01T00:00:00Z,2025,3,69
Maldives,NA,2025-04-01T00:00:00Z,2025,4,120
Maldives,NA,2025-05-01T00:00:00Z,2025,5,116
Maldives,NA,2025-06-01T00:00:00Z,2025,6,0
Maldives,NA,2025-07-01T00:00:00Z,2025,7,0
Maldives,NA,2025-08-01T00:00:00Z,2025,8,0
Maldives,NA,2025-09-01T00:00:00Z,2025,9,0
Maldives,NA,2025-10-01T00:00:00Z,2025,10,0
Maldives,NA,2025-11-01T00:00:00Z,2025,11,0
Maldives,NA,2025-12-01T00:00:00Z,2025,12,0
Myanmar,NA,2024-01-01T00:00:00Z,2024,1,208
Myanmar,NA,2024-02-01T00:00:00Z,2024,2,181
Myanmar,NA,2024-03-01T00:00:00Z,2024,3,176
Myanmar,NA,2024-04-01T00:00:00Z,2024,4,203
Myanmar,NA,2024-05-01T00:00:00Z,2024,5,311
Myanmar,NA,2024-06-01T00:00:00Z,2024,6,574
Myanmar,NA,2024-07-01T00:00:00Z,2024,7,1236
Myanmar,NA,2024-08-01T00:00:00Z,2024,8,1239
Myanmar,NA,2024-09-01T00:00:00Z,2024,9,933
Myanmar,NA,2024-10-01T00:00:00Z,2024,10,690
Myanmar,NA,2024-11-01T00:00:00Z,2024,11,380
Myanmar,NA,2024-12-01T00:00:00Z,2024,12,257
Myanmar,NA,2025-01-01T00:00:00Z,2025,1,172
Myanmar,NA,2025-02-01T00:00:00Z,2025,2,120
Myanmar,NA,2025-03-01T00:00:00Z,2025,3,167
Myanmar,NA,2025-04-01T00:00:00Z,2025,4,235
Myanmar,NA,2025-05-01T00:00:00Z,2025,5,699
Myanmar,NA,2025-06-01T00:00:00Z,2025,6,0
Myanmar,NA,2025-07-01T00:00:00Z,2025,7,0
Myanmar,NA,2025-08-01T00:00:00Z,2025,8,0
Myanmar,NA,2025-09-01T00:00:00Z,2025,9,0
Myanmar,NA,2025-10-01T00:00:00Z,2025,10,0
Myanmar,NA,2025-11-01T00:00:00Z,2025,11,0
Myanmar,NA,2025-12-01T00:00:00Z,2025,12,0
Nepal,NA,2024-01-01T00:00:00Z,2024,1,499
Nepal,NA,2024-02-01T00:00:00Z,2024,2,408
Nepal,NA,2024-03-01T00:00:00Z,2024,3,374
Nepal,NA,2024-04-01T00:00:00Z,2024,4,463
Nepal,NA,2024-05-01T00:00:00Z,2024,5,495
Nepal,NA,2024-06-01T00:00:00Z,2024,6,632
Nepal,NA,2024-07-01T00:00:00Z,2024,7,1906
Nepal,NA,2024-08-01T00:00:00Z,2024,8,6493
Nepal,NA,2024-09-01T00:00:00Z,2024,9,11875
Nepal,NA,2024-10-01T00:00:00Z,2024,10,12332
Nepal,NA,2024-11-01T00:00:00Z,2024,11,5544
Nepal,NA,2024-12-01T00:00:00Z,2024,12,844
Nepal,NA,2025-01-01T00:00:00Z,2025,1,251
Nepal,NA,2025-02-01T00:00:00Z,2025,2,245
Nepal,NA,2025-03-01T00:00:00Z,2025,3,241
Nepal,NA,2025-04-01T00:00:00Z,2025,4,201
Nepal,NA,2025-05-01T00:00:00Z,2025,5,277
Nepal,NA,2025-06-01T00:00:00Z,2025,6,0
Nepal,NA,2025-07-01T00:00:00Z,2025,7,0
Nepal,NA,2025-08-01T00:00:00Z,2025,8,0
Nepal,NA,2025-09-01T00:00:00Z,2025,9,0
Nepal,NA,2025-10-01T00:00:00Z,2025,10,0
Nepal,NA,2025-11-01T00:00:00Z,2025,11,0
Nepal,NA,2025-12-01T00:00:00Z,2025,12,0
Indonesia,NA,2024-01-01T00:00:00Z,2024,1,27268
