country,iso3,date,Year,Month,cases,source
Equatorial Guinea,GNQ,2024-08-01T00:00:00Z,2024,8,0,WHO
Equatorial Guinea,GNQ,2024-09-01T00:00:00Z,2024,9,0,WHO
Equatorial Guinea,GNQ,2024-10-01T00:00:00Z,2024,10,0,WHO
Equatorial Guinea,GNQ,2024-12-01T00:00:00Z,2024,12,0,WHO
Equatorial Guinea,GNQ,2025-02-01T00:00:00Z,2025,2,0,WHO
Equatorial Guinea,GNQ,2025-03-01T00:00:00Z,2025,3,0,WHO
Equatorial Guinea,GNQ,2025-04-01T00:00:00Z,2025,4,0,WHO
Equatorial Guinea,GNQ,2025-05-01T00:00:00Z,2025,5,0,WHO
Equatorial Guinea,GNQ,2025-06-01T00:00:00Z,2025,6,0,WHO
Equatorial Guinea,GNQ,2025-07-01T00:00:00Z,2025,7,0,WHO
Eritrea,ERI,2024-01-01T00:00:00Z,2024,1,2583,WHO
Eritrea,ERI,2024-02-01T00:00:00Z,2024,2,2186,WHO
Eritrea,ERI,2024-03-01T00:00:00Z,2024,3,1463,WHO
Eritrea,ERI,2024-04-01T00:00:00Z,2024,4,972,WHO
Eritrea,ERI,2024-05-01T00:00:00Z,2024,5,568,WHO
Eritrea,ERI,2024-06-01T00:00:00Z,2024,6,734,WHO
Eritrea,ERI,2024-07-01T00:00:00Z,2024,7,928,WHO
Eritrea,ERI,2024-08-01T00:00:00Z,2024,8,1421,WHO
Eritrea,ERI,2024-09-01T00:00:00Z,2024,9,1867,WHO
Eritrea,ERI,2024-10-01T00:00:00Z,2024,10,1409,WHO
Eritrea,ERI,2024-11-01T00:00:00Z,2024,11,540,WHO
Eritrea,ERI,2024-12-01T00:00:00Z,2024,12,8,WHO
Eritrea,ERI,2025-02-01T00:00:00Z,2025,2,18,WHO
Eritrea,ERI,2025-04-01T00:00:00Z,2025,4,48,WHO
Eritrea,ERI,2025-07-01T00:00:00Z,2025,7,9,WHO
Estonia,EST,2024-01-01T00:00:00Z,2024,1,0,WHO
Estonia,EST,2024-02-01T00:00:00Z,2024,2,0,WHO
Estonia,EST,2024-03-01T00:00:00Z,2024,3,0,WHO
Estonia,EST,2024-04-01T00:00:00Z,2024,4,0,WHO
Estonia,EST,2024-05-01T00:00:00Z,2024,5,0,WHO
Estonia,EST,2024-06-01T00:00:00Z,2024,6,0,WHO
Estonia,EST,2024-07-01T00:00:00Z,2024,7,0,WHO
Estonia,EST,2024-08-01T00:00:00Z,2024,8,0,WHO
Estonia,EST,2024-09-01T00:00:00Z,2024,9,0,WHO
Estonia,EST,2024-10-01T00:00:00Z,2024,10,0,WHO
Estonia,EST,2024-11-01T00:00:00Z,2024,11,0,WHO
Estonia,EST,2024-12-01T00:00:00Z,2024,12,0,WHO
Estonia,EST,2025-01-01T00:00:00Z,2025,1,0,WHO
Estonia,EST,2025-02-01T00:00:00Z,2025,2,0,WHO
Estonia,EST,2025-03-01T00:00:00Z,2025,3,0,WHO
Estonia,EST,2025-04-01T00:00:00Z,2025,4,0,WHO
Estonia,EST,2025-05-01T00:00:00Z,2025,5,0,WHO
Estonia,EST,2025-06-01T00:00:00Z,2025,6,0,WHO
Estonia,EST,2025-07-01T00:00:00Z,2025,7,0,WHO
Ethiopia,ETH,2024-01-01T00:00:00Z,2024,1,505,WHO
Ethiopia,ETH,2024-02-01T00:00:00Z,2024,2,168,WHO
Ethiopia,ETH,2024-03-01T00:00:00Z,2024,3,150,WHO
Ethiopia,ETH,2024-04-01T00:00:00Z,2024,4,128,WHO
Ethiopia,ETH,2024-05-01T00:00:00Z,2024,5,819,WHO
Ethiopia,ETH,2024-06-01T00:00:00Z,2024,6,630,WHO
Ethiopia,ETH,2024-07-01T00:00:00Z,2024,7,170,WHO
Ethiopia,ETH,2024-08-01T00:00:00Z,2024,8,222,WHO
Ethiopia,ETH,2024-09-01T00:00:00Z,2024,9,229,WHO
Ethiopia,ETH,2024-10-01T00:00:00Z,2024,10,490,WHO
Ethiopia,ETH,2024-11-01T00:00:00Z,2024,11,263,WHO
Ethiopia,ETH,2024-12-01T00:00:00Z,2024,12,242,WHO
Ethiopia,ETH,2025-02-01T00:00:00Z,2025,2,114,WHO
Ethiopia,ETH,2025-03-01T00:00:00Z,2025,3,140,WHO
Ethiopia,ETH,2025-04-01T00:00:00Z,2025,4,1625,WHO
Ethiopia,ETH,2025-05-01T00:00:00Z,2025,5,344,WHO
Ethiopia,ETH,2025-06-01T00:00:00Z,2025,6,80,WHO
Ethiopia,ETH,2025-07-01T00:00:00Z,2025,7,98,WHO
Fiji,FJI,2024-01-01T00:00:00Z,2024,1,786,WHO
Fiji,FJI,2024-02-01T00:00:00Z,2024,2,1069,WHO
Fiji,FJI,2024-03-01T00:00:00Z,2024,3,603,WHO
Fiji,FJI,2024-04-01T00:00:00Z,2024,4,1023,WHO
Fiji,FJI,2024-05-01T00:00:00Z,2024,5,1279,WHO
Fiji,FJI,2024-06-01T00:00:00Z,2024,6,495,WHO
Fiji,FJI,2024-07-01T00:00:00Z,2024,7,381,WHO
Fiji,FJI,2024-08-01T00:00:00Z,2024,8,526,WHO
Fiji,FJI,2024-09-01T00:00:00Z,2024,9,76,WHO
Fiji,FJI,2025-01-01T00:00:00Z,2025,1,1627,WHO
Fiji,FJI,2025-02-01T00:00:00Z,2025,2,3359,WHO
Fiji,FJI,2025-03-01T00:00:00Z,2025,3,4477,WHO
Fiji,FJI,2025-04-01T00:00:00Z,2025,4,4666,WHO
Fiji,FJI,2025-05-01T00:00:00Z,2025,5,3617,WHO
Fiji,FJI,2025-06-01T00:00:00Z,2025,6,1749,WHO
Fiji,FJI,2025-07-01T00:00:00Z,2025,7,649,WHO
Finland,FIN,2024-01-01T00:00:00Z,2024,1,0,WHO
Finland,FIN,2024-02-01T00:00:00Z,2024,2,0,WHO
Finland,FIN,2024-03-01T00:00:00Z,2024,3,0,WHO
Finland,FIN,2024-04-01T00:00:00Z,2024,4,0,WHO
Finland,FIN,2024-05-01T00:00:00Z,2024,5,0,WHO
Finland,FIN,2024-06-01T00:00:00Z,2024,6,0,WHO
Finland,FIN,2024-07-01T00:00:00Z,2024,7,0,WHO
Finland,FIN,2024-08-01T00:00:00Z,2024,8,0,WHO
Finland,FIN,2024-09-01T00:00:00Z,2024,9,0,WHO
Finland,FIN,2024-10-01T00:00:00Z,2024,10,0,WHO
Finland,FIN,2024-11-01T00:00:00Z,2024,11,0,WHO
Finland,FIN,2024-12-01T00:00:00Z,2024,12,0,WHO
Finland,FIN,2025-01-01T00:00:00Z,2025,1,0,WHO
Finland,FIN,2025-02-01T00:00:00Z,2025,2,0,WHO
Finland,FIN,2025-03-01T00:00:00Z,2025,3,0,WHO
Finland,FIN,2025-04-01T00:00:00Z,2025,4,0,WHO
Finland,FIN,2025-05-01T00:00:00Z,2025,5,0,WHO
Finland,FIN,2025-06-01T00:00:00Z,2025,6,0,WHO
Finland,FIN,2025-07-01T00:00:00Z,2025,7,0,WHO
France,FRA,2024-01-01T00:00:00Z,2024,1,0,WHO
France,FRA,2024-02-01T00:00:00Z,2024,2,0,WHO
France,FRA,2024-03-01T00:00:00Z,2024,3,0,WHO
France,FRA,2024-04-01T00:00:00Z,2024,4,0,WHO
France,FRA,2024-05-01T00:00:00Z,2024,5,0,WHO
France,FRA,2024-06-01T00:00:00Z,2024,6,1,WHO
France,FRA,2024-07-01T00:00:00Z,2024,7,1,WHO
France,FRA,2024-08-01T00:00:00Z,2024,8,35,WHO
France,FRA,2024-09-01T00:00:00Z,2024,9,39,WHO
France,FRA,2024-10-01T00:00:00Z,2024,10,9,WHO
France,FRA,2024-11-01T00:00:00Z,2024,11,0,WHO
France,FRA,2024-12-01T00:00:00Z,2024,12,0,WHO
France,FRA,2025-01-01T00:00:00Z,2025,1,0,WHO
France,FRA,2025-02-01T00:00:00Z,2025,2,0,WHO
France,FRA,2025-03-01T00:00:00Z,2025,3,0,WHO
France,FRA,2025-04-01T00:00:00Z,2025,4,0,WHO
France,FRA,2025-05-01T00:00:00Z,2025,5,0,WHO
France,FRA,2025-06-01T00:00:00Z,2025,6,1,WHO
France,FRA,2025-07-01T00:00:00Z,2025,7,9,WHO
French Guiana,GUF,2024-01-01T00:00:00Z,2024,1,3672,PAHO
French Guiana,GUF,2024-02-01T00:00:00Z,2024,2,3993,PAHO
French Guiana,GUF,2024-03-01T00:00:00Z,2024,3,3867,PAHO
French Guiana,GUF,2024-04-01T00:00:00Z,2024,4,1794,PAHO
French Guiana,GUF,2024-05-01T00:00:00Z,2024,5,1334,PAHO
French Guiana,GUF,2024-06-01T00:00:00Z,2024,6,817,PAHO
French Guiana,GUF,2024-07-01T00:00:00Z,2024,7,587,PAHO
French Guiana,GUF,2024-08-01T00:00:00Z,2024,8,77,PAHO
French Guiana,GUF,2024-09-01T00:00:00Z,2024,9,NA,PAHO
French Guiana,GUF,2024-10-01T00:00:00Z,2024,10,NA,PAHO
French Guiana,GUF,2024-11-01T00:00:00Z,2024,11,NA,PAHO
French Guiana,GUF,2024-12-01T00:00:00Z,2024,12,NA,PAHO
French Guiana,GUF,2025-01-01T00:00:00Z,2025,1,NA,PAHO
French Guiana,GUF,2025-02-01T00:00:00Z,2025,2,NA,PAHO
French Guiana,GUF,2025-03-01T00:00:00Z,2025,3,NA,PAHO
French Guiana,GUF,2025-04-01T00:00:00Z,2025,4,175,WHO
French Guiana,GUF,2025-05-01T00:00:00Z,2025,5,33,PAHO
French Guiana,GUF,2025-06-01T00:00:00Z,2025,6,24,WHO
French Guiana,GUF,2025-07-01T00:00:00Z,2025,7,5,WHO
French Polynesia,PYF,2024-01-01T00:00:00Z,2024,1,9,WHO
French Polynesia,PYF,2024-02-01T00:00:00Z,2024,2,16,WHO
French Polynesia,PYF,2024-03-01T00:00:00Z,2024,3,11,WHO
French Polynesia,PYF,2024-04-01T00:00:00Z,2024,4,7,WHO
French Polynesia,PYF,2024-05-01T00:00:00Z,2024,5,5,WHO
French Polynesia,PYF,2024-06-01T00:00:00Z,2024,6,17,WHO
French Polynesia,PYF,2024-07-01T00:00:00Z,2024,7,34,WHO
French Polynesia,PYF,2024-08-01T00:00:00Z,2024,8,30,WHO
French Polynesia,PYF,2024-09-01T00:00:00Z,2024,9,18,WHO
French Polynesia,PYF,2025-01-01T00:00:00Z,2025,1,223,WHO
French Polynesia,PYF,2025-02-01T00:00:00Z,2025,2,131,WHO
French Polynesia,PYF,2025-03-01T00:00:00Z,2025,3,240,WHO
French Polynesia,PYF,2025-04-01T00:00:00Z,2025,4,168,WHO
French Polynesia,PYF,2025-05-01T00:00:00Z,2025,5,203,WHO
French Polynesia,PYF,2025-06-01T00:00:00Z,2025,6,84,WHO
Gabon,GAB,2024-01-01T00:00:00Z,2024,1,0,WHO
Gabon,GAB,2024-02-01T00:00:00Z,2024,2,0,WHO
Gabon,GAB,2024-03-01T00:00:00Z,2024,3,0,WHO
Gabon,GAB,2024-04-01T00:00:00Z,2024,4,0,WHO
Gabon,GAB,2024-05-01T00:00:00Z,2024,5,0,WHO
Gabon,GAB,2024-06-01T00:00:00Z,2024,6,0,WHO
Gabon,GAB,2024-07-01T00:00:00Z,2024,7,0,WHO
Gabon,GAB,2024-08-01T00:00:00Z,2024,8,0,WHO
Gabon,GAB,2024-12-01T00:00:00Z,2024,12,0,WHO
Gabon,GAB,2025-01-01T00:00:00Z,2025,1,0,WHO
Gabon,GAB,2025-02-01T00:00:00Z,2025,2,0,WHO
Gabon,GAB,2025-03-01T00:00:00Z,2025,3,0,WHO
Gabon,GAB,2025-04-01T00:00:00Z,2025,4,0,WHO
Gabon,GAB,2025-05-01T00:00:00Z,2025,5,0,WHO
Gabon,GAB,2025-06-01T00:00:00Z,2025,6,0,WHO
Gabon,GAB,2025-07-01T00:00:00Z,2025,7,0,WHO
Gambia,GMB,2024-01-01T00:00:00Z,2024,1,0,WHO
Gambia,GMB,2024-02-01T00:00:00Z,2024,2,0,WHO
Gambia,GMB,2024-03-01T00:00:00Z,2024,3,0,WHO
Gambia,GMB,2024-04-01T00:00:00Z,2024,4,0,WHO
Gambia,GMB,2024-05-01T00:00:00Z,2024,5,0,WHO
Gambia,GMB,2024-06-01T00:00:00Z,2024,6,0,WHO
Gambia,GMB,2024-07-01T00:00:00Z,2024,7,0,WHO
Gambia,GMB,2024-08-01T00:00:00Z,2024,8,0,WHO
Gambia,GMB,2024-09-01T00:00:00Z,2024,9,0,WHO
Gambia,GMB,2024-10-01T00:00:00Z,2024,10,0,WHO
Gambia,GMB,2024-11-01T00:00:00Z,2024,11,0,WHO
Gambia,GMB,2024-12-01T00:00:00Z,2024,12,0,WHO
Gambia,GMB,2025-02-01T00:00:00Z,2025,2,0,WHO
Gambia,GMB,2025-03-01T00:00:00Z,2025,3,0,WHO
Gambia,GMB,2025-04-01T00:00:00Z,2025,4,0,WHO
Gambia,GMB,2025-05-01T00:00:00Z,2025,5,0,WHO
Gambia,GMB,2025-06-01T00:00:00Z,2025,6,0,WHO
Gambia,GMB,2025-07-01T00:00:00Z,2025,7,0,WHO
Georgia,GEO,2024-01-01T00:00:00Z,2024,1,0,WHO
Georgia,GEO,2024-02-01T00:00:00Z,2024,2,0,WHO
Georgia,GEO,2024-03-01T00:00:00Z,2024,3,0,WHO
Georgia,GEO,2024-04-01T00:00:00Z,2024,4,0,WHO
Georgia,GEO,2024-05-01T00:00:00Z,2024,5,0,WHO
Georgia,GEO,2024-06-01T00:00:00Z,2024,6,0,WHO
Georgia,GEO,2024-07-01T00:00:00Z,2024,7,0,WHO
Georgia,GEO,2024-08-01T00:00:00Z,2024,8,0,WHO
Georgia,GEO,2024-09-01T00:00:00Z,2024,9,0,WHO
Georgia,GEO,2024-10-01T00:00:00Z,2024,10,0,WHO
Georgia,GEO,2024-11-01T00:00:00Z,2024,11,0,WHO
Georgia,GEO,2024-12-01T00:00:00Z,2024,12,0,WHO
Georgia,GEO,2025-01-01T00:00:00Z,2025,1,0,WHO
Georgia,GEO,2025-02-01T00:00:00Z,2025,2,0,WHO
Georgia,GEO,2025-03-01T00:00:00Z,2025,3,0,WHO
Georgia,GEO,2025-04-01T00:00:00Z,2025,4,0,WHO
Georgia,GEO,2025-05-01T00:00:00Z,2025,5,0,WHO
Georgia,GEO,2025-06-01T00:00:00Z,2025,6,0,WHO
Georgia,GEO,2025-07-01T00:00:00Z,2025,7,0,WHO
Germany,DEU,2024-01-01T00:00:00Z,2024,1,0,WHO
Germany,DEU,2024-02-01T00:00:00Z,2024,2,0,WHO
Germany,DEU,2024-03-01T00:00:00Z,2024,3,0,WHO
Germany,DEU,2024-04-01T00:00:00Z,2024,4,0,WHO
Germany,DEU,2024-05-01T00:00:00Z,2024,5,0,WHO
Germany,DEU,2024-06-01T00:00:00Z,2024,6,0,WHO
Germany,DEU,2024-07-01T00:00:00Z,2024,7,0,WHO
Germany,DEU,2024-08-01T00:00:00Z,2024,8,0,WHO
Germany,DEU,2024-09-01T00:00:00Z,2024,9,0,WHO
Germany,DEU,2024-10-01T00:00:00Z,2024,10,0,WHO
Germany,DEU,2024-11-01T00:00:00Z,2024,11,0,WHO
Germany,DEU,2024-12-01T00:00:00Z,2024,12,0,WHO
Germany,DEU,2025-01-01T00:00:00Z,2025,1,0,WHO
Germany,DEU,2025-02-01T00:00:00Z,2025,2,0,WHO
Germany,DEU,2025-03-01T00:00:00Z,2025,3,0,WHO
Germany,DEU,2025-04-01T00:00:00Z,2025,4,0,WHO
Germany,DEU,2025-05-01T00:00:00Z,2025,5,0,WHO
Germany,DEU,2025-06-01T00:00:00Z,2025,6,0,WHO
Germany,DEU,2025-07-01T00:00:00Z,2025,7,0,WHO
Ghana,GHA,2024-01-01T00:00:00Z,2024,1,1,WHO
Ghana,GHA,2024-02-01T00:00:00Z,2024,2,0,WHO
Ghana,GHA,2024-03-01T00:00:00Z,2024,3,0,WHO
Ghana,GHA,2024-04-01T00:00:00Z,2024,4,0,WHO
Ghana,GHA,2024-05-01T00:00:00Z,2024,5,0,WHO
Ghana,GHA,2024-06-01T00:00:00Z,2024,6,0,WHO
Ghana,GHA,2024-07-01T00:00:00Z,2024,7,932,WHO
Ghana,GHA,2024-08-01T00:00:00Z,2024,8,190,WHO
Ghana,GHA,2024-09-01T00:00:00Z,2024,9,10,WHO
Ghana,GHA,2024-10-01T00:00:00Z,2024,10,21,WHO
Ghana,GHA,2024-11-01T00:00:00Z,2024,11,1,WHO
Ghana,GHA,2024-12-01T00:00:00Z,2024,12,8,WHO
Ghana,GHA,2025-01-01T00:00:00Z,2025,1,0,WHO
Ghana,GHA,2025-02-01T00:00:00Z,2025,2,2,WHO
Ghana,GHA,2025-03-01T00:00:00Z,2025,3,0,WHO
Ghana,GHA,2025-04-01T00:00:00Z,2025,4,0,WHO
Ghana,GHA,2025-05-01T00:00:00Z,2025,5,0,WHO
Ghana,GHA,2025-06-01T00:00:00Z,2025,6,4,WHO
Ghana,GHA,2025-07-01T00:00:00Z,2025,7,2,WHO
Greece,GRC,2024-01-01T00:00:00Z,2024,1,0,WHO
Greece,GRC,2024-02-01T00:00:00Z,2024,2,0,WHO
Greece,GRC,2024-03-01T00:00:00Z,2024,3,0,WHO
Greece,GRC,2024-04-01T00:00:00Z,2024,4,0,WHO
Greece,GRC,2024-05-01T00:00:00Z,2024,5,0,WHO
Greece,GRC,2024-06-01T00:00:00Z,2024,6,0,WHO
Greece,GRC,2024-07-01T00:00:00Z,2024,7,0,WHO
Greece,GRC,2024-08-01T00:00:00Z,2024,8,0,WHO
Greece,GRC,2024-09-01T00:00:00Z,2024,9,0,WHO
Greece,GRC,2024-10-01T00:00:00Z,2024,10,0,WHO
Greece,GRC,2024-11-01T00:00:00Z,2024,11,0,WHO
Greece,GRC,2024-12-01T00:00:00Z,2024,12,0,WHO
Greece,GRC,2025-01-01T00:00:00Z,2025,1,0,WHO
Greece,GRC,2025-02-01T00:00:00Z,2025,2,0,WHO
Greece,GRC,2025-03-01T00:00:00Z,2025,3,0,WHO
Greece,GRC,2025-04-01T00:00:00Z,2025,4,0,WHO
Greece,GRC,2025-05-01T00:00:00Z,2025,5,0,WHO
Greece,GRC,2025-06-01T00:00:00Z,2025,6,0,WHO
Greece,GRC,2025-07-01T00:00:00Z,2025,7,0,WHO
Grenada,GRD,2024-01-01T00:00:00Z,2024,1,47,PAHO
Grenada,GRD,2024-02-01T00:00:00Z,2024,2,37,PAHO
Grenada,GRD,2024-03-01T00:00:00Z,2024,3,24,PAHO
Grenada,GRD,2024-04-01T00:00:00Z,2024,4,30,PAHO
Grenada,GRD,2024-05-01T00:00:00Z,2024,5,26,PAHO
Grenada,GRD,2024-06-01T00:00:00Z,2024,6,53,PAHO
Grenada,GRD,2024-07-01T00:00:00Z,2024,7,64,PAHO
Grenada,GRD,2024-08-01T00:00:00Z,2024,8,165,PAHO
Grenada,GRD,2024-09-01T00:00:00Z,2024,9,244,PAHO
Grenada,GRD,2024-10-01T00:00:00Z,2024,10,65,PAHO
Grenada,GRD,2024-11-01T00:00:00Z,2024,11,29,PAHO
Grenada,GRD,2024-12-01T00:00:00Z,2024,12,14,PAHO
Grenada,GRD,2025-01-01T00:00:00Z,2025,1,16,PAHO
Grenada,GRD,2025-02-01T00:00:00Z,2025,2,19,PAHO
Grenada,GRD,2025-03-01T00:00:00Z,2025,3,8,PAHO
Grenada,GRD,2025-04-01T00:00:00Z,2025,4,20,WHO
Grenada,GRD,2025-05-01T00:00:00Z,2025,5,7,WHO
Grenada,GRD,2025-06-01T00:00:00Z,2025,6,10,WHO
Grenada,GRD,2025-07-01T00:00:00Z,2025,7,17,WHO
Guadeloupe,GLP,2024-01-01T00:00:00Z,2024,1,1445,PAHO
Guadeloupe,GLP,2024-02-01T00:00:00Z,2024,2,715,PAHO
Guadeloupe,GLP,2024-03-01T00:00:00Z,2024,3,800,PAHO
Guadeloupe,GLP,2024-04-01T00:00:00Z,2024,4,435,PAHO
Guadeloupe,GLP,2024-05-01T00:00:00Z,2024,5,290,PAHO
Guadeloupe,GLP,2024-06-01T00:00:00Z,2024,6,365,PAHO
Guadeloupe,GLP,2024-07-01T00:00:00Z,2024,7,185,PAHO
Guadeloupe,GLP,2024-08-01T00:00:00Z,2024,8,0,WHO
Guadeloupe,GLP,2024-09-01T00:00:00Z,2024,9,1380,PAHO
Guadeloupe,GLP,2024-10-01T00:00:00Z,2024,10,2040,PAHO
Guadeloupe,GLP,2024-11-01T00:00:00Z,2024,11,2410,PAHO
Guadeloupe,GLP,2024-12-01T00:00:00Z,2024,12,960,PAHO
Guadeloupe,GLP,2025-01-01T00:00:00Z,2025,1,2220,PAHO
Guadeloupe,GLP,2025-02-01T00:00:00Z,2025,2,970,PAHO
Guadeloupe,GLP,2025-03-01T00:00:00Z,2025,3,970,PAHO
Guadeloupe,GLP,2025-04-01T00:00:00Z,2025,4,0,WHO
Guadeloupe,GLP,2025-05-01T00:00:00Z,2025,5,110,PAHO
Guadeloupe,GLP,2025-06-01T00:00:00Z,2025,6,265,WHO
Guadeloupe,GLP,2025-07-01T00:00:00Z,2025,7,NA,WHO
Guam,GUM,2025-01-01T00:00:00Z,2025,1,0,WHO
Guam,GUM,2025-02-01T00:00:00Z,2025,2,0,WHO
Guam,GUM,2025-03-01T00:00:00Z,2025,3,1,WHO
Guam,GUM,2025-04-01T00:00:00Z,2025,4,0,WHO
Guam,GUM,2025-05-01T00:00:00Z,2025,5,0,WHO
Guam,GUM,2025-06-01T00:00:00Z,2025,6,0,WHO
Guatemala,GTM,2024-01-01T00:00:00Z,2024,1,7911,PAHO
Guatemala,GTM,2024-02-01T00:00:00Z,2024,2,4495,PAHO
Guatemala,GTM,2024-03-01T00:00:00Z,2024,3,4188,PAHO
Guatemala,GTM,2024-04-01T00:00:00Z,2024,4,7774,PAHO
Guatemala,GTM,2024-05-01T00:00:00Z,2024,5,11795,PAHO
Guatemala,GTM,2024-06-01T00:00:00Z,2024,6,20448,PAHO
Guatemala,GTM,2024-07-01T00:00:00Z,2024,7,31234,PAHO
Guatemala,GTM,2024-08-01T00:00:00Z,2024,8,27529,PAHO
Guatemala,GTM,2024-09-01T00:00:00Z,2024,9,35365,PAHO
Guatemala,GTM,2024-10-01T00:00:00Z,2024,10,21376,PAHO
Guatemala,GTM,2024-11-01T00:00:00Z,2024,11,12086,PAHO
Guatemala,GTM,2024-12-01T00:00:00Z,2024,12,5377,PAHO
Guatemala,GTM,2025-01-01T00:00:00Z,2025,1,4371,PAHO
Guatemala,GTM,2025-02-01T00:00:00Z,2025,2,3527,PAHO
Guatemala,GTM,2025-03-01T00:00:00Z,2025,3,5515,PAHO
Guatemala,GTM,2025-04-01T00:00:00Z,2025,4,4212,PAHO
Guatemala,GTM,2025-05-01T00:00:00Z,2025,5,6911,PAHO
Guatemala,GTM,2025-06-01T00:00:00Z,2025,6,2375,PAHO
Guatemala,GTM,2025-07-01T00:00:00Z,2025,7,3666,WHO
Guinea,GIN,2024-01-01T00:00:00Z,2024,1,0,WHO
Guinea,GIN,2024-02-01T00:00:00Z,2024,2,0,WHO
Guinea,GIN,2024-03-01T00:00:00Z,2024,3,0,WHO
Guinea,GIN,2024-04-01T00:00:00Z,2024,4,0,WHO
Guinea,GIN,2024-05-01T00:00:00Z,2024,5,0,WHO
Guinea,GIN,2024-06-01T00:00:00Z,2024,6,0,WHO
Guinea,GIN,2024-07-01T00:00:00Z,2024,7,2,WHO
Guinea-Bissau,GNB,2024-01-01T00:00:00Z,2024,1,0,WHO
Guinea-Bissau,GNB,2024-02-01T00:00:00Z,2024,2,0,WHO
Guinea-Bissau,GNB,2024-03-01T00:00:00Z,2024,3,0,WHO
Guinea-Bissau,GNB,2024-04-01T00:00:00Z,2024,4,0,WHO
Guinea-Bissau,GNB,2024-05-01T00:00:00Z,2024,5,0,WHO
Guinea-Bissau,GNB,2024-06-01T00:00:00Z,2024,6,0,WHO
Guinea-Bissau,GNB,2024-07-01T00:00:00Z,2024,7,0,WHO
Guinea-Bissau,GNB,2024-08-01T00:00:00Z,2024,8,0,WHO
Guinea-Bissau,GNB,2024-09-01T00:00:00Z,2024,9,0,WHO
Guinea-Bissau,GNB,2024-10-01T00:00:00Z,2024,10,0,WHO
Guinea-Bissau,GNB,2024-12-01T00:00:00Z,2024,12,0,WHO
Guinea-Bissau,GNB,2025-01-01T00:00:00Z,2025,1,0,WHO
Guinea-Bissau,GNB,2025-02-01T00:00:00Z,2025,2,0,WHO
Guinea-Bissau,GNB,2025-03-01T00:00:00Z,2025,3,0,WHO
Guinea-Bissau,GNB,2025-04-01T00:00:00Z,2025,4,0,WHO
Guinea-Bissau,GNB,2025-05-01T00:00:00Z,2025,5,0,WHO
Guinea-Bissau,GNB,2025-06-01T00:00:00Z,2025,6,0,WHO
Guinea-Bissau,GNB,2025-07-01T00:00:00Z,2025,7,0,WHO
Guyana,GUY,2024-01-01T00:00:00Z,2024,1,3049,PAHO
Guyana,GUY,2024-02-01T00:00:00Z,2024,2,4222,PAHO
Guyana,GUY,2024-03-01T00:00:00Z,2024,3,3457,PAHO
Guyana,GUY,2024-04-01T00:00:00Z,2024,4,4669,PAHO
Guyana,GUY,2024-05-01T00:00:00Z,2024,5,4673,PAHO
Guyana,GUY,2024-06-01T00:00:00Z,2024,6,6478,PAHO
Guyana,GUY,2024-07-01T00:00:00Z,2024,7,7583,PAHO
Guyana,GUY,2024-08-01T00:00:00Z,2024,8,2105,PAHO
Guyana,GUY,2024-09-01T00:00:00Z,2024,9,2582,PAHO
Guyana,GUY,2024-10-01T00:00:00Z,2024,10,2449,PAHO
Guyana,GUY,2024-11-01T00:00:00Z,2024,11,2793,PAHO
Guyana,GUY,2024-12-01T00:00:00Z,2024,12,2246,PAHO
Guyana,GUY,2025-01-01T00:00:00Z,2025,1,5040,PAHO
Guyana,GUY,2025-02-01T00:00:00Z,2025,2,4722,PAHO
Guyana,GUY,2025-03-01T00:00:00Z,2025,3,11228,PAHO
Guyana,GUY,2025-04-01T00:00:00Z,2025,4,8286,PAHO
Guyana,GUY,2025-05-01T00:00:00Z,2025,5,5209,PAHO
Guyana,GUY,2025-06-01T00:00:00Z,2025,6,8474,WHO
Guyana,GUY,2025-07-01T00:00:00Z,2025,7,6394,WHO
Holy See,VAT,2024-01-01T00:00:00Z,2024,1,0,WHO
Holy See,VAT,2024-02-01T00:00:00Z,2024,2,0,WHO
Holy See,VAT,2024-03-01T00:00:00Z,2024,3,0,WHO
Holy See,VAT,2024-04-01T00:00:00Z,2024,4,0,WHO
Holy See,VAT,2024-05-01T00:00:00Z,2024,5,0,WHO
Holy See,VAT,2024-06-01T00:00:00Z,2024,6,0,WHO
Holy See,VAT,2024-07-01T00:00:00Z,2024,7,0,WHO
Holy See,VAT,2024-08-01T00:00:00Z,2024,8,0,WHO
Holy See,VAT,2024-09-01T00:00:00Z,2024,9,0,WHO
Holy See,VAT,2024-10-01T00:00:00Z,2024,10,0,WHO
Holy See,VAT,2024-11-01T00:00:00Z,2024,11,0,WHO
Holy See,VAT,2024-12-01T00:00:00Z,2024,12,0,WHO
Holy See,VAT,2025-01-01T00:00:00Z,2025,1,0,WHO
Holy See,VAT,2025-02-01T00:00:00Z,2025,2,0,WHO
Holy See,VAT,2025-03-01T00:00:00Z,2025,3,0,WHO
Holy See,VAT,2025-04-01T00:00:00Z,2025,4,0,WHO
Holy See,VAT,2025-05-01T00:00:00Z,2025,5,0,WHO
Holy See,VAT,2025-06-01T00:00:00Z,2025,6,0,WHO
Holy See,VAT,2025-07-01T00:00:00Z,2025,7,0,WHO
Honduras,HND,2024-01-01T00:00:00Z,2024,1,3602,PAHO
Honduras,HND,2024-02-01T00:00:00Z,2024,2,3331,PAHO
Honduras,HND,2024-03-01T00:00:00Z,2024,3,3630,PAHO
