window_type,origin_date,iso3,region,train_start,train_end,n_train_months,n_gap_in_window,n_targets_with_truth,eligible
fixed_5y,2020-01-01,BOL,South America,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,BRA,South America,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,CHL,South America,2015-02-01,2020-01-01,12,48,0,FALSE
fixed_5y,2020-01-01,COL,South America,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,ECU,South America,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,GUF,South America,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,GUY,South America,2015-02-01,2020-01-01,48,12,6,TRUE
fixed_5y,2020-01-01,PER,South America,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,PRY,South America,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,SUR,South America,2015-02-01,2020-01-01,34,26,6,FALSE
fixed_5y,2020-01-01,URY,South America,2015-04-01,2020-01-01,12,46,0,FALSE
fixed_5y,2020-01-01,VEN,South America,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2020-01-01,22,0,6,FALSE
fixed_5y,2020-01-01,SAU,"Europe, Middle East & North Africa",2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,SDN,"Europe, Middle East & North Africa",2015-02-01,2020-01-01,15,45,0,FALSE
fixed_5y,2020-01-01,YEM,"Europe, Middle East & North Africa",2015-04-01,2020-01-01,34,24,6,FALSE
fixed_5y,2020-01-01,BFA,Sub-Saharan Africa,2015-05-01,2020-01-01,48,9,0,FALSE
fixed_5y,2020-01-01,CIV,Sub-Saharan Africa,2022-02-01,2020-01-01,0,0,0,FALSE
fixed_5y,2020-01-01,ERI,Sub-Saharan Africa,2015-02-01,2020-01-01,5,55,0,FALSE
fixed_5y,2020-01-01,ETH,Sub-Saharan Africa,2015-02-01,2020-01-01,0,60,0,FALSE
fixed_5y,2020-01-01,KEN,Sub-Saharan Africa,2015-02-01,2020-01-01,25,35,0,FALSE
fixed_5y,2020-01-01,MRT,Sub-Saharan Africa,2017-05-01,2020-01-01,12,21,0,FALSE
fixed_5y,2020-01-01,REU,Sub-Saharan Africa,2015-02-01,2020-01-01,51,9,6,TRUE
fixed_5y,2020-01-01,SEN,Sub-Saharan Africa,2017-05-01,2020-01-01,24,9,0,FALSE
fixed_5y,2020-01-01,SYC,Sub-Saharan Africa,2016-07-01,2020-01-01,24,19,0,FALSE
fixed_5y,2020-01-01,AFG,South Asia,2021-03-01,2020-01-01,0,0,0,FALSE
fixed_5y,2020-01-01,BGD,South Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,BTN,South Asia,2015-02-01,2020-01-01,47,13,1,TRUE
fixed_5y,2020-01-01,IND,South Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,LKA,South Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,MDV,South Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,NPL,South Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,PAK,South Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,BRN,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,CHN,East & Southeast Asia,2015-02-01,2020-01-01,60,0,1,TRUE
fixed_5y,2020-01-01,IDN,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,KHM,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,LAO,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,MMR,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,MYS,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,PHL,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,SGP,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,THA,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,TLS,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,TWN,East & Southeast Asia,2015-02-01,2020-01-01,36,24,1,TRUE
fixed_5y,2020-01-01,VNM,East & Southeast Asia,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,AUS,Pacific Islands,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,COK,Pacific Islands,2015-02-01,2020-01-01,24,36,6,FALSE
fixed_5y,2020-01-01,FJI,Pacific Islands,2015-02-01,2020-01-01,60,0,6,TRUE
fixed_5y,2020-01-01,FSM,Pacific Islands,2016-04-01,2020-01-01,34,12,6,FALSE
fixed_5y,2020-01-01,KIR,Pacific Islands,2015-02-01,2020-01-01,26,34,0,FALSE
fixed_5y,2020-01-01,MHL,Pacific Islands,2015-02-01,2020-01-01,20,40,6,FALSE
fixed_5y,2020-01-01,NCL,Pacific Islands,2015-02-01,2020-01-01,48,12,6,TRUE
fixed_5y,2020-01-01,PLW,Pacific Islands,2015-02-01,2020-01-01,34,26,6,FALSE
fixed_5y,2020-01-01,PYF,Pacific Islands,2015-02-01,2020-01-01,60,0,3,TRUE
fixed_5y,2020-01-01,SLB,Pacific Islands,2015-02-01,2020-01-01,46,14,6,TRUE
fixed_5y,2020-01-01,TON,Pacific Islands,2015-02-01,2020-01-01,27,33,0,FALSE
fixed_5y,2020-01-01,TUV,Pacific Islands,2018-04-01,2020-01-01,22,0,6,FALSE
fixed_5y,2020-01-01,VUT,Pacific Islands,2015-02-01,2020-01-01,27,33,6,FALSE
fixed_5y,2020-01-01,WLF,Pacific Islands,2017-06-01,2020-01-01,32,0,6,FALSE
fixed_5y,2020-01-01,WSM,Pacific Islands,2017-10-01,2020-01-01,28,0,6,FALSE
fixed_5y,2020-02-01,BLZ,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,CRI,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,GTM,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,HND,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,MEX,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,NIC,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,PAN,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,SLV,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,USA,North & Central America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,ABW,Caribbean,2015-03-01,2020-02-01,52,8,0,FALSE
fixed_5y,2020-02-01,ATG,Caribbean,2015-04-01,2020-02-01,47,12,1,TRUE
fixed_5y,2020-02-01,BES,Caribbean,2015-03-01,2020-02-01,0,0,0,FALSE
fixed_5y,2020-02-01,BHS,Caribbean,2015-03-01,2020-02-01,13,47,0,FALSE
fixed_5y,2020-02-01,BLM,Caribbean,2015-03-01,2020-02-01,36,24,6,TRUE
fixed_5y,2020-02-01,BRB,Caribbean,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,CUB,Caribbean,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,CUW,Caribbean,2015-03-01,2020-02-01,0,0,0,FALSE
fixed_5y,2020-02-01,CYM,Caribbean,2015-03-01,2020-02-01,48,12,1,TRUE
fixed_5y,2020-02-01,DMA,Caribbean,2015-03-01,2020-02-01,48,12,6,TRUE
fixed_5y,2020-02-01,DOM,Caribbean,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,GLP,Caribbean,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,GRD,Caribbean,2015-03-01,2020-02-01,48,12,6,TRUE
fixed_5y,2020-02-01,HTI,Caribbean,2018-05-01,2020-02-01,22,0,6,FALSE
fixed_5y,2020-02-01,JAM,Caribbean,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,KNA,Caribbean,2015-03-01,2020-02-01,24,36,1,FALSE
fixed_5y,2020-02-01,LCA,Caribbean,2015-03-01,2020-02-01,48,12,6,TRUE
fixed_5y,2020-02-01,MAF,Caribbean,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,MTQ,Caribbean,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,PRI,Caribbean,2015-03-01,2020-02-01,24,36,6,FALSE
fixed_5y,2020-02-01,SXM,Caribbean,2015-03-01,2020-02-01,0,60,0,FALSE
fixed_5y,2020-02-01,TCA,Caribbean,2015-03-01,2020-02-01,48,12,2,TRUE
fixed_5y,2020-02-01,TTO,Caribbean,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,VCT,Caribbean,2015-03-01,2020-02-01,24,36,6,FALSE
fixed_5y,2020-02-01,VGB,Caribbean,2015-03-01,2020-02-01,60,0,1,TRUE
fixed_5y,2020-02-01,ARG,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,BOL,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,BRA,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,CHL,South America,2015-03-01,2020-02-01,12,48,0,FALSE
fixed_5y,2020-02-01,COL,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,ECU,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,GUF,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,GUY,South America,2015-03-01,2020-02-01,48,12,6,TRUE
fixed_5y,2020-02-01,PER,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,PRY,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,SUR,South America,2015-03-01,2020-02-01,35,25,6,FALSE
fixed_5y,2020-02-01,URY,South America,2015-04-01,2020-02-01,12,47,0,FALSE
fixed_5y,2020-02-01,VEN,South America,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2020-02-01,23,0,6,FALSE
fixed_5y,2020-02-01,SAU,"Europe, Middle East & North Africa",2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,SDN,"Europe, Middle East & North Africa",2015-03-01,2020-02-01,14,46,0,FALSE
fixed_5y,2020-02-01,YEM,"Europe, Middle East & North Africa",2015-04-01,2020-02-01,35,24,6,FALSE
fixed_5y,2020-02-01,BFA,Sub-Saharan Africa,2015-05-01,2020-02-01,48,10,0,FALSE
fixed_5y,2020-02-01,CIV,Sub-Saharan Africa,2022-02-01,2020-02-01,0,0,0,FALSE
fixed_5y,2020-02-01,ERI,Sub-Saharan Africa,2015-03-01,2020-02-01,4,56,0,FALSE
fixed_5y,2020-02-01,ETH,Sub-Saharan Africa,2015-03-01,2020-02-01,0,60,0,FALSE
fixed_5y,2020-02-01,KEN,Sub-Saharan Africa,2015-03-01,2020-02-01,24,36,0,FALSE
fixed_5y,2020-02-01,MRT,Sub-Saharan Africa,2017-05-01,2020-02-01,12,22,0,FALSE
fixed_5y,2020-02-01,REU,Sub-Saharan Africa,2015-03-01,2020-02-01,52,8,6,TRUE
fixed_5y,2020-02-01,SEN,Sub-Saharan Africa,2017-05-01,2020-02-01,24,10,0,FALSE
fixed_5y,2020-02-01,SYC,Sub-Saharan Africa,2016-07-01,2020-02-01,24,20,0,FALSE
fixed_5y,2020-02-01,AFG,South Asia,2021-03-01,2020-02-01,0,0,0,FALSE
fixed_5y,2020-02-01,BGD,South Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,BTN,South Asia,2015-03-01,2020-02-01,48,12,0,FALSE
fixed_5y,2020-02-01,IND,South Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,LKA,South Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,MDV,South Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,NPL,South Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,PAK,South Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,BRN,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,CHN,East & Southeast Asia,2015-03-01,2020-02-01,60,0,0,FALSE
fixed_5y,2020-02-01,IDN,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,KHM,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,LAO,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,MMR,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,MYS,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,PHL,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,SGP,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,THA,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,TLS,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,TWN,East & Southeast Asia,2015-03-01,2020-02-01,36,24,0,FALSE
fixed_5y,2020-02-01,VNM,East & Southeast Asia,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,AUS,Pacific Islands,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,COK,Pacific Islands,2015-03-01,2020-02-01,24,36,6,FALSE
fixed_5y,2020-02-01,FJI,Pacific Islands,2015-03-01,2020-02-01,60,0,6,TRUE
fixed_5y,2020-02-01,FSM,Pacific Islands,2016-04-01,2020-02-01,35,12,6,FALSE
fixed_5y,2020-02-01,KIR,Pacific Islands,2015-03-01,2020-02-01,25,35,0,FALSE
fixed_5y,2020-02-01,MHL,Pacific Islands,2015-03-01,2020-02-01,21,39,6,FALSE
fixed_5y,2020-02-01,NCL,Pacific Islands,2015-03-01,2020-02-01,48,12,6,TRUE
fixed_5y,2020-02-01,PLW,Pacific Islands,2015-03-01,2020-02-01,35,25,6,FALSE
fixed_5y,2020-02-01,PYF,Pacific Islands,2015-03-01,2020-02-01,60,0,2,TRUE
fixed_5y,2020-02-01,SLB,Pacific Islands,2015-03-01,2020-02-01,47,13,6,TRUE
fixed_5y,2020-02-01,TON,Pacific Islands,2015-03-01,2020-02-01,26,34,0,FALSE
fixed_5y,2020-02-01,TUV,Pacific Islands,2018-04-01,2020-02-01,23,0,6,FALSE
fixed_5y,2020-02-01,VUT,Pacific Islands,2015-03-01,2020-02-01,28,32,6,FALSE
fixed_5y,2020-02-01,WLF,Pacific Islands,2017-06-01,2020-02-01,33,0,6,FALSE
fixed_5y,2020-02-01,WSM,Pacific Islands,2017-10-01,2020-02-01,29,0,6,FALSE
fixed_5y,2020-03-01,BLZ,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,CRI,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,GTM,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,HND,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,MEX,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,NIC,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,PAN,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,SLV,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,USA,North & Central America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,ABW,Caribbean,2015-04-01,2020-03-01,51,9,0,FALSE
fixed_5y,2020-03-01,ATG,Caribbean,2015-04-01,2020-03-01,48,12,0,FALSE
fixed_5y,2020-03-01,BES,Caribbean,2015-04-01,2020-03-01,0,0,0,FALSE
fixed_5y,2020-03-01,BHS,Caribbean,2015-04-01,2020-03-01,12,48,0,FALSE
fixed_5y,2020-03-01,BLM,Caribbean,2015-04-01,2020-03-01,36,24,6,TRUE
fixed_5y,2020-03-01,BRB,Caribbean,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,CUB,Caribbean,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,CUW,Caribbean,2015-04-01,2020-03-01,0,0,0,FALSE
fixed_5y,2020-03-01,CYM,Caribbean,2015-04-01,2020-03-01,48,12,0,FALSE
fixed_5y,2020-03-01,DMA,Caribbean,2015-04-01,2020-03-01,48,12,6,TRUE
fixed_5y,2020-03-01,DOM,Caribbean,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,GLP,Caribbean,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,GRD,Caribbean,2015-04-01,2020-03-01,49,11,6,TRUE
fixed_5y,2020-03-01,HTI,Caribbean,2018-05-01,2020-03-01,23,0,6,FALSE
fixed_5y,2020-03-01,JAM,Caribbean,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,KNA,Caribbean,2015-04-01,2020-03-01,24,36,0,FALSE
fixed_5y,2020-03-01,LCA,Caribbean,2015-04-01,2020-03-01,48,12,6,TRUE
fixed_5y,2020-03-01,MAF,Caribbean,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,MTQ,Caribbean,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,PRI,Caribbean,2015-04-01,2020-03-01,24,36,6,FALSE
fixed_5y,2020-03-01,SXM,Caribbean,2015-04-01,2020-03-01,0,60,0,FALSE
fixed_5y,2020-03-01,TCA,Caribbean,2015-04-01,2020-03-01,48,12,1,TRUE
fixed_5y,2020-03-01,TTO,Caribbean,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,VCT,Caribbean,2015-04-01,2020-03-01,24,36,6,FALSE
fixed_5y,2020-03-01,VGB,Caribbean,2015-04-01,2020-03-01,60,0,0,FALSE
fixed_5y,2020-03-01,ARG,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,BOL,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,BRA,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,CHL,South America,2015-04-01,2020-03-01,12,48,0,FALSE
fixed_5y,2020-03-01,COL,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,ECU,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,GUF,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,GUY,South America,2015-04-01,2020-03-01,48,12,6,TRUE
fixed_5y,2020-03-01,PER,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,PRY,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,SUR,South America,2015-04-01,2020-03-01,36,24,6,TRUE
fixed_5y,2020-03-01,URY,South America,2015-04-01,2020-03-01,12,48,0,FALSE
fixed_5y,2020-03-01,VEN,South America,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2020-03-01,24,0,6,FALSE
fixed_5y,2020-03-01,SAU,"Europe, Middle East & North Africa",2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,SDN,"Europe, Middle East & North Africa",2015-04-01,2020-03-01,13,47,0,FALSE
fixed_5y,2020-03-01,YEM,"Europe, Middle East & North Africa",2015-04-01,2020-03-01,36,24,6,TRUE
fixed_5y,2020-03-01,BFA,Sub-Saharan Africa,2015-05-01,2020-03-01,48,11,0,FALSE
fixed_5y,2020-03-01,CIV,Sub-Saharan Africa,2022-02-01,2020-03-01,0,0,0,FALSE
fixed_5y,2020-03-01,ERI,Sub-Saharan Africa,2015-04-01,2020-03-01,3,57,0,FALSE
fixed_5y,2020-03-01,ETH,Sub-Saharan Africa,2015-04-01,2020-03-01,0,60,0,FALSE
fixed_5y,2020-03-01,KEN,Sub-Saharan Africa,2015-04-01,2020-03-01,23,37,0,FALSE
fixed_5y,2020-03-01,MRT,Sub-Saharan Africa,2017-05-01,2020-03-01,12,23,0,FALSE
fixed_5y,2020-03-01,REU,Sub-Saharan Africa,2015-04-01,2020-03-01,53,7,6,TRUE
fixed_5y,2020-03-01,SEN,Sub-Saharan Africa,2017-05-01,2020-03-01,24,11,0,FALSE
fixed_5y,2020-03-01,SYC,Sub-Saharan Africa,2016-07-01,2020-03-01,24,21,0,FALSE
fixed_5y,2020-03-01,AFG,South Asia,2021-03-01,2020-03-01,0,0,0,FALSE
fixed_5y,2020-03-01,BGD,South Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,BTN,South Asia,2015-04-01,2020-03-01,48,12,0,FALSE
fixed_5y,2020-03-01,IND,South Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,LKA,South Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,MDV,South Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,NPL,South Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,PAK,South Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,BRN,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,CHN,East & Southeast Asia,2015-04-01,2020-03-01,59,1,0,FALSE
fixed_5y,2020-03-01,IDN,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,KHM,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,LAO,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,MMR,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,MYS,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,PHL,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,SGP,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,THA,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,TLS,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,TWN,East & Southeast Asia,2015-04-01,2020-03-01,35,25,0,FALSE
fixed_5y,2020-03-01,VNM,East & Southeast Asia,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,AUS,Pacific Islands,2015-04-01,2020-03-01,60,0,5,TRUE
fixed_5y,2020-03-01,COK,Pacific Islands,2015-04-01,2020-03-01,24,36,6,FALSE
fixed_5y,2020-03-01,FJI,Pacific Islands,2015-04-01,2020-03-01,60,0,6,TRUE
fixed_5y,2020-03-01,FSM,Pacific Islands,2016-04-01,2020-03-01,36,12,6,TRUE
fixed_5y,2020-03-01,KIR,Pacific Islands,2015-04-01,2020-03-01,24,36,0,FALSE
fixed_5y,2020-03-01,MHL,Pacific Islands,2015-04-01,2020-03-01,22,38,6,FALSE
fixed_5y,2020-03-01,NCL,Pacific Islands,2015-04-01,2020-03-01,48,12,6,TRUE
fixed_5y,2020-03-01,PLW,Pacific Islands,2015-04-01,2020-03-01,36,24,6,TRUE
fixed_5y,2020-03-01,PYF,Pacific Islands,2015-04-01,2020-03-01,60,0,1,TRUE
fixed_5y,2020-03-01,SLB,Pacific Islands,2015-04-01,2020-03-01,48,12,6,TRUE
fixed_5y,2020-03-01,TON,Pacific Islands,2015-04-01,2020-03-01,25,35,0,FALSE
fixed_5y,2020-03-01,TUV,Pacific Islands,2018-04-01,2020-03-01,24,0,6,FALSE
fixed_5y,2020-03-01,VUT,Pacific Islands,2015-04-01,2020-03-01,29,31,6,FALSE
fixed_5y,2020-03-01,WLF,Pacific Islands,2017-06-01,2020-03-01,34,0,6,FALSE
fixed_5y,2020-03-01,WSM,Pacific Islands,2017-10-01,2020-03-01,30,0,6,FALSE
fixed_5y,2020-04-01,BLZ,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,CRI,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,GTM,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,HND,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,MEX,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,NIC,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,PAN,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,SLV,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,USA,North & Central America,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,ABW,Caribbean,2015-05-01,2020-04-01,50,10,0,FALSE
fixed_5y,2020-04-01,ATG,Caribbean,2015-05-01,2020-04-01,47,13,0,FALSE
fixed_5y,2020-04-01,BES,Caribbean,2015-05-01,2020-04-01,0,0,0,FALSE
fixed_5y,2020-04-01,BHS,Caribbean,2015-05-01,2020-04-01,12,48,0,FALSE
fixed_5y,2020-04-01,BLM,Caribbean,2015-05-01,2020-04-01,36,24,6,TRUE
fixed_5y,2020-04-01,BRB,Caribbean,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,CUB,Caribbean,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,CUW,Caribbean,2015-05-01,2020-04-01,0,0,0,FALSE
fixed_5y,2020-04-01,CYM,Caribbean,2015-05-01,2020-04-01,47,13,0,FALSE
fixed_5y,2020-04-01,DMA,Caribbean,2015-05-01,2020-04-01,48,12,6,TRUE
fixed_5y,2020-04-01,DOM,Caribbean,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,GLP,Caribbean,2015-05-01,2020-04-01,60,0,6,TRUE
fixed_5y,2020-04-01,GRD,Caribbean,2015-05-01,2020-04-01,50,10,6,TRUE
fixed_5y,2020-04-01,HTI,Caribbean,2018-05-01,2020-04-01,24,0,6,FALSE
fixed_5y,2020-04-01,JAM,Caribbean,2015-05-01,2020-04-01,60,0,6,TRUE
