window_type,origin_date,iso3,region,train_start,train_end,n_train_months,n_gap_in_window,n_targets_with_truth,eligible
expanding,2023-07-01,GLP,Caribbean,2010-04-01,2023-07-01,160,0,6,TRUE
expanding,2023-07-01,GRD,Caribbean,2010-03-01,2023-07-01,149,12,6,TRUE
expanding,2023-07-01,HTI,Caribbean,2018-05-01,2023-07-01,60,0,0,FALSE
expanding,2023-07-01,JAM,Caribbean,2010-05-01,2023-07-01,159,0,6,TRUE
expanding,2023-07-01,KNA,Caribbean,2013-04-01,2023-07-01,52,72,6,TRUE
expanding,2023-07-01,LCA,Caribbean,2010-03-01,2023-07-01,113,48,6,TRUE
expanding,2023-07-01,MAF,Caribbean,2010-06-01,2023-07-01,146,12,6,TRUE
expanding,2023-07-01,MTQ,Caribbean,2010-05-01,2023-07-01,159,0,6,TRUE
expanding,2023-07-01,PRI,Caribbean,2010-04-01,2023-07-01,124,36,6,TRUE
expanding,2023-07-01,SXM,Caribbean,2010-04-01,2023-07-01,36,124,0,FALSE
expanding,2023-07-01,TCA,Caribbean,2013-05-01,2023-07-01,75,48,6,TRUE
expanding,2023-07-01,TTO,Caribbean,2010-04-01,2023-07-01,112,48,6,TRUE
expanding,2023-07-01,VCT,Caribbean,2010-04-01,2023-07-01,112,48,6,TRUE
expanding,2023-07-01,VGB,Caribbean,2010-04-01,2023-07-01,124,36,6,TRUE
expanding,2023-07-01,ARG,South America,2010-08-01,2023-07-01,156,0,6,TRUE
expanding,2023-07-01,BOL,South America,2010-08-01,2023-07-01,156,0,6,TRUE
expanding,2023-07-01,BRA,South America,2010-10-01,2023-07-01,154,0,6,TRUE
expanding,2023-07-01,CHL,South America,2012-04-01,2023-07-01,36,100,0,FALSE
expanding,2023-07-01,COL,South America,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,ECU,South America,2010-11-01,2023-07-01,153,0,6,TRUE
expanding,2023-07-01,GUF,South America,2010-10-01,2023-07-01,142,12,6,TRUE
expanding,2023-07-01,GUY,South America,2010-01-01,2023-07-01,151,12,6,TRUE
expanding,2023-07-01,PER,South America,2010-09-01,2023-07-01,155,0,6,TRUE
expanding,2023-07-01,PRY,South America,2010-07-01,2023-07-01,157,0,6,TRUE
expanding,2023-07-01,SUR,South America,2010-04-01,2023-07-01,100,60,6,TRUE
expanding,2023-07-01,URY,South America,2015-04-01,2023-07-01,40,60,6,TRUE
expanding,2023-07-01,VEN,South America,2010-04-01,2023-07-01,160,0,6,TRUE
expanding,2023-07-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2023-07-01,60,0,0,FALSE
expanding,2023-07-01,SAU,"Europe, Middle East & North Africa",2010-10-01,2023-07-01,154,0,6,TRUE
expanding,2023-07-01,SDN,"Europe, Middle East & North Africa",2010-05-01,2023-07-01,75,84,6,TRUE
expanding,2023-07-01,YEM,"Europe, Middle East & North Africa",2015-04-01,2023-07-01,76,24,6,TRUE
expanding,2023-07-01,BFA,Sub-Saharan Africa,2015-05-01,2023-07-01,51,48,6,TRUE
expanding,2023-07-01,CIV,Sub-Saharan Africa,2022-02-01,2023-07-01,18,0,6,FALSE
expanding,2023-07-01,ERI,Sub-Saharan Africa,2010-07-01,2023-07-01,60,97,0,FALSE
expanding,2023-07-01,ETH,Sub-Saharan Africa,2013-05-01,2023-07-01,15,108,6,FALSE
expanding,2023-07-01,KEN,Sub-Saharan Africa,2013-03-01,2023-07-01,60,65,0,FALSE
expanding,2023-07-01,MRT,Sub-Saharan Africa,2017-05-01,2023-07-01,15,60,6,FALSE
expanding,2023-07-01,REU,Sub-Saharan Africa,2010-11-01,2023-07-01,108,45,0,FALSE
expanding,2023-07-01,SEN,Sub-Saharan Africa,2017-05-01,2023-07-01,51,24,6,TRUE
expanding,2023-07-01,SYC,Sub-Saharan Africa,2016-07-01,2023-07-01,37,48,6,TRUE
expanding,2023-07-01,AFG,South Asia,2021-03-01,2023-07-01,29,0,6,FALSE
expanding,2023-07-01,BGD,South Asia,2010-03-01,2023-07-01,161,0,6,TRUE
expanding,2023-07-01,BTN,South Asia,2010-03-01,2023-07-01,113,48,6,TRUE
expanding,2023-07-01,IND,South Asia,2010-04-01,2023-07-01,160,0,6,TRUE
expanding,2023-07-01,LKA,South Asia,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,MDV,South Asia,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,NPL,South Asia,2010-03-01,2023-07-01,161,0,6,TRUE
expanding,2023-07-01,PAK,South Asia,2010-03-01,2023-07-01,161,0,6,TRUE
expanding,2023-07-01,BRN,East & Southeast Asia,2010-05-01,2023-07-01,159,0,6,TRUE
expanding,2023-07-01,CHN,East & Southeast Asia,2010-03-01,2023-07-01,137,24,6,TRUE
expanding,2023-07-01,IDN,East & Southeast Asia,2010-10-01,2023-07-01,154,0,6,TRUE
expanding,2023-07-01,KHM,East & Southeast Asia,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,LAO,East & Southeast Asia,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,MMR,East & Southeast Asia,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,MYS,East & Southeast Asia,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,PHL,East & Southeast Asia,2010-04-01,2023-07-01,160,0,6,TRUE
expanding,2023-07-01,SGP,East & Southeast Asia,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,THA,East & Southeast Asia,2010-02-01,2023-07-01,162,0,6,TRUE
expanding,2023-07-01,TLS,East & Southeast Asia,2010-09-01,2023-07-01,155,0,6,TRUE
expanding,2023-07-01,TWN,East & Southeast Asia,2010-03-01,2023-07-01,101,60,6,TRUE
expanding,2023-07-01,VNM,East & Southeast Asia,2010-03-01,2023-07-01,161,0,6,TRUE
expanding,2023-07-01,AUS,Pacific Islands,2010-09-01,2023-07-01,143,12,6,TRUE
expanding,2023-07-01,COK,Pacific Islands,2014-01-01,2023-07-01,60,55,0,FALSE
expanding,2023-07-01,FJI,Pacific Islands,2010-11-01,2023-07-01,153,0,6,TRUE
expanding,2023-07-01,FSM,Pacific Islands,2016-04-01,2023-07-01,76,12,6,TRUE
expanding,2023-07-01,KIR,Pacific Islands,2011-04-01,2023-07-01,72,76,0,FALSE
expanding,2023-07-01,MHL,Pacific Islands,2011-06-01,2023-07-01,60,86,0,FALSE
expanding,2023-07-01,NCL,Pacific Islands,2011-09-01,2023-07-01,131,12,1,TRUE
expanding,2023-07-01,PLW,Pacific Islands,2010-04-01,2023-07-01,84,76,0,FALSE
expanding,2023-07-01,PYF,Pacific Islands,2010-05-01,2023-07-01,111,48,6,TRUE
expanding,2023-07-01,SLB,Pacific Islands,2013-04-01,2023-07-01,100,24,6,TRUE
expanding,2023-07-01,TON,Pacific Islands,2014-05-01,2023-07-01,48,63,0,FALSE
expanding,2023-07-01,TUV,Pacific Islands,2018-04-01,2023-07-01,48,16,0,FALSE
expanding,2023-07-01,VUT,Pacific Islands,2010-11-01,2023-07-01,81,72,6,TRUE
expanding,2023-07-01,WLF,Pacific Islands,2017-06-01,2023-07-01,74,0,6,TRUE
expanding,2023-07-01,WSM,Pacific Islands,2017-10-01,2023-07-01,70,0,6,TRUE
expanding,2023-08-01,BLZ,North & Central America,2010-03-01,2023-08-01,162,0,6,TRUE
expanding,2023-08-01,CRI,North & Central America,2010-03-01,2023-08-01,162,0,6,TRUE
expanding,2023-08-01,GTM,North & Central America,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,HND,North & Central America,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,MEX,North & Central America,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,NIC,North & Central America,2010-03-01,2023-08-01,162,0,6,TRUE
expanding,2023-08-01,PAN,North & Central America,2010-04-01,2023-08-01,161,0,6,TRUE
expanding,2023-08-01,SLV,North & Central America,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,USA,North & Central America,2010-03-01,2023-08-01,150,12,6,TRUE
expanding,2023-08-01,ABW,Caribbean,2010-07-01,2023-08-01,86,72,6,TRUE
expanding,2023-08-01,ATG,Caribbean,2015-04-01,2023-08-01,77,24,6,TRUE
expanding,2023-08-01,BES,Caribbean,2010-05-01,2023-08-01,36,0,0,FALSE
expanding,2023-08-01,BHS,Caribbean,2010-04-01,2023-08-01,48,113,0,FALSE
expanding,2023-08-01,BLM,Caribbean,2012-04-01,2023-08-01,101,36,6,TRUE
expanding,2023-08-01,BRB,Caribbean,2010-04-01,2023-08-01,161,0,6,TRUE
expanding,2023-08-01,CUB,Caribbean,2014-04-01,2023-08-01,96,17,0,FALSE
expanding,2023-08-01,CUW,Caribbean,2010-05-01,2023-08-01,48,0,0,FALSE
expanding,2023-08-01,CYM,Caribbean,2012-04-01,2023-08-01,84,53,0,FALSE
expanding,2023-08-01,DMA,Caribbean,2010-04-01,2023-08-01,132,24,0,FALSE
expanding,2023-08-01,DOM,Caribbean,2010-03-01,2023-08-01,162,0,6,TRUE
expanding,2023-08-01,GLP,Caribbean,2010-04-01,2023-08-01,161,0,6,TRUE
expanding,2023-08-01,GRD,Caribbean,2010-03-01,2023-08-01,150,12,6,TRUE
expanding,2023-08-01,HTI,Caribbean,2018-05-01,2023-08-01,60,0,0,FALSE
expanding,2023-08-01,JAM,Caribbean,2010-05-01,2023-08-01,160,0,6,TRUE
expanding,2023-08-01,KNA,Caribbean,2013-04-01,2023-08-01,53,72,6,TRUE
expanding,2023-08-01,LCA,Caribbean,2010-03-01,2023-08-01,114,48,6,TRUE
expanding,2023-08-01,MAF,Caribbean,2010-06-01,2023-08-01,147,12,6,TRUE
expanding,2023-08-01,MTQ,Caribbean,2010-05-01,2023-08-01,160,0,6,TRUE
expanding,2023-08-01,PRI,Caribbean,2010-04-01,2023-08-01,125,36,6,TRUE
expanding,2023-08-01,SXM,Caribbean,2010-04-01,2023-08-01,36,125,0,FALSE
expanding,2023-08-01,TCA,Caribbean,2013-05-01,2023-08-01,76,48,6,TRUE
expanding,2023-08-01,TTO,Caribbean,2010-04-01,2023-08-01,113,48,6,TRUE
expanding,2023-08-01,VCT,Caribbean,2010-04-01,2023-08-01,113,48,6,TRUE
expanding,2023-08-01,VGB,Caribbean,2010-04-01,2023-08-01,125,36,6,TRUE
expanding,2023-08-01,ARG,South America,2010-08-01,2023-08-01,157,0,6,TRUE
expanding,2023-08-01,BOL,South America,2010-08-01,2023-08-01,157,0,6,TRUE
expanding,2023-08-01,BRA,South America,2010-10-01,2023-08-01,155,0,6,TRUE
expanding,2023-08-01,CHL,South America,2012-04-01,2023-08-01,36,101,0,FALSE
expanding,2023-08-01,COL,South America,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,ECU,South America,2010-11-01,2023-08-01,154,0,6,TRUE
expanding,2023-08-01,GUF,South America,2010-10-01,2023-08-01,143,12,6,TRUE
expanding,2023-08-01,GUY,South America,2010-01-01,2023-08-01,152,12,6,TRUE
expanding,2023-08-01,PER,South America,2010-09-01,2023-08-01,156,0,6,TRUE
expanding,2023-08-01,PRY,South America,2010-07-01,2023-08-01,158,0,6,TRUE
expanding,2023-08-01,SUR,South America,2010-04-01,2023-08-01,101,60,6,TRUE
expanding,2023-08-01,URY,South America,2015-04-01,2023-08-01,41,60,6,TRUE
expanding,2023-08-01,VEN,South America,2010-04-01,2023-08-01,161,0,6,TRUE
expanding,2023-08-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2023-08-01,60,0,0,FALSE
expanding,2023-08-01,SAU,"Europe, Middle East & North Africa",2010-10-01,2023-08-01,155,0,6,TRUE
expanding,2023-08-01,SDN,"Europe, Middle East & North Africa",2010-05-01,2023-08-01,76,84,6,TRUE
expanding,2023-08-01,YEM,"Europe, Middle East & North Africa",2015-04-01,2023-08-01,77,24,6,TRUE
expanding,2023-08-01,BFA,Sub-Saharan Africa,2015-05-01,2023-08-01,52,48,6,TRUE
expanding,2023-08-01,CIV,Sub-Saharan Africa,2022-02-01,2023-08-01,19,0,6,FALSE
expanding,2023-08-01,ERI,Sub-Saharan Africa,2010-07-01,2023-08-01,60,98,0,FALSE
expanding,2023-08-01,ETH,Sub-Saharan Africa,2013-05-01,2023-08-01,16,108,6,FALSE
expanding,2023-08-01,KEN,Sub-Saharan Africa,2013-03-01,2023-08-01,60,66,0,FALSE
expanding,2023-08-01,MRT,Sub-Saharan Africa,2017-05-01,2023-08-01,16,60,6,FALSE
expanding,2023-08-01,REU,Sub-Saharan Africa,2010-11-01,2023-08-01,108,46,0,FALSE
expanding,2023-08-01,SEN,Sub-Saharan Africa,2017-05-01,2023-08-01,52,24,6,TRUE
expanding,2023-08-01,SYC,Sub-Saharan Africa,2016-07-01,2023-08-01,38,48,6,TRUE
expanding,2023-08-01,AFG,South Asia,2021-03-01,2023-08-01,30,0,6,FALSE
expanding,2023-08-01,BGD,South Asia,2010-03-01,2023-08-01,162,0,6,TRUE
expanding,2023-08-01,BTN,South Asia,2010-03-01,2023-08-01,114,48,6,TRUE
expanding,2023-08-01,IND,South Asia,2010-04-01,2023-08-01,161,0,6,TRUE
expanding,2023-08-01,LKA,South Asia,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,MDV,South Asia,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,NPL,South Asia,2010-03-01,2023-08-01,162,0,6,TRUE
expanding,2023-08-01,PAK,South Asia,2010-03-01,2023-08-01,162,0,6,TRUE
expanding,2023-08-01,BRN,East & Southeast Asia,2010-05-01,2023-08-01,160,0,6,TRUE
expanding,2023-08-01,CHN,East & Southeast Asia,2010-03-01,2023-08-01,138,24,6,TRUE
expanding,2023-08-01,IDN,East & Southeast Asia,2010-10-01,2023-08-01,155,0,6,TRUE
expanding,2023-08-01,KHM,East & Southeast Asia,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,LAO,East & Southeast Asia,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,MMR,East & Southeast Asia,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,MYS,East & Southeast Asia,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,PHL,East & Southeast Asia,2010-04-01,2023-08-01,161,0,6,TRUE
expanding,2023-08-01,SGP,East & Southeast Asia,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,THA,East & Southeast Asia,2010-02-01,2023-08-01,163,0,6,TRUE
expanding,2023-08-01,TLS,East & Southeast Asia,2010-09-01,2023-08-01,156,0,6,TRUE
expanding,2023-08-01,TWN,East & Southeast Asia,2010-03-01,2023-08-01,102,60,6,TRUE
expanding,2023-08-01,VNM,East & Southeast Asia,2010-03-01,2023-08-01,162,0,6,TRUE
expanding,2023-08-01,AUS,Pacific Islands,2010-09-01,2023-08-01,144,12,6,TRUE
expanding,2023-08-01,COK,Pacific Islands,2014-01-01,2023-08-01,60,56,0,FALSE
expanding,2023-08-01,FJI,Pacific Islands,2010-11-01,2023-08-01,154,0,6,TRUE
expanding,2023-08-01,FSM,Pacific Islands,2016-04-01,2023-08-01,77,12,6,TRUE
expanding,2023-08-01,KIR,Pacific Islands,2011-04-01,2023-08-01,72,77,0,FALSE
expanding,2023-08-01,MHL,Pacific Islands,2011-06-01,2023-08-01,60,87,0,FALSE
expanding,2023-08-01,NCL,Pacific Islands,2011-09-01,2023-08-01,132,12,0,FALSE
expanding,2023-08-01,PLW,Pacific Islands,2010-04-01,2023-08-01,84,77,0,FALSE
expanding,2023-08-01,PYF,Pacific Islands,2010-05-01,2023-08-01,112,48,6,TRUE
expanding,2023-08-01,SLB,Pacific Islands,2013-04-01,2023-08-01,101,24,6,TRUE
expanding,2023-08-01,TON,Pacific Islands,2014-05-01,2023-08-01,48,64,0,FALSE
expanding,2023-08-01,TUV,Pacific Islands,2018-04-01,2023-08-01,48,17,0,FALSE
expanding,2023-08-01,VUT,Pacific Islands,2010-11-01,2023-08-01,82,72,6,TRUE
expanding,2023-08-01,WLF,Pacific Islands,2017-06-01,2023-08-01,75,0,6,TRUE
expanding,2023-08-01,WSM,Pacific Islands,2017-10-01,2023-08-01,71,0,6,TRUE
expanding,2023-09-01,BLZ,North & Central America,2010-03-01,2023-09-01,163,0,6,TRUE
expanding,2023-09-01,CRI,North & Central America,2010-03-01,2023-09-01,163,0,6,TRUE
expanding,2023-09-01,GTM,North & Central America,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,HND,North & Central America,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,MEX,North & Central America,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,NIC,North & Central America,2010-03-01,2023-09-01,163,0,5,TRUE
expanding,2023-09-01,PAN,North & Central America,2010-04-01,2023-09-01,162,0,6,TRUE
expanding,2023-09-01,SLV,North & Central America,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,USA,North & Central America,2010-03-01,2023-09-01,151,12,6,TRUE
expanding,2023-09-01,ABW,Caribbean,2010-07-01,2023-09-01,87,72,6,TRUE
expanding,2023-09-01,ATG,Caribbean,2015-04-01,2023-09-01,78,24,6,TRUE
expanding,2023-09-01,BES,Caribbean,2010-05-01,2023-09-01,36,0,0,FALSE
expanding,2023-09-01,BHS,Caribbean,2010-04-01,2023-09-01,48,114,0,FALSE
expanding,2023-09-01,BLM,Caribbean,2012-04-01,2023-09-01,102,36,6,TRUE
expanding,2023-09-01,BRB,Caribbean,2010-04-01,2023-09-01,162,0,6,TRUE
expanding,2023-09-01,CUB,Caribbean,2014-04-01,2023-09-01,96,18,0,FALSE
expanding,2023-09-01,CUW,Caribbean,2010-05-01,2023-09-01,48,0,0,FALSE
expanding,2023-09-01,CYM,Caribbean,2012-04-01,2023-09-01,84,54,0,FALSE
expanding,2023-09-01,DMA,Caribbean,2010-04-01,2023-09-01,132,24,0,FALSE
expanding,2023-09-01,DOM,Caribbean,2010-03-01,2023-09-01,163,0,6,TRUE
expanding,2023-09-01,GLP,Caribbean,2010-04-01,2023-09-01,162,0,6,TRUE
expanding,2023-09-01,GRD,Caribbean,2010-03-01,2023-09-01,151,12,6,TRUE
expanding,2023-09-01,HTI,Caribbean,2018-05-01,2023-09-01,60,0,0,FALSE
expanding,2023-09-01,JAM,Caribbean,2010-05-01,2023-09-01,161,0,6,TRUE
expanding,2023-09-01,KNA,Caribbean,2013-04-01,2023-09-01,54,72,6,TRUE
expanding,2023-09-01,LCA,Caribbean,2010-03-01,2023-09-01,115,48,6,TRUE
expanding,2023-09-01,MAF,Caribbean,2010-06-01,2023-09-01,148,12,6,TRUE
expanding,2023-09-01,MTQ,Caribbean,2010-05-01,2023-09-01,161,0,6,TRUE
expanding,2023-09-01,PRI,Caribbean,2010-04-01,2023-09-01,126,36,6,TRUE
expanding,2023-09-01,SXM,Caribbean,2010-04-01,2023-09-01,36,126,0,FALSE
expanding,2023-09-01,TCA,Caribbean,2013-05-01,2023-09-01,77,48,6,TRUE
expanding,2023-09-01,TTO,Caribbean,2010-04-01,2023-09-01,114,48,6,TRUE
expanding,2023-09-01,VCT,Caribbean,2010-04-01,2023-09-01,114,48,6,TRUE
expanding,2023-09-01,VGB,Caribbean,2010-04-01,2023-09-01,126,36,6,TRUE
expanding,2023-09-01,ARG,South America,2010-08-01,2023-09-01,158,0,6,TRUE
expanding,2023-09-01,BOL,South America,2010-08-01,2023-09-01,158,0,6,TRUE
expanding,2023-09-01,BRA,South America,2010-10-01,2023-09-01,156,0,6,TRUE
expanding,2023-09-01,CHL,South America,2012-04-01,2023-09-01,36,102,0,FALSE
expanding,2023-09-01,COL,South America,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,ECU,South America,2010-11-01,2023-09-01,155,0,6,TRUE
expanding,2023-09-01,GUF,South America,2010-10-01,2023-09-01,144,12,6,TRUE
expanding,2023-09-01,GUY,South America,2010-01-01,2023-09-01,153,12,6,TRUE
expanding,2023-09-01,PER,South America,2010-09-01,2023-09-01,157,0,6,TRUE
expanding,2023-09-01,PRY,South America,2010-07-01,2023-09-01,159,0,6,TRUE
expanding,2023-09-01,SUR,South America,2010-04-01,2023-09-01,102,60,6,TRUE
expanding,2023-09-01,URY,South America,2015-04-01,2023-09-01,42,60,6,TRUE
expanding,2023-09-01,VEN,South America,2010-04-01,2023-09-01,162,0,6,TRUE
expanding,2023-09-01,OMN,"Europe, Middle East & North Africa",2018-04-01,2023-09-01,60,0,0,FALSE
expanding,2023-09-01,SAU,"Europe, Middle East & North Africa",2010-10-01,2023-09-01,156,0,6,TRUE
expanding,2023-09-01,SDN,"Europe, Middle East & North Africa",2010-05-01,2023-09-01,77,84,6,TRUE
expanding,2023-09-01,YEM,"Europe, Middle East & North Africa",2015-04-01,2023-09-01,78,24,6,TRUE
expanding,2023-09-01,BFA,Sub-Saharan Africa,2015-05-01,2023-09-01,53,48,6,TRUE
expanding,2023-09-01,CIV,Sub-Saharan Africa,2022-02-01,2023-09-01,20,0,6,FALSE
expanding,2023-09-01,ERI,Sub-Saharan Africa,2010-07-01,2023-09-01,60,99,0,FALSE
expanding,2023-09-01,ETH,Sub-Saharan Africa,2013-05-01,2023-09-01,17,108,6,FALSE
expanding,2023-09-01,KEN,Sub-Saharan Africa,2013-03-01,2023-09-01,60,67,1,TRUE
expanding,2023-09-01,MRT,Sub-Saharan Africa,2017-05-01,2023-09-01,17,60,6,FALSE
expanding,2023-09-01,REU,Sub-Saharan Africa,2010-11-01,2023-09-01,108,47,0,FALSE
expanding,2023-09-01,SEN,Sub-Saharan Africa,2017-05-01,2023-09-01,53,24,6,TRUE
expanding,2023-09-01,SYC,Sub-Saharan Africa,2016-07-01,2023-09-01,39,48,6,TRUE
expanding,2023-09-01,AFG,South Asia,2021-03-01,2023-09-01,31,0,6,FALSE
expanding,2023-09-01,BGD,South Asia,2010-03-01,2023-09-01,163,0,6,TRUE
expanding,2023-09-01,BTN,South Asia,2010-03-01,2023-09-01,115,48,6,TRUE
expanding,2023-09-01,IND,South Asia,2010-04-01,2023-09-01,162,0,6,TRUE
expanding,2023-09-01,LKA,South Asia,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,MDV,South Asia,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,NPL,South Asia,2010-03-01,2023-09-01,163,0,6,TRUE
expanding,2023-09-01,PAK,South Asia,2010-03-01,2023-09-01,163,0,6,TRUE
expanding,2023-09-01,BRN,East & Southeast Asia,2010-05-01,2023-09-01,161,0,6,TRUE
expanding,2023-09-01,CHN,East & Southeast Asia,2010-03-01,2023-09-01,139,24,6,TRUE
expanding,2023-09-01,IDN,East & Southeast Asia,2010-10-01,2023-09-01,156,0,6,TRUE
expanding,2023-09-01,KHM,East & Southeast Asia,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,LAO,East & Southeast Asia,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,MMR,East & Southeast Asia,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,MYS,East & Southeast Asia,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,PHL,East & Southeast Asia,2010-04-01,2023-09-01,162,0,6,TRUE
expanding,2023-09-01,SGP,East & Southeast Asia,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,THA,East & Southeast Asia,2010-02-01,2023-09-01,164,0,6,TRUE
expanding,2023-09-01,TLS,East & Southeast Asia,2010-09-01,2023-09-01,157,0,6,TRUE
expanding,2023-09-01,TWN,East & Southeast Asia,2010-03-01,2023-09-01,103,60,5,TRUE
expanding,2023-09-01,VNM,East & Southeast Asia,2010-03-01,2023-09-01,163,0,6,TRUE
expanding,2023-09-01,AUS,Pacific Islands,2010-09-01,2023-09-01,145,12,6,TRUE
expanding,2023-09-01,COK,Pacific Islands,2014-01-01,2023-09-01,60,57,0,FALSE
expanding,2023-09-01,FJI,Pacific Islands,2010-11-01,2023-09-01,155,0,6,TRUE
expanding,2023-09-01,FSM,Pacific Islands,2016-04-01,2023-09-01,78,12,6,TRUE
expanding,2023-09-01,KIR,Pacific Islands,2011-04-01,2023-09-01,72,78,0,FALSE
expanding,2023-09-01,MHL,Pacific Islands,2011-06-01,2023-09-01,60,88,0,FALSE
expanding,2023-09-01,NCL,Pacific Islands,2011-09-01,2023-09-01,132,13,0,FALSE
expanding,2023-09-01,PLW,Pacific Islands,2010-04-01,2023-09-01,84,78,0,FALSE
expanding,2023-09-01,PYF,Pacific Islands,2010-05-01,2023-09-01,113,48,6,TRUE
expanding,2023-09-01,SLB,Pacific Islands,2013-04-01,2023-09-01,102,24,6,TRUE
expanding,2023-09-01,TON,Pacific Islands,2014-05-01,2023-09-01,48,65,0,FALSE
expanding,2023-09-01,TUV,Pacific Islands,2018-04-01,2023-09-01,48,18,0,FALSE
expanding,2023-09-01,VUT,Pacific Islands,2010-11-01,2023-09-01,83,72,6,TRUE
expanding,2023-09-01,WLF,Pacific Islands,2017-06-01,2023-09-01,76,0,6,TRUE
expanding,2023-09-01,WSM,Pacific Islands,2017-10-01,2023-09-01,72,0,6,TRUE
expanding,2023-10-01,BLZ,North & Central America,2010-03-01,2023-10-01,164,0,6,TRUE
expanding,2023-10-01,CRI,North & Central America,2010-03-01,2023-10-01,164,0,6,TRUE
expanding,2023-10-01,GTM,North & Central America,2010-02-01,2023-10-01,165,0,6,TRUE
expanding,2023-10-01,HND,North & Central America,2010-02-01,2023-10-01,165,0,6,TRUE
expanding,2023-10-01,MEX,North & Central America,2010-02-01,2023-10-01,165,0,6,TRUE
expanding,2023-10-01,NIC,North & Central America,2010-03-01,2023-10-01,164,0,4,TRUE
expanding,2023-10-01,PAN,North & Central America,2010-04-01,2023-10-01,163,0,6,TRUE
expanding,2023-10-01,SLV,North & Central America,2010-02-01,2023-10-01,165,0,6,TRUE
expanding,2023-10-01,USA,North & Central America,2010-03-01,2023-10-01,152,12,6,TRUE
expanding,2023-10-01,ABW,Caribbean,2010-07-01,2023-10-01,88,72,6,TRUE
expanding,2023-10-01,ATG,Caribbean,2015-04-01,2023-10-01,79,24,6,TRUE
expanding,2023-10-01,BES,Caribbean,2010-05-01,2023-10-01,36,0,0,FALSE
expanding,2023-10-01,BHS,Caribbean,2010-04-01,2023-10-01,48,115,0,FALSE
expanding,2023-10-01,BLM,Caribbean,2012-04-01,2023-10-01,103,36,6,TRUE
expanding,2023-10-01,BRB,Caribbean,2010-04-01,2023-10-01,163,0,6,TRUE
expanding,2023-10-01,CUB,Caribbean,2014-04-01,2023-10-01,96,19,0,FALSE
expanding,2023-10-01,CUW,Caribbean,2010-05-01,2023-10-01,48,0,0,FALSE
expanding,2023-10-01,CYM,Caribbean,2012-04-01,2023-10-01,84,55,0,FALSE
expanding,2023-10-01,DMA,Caribbean,2010-04-01,2023-10-01,132,24,0,FALSE
expanding,2023-10-01,DOM,Caribbean,2010-03-01,2023-10-01,164,0,6,TRUE
expanding,2023-10-01,GLP,Caribbean,2010-04-01,2023-10-01,163,0,6,TRUE
expanding,2023-10-01,GRD,Caribbean,2010-03-01,2023-10-01,152,12,6,TRUE
expanding,2023-10-01,HTI,Caribbean,2018-05-01,2023-10-01,60,0,0,FALSE
expanding,2023-10-01,JAM,Caribbean,2010-05-01,2023-10-01,162,0,6,TRUE
expanding,2023-10-01,KNA,Caribbean,2013-04-01,2023-10-01,55,72,6,TRUE
expanding,2023-10-01,LCA,Caribbean,2010-03-01,2023-10-01,116,48,6,TRUE
expanding,2023-10-01,MAF,Caribbean,2010-06-01,2023-10-01,149,12,6,TRUE
