"","country","d","mean_ratio","mean_RMSE","rf"
"78","Aruba",23,1,11754.8167166077,1
"79","Aruba",24,1,11825.3210644546,1
"80","Aruba",25,1,11825.3210644546,1
"81","Aruba",26,1,11825.3210644546,1
"82","Aruba",27,1,11611.2235531601,1
"83","Aruba",28,NA,11049.7732381389,NA
"84","Barbados",0,0.0740396469095816,11786.1614158957,13.5062772681941
"85","Barbados",1,0.0724882760230007,11793.1542102812,13.7953342921647
"86","Barbados",2,0.0741148813381063,11809.4619895439,13.4925669709714
"87","Barbados",3,0.136368659592217,11793.1542102812,7.3330632052137
"88","Barbados",4,0.164561435745675,11809.4393370521,6.07675787142179
"89","Barbados",5,0.196330886335696,11809.4393370521,5.09344208985106
"90","Barbados",6,0.20954784312453,11809.4619895439,4.77217987591368
"91","Barbados",7,0.211231771242665,11809.4619895439,4.73413631915812
"92","Barbados",8,0.218335331623766,11795.492301904,4.58011075240536
"93","Barbados",9,0.227779087209728,11825.3210644546,4.39021866427645
"94","Barbados",10,0.234593162385655,11806.1306438432,4.26269883499874
"95","Barbados",11,0.248490702019365,11786.1614158957,4.02429544394811
"96","Barbados",12,0.255369886227947,11805.8576543369,3.91588849715579
"97","Barbados",13,0.26431438931478,11788.3902155824,3.78337328736602
"98","Barbados",14,0.27362128812217,11825.3210644546,3.65468639835329
"99","Barbados",15,0.286836479528214,11801.080533156,3.48630690784098
"100","Barbados",16,0.296702278446942,11775.2837357405,3.37038193718767
"101","Barbados",17,0.307471103011612,11800.1331219494,3.25233815537531
"102","Barbados",18,0.324575309819845,11776.8493253099,3.08094907328301
"103","Barbados",19,0.340423648526738,11825.3210644546,2.93751625166974
"104","Barbados",20,0.357292783028924,11792.4232005494,2.79882507427822
"105","Barbados",21,0.365080806361222,11792.4232005494,2.73911962112456
"106","Barbados",22,0.402609154939607,11789.6381459055,2.48379846243189
"107","Barbados",23,0.431742512184688,11754.8167166077,2.31619535203943
"108","Barbados",24,0.466825318145329,11825.3210644546,2.1421288887521
"109","Barbados",25,0.471443422576153,11825.3210644546,2.12114529997175
"110","Barbados",26,0.469562173057379,11825.3210644546,2.12964343675487
"111","Barbados",27,0.563430504945341,11611.2235531601,1.77484177946136
"112","Barbados",28,NA,11049.7732381389,NA
"113","Belize",0,0.046611774495341,11825.3210644546,21.4538067007072
"114","Belize",1,0.04679237177392,11825.3210644546,21.3710047618778
"115","Belize",2,0.0478646376875569,11825.3210644546,20.8922504862074
"116","Belize",3,0.0477049177709554,11789.6381459055,20.9621994277671
"117","Belize",4,0.0480751999936852,11756.0386093119,20.8007455014509
"118","Belize",5,0.0486897686837606,11792.4232005494,20.5381957448799
"119","Belize",6,0.0497321427385729,11756.0386093119,20.107719976127
"120","Belize",7,0.0514333545158152,11792.4232005494,19.4426361922886
"121","Belize",8,0.0509090226628756,11789.6381459055,19.6428834751375
"122","Belize",9,0.0515862829665465,11754.8167166077,19.3849981524836
"123","Belize",10,0.0518745985742289,11825.3210644546,19.2772576074795
"124","Belize",11,0.0531450513035238,11825.3210644546,18.8164274089937
"125","Belize",12,0.053979014576573,11774.146609491,18.5257179636251
"126","Belize",13,0.0527660732543958,11764.1503469419,18.9515713094435
"127","Belize",14,0.0540853075482847,11764.1503469419,18.4893096726361
"128","Belize",15,0.0527636967837659,11825.3210644546,18.952424885962
"129","Belize",16,0.0544340469713489,11825.3210644546,18.3708552944143
"130","Belize",17,0.0560114568462059,11825.3210644546,17.8534902733518
"131","Belize",18,0.0579925324338234,11825.3210644546,17.2435994434477
"132","Belize",19,0.0585450150494027,11710.1785407864,17.0808735663687
"133","Belize",20,0.0604671961411666,11710.1785407864,16.5378926726717
"134","Belize",21,0.0607159609332307,11611.2235531601,16.4701337939739
"135","Belize",22,NA,11049.7732381389,NA
"136","Bolivia",0,0.841368484724434,11825.3210644546,1.1885398825314
"137","Bolivia",1,0.867606300992811,11825.3210644546,1.15259651624901
"138","Bolivia",2,0.907234704050974,11809.4393370521,1.10225060343791
"139","Bolivia",3,0.919966747719364,11809.4393370521,1.08699580988013
"140","Bolivia",4,0.925558903949743,11825.3210644546,1.08042826418998
"141","Bolivia",5,0.946407002763351,11825.3210644546,1.05662785364031
"142","Bolivia",6,0.976824482459708,11809.4619895439,1.02372536515663
"143","Bolivia",7,0.988603606668135,11809.4619895439,1.01152776831381
"144","Bolivia",8,0.990594716850961,11795.492301904,1.00949458238475
"145","Bolivia",9,0.992608081944203,11825.3210644546,1.0074469654139
"146","Bolivia",10,0.994571573373117,11806.1306438432,1.00545805527949
"147","Bolivia",11,0.996803797548984,11786.1614158957,1.0032064509173
"148","Bolivia",12,0.999534019503138,11805.8576543369,1.00046619773591
"149","Bolivia",13,0.99960591014583,11788.3902155824,1.00039424522221
"150","Bolivia",14,0.999666029179668,11825.3210644546,1.0003340823941
"151","Bolivia",15,0.999708896591106,11801.080533156,1.00029118817476
"152","Bolivia",16,0.999768048192089,11775.2837357405,1.00023200562203
"153","Bolivia",17,0.999808818718517,11800.1331219494,1.00019121783875
"154","Bolivia",18,0.999874748610554,11776.8493253099,1.00012526707932
"155","Bolivia",19,0.999872780237019,11825.3210644546,1.00012723594991
"156","Bolivia",20,0.9998779321774,11792.4232005494,1.00012208272497
"157","Bolivia",21,0.999875673683976,11792.4232005494,1.00012434177498
"158","Bolivia",22,0.999890887572304,11789.6381459055,1.00010912433452
"159","Bolivia",23,0.999899297534339,11754.8167166077,1.00010071260767
"160","Bolivia",24,0.999899459167354,11825.3210644546,1.00010055094212
"161","Bolivia",25,0.99989776659771,11825.3210644546,1.00010224385503
"162","Bolivia",26,0.999886767574903,11825.3210644546,1.00011324524813
"163","Bolivia",27,0.999885352990472,11611.2235531601,1.00011466015497
"164","Bolivia",28,NA,11049.7732381389,NA
"165","Brazil",0,0.870689702472337,11806.1306438432,1.14851478909247
"166","Brazil",1,0.895578298499769,11809.4393370521,1.11659695380644
"167","Brazil",2,0.914775180842707,11793.1542102812,1.09316476981676
"168","Brazil",3,0.932449098756286,11809.4393370521,1.07244459921063
"169","Brazil",4,0.946957212253957,11825.3210644546,1.05601392233952
"170","Brazil",5,0.958631139610238,11825.3210644546,1.04315409616944
"171","Brazil",6,0.971575717319597,11809.4619895439,1.02925585950092
"172","Brazil",7,0.976146230194256,11809.4619895439,1.02443667666575
"173","Brazil",8,0.980012435073095,11795.492301904,1.02039521562338
"174","Brazil",9,0.982650389181896,11825.3210644546,1.01765593440873
"175","Brazil",10,0.985310100972852,11806.1306438432,1.01490890940085
"176","Brazil",11,0.987565369046697,11786.1614158957,1.01259119785185
"177","Brazil",12,0.989109927927646,11805.8576543369,1.01100997145501
"178","Brazil",13,0.990820502971058,11788.3902155824,1.00926454085419
"179","Brazil",14,0.99180140055157,11825.3210644546,1.00826637212235
"180","Brazil",15,0.992781261537101,11801.080533156,1.00727122755291
"181","Brazil",16,0.993735867291602,11775.2837357405,1.00630361941697
"182","Brazil",17,0.994480993080701,11800.1331219494,1.00554963539545
"183","Brazil",18,0.995040419798904,11776.8493253099,1.00498430023787
"184","Brazil",19,0.995749190977583,11825.3210644546,1.00426895553713
"185","Brazil",20,0.996089110001865,11792.4232005494,1.00392624511087
"186","Brazil",21,0.996260628209162,11792.4232005494,1.00375340717575
"187","Brazil",22,0.997033881485247,11789.6381459055,1.00297494254692
"188","Brazil",23,0.997239840936366,11754.8167166077,1.0027677986281
"189","Brazil",24,0.997463643531056,11825.3210644546,1.00254280593122
"190","Brazil",25,0.997531607560265,11825.3210644546,1.00247450047801
"191","Brazil",26,0.998064670243147,11825.3210644546,1.00193908252096
"192","Brazil",27,0.99755703309135,11611.2235531601,1.00244894961151
"193","Brazil",28,NA,11049.7732381389,NA
"194","Cayman Islands",0,1,11786.1614158957,1
"195","Cayman Islands",1,1,11793.1542102812,1
"196","Cayman Islands",2,1,11809.4619895439,1
"197","Cayman Islands",3,1,11793.1542102812,1
"198","Cayman Islands",4,1,11809.4393370521,1
"199","Cayman Islands",5,1,11809.4393370521,1
"200","Cayman Islands",6,1,11809.4619895439,1
"201","Cayman Islands",7,1,11809.4619895439,1
"202","Cayman Islands",8,1,11795.492301904,1
"203","Cayman Islands",9,1,11825.3210644546,1
"204","Cayman Islands",10,1,11806.1306438432,1
"205","Cayman Islands",11,1,11786.1614158957,1
"206","Cayman Islands",12,1,11805.8576543369,1
"207","Cayman Islands",13,1,11788.3902155824,1
