"iso3","season_nMonth","nb_size","nb_mean","nb_size_cum","nb_mean_cum","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","Year","date","cases","source","Month","Data_status","cum_todate_cases_season","Predicted_total_seasonal_cases","cum_todate_cases_calendar","Region","country","nb_size_cum_at_month","nb_mean_cum_at_month","percentile_cumulative","severity","severity_interpretation","z_score_cumulative","current_season_severity","current_season_percentile","current_season_interpretation","Country"
"ABW",7,0.523977425521591,96.375,0.85154619794028,345.75,96.375,345.75,0.406575379093749,0.0908168197393885,2025,2025-01-01,0,"WHO",1,"Observed",5,16,0,"Caribbean","Aruba",0.85154619794028,345.75,2.86782731983989,"Extremely Low","Rare good event - unusually low cases to date",-0.908329939725285,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",8,0.486238411325166,102.875,0.944373049276481,448.625,102.875,448.625,0.520279964132316,0.113704585038567,2025,2025-02-01,2,"PAHO",2,"Observed",7,16,2,"Caribbean","Aruba",0.944373049276481,448.625,2.13514101473715,"Extremely Low","Rare good event - unusually low cases to date",-0.955620259677033,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",9,0.61062282757391,142.5,1.021089726529,591.125,142.5,591.125,0.690037185327113,0.169757221194798,2025,2025-03-01,0,"WHO",3,"Observed",7,16,2,"Caribbean","Aruba",1.021089726529,591.125,1.24303247332701,"Extremely Low","Rare good event - unusually low cases to date",-0.99766250610288,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",10,0.663569318392091,119.5,1.08012330785417,710.625000000001,119.5,710.625,0.840622096875863,0.15058491154875,2025,2025-04-01,2,"PAHO",4,"Observed",9,16,4,"Caribbean","Aruba",1.08012330785417,710.625000000001,1.04378601368616,"Extremely Low","Rare good event - unusually low cases to date",-1.02534835029977,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",11,0.490993103610434,88,1.0915685469586,798.625000000002,88,798.625,0.943142511624407,0.102520414748544,2025,2025-05-01,2,"PAHO",5,"Observed",11,16,6,"Caribbean","Aruba",1.0915685469586,798.625000000002,1.07447130371532,"Extremely Low","Rare good event - unusually low cases to date",-1.02968764490742,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",12,0.367412346316666,51.6249999999999,1.08562056007814,850.25,51.625,850.25,1,0.056857488375593,2025,2025-06-01,4,"PAHO",6,"Observed",15,16,10,"Caribbean","Aruba",1.08562056007814,850.25,1.39691324571615,"Extremely Low","Rare good event - unusually low cases to date",-1.02289673252004,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",1,NA,NA,NA,NA,21.5,21.5,0.0257203595112303,0.0257203595112303,2025,2025-07-01,2,"PAHO",7,"Observed",2,16,12,"Caribbean","Aruba",NA,NA,NA,"Unknown","Cannot determine",NA,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",2,0.909660246781697,32.75,0.781271491650606,54.2500000000001,32.75,54.25,0.0699659282211139,0.0442455687098836,2025,2025-08-01,2,"PAHO",8,"Observed",4,16,14,"Caribbean","Aruba",0.781271491650606,54.2500000000001,13.1069105569425,"Low","Below average - fewer cases than typical at this point",-0.812891177110961,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",3,0.858908755850253,62.375,0.838822146163143,116.625,62.375,116.625,0.152270584717755,0.0823046564966407,2025,2025-09-01,0,"WHO",9,"Observed",4,16,14,"Caribbean","Aruba",0.838822146163143,116.625,6.31595387129356,"Low","Below average - fewer cases than typical at this point",-0.881296114705452,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",4,0.677947828263531,64.25,0.778968026557386,180.875,64.25,180.875,0.230735698611633,0.0784651138938783,2025,2025-10-01,0,"WHO",10,"Observed",4,16,14,"Caribbean","Aruba",0.778968026557386,180.875,5.28329445703954,"Low","Below average - fewer cases than typical at this point",-0.861220883439849,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",5,0.786815441134934,38.125,0.786798549407322,219,38.125,219,0.280303323833063,0.0495676252214301,2025,2025-11-01,1,"Estimates",11,"Unobserved",5,16,15,"Caribbean","Aruba",0.786798549407322,219,5.13708820653145,"Low","Below average - fewer cases than typical at this point",-0.865212309691321,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",6,NA,NA,0.761726645582747,249.375,30.375,249.375,0.31575855935436,0.0354552355212975,2025,2025-12-01,0,"Estimates",12,"Unobserved",5,16,15,"Caribbean","Aruba",0.761726645582747,249.375,5.03491860623471,"Low","Below average - fewer cases than typical at this point",-0.853967142465459,"Low",5.03491860623471,"Below average - fewer cases than typical at this point","Aruba"
"ABW",7,0.523977425521591,96.375,0.85154619794028,345.75,96.375,345.75,0.406575379093749,0.0908168197393885,2026,2026-01-01,NA,NA,1,"Unobserved",0,NA,0,"Caribbean","Aruba",0.85154619794028,345.75,0.599495694041026,"Extremely Low","Rare good event - unusually low cases to date",-0.921658332091027,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",8,0.486238411325166,102.875,0.944373049276481,448.625,102.875,448.625,0.520279964132316,0.113704585038567,2026,2026-02-01,NA,NA,2,"Unobserved",0,NA,0,"Caribbean","Aruba",0.944373049276481,448.625,0.296003295506209,"Extremely Low","Rare good event - unusually low cases to date",-0.970767368236873,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",9,0.61062282757391,142.5,1.021089726529,591.125,142.5,591.125,0.690037185327113,0.169757221194798,2026,2026-03-01,NA,NA,3,"Unobserved",0,NA,0,"Caribbean","Aruba",1.021089726529,591.125,0.15078440605481,"Extremely Low","Rare good event - unusually low cases to date",-1.00961823055008,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",10,0.663569318392091,119.5,1.08012330785417,710.625000000001,119.5,710.625,0.840622096875863,0.15058491154875,2026,2026-04-01,NA,NA,4,"Unobserved",0,NA,0,"Caribbean","Aruba",1.08012330785417,710.625000000001,0.0902234691059394,"Extremely Low","Rare good event - unusually low cases to date",-1.03850086788779,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
