"country","iso3","year","ext_date","EW","onset_date","total_den","total_corrected_cases","total_applied_cases","d","rf","correction_applied","correction_excluded","correction_reason"
"Canada","CAN",2024,"20260726",10,2024-03-04,0,NA,0,125,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2025,"20260726",10,2025-03-03,0,NA,0,73,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2026,"20260726",10,2026-03-02,0,NA,0,21,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2024,"20260726",10,2024-03-04,220,NA,220,125,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2025,"20260726",10,2025-03-03,156,NA,156,73,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2026,"20260726",10,2026-03-02,54,NA,54,21,NA,FALSE,TRUE,"no_lookup_match"
"Belize","BLZ",2024,"20260726",10,2024-03-04,159,NA,159,125,NA,FALSE,TRUE,"country_excluded"
"Belize","BLZ",2025,"20260726",10,2025-03-03,129,NA,129,73,NA,FALSE,TRUE,"country_excluded"
"Belize","BLZ",2026,"20260726",10,2026-03-02,263,NA,263,21,NA,FALSE,TRUE,"country_excluded"
"Costa Rica","CRI",2024,"20260726",10,2024-03-04,5415,NA,5415,125,NA,FALSE,TRUE,"no_lookup_match"
"Costa Rica","CRI",2025,"20260726",10,2025-03-03,852,NA,852,73,NA,FALSE,TRUE,"no_lookup_match"
"Costa Rica","CRI",2026,"20260726",10,2026-03-02,424,421,421,21,0.993102740055167,TRUE,FALSE,"applied_mean"
"El Salvador","SLV",2025,"20260726",10,2025-03-03,866,NA,866,73,NA,FALSE,TRUE,"no_lookup_match"
"El Salvador","SLV",2024,"20260726",10,2024-03-04,1101,NA,1101,125,NA,FALSE,TRUE,"no_lookup_match"
"El Salvador","SLV",2026,"20260726",10,2026-03-02,1196,1196,1196,21,1,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2025,"20260726",10,2025-03-03,9040,NA,9040,73,NA,FALSE,TRUE,"no_lookup_match"
"Guatemala","GTM",2026,"20260726",10,2026-03-02,6358,8774,8774,21,1.37992454971903,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2024,"20260726",10,2024-03-04,13533,NA,13533,125,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2025,"20260726",10,2025-03-03,3085,NA,3085,73,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2024,"20260726",10,2024-03-04,7856,NA,7856,125,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2026,"20260726",10,2026-03-02,1896,1896,1896,21,1,TRUE,FALSE,"applied_mean"
"Mexico","MEX",2024,"20260726",10,2024-03-04,38656,NA,38656,125,NA,FALSE,TRUE,"no_lookup_match"
"Mexico","MEX",2025,"20260726",10,2025-03-03,21459,NA,21459,73,NA,FALSE,TRUE,"no_lookup_match"
"Mexico","MEX",2026,"20260726",10,2026-03-02,12121,12107,12107,21,0.998846500221986,TRUE,FALSE,"applied_mean"
"Nicaragua","NIC",2025,"20260726",4,2025-01-20,5702,NA,5702,79,NA,FALSE,TRUE,"no_lookup_match"
"Nicaragua","NIC",2024,"20260726",10,2024-03-04,17335,NA,17335,125,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2026,"20260726",10,2026-03-02,1997,1887,1887,21,0.945061475846768,TRUE,FALSE,"applied_mean"
"Panama","PAN",2024,"20260726",10,2024-03-04,4013,NA,4013,125,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2025,"20260726",10,2025-03-03,3952,NA,3952,73,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2024,"20260726",10,2024-03-04,17269,NA,17269,125,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2025,"20260726",10,2025-03-03,8360,NA,8360,73,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2026,"20260726",10,2026-03-02,30183,34255,34255,21,1.13492094394731,TRUE,FALSE,"applied_mean"
"Colombia","COL",2025,"20260726",10,2025-03-03,37883,NA,37883,73,NA,FALSE,TRUE,"no_lookup_match"
"Colombia","COL",2026,"20260726",10,2026-03-02,23111,23111,23111,21,1,TRUE,FALSE,"applied_mean"
"Colombia","COL",2024,"20260726",10,2024-03-04,62926,NA,62926,125,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2024,"20260726",10,2024-03-04,11415,NA,11415,125,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2025,"20260726",10,2025-03-03,9566,NA,9566,73,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2026,"20260726",10,2026-03-02,4565,4569,4569,21,1.00096258940444,TRUE,FALSE,"applied_mean"
"Peru","PER",2024,"20260726",10,2024-03-04,64554,NA,64554,125,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2025,"20260726",10,2025-03-03,11884,NA,11884,73,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2026,"20260726",10,2026-03-02,5973,6060,6060,21,1.01448974755849,TRUE,FALSE,"applied_mean"
"Venezuela","VEN",2024,"20260726",10,2024-03-04,6365,NA,6365,125,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2025,"20260726",10,2025-03-03,11685,NA,11685,73,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2026,"20260726",10,2026-03-02,4081,NA,4081,21,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2026,"20260726",10,2026-03-02,22,33,33,21,1.52129266231469,TRUE,FALSE,"applied_mean"
"Argentina","ARG",2024,"20260726",10,2024-03-04,151323,NA,151323,125,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2025,"20260726",10,2025-03-03,2541,NA,2541,73,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2024,"20260726",10,2024-03-04,3046664,NA,3046664,125,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2025,"20260726",10,2025-03-03,1190251,NA,1190251,73,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2026,"20260726",10,2026-03-02,403018,402144,402144,21,0.997831216910122,TRUE,FALSE,"applied_mean"
"Chile","CHL",2024,"20260726",10,2024-03-04,0,NA,0,125,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2025,"20260726",10,2025-03-03,0,NA,0,73,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2026,"20260726",10,2026-03-02,14,14,14,21,1,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2024,"20260726",10,2024-03-04,181726,NA,181726,125,NA,FALSE,TRUE,"no_lookup_match"
"Paraguay","PRY",2026,"20260726",10,2026-03-02,5105,5057,5057,21,0.990543711568621,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2025,"20260726",10,2025-03-03,9681,NA,9681,73,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2024,"20260726",10,2024-03-04,98,NA,98,125,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2025,"20260726",10,2025-03-03,0,NA,0,73,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2026,"20260726",10,2026-03-02,0,NA,0,21,NA,FALSE,TRUE,"rf_exceeds_max"
"Dominican Republic","DOM",2024,"20260726",10,2024-03-04,5394,NA,5394,125,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2025,"20260726",10,2025-03-03,407,NA,407,73,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2026,"20260726",10,2026-03-02,238,238,238,21,1,TRUE,FALSE,"applied_mean"
"Puerto Rico","PRI",2024,"20260726",10,2024-03-04,571,NA,571,125,NA,FALSE,TRUE,"no_lookup_match"
"Puerto Rico","PRI",2025,"20260726",10,2025-03-03,1124,NA,1124,73,NA,FALSE,TRUE,"no_lookup_match"
"Puerto Rico","PRI",2026,"20260726",10,2026-03-02,391,391,391,21,0.998837148906053,TRUE,FALSE,"applied_mean"
"Anguilla","AIA",2025,"20260726",10,2025-03-03,0,NA,0,73,NA,FALSE,TRUE,"no_lookup_match"
"Anguilla","AIA",2026,"20260726",10,2026-03-02,0,NA,0,21,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2025,"20260726",10,2025-03-03,0,NA,0,73,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2026,"20260726",10,2026-03-02,4,4,4,21,1,TRUE,FALSE,"applied_mean"
"Antigua and Barbuda","ATG",2024,"20260726",4,2024-01-22,41,NA,41,131,NA,FALSE,TRUE,"no_lookup_match"
"Aruba","ABW",2024,"20260726",10,2024-03-04,10,NA,10,125,NA,FALSE,TRUE,"no_lookup_match"
"Aruba","ABW",2025,"20260726",10,2025-03-03,2,NA,2,73,NA,FALSE,TRUE,"no_lookup_match"
"Bahamas","BHS",2024,"20260726",8,2024-02-19,0,NA,0,127,NA,FALSE,TRUE,"no_lookup_match"
"Bahamas","BHS",2026,"20260726",10,2026-03-02,0,NA,0,21,NA,FALSE,TRUE,"no_lookup_match"
"Barbados","BRB",2025,"20260726",10,2025-03-03,48,NA,48,73,NA,FALSE,TRUE,"no_lookup_match"
"Barbados","BRB",2026,"20260726",10,2026-03-02,25,19,19,21,0.7738764337395,TRUE,FALSE,"applied_mean"
"Barbados","BRB",2024,"20260726",10,2024-03-04,840,NA,840,125,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2024,"20260726",10,2024-03-04,0,NA,0,125,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2025,"20260726",10,2025-03-03,0,NA,0,73,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2026,"20260726",10,2026-03-02,1,NA,1,21,NA,FALSE,TRUE,"no_lookup_match"
"Bonaire, Saint Eustatius and Saba","BES",2024,"20260726",10,2024-03-04,177,NA,177,125,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2024,"20260726",10,2024-03-04,3,NA,3,125,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2025,"20260726",10,2025-03-03,0,NA,0,73,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2026,"20260726",10,2026-03-02,0,0,0,21,1,TRUE,FALSE,"applied_mean"
"Curaçao","CUW",2024,"20260726",10,2024-03-04,181,NA,181,125,NA,FALSE,TRUE,"no_lookup_match"
"French Guiana","GUF",2024,"20260726",10,2024-03-04,9449,NA,9449,125,NA,FALSE,TRUE,"no_lookup_match"
"French Guiana","GUF",2026,"20260726",10,2026-03-02,4,4,4,21,1,TRUE,FALSE,"applied_mean"
"Grenada","GRD",2024,"20260726",10,2024-03-04,88,NA,88,125,NA,FALSE,TRUE,"no_lookup_match"
