iso3,origin_date,horizon,target_date,model,window_type,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,dispersion_log,overprediction_log,underprediction_log,ae_median_log,crps,crps_log,.pred,actual,lead_time,squared_error,season,season_nMonth,region,seasonality_signal,endemicity,size_class,mean_actual_predicted_month,umae_row,urmse_sq_row
PAN,2024-07-01,6,2025-01-01,glm_ar1,expanding,176.8,0,585.96,0.5,TRUE,TRUE,884,0.2840998916636278,0.06409437905495459,0,0.32047189527477293,762.7600000000001,0.34819427071858244,3223,2339,6,781456,2024/2025,10,North & Central America,weak,endemic,small,1009.3125,0.8758437054926002,0.7671021964510085
PER,2024-07-01,1,2024-08-01,glm_ar1,expanding,94.8,0,421.73999999999995,0.5,TRUE,TRUE,474,0.2838920370153484,0.04570920991951173,0,0.22854604959755864,516.5400000000002,0.32960124693486015,2319,1845,1,224676,2023/2024,12,South America,moderate,endemic,large,2227.8,0.21276595744680848,0.04526935264825712
PER,2024-07-01,2,2024-09-01,glm_ar1,expanding,0,6.8,442.18,-0.5,TRUE,TRUE,34,0.28384125131130356,0,0.0027755547491668865,0.013877773745834432,448.98000000000013,0.28661680606047046,2432,2466,2,1156,2024/2025,1,South America,moderate,endemic,large,1801.25,0.018875780707841777,3.562950973305318e-4
PER,2024-07-01,3,2024-10-01,glm_ar1,expanding,0,55.2,458.36,-0.5,TRUE,TRUE,276,0.28392681754298893,0,0.020770527740112323,0.1038526387005616,513.5600000000002,0.3046973452831013,2521,2797,3,76176,2024/2025,2,South America,moderate,endemic,large,2132.75,0.12941038565232682,0.01674704791468395
PER,2024-07-01,4,2024-11-01,glm_ar1,expanding,0,1321.6,470.84,-0.8999999999999999,FALSE,TRUE,2860,0.28379278593341645,0,0.3172608824225396,0.7437551765021713,1792.44,0.601053668355956,2590,5450,4,8179600,2024/2025,3,South America,moderate,endemic,large,3512.5625,0.8142203875375883,0.6629548394818605
PER,2024-07-01,5,2024-12-01,glm_ar1,expanding,0,2004.8,480.5,-0.8999999999999999,FALSE,TRUE,4012,0.2839505300643501,0,0.4249617706756966,0.9232257815294682,2485.3,0.7089123007400467,2643,6655,5,16096144,2024/2025,4,South America,moderate,endemic,large,2906.3125,1.3804434313240574,1.905624067085738
PER,2024-07-01,6,2025-01-01,glm_ar1,expanding,0,1690,487.96000000000004,-0.8999999999999999,FALSE,TRUE,3498,0.28392846426612495,0,0.37145683908625493,0.8341228626156028,2177.96,0.65538530335238,2684,6182,6,12236004,2024/2025,5,South America,moderate,endemic,large,4698.8125,0.7444434099040981,0.5541959905496411
PRI,2024-07-01,1,2024-08-01,glm_ar1,expanding,55.8,0,158.74,0.5,TRUE,TRUE,279,0.2837742175376988,0.07701124729539136,0,0.38505623647695675,214.54000000000005,0.3607854648330902,872,593,1,77841,2024/2025,5,Caribbean,weak,endemic,very_small,526,0.5304182509505704,0.2813435209414622
PRI,2024-07-01,2,2024-09-01,glm_ar1,expanding,48.2,0,211.61999999999998,0.5,TRUE,TRUE,241,0.2837427506199495,0.046352858871623326,0,0.23176429435811663,259.82000000000005,0.3300956094915729,1164,923,2,58081,2024/2025,6,Caribbean,weak,endemic,very_small,569.6153846153845,0.4230925050641459,0.17900726784145432
PRI,2024-07-01,3,2024-10-01,glm_ar1,expanding,145,0,263,0.5,TRUE,TRUE,725,0.2839637361437226,0.1390445175477316,0,0.695222587738658,408.00000000000006,0.42300825369145423,1446,721,3,525625,2024/2025,7,Caribbean,weak,endemic,very_small,755.2307692307692,0.959971480953351,0.9215452442437699
PRI,2024-07-01,4,2024-11-01,glm_ar1,expanding,222.8,0,309.74,0.5,TRUE,TRUE,1114,0.2837055925235988,0.2121222340978992,0,1.060611170489496,532.5400000000001,0.495827826621498,1703,589,4,1240996,2024/2025,8,Caribbean,weak,endemic,very_small,945.9230769230768,1.1776856143774905,1.3869434063116874
PRI,2024-07-01,5,2024-12-01,glm_ar1,expanding,255.6,0,350.41999999999996,0.5,TRUE,TRUE,1278,0.2839566643478318,0.21745322245616167,0,1.0872661122808083,606.0200000000001,0.5014098868039935,1927,649,5,1633284,2024/2025,9,Caribbean,weak,endemic,very_small,824.0769230769232,1.5508260991318956,2.405061589748652
PRI,2024-07-01,6,2025-01-01,glm_ar1,expanding,290.6,0,384.64,0.5,TRUE,TRUE,1453,0.28390844948173566,0.23210156055846554,0,1.1605078027923277,675.2400000000001,0.5160100100402012,2115,662,6,2111209,2024/2025,10,Caribbean,weak,endemic,very_small,398.84615384615387,3.6430086788813885,13.271512234405119
PRY,2024-07-01,1,2024-08-01,glm_ar1,expanding,89.4,0,325.91999999999996,0.5,TRUE,TRUE,447,0.2838321002154688,0.05735059268009195,0,0.28675296340045975,415.32000000000005,0.3411826928955607,1792,1345,1,199809,2024/2025,2,South America,moderate,endemic,medium,1710.6875,0.2612984545687041,0.06827688235999312
PRY,2024-07-01,2,2024-09-01,glm_ar1,expanding,17.8,0,364.1,0.5,TRUE,TRUE,89,0.2839349814506788,0.00909015273058369,0,0.04545076365291845,381.9000000000001,0.2930251341812625,2002,1913,2,7921,2024/2025,3,South America,moderate,endemic,medium,1215.125,0.07324349346775023,0.005364609335360371
PRY,2024-07-01,3,2024-10-01,glm_ar1,expanding,0,44.4,395.76000000000005,-0.5,TRUE,TRUE,222,0.2835679915304131,0,0.01941234256862625,0.09706171284313125,440.16,0.30298033409903935,2177,2399,3,49284,2024/2025,4,South America,moderate,endemic,medium,2233.3125,0.09940391234992864,0.009881137790472295
PRY,2024-07-01,4,2024-11-01,glm_ar1,expanding,0,303.8,421.6,-0.8999999999999999,FALSE,TRUE,1095,0.28385556422482905,0,0.1029579104271999,0.38661030734453483,725.4,0.386813474652029,2319,3414,4,1199025,2024/2025,5,South America,moderate,endemic,medium,2608.5625,0.41977142583319355,0.17620804994603234
PRY,2024-07-01,5,2024-12-01,glm_ar1,expanding,0,217,442.14,-0.8999999999999999,FALSE,TRUE,979,0.2838362381517335,0,0.07389684076531963,0.3381735658280469,659.1400000000001,0.3577330789170531,2432,3411,5,958441,2024/2025,6,South America,moderate,endemic,medium,5237.875,0.18690785862587403,0.034934547616109715
PRY,2024-07-01,6,2025-01-01,glm_ar1,expanding,0,902.4,458.21999999999997,-0.8999999999999999,FALSE,TRUE,2144,0.28389325753192457,0,0.24019372740670644,0.6154321860935239,1360.6200000000001,0.524086984938631,2520,4664,6,4596736,2024/2025,7,South America,moderate,endemic,medium,15086.9375,0.14210968925933445,0.020195163781384595
PYF,2024-07-01,1,2024-08-01,glm_ar1,expanding,14.6,0,18.72,0.5,TRUE,TRUE,73,0.27728279780732257,0.24208073893124524,0,1.2104036946562262,33.32000000000001,0.5193635367385678,103,30,1,5329,2024/2025,4,Pacific Islands,weak,endemic,very_small,74.83333333333333,0.9755011135857462,0.9516024226070308
PYF,2024-07-01,2,2024-09-01,glm_ar1,expanding,55.8,0,42.44,0.9,FALSE,TRUE,215,0.2816232743282254,0.8971310886614065,0,2.5108821361912614,98.24000000000001,1.178754362989632,233,18,2,46225,2024/2025,5,Pacific Islands,weak,endemic,very_small,81.91666666666666,2.6246185147507632,6.888622347972502
PYF,2024-07-01,3,2024-10-01,glm_ar1,expanding,110,0,78.54,0.9,FALSE,TRUE,410,0.2831139107098086,1.1458908133043106,0,2.93524351207334,188.54000000000002,1.4290047240141193,432,22,3,168100,2024/2025,6,Pacific Islands,weak,endemic,very_small,70.83333333333333,5.788235294117648,33.50366782006921
PYF,2024-07-01,4,2024-11-01,glm_ar1,expanding,174.4,0,124.62,0.9,FALSE,TRUE,650,0.28284403452199725,1.1522371971830054,0,2.947358689269775,299.02000000000004,1.4350812317050026,685,35,4,422500,2024/2025,7,Pacific Islands,weak,endemic,very_small,91.91666666666667,7.071622846781505,50.00784968712215
PYF,2024-07-01,5,2024-12-01,glm_ar1,expanding,246.8,0,176.48000000000002,0.9,FALSE,TRUE,920,0.28330363479995746,1.1515851459041968,0,2.9465008355669995,423.28000000000003,1.4348887807041544,970,50,5,846400,2024/2025,8,Pacific Islands,weak,endemic,very_small,116.83333333333334,7.874465049928673,62.00719982254818
PYF,2024-07-01,6,2025-01-01,glm_ar1,expanding,226.4,0,229.2,0.9,FALSE,TRUE,1038,0.28330683892650843,0.42195050585908833,0,1.7288069912461186,455.6000000000001,0.7052573447855968,1261,223,6,1077444,2024/2025,9,Pacific Islands,weak,endemic,very_small,125.25,8.2874251497006,68.68141561188999
SAU,2024-07-01,1,2024-08-01,glm_ar1,expanding,44.8,0,99.44000000000001,0.5,TRUE,TRUE,224,0.28282087355632457,0.10510635423113737,0,0.5255317711556868,144.24000000000004,0.38792722778746197,547,323,1,50176,2023/2024,11,"Europe, Middle East & North Africa",moderate,endemic,large,161.5,1.3869969040247678,1.923760411774291
SAU,2024-07-01,2,2024-09-01,glm_ar1,expanding,118.4,0,148.94,0.5,TRUE,TRUE,592,0.28316633165089006,0.2559917422607715,0,1.2799587113038573,267.34000000000003,0.5391580739116616,819,227,2,350464,2023/2024,12,"Europe, Middle East & North Africa",moderate,endemic,large,104.21428571428571,5.680603152844414,32.2692521801059
SDN,2024-07-01,1,2024-08-01,glm_ar1,expanding,10.4,0,14.16,0.5,TRUE,TRUE,52,0.2738230914230294,0.21972245773362192,0,1.0986122886681096,24.560000000000002,0.4935455491566515,77,25,1,2704,2024/2025,4,"Europe, Middle East & North Africa",strong,emerging,large,521.4444444444445,0.09972299168975068,0.009944675071554084
SDN,2024-07-01,2,2024-09-01,glm_ar1,expanding,0,5.2,34.42,-0.5,TRUE,TRUE,26,0.2819151070956664,0,0.025650867104735832,0.12825433552367915,39.620000000000005,0.3075659742004023,189,215,2,676,2024/2025,5,"Europe, Middle East & North Africa",strong,emerging,large,1728,0.015046296296296295,2.2639103223593963e-4
SDN,2024-07-01,3,2024-10-01,glm_ar1,expanding,0,3331,66.97999999999999,-1,FALSE,FALSE,3723,0.28219929156076506,0,1.8026310513972863,2.4059924830309907,3397.9800000000005,2.0848303429580515,368,4091,3,13860729,2024/2025,6,"Europe, Middle East & North Africa",strong,emerging,large,4059.222222222222,0.9171707771056306,0.8412022343765462
SDN,2024-07-01,4,2024-11-01,glm_ar1,expanding,0,1913.2,110.47999999999999,-1,FALSE,FALSE,2560,0.28233666900530446,0,1.0460872176844116,1.6493530919810233,2023.6799999999998,1.328423886689716,608,3168,4,6553600,2024/2025,7,"Europe, Middle East & North Africa",strong,emerging,large,1933.222222222222,1.3242140352893845,1.7535428112573956
SDN,2024-07-01,5,2024-12-01,glm_ar1,expanding,0,36.4,161.22,-0.5,TRUE,TRUE,182,0.2831686139331551,0,0.037326785743093185,0.1866339287154659,197.62000000000003,0.32049539967624835,886,1068,5,33124,2024/2025,8,"Europe, Middle East & North Africa",strong,emerging,large,640.5555555555555,0.2841283607979185,0.08072892540971213
SDN,2024-07-01,6,2025-01-01,glm_ar1,expanding,71.2,0,214.1,0.5,TRUE,TRUE,356,0.28328075343633907,0.07189313997206029,0,0.3594656998603014,285.30000000000007,0.3551738934083994,1178,822,6,126736,2024/2025,9,"Europe, Middle East & North Africa",strong,emerging,large,447.6666666666667,0.7952345495160089,0.6323979887439296
SEN,2024-07-01,1,2024-08-01,glm_ar1,expanding,32,0,46.260000000000005,0.5,TRUE,TRUE,160,0.2812602305524734,0.197477330711577,0,0.987386653557885,78.26000000000002,0.47873756126405037,254,94,1,25600,2024/2025,4,Sub-Saharan Africa,strong,emerging,medium,92.85714285714285,1.7230769230769232,2.9689940828402377
SEN,2024-07-01,2,2024-09-01,glm_ar1,expanding,71.4,0,83.66,0.5,TRUE,TRUE,357,0.28270703692097265,0.2978014287710552,0,1.489007143855276,155.06000000000003,0.5805084656920279,460,103,2,127449,2024/2025,5,Sub-Saharan Africa,strong,emerging,medium,174.57142857142858,2.0450081833060554,4.182058469788734
SEN,2024-07-01,3,2024-10-01,glm_ar1,expanding,98.4,0,130.7,0.5,TRUE,TRUE,492,0.2838817526271774,0.2305822680479288,0,1.152911340239644,229.10000000000005,0.5144640206751062,718,226,3,242064,2024/2025,6,Sub-Saharan Africa,strong,emerging,medium,636.7142857142857,0.7727170742652009,0.597091676860972
SEN,2024-07-01,4,2024-11-01,glm_ar1,expanding,130.2,0,182.78000000000003,0.5,TRUE,TRUE,651,0.2829777176956797,0.20832391223685373,0,1.0416195611842687,312.9800000000001,0.4913016299325335,1005,354,4,423801,2024/2025,7,Sub-Saharan Africa,strong,emerging,medium,867.1428571428572,0.7507413509060955,0.5636125759603091
SEN,2024-07-01,5,2024-12-01,glm_ar1,expanding,311.6,0,235.44,0.9,FALSE,TRUE,1198,0.2833424309908478,0.9334755336563554,0,2.5820703982416475,547.0400000000001,1.2168179646472033,1295,97,5,1435204,2024/2025,8,Sub-Saharan Africa,strong,emerging,medium,281,4.263345195729538,18.176112257950127
SEN,2024-07-01,6,2025-01-01,glm_ar1,expanding,392.2,0,285,0.9,FALSE,TRUE,1475,0.28394694044309476,1.0787960082753985,0,2.8249567077570967,677.2,1.3627429487184934,1567,92,6,2175625,2024/2025,9,Sub-Saharan Africa,strong,emerging,medium,148.71428571428572,9.918347742555234,98.37362194225052
SGP,2024-07-01,1,2024-08-01,glm_ar1,expanding,75,0,263.26,0.5,TRUE,TRUE,375,0.28407642440814923,0.05994496606299258,0,0.2997248303149629,338.2600000000001,0.3440213904711419,1447,1072,1,140625,2024/2025,7,East & Southeast Asia,weak,endemic,very_small,1320.375,0.28401022436807727,0.08066180754560558
SGP,2024-07-01,2,2024-09-01,glm_ar1,expanding,195.6,0,310,0.5,TRUE,TRUE,978,0.2838012848693632,0.17047878243681963,0,0.8523939121840982,505.6000000000001,0.4542800673061829,1704,726,2,956484,2024/2025,8,East & Southeast Asia,weak,endemic,very_small,988.125,0.989753320683112,0.9796116358032471
SGP,2024-07-01,3,2024-10-01,glm_ar1,expanding,262.6,0,350.56000000000006,0.5,TRUE,TRUE,1313,0.2840005471444439,0.22830200987444194,0,1.1415100493722097,613.1600000000001,0.5123025570188859,1928,615,3,1723969,2024/2025,9,East & Southeast Asia,weak,endemic,very_small,831.6875,1.5787179679867738,2.4923504224442885
SGP,2024-07-01,4,2024-11-01,glm_ar1,expanding,348.8,0,384.68,0.9,FALSE,TRUE,1690,0.283727922364382,0.34471952550633755,0,1.6009712579062407,733.4800000000001,0.6284474478707196,2116,426,4,2856100,2024/2025,10,East & Southeast Asia,weak,endemic,very_small,684,2.4707602339181287,6.104656133511166
SGP,2024-07-01,5,2024-12-01,glm_ar1,expanding,410.8,0,412.68,0.9,FALSE,TRUE,1874,0.28386520264861503,0.4311419449025987,0,1.7461208992209674,823.4800000000001,0.7150071475512138,2269,395,5,3511876,2024/2025,11,East & Southeast Asia,weak,endemic,very_small,667.5,2.8074906367041197,7.882003675181304
SGP,2024-07-01,6,2025-01-01,glm_ar1,expanding,391.6,0,435,0.9,FALSE,TRUE,1906,0.2837700756825888,0.33921248180042857,0,1.5920389648257833,826.6,0.6229825574830172,2392,486,6,3632836,2024/2025,12,East & Southeast Asia,weak,endemic,very_small,1001.375,1.903382848583198,3.62286626828069
SLB,2024-07-01,1,2024-08-01,glm_ar1,expanding,9.8,0,11.86,0.5,TRUE,TRUE,49,0.2738307474928183,0.2712882795940418,0,1.356441397970209,21.660000000000004,0.5451190270868602,65,16,1,2401,2024/2025,5,Pacific Islands,weak,endemic,small,534.6363636363637,0.091651079748342107,0.008399920419036963
SLB,2024-07-01,2,2024-09-01,glm_ar1,expanding,30.4,0,30.2,0.9,FALSE,TRUE,138,0.2792829946912915,0.43662883987391055,0,1.7506979824302813,60.60000000000001,0.715911834565202,166,28,2,19044,2024/2025,6,Pacific Islands,weak,endemic,small,348.18181818181813,0.3963446475195823,0.15708907961742194
SLB,2024-07-01,3,2024-10-01,glm_ar1,expanding,85,0,60.739999999999995,0.9,FALSE,TRUE,317,0.2819338350100032,1.1392694992337367,0,2.9237587739289017,145.74,1.4212033342437398,334,17,3,100489,2024/2025,7,Pacific Islands,weak,endemic,small,625.0909090909091,0.5071262361838278,0.2571770194259755
SLB,2024-07-01,4,2024-11-01,glm_ar1,expanding,145.2,0,102.66,0.9,FALSE,TRUE,538,0.28268055791235264,1.2081792448653874,0,3.040988865142112,247.86000000000004,1.49085980277774,564,26,4,289444,2024/2025,8,Pacific Islands,weak,endemic,small,508.6363636363637,1.0577301161751562,1.1187929986639096
SLB,2024-07-01,5,2024-12-01,glm_ar1,expanding,237.2,0,152.52,1,FALSE,FALSE,828,0.28374681447155037,2.2435385839405235,0,4.334315433668835,389.7200000000001,2.5272853984120744,838,10,5,685584,2024/2025,9,Pacific Islands,weak,endemic,small,310.5454545454546,2.666276346604215,7.109029556461119
SLB,2024-07-01,6,2025-01-01,glm_ar1,expanding,294,0,205.45999999999998,0.9,FALSE,TRUE,1082,0.28342806689915967,1.2788490662592171,0,3.1587719007984947,499.46000000000004,1.562277133158377,1129,47,6,1170724,2024/2025,10,Pacific Islands,weak,endemic,small,286.3636363636363,3.778412698412699,14.276402519526334
SLV,2024-07-01,1,2024-08-01,glm_ar1,expanding,53.8,0,241.35999999999999,0.5,TRUE,TRUE,269,0.28324011728480153,0.04523157432142657,0,0.22615787160713285,295.16,0.32847169160622813,1328,1059,1,72361,2024/2025,7,North & Central America,weak,endemic,very_small,3139.125,0.08569266913550751,0.007343233543567561
SLV,2024-07-01,2,2024-09-01,glm_ar1,expanding,101.6,0,290.32,0.5,TRUE,TRUE,508,0.2836283381585154,0.07651503022060613,0,0.38257515110303064,391.9200000000001,0.36014336837912153,1597,1089,2,258064,2024/2025,8,North & Central America,weak,endemic,very_small,2638.5,0.19253363653591055,0.03706920119774211
SLV,2024-07-01,3,2024-10-01,glm_ar1,expanding,225.6,0,333.76000000000005,0.5,TRUE,TRUE,1128,0.2836965480857309,0.19040671173659957,0,0.9520335586829978,559.3600000000001,0.47410325982233054,1836,708,3,1272384,2024/2025,9,North & Central America,weak,endemic,very_small,2068.5625,0.5453062211076533,0.2973588747787088
SLV,2024-07-01,4,2024-11-01,glm_ar1,expanding,295.4,0,370.78000000000003,0.5,TRUE,TRUE,1477,0.28388032768603727,0.2574850917397143,0,1.2874254586985714,666.1800000000001,0.5413654194257516,2039,562,4,2181529,2024/2025,10,North & Central America,weak,endemic,very_small,1524.25,0.9690011481056258,0.9389632250300208
SLV,2024-07-01,5,2024-12-01,glm_ar1,expanding,388.4,0,401.32,0.9,FALSE,TRUE,1804,0.2839509840927592,0.4027577100994799,0,1.6984275294358353,789.7200000000001,0.6867086941922392,2207,403,5,3254416,2024/2025,11,North & Central America,weak,endemic,very_small,813.625,2.2172376709171915,4.916142889334292
SLV,2024-07-01,6,2025-01-01,glm_ar1,expanding,422.4,0,425.96000000000004,0.9,FALSE,TRUE,1932,0.28374428435753357,0.4267488684063562,0,1.7385908013473763,848.3600000000002,0.7104931527638898,2343,411,6,3732624,2024/2025,12,North & Central America,weak,endemic,very_small,1042.9375,1.8524599988014623,3.4316080471595134
SUR,2024-07-01,1,2024-08-01,glm_ar1,expanding,1.8,0,1.3800000000000001,0.9,FALSE,TRUE,7,0.23485232572120657,0.6931471805599452,0,2.0794415416798357,3.1800000000000006,0.9279995062811519,7,0,1,49,2024/2025,5,South America,strong,emerging,medium,26.72727272727273,0.26190476190476186,0.06859410430839001
SUR,2024-07-01,2,2024-09-01,glm_ar1,expanding,9.6,0,6.24,0.9,FALSE,TRUE,34,0.27372370329705237,1.542846228969817,0,3.5553480614894135,15.840000000000003,1.8165699322668694,34,0,2,1156,2024/2025,6,South America,strong,emerging,medium,18,1.8888888888888888,3.567901234567901
SUR,2024-07-01,3,2024-10-01,glm_ar1,expanding,30.2,0,18.7,1,FALSE,FALSE,103,0.2772237135693739,2.6225207816671783,0,4.6443908991413725,48.90000000000001,2.8997444952365523,103,0,3,10609,2024/2025,7,South America,strong,emerging,medium,21.454545454545453,4.8008474576271185,23.04813631140477
SUR,2024-07-01,4,2024-11-01,glm_ar1,expanding,68.6,0,42.4,1,FALSE,FALSE,233,0.2815711230600838,3.3804982638524925,0,5.455321115357702,111.00000000000003,3.6620693869125764,233,0,4,54289,2024/2025,8,South America,strong,emerging,medium,11.272727272727273,20.669354838709676,427.22222944849113
SUR,2024-07-01,5,2024-12-01,glm_ar1,expanding,127,0,78.4,1,FALSE,FALSE,431,0.28291803742031524,3.985883024029473,0,6.068425588244111,205.4,4.268801061449788,431,0,5,185761,2024/2025,9,South America,strong,emerging,medium,16.454545454545453,26.193370165745858,686.0926406397851
SUR,2024-07-01,6,2025-01-01,glm_ar1,expanding,150.2,0,124.47999999999999,0.9,FALSE,TRUE,609,0.2827205885130975,0.7036167981921408,0,2.1986854979758945,274.68,0.9863373867052385,684,75,6,370881,2024/2025,10,South America,strong,emerging,medium,55.09090909090909,11.054455445544553,122.20098519752965
SXM,2024-07-01,1,2024-08-01,glm_ar1,expanding,2.4,0,5.62,0.5,TRUE,TRUE,12,0.27402845292951034,0.09400072584914713,0,0.4700036292457357,8.020000000000001,0.3680291787786575,31,19,1,144,2024/2025,5,Caribbean,strong,emerging,very_small,16,0.75,0.5625
SXM,2024-07-01,2,2024-09-01,glm_ar1,expanding,19.2,0,17.32,0.9,FALSE,TRUE,82,0.27684356243109765,0.5472442156137813,0,1.9252908618525777,36.52,0.8240877780448791,95,13,2,6724,2024/2025,6,Caribbean,strong,emerging,very_small,12.4,6.612903225806451,43.730489073881365
SXM,2024-07-01,3,2024-10-01,glm_ar1,expanding,52,0,40.06,0.9,FALSE,TRUE,202,0.28077171503310533,0.8614495571668428,0,2.453723722351312,92.06000000000002,1.1422212721999483,220,18,3,40804,2024/2025,7,Caribbean,strong,emerging,very_small,17.8,11.348314606741573,128.78424441358413
SXM,2024-07-01,4,2024-11-01,glm_ar1,expanding,99.8,0,75.1,0.9,FALSE,TRUE,383,0.2821632679064265,0.9402354199668309,0,2.591878769340168,174.90000000000003,1.2223986878732576,413,30,4,146689,2024/2025,8,Caribbean,strong,emerging,very_small,28.2,13.581560283687944,184.4587797394497
SXM,2024-07-01,5,2024-12-01,glm_ar1,expanding,178.6,0,120.47999999999999,0.9,FALSE,TRUE,645,0.28275777871981467,1.5181308944993854,0,3.5538431703099933,299.08000000000004,1.8008886732192,663,18,5,416025,2024/2025,9,Caribbean,strong,emerging,very_small,15.6,41.34615384615385,1709.5044378698226
SXM,2024-07-01,6,2025-01-01,glm_ar1,expanding,279.2,0,172.12,1,FALSE,FALSE,946,0.28355915857792835,4.767163742393109,0,6.853299093186078,451.32000000000005,5.050722900971037,946,0,6,894916,2024/2025,10,Caribbean,strong,emerging,very_small,10,94.6,8949.16
THA,2024-07-01,1,2024-08-01,glm_ar1,expanding,0,2054,1840.6799999999998,-0.8999999999999999,FALSE,TRUE,5994,0.28410264887059056,0,0.1499068523016284,0.46495436353076514,3894.6800000000003,0.4340095011722189,10125,16119,1,35928036,2024/2025,7,East & Southeast Asia,moderate,endemic,medium,13359.8125,0.44865899128449593,0.2012948904604214
THA,2024-07-01,2,2024-09-01,glm_ar1,expanding,0,1277.4,1343.48,-0.8999999999999999,FALSE,TRUE,4005,0.28403774143748606,0,0.13075372271612373,0.4329993728329118,2620.88,0.4147914641536098,7390,11395,2,16040025,2024/2025,8,East & Southeast Asia,moderate,endemic,medium,9531,0.4202077431539188,0.1765745474065098
THA,2024-07-01,3,2024-10-01,glm_ar1,expanding,0,631,1059.48,-0.8999999999999999,FALSE,TRUE,2531,0.28402221717225123,0,0.087336519102330007,0.3606129680331964,1690.4800000000002,0.37135873627458127,5828,8359,3,6405961,2024/2025,9,East & Southeast Asia,moderate,endemic,medium,7307.8125,0.34634167201197347,0.11995255377204941
THA,2024-07-01,4,2024-11-01,glm_ar1,expanding,0,538,885.86,-0.8999999999999999,FALSE,TRUE,2134,0.28410359592458645,0,0.0888332191782915,0.36319988552702753,1423.8600000000001,0.37293681510287796,4872,7006,4,4553956,2024/2025,10,East & Southeast Asia,moderate,endemic,medium,6892.375,0.30961751210576904,0.09586300380256604
THA,2024-07-01,5,2024-12-01,glm_ar1,expanding,0,207.2,773.88,-0.5,TRUE,TRUE,1036,0.28396760451813663,0,0.0435549074667243,0.2177745373336215,981.0800000000003,0.32752251198486093,4257,5293,5,1073296,2024/2025,11,East & Southeast Asia,moderate,endemic,medium,4269.5625,0.24264781227584795,0.05887796080225514
THA,2024-07-01,6,2025-01-01,glm_ar1,expanding,0,32.2,698.9200000000001,-0.5,TRUE,TRUE,161,0.2839813737746024,0,0.008203926857203569,0.04101963428601785,731.1200000000001,0.292185300631806,3844,4005,6,25921,2024/2025,12,East & Southeast Asia,moderate,endemic,medium,3499.9375,0.04600082144324006,0.0021160755734528545
TLS,2024-07-01,1,2024-08-01,glm_ar1,expanding,14,0,17.14,0.5,TRUE,TRUE,70,0.27582668872399446,0.26700021334646806,0,1.3350010667323402,31.140000000000004,0.5428269020704626,94,24,1,4900,2023/2024,12,East & Southeast Asia,strong,emerging,very_small,24.06666666666667,2.9085872576177283,8.459879835176217
TLS,2024-07-01,2,2024-09-01,glm_ar1,expanding,45.2,0,39.720000000000006,0.9,FALSE,TRUE,190,0.2816942689939125,0.5974958886554391,0,2.021775899830027,84.92000000000002,0.8791901576493517,218,28,2,36100,2024/2025,1,East & Southeast Asia,strong,emerging,very_small,16.4375,11.55893536121673,133.60898668478654
TLS,2024-07-01,3,2024-10-01,glm_ar1,expanding,93.4,0,74.62,0.9,FALSE,TRUE,371,0.28245704699719437,0.7813256962221679,0,2.329713760382298,168.02000000000004,1.0637827432193623,410,39,3,137641,2024/2025,2,East & Southeast Asia,strong,emerging,very_small,26.75,13.869158878504672,192.353567997205
TLS,2024-07-01,4,2024-11-01,glm_ar1,expanding,182.6,0,119.84,1,FALSE,FALSE,647,0.2828015898840729,1.8491147702055486,0,3.9272904775589343,302.44,2.1319163600896216,659,12,4,418609,2024/2025,3,East & Southeast Asia,strong,emerging,very_small,24.9375,25.94486215538847,673.1358722621089
TLS,2024-07-01,5,2024-12-01,glm_ar1,expanding,266,0,171.38000000000002,1,FALSE,FALSE,930,0.2835157713834734,2.1993925101648153,0,4.2841169251719204,437.3800000000001,2.4829082815482884,942,12,5,864900,2024/2025,4,East & Southeast Asia,strong,emerging,very_small,64.625,14.390715667311412,207.09269741740215
TLS,2024-07-01,6,2025-01-01,glm_ar1,expanding,274.2,0,224.24,0.9,FALSE,TRUE,1103,0.28354020826994697,0.7303767773668648,0,2.2428188812641823,498.44000000000005,1.0139169856368118,1233,130,6,1216609,2024/2025,5,East & Southeast Asia,strong,emerging,very_small,264.5625,4.169147176943066,17.38178818301234
TON,2024-07-01,1,2024-08-01,glm_ar1,expanding,6.8,0,4.38,0.9,FALSE,TRUE,24,0.2611006382322883,1.360478952664862,0,3.2188758248682006,11.180000000000001,1.6215795908971504,24,0,1,576,2024/2025,4,Pacific Islands,moderate,emerging,very_small,30.5,0.7868852459016393,0.6191883902176835
TON,2024-07-01,2,2024-09-01,glm_ar1,expanding,21.4,0,14.36,0.9,FALSE,TRUE,77,0.2703290231627169,1.3733866568923763,0,3.283414346005771,35.760000000000005,1.643715680055093,79,2,2,5929,2024/2025,5,Pacific Islands,moderate,emerging,very_small,108,0.7129629629629629,0.5083161865569273
TON,2024-07-01,3,2024-10-01,glm_ar1,expanding,54.4,0,34.92,1,FALSE,FALSE,190,0.28134002805197533,2.092768761399855,0,4.164077900236776,89.32000000000002,2.3741087894518302,192,2,3,36100,2024/2025,6,Pacific Islands,moderate,emerging,very_small,106.83333333333333,1.7784711388455539,3.162959591706602
