iso3,origin_date,horizon,target_date,model,window_type,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,dispersion_log,overprediction_log,underprediction_log,ae_median_log,crps,crps_log,.pred,actual,lead_time,squared_error,season,season_nMonth,region,seasonality_signal,endemicity,size_class,mean_actual_predicted_month,umae_row,urmse_sq_row
IND,2022-01-01,4,2022-05-01,glm_ar1,expanding,0,1295.4,741.5200000000001,-0.8999999999999999,FALSE,TRUE,3189,0.28668344780929483,0,0.2186287881026292,0.5791392978609355,2036.9200000000005,0.505312235911924,4064,7253,4,10169721,2022/2023,2,South Asia,moderate,endemic,large,3704.1176470588234,0.8609337779895189,0.741206970083306
IND,2022-01-01,5,2022-06-01,glm_ar1,expanding,0,3917.6,641.1200000000001,-0.8999999999999999,FALSE,TRUE,7420,0.2865619889651633,0,0.5520993397194818,1.1349291288661032,4558.719999999999,0.8386613286846452,3514,10934,5,55056400,2022/2023,3,South Asia,moderate,endemic,large,5674.176470588236,1.3076787509978125,1.7100237158111988
IND,2022-01-01,6,2022-07-01,glm_ar1,expanding,0,13091.2,575.58,-1,FALSE,FALSE,16468,0.28671931024349534,0,1.2216785231664384,1.8274479039725602,13666.779999999999,1.508397833409934,3155,19623,6,271195024,2022/2023,4,South Asia,moderate,endemic,large,10853.176470588234,1.5173437974244461,2.302332199582439
JAM,2022-01-01,1,2022-02-01,glm_ar1,expanding,1,0,1.4,0.5,TRUE,TRUE,5,0.23563673998427218,0.1961658506023452,0,0.980829253011726,2.4000000000000004,0.43180259058661746,7,2,1,25,2021/2022,10,Caribbean,moderate,endemic,very_small,154.25,0.03241491085899514,0.0010507264459966009
JAM,2022-01-01,2,2022-03-01,glm_ar1,expanding,7.4,0,6.540000000000001,0.9,FALSE,TRUE,31,0.2786718388641443,0.5828176569026962,0,1.9740810260220096,13.940000000000001,0.8614894957668404,35,4,2,961,2021/2022,11,Caribbean,moderate,endemic,very_small,84.3125,0.36767976278724984,0.1351884079632883
JAM,2022-01-01,3,2022-04-01,glm_ar1,expanding,28,0,19.34,0.9,FALSE,TRUE,102,0.2806802544012656,1.355108888522139,0,3.277144732992176,47.34,1.6357891429234044,105,3,3,10404,2021/2022,12,Caribbean,moderate,endemic,very_small,41.0625,2.4840182648401825,6.170346740059632
JAM,2022-01-01,4,2022-05-01,glm_ar1,expanding,55.2,0,42.9,0.9,FALSE,TRUE,216,0.28442807870926246,0.8601361990439859,0,2.4680995314716196,98.10000000000001,1.1445642777532483,235,19,4,46656,2022/2023,1,Caribbean,moderate,endemic,very_small,55.94117647058823,3.8611987381703474,14.908855695648281
JAM,2022-01-01,5,2022-06-01,glm_ar1,expanding,116.4,0,77.34,1,FALSE,FALSE,416,0.2842490649245824,1.7722752337001182,0,3.8548645915881976,193.74,2.0565242986247005,424,8,5,173056,2022/2023,2,Caribbean,moderate,endemic,very_small,65.47058823529412,6.353998203054807,40.373293164423714
JAM,2022-01-01,6,2022-07-01,glm_ar1,expanding,187.4,0,119.66,1,FALSE,FALSE,651,0.2855990356457606,2.588602396617056,0,4.695924549256555,307.06000000000006,2.874201432262817,656,5,6,423801,2022/2023,3,Caribbean,moderate,endemic,very_small,102.35294117647058,6.360344827586207,40.45398632580262
KEN,2022-01-01,1,2022-02-01,glm_ar1,expanding,33.2,0,54.239999999999995,0.5,TRUE,TRUE,166,0.2837080694101658,0.1628583127838068,0,0.814291563919034,87.44000000000001,0.4465663821939726,297,131,1,27556,2021/2022,12,Sub-Saharan Africa,moderate,emerging,medium,275,0.6036363636363636,0.36437685950413223
KHM,2022-01-01,1,2022-02-01,glm_ar1,expanding,57.2,0,73.56,0.5,TRUE,TRUE,286,0.28576828308454344,0.24735252542978525,0,1.2367626271489263,130.76000000000005,0.5331208085143287,402,116,1,81796,2022/2023,1,East & Southeast Asia,moderate,endemic,medium,451.8823529411764,0.6329080968497788,0.400572659058009
KHM,2022-01-01,2,2022-03-01,glm_ar1,expanding,92.8,0,115.34,0.5,TRUE,TRUE,464,0.2855381571422086,0.2649850829487198,0,1.324925414743599,208.14000000000004,0.5505232400909285,631,167,2,215296,2022/2023,2,East & Southeast Asia,moderate,endemic,medium,558.6470588235295,0.8305780772875644,0.6898599424707073
KHM,2022-01-01,3,2022-04-01,glm_ar1,expanding,132.8,0,160.94,0.5,TRUE,TRUE,664,0.28561232155840177,0.27885069415749175,0,1.3942534707874588,293.74000000000007,0.5644630157158936,882,218,3,440896,2022/2023,3,East & Southeast Asia,moderate,endemic,medium,757.0588235294117,0.8770784770784772,0.7692666549543008
KHM,2022-01-01,4,2022-05-01,glm_ar1,expanding,38.4,0,206.3,0.5,TRUE,TRUE,192,0.28663156535389434,0.03720839938157159,0,0.18604199690785794,244.70000000000005,0.32383996473546595,1130,938,4,36864,2022/2023,4,East & Southeast Asia,moderate,endemic,medium,1592.235294117647,0.12058519284764298,0.014540788734103246
KHM,2022-01-01,5,2022-06-01,glm_ar1,expanding,0,62.8,247.92,-0.5,TRUE,TRUE,314,0.2863034823694482,0,0.041573857367136036,0.20786928683568018,310.7200000000001,0.32787733973658423,1358,1672,5,98596,2022/2023,5,East & Southeast Asia,moderate,endemic,medium,3676.9411764705883,0.08539706917514558,0.0072926594237046
KHM,2022-01-01,6,2022-07-01,glm_ar1,expanding,0,97.8,284.14,-0.5,TRUE,TRUE,489,0.28614593052648185,0,0.05459447184611914,0.2729723592305957,381.94000000000005,0.340740402372601,1557,2046,6,239121,2022/2023,6,East & Southeast Asia,moderate,endemic,medium,5122.117647058823,0.09546832651936239,0.009114201368407593
LAO,2022-01-01,1,2022-02-01,glm_ar1,expanding,3.2,0,5.040000000000001,0.5,TRUE,TRUE,16,0.26241713957049845,0.16046929450498748,0,0.8023464725249374,8.240000000000002,0.422886434075486,28,12,1,256,2022/2023,1,East & Southeast Asia,strong,endemic,medium,239.70588235294116,0.06674846625766871,0.004455357747751139
LAO,2022-01-01,2,2022-03-01,glm_ar1,expanding,2.8,0,16.22,0.5,TRUE,TRUE,14,0.2784738871940091,0.033815266008786794,0,0.16907633004393396,19.020000000000003,0.31228915320279593,89,75,2,196,2022/2023,2,East & Southeast Asia,strong,endemic,medium,271.1764705882353,0.05162689804772234,0.002665336602029917
LAO,2022-01-01,3,2022-04-01,glm_ar1,expanding,22.6,0,37.720000000000006,0.5,TRUE,TRUE,113,0.2818456214624673,0.157884802199073,0,0.789424010995365,60.320000000000014,0.4397304236615403,206,93,3,12769,2022/2023,3,East & Southeast Asia,strong,endemic,medium,381.52941176470586,0.2961763798951588,0.08772044800780143
LAO,2022-01-01,4,2022-05-01,glm_ar1,expanding,0,210,70.34,-0.8999999999999999,FALSE,TRUE,448,0.28409543070827953,0,0.33316399785594425,0.7703960328939159,280.34000000000003,0.6172594285642238,385,833,4,200704,2022/2023,4,East & Southeast Asia,strong,endemic,medium,792.2941176470588,0.565446581037939,0.3197298360074945
LAO,2022-01-01,5,2022-06-01,glm_ar1,expanding,0,2521.8,111.64000000000001,-1,FALSE,FALSE,3177,0.28597874903659026,0,1.2170296883915817,1.823125128506275,2633.4399999999996,1.5030084374281718,611,3788,5,10093329,2022/2023,5,East & Southeast Asia,strong,endemic,medium,1770.764705882353,1.7941401189250241,3.2189387663363
LAO,2022-01-01,6,2022-07-01,glm_ar1,expanding,0,7375,157.08,-1,FALSE,FALSE,8297,0.2858268588300352,0,1.757670336131835,2.3632370107392946,7532.079999999999,2.0434971949618705,861,9158,6,68840209,2022/2023,6,East & Southeast Asia,strong,endemic,medium,3446.2941176470586,2.4075136122347964,5.796121793095837
LKA,2022-01-01,1,2022-02-01,glm_ar1,expanding,537.6,0,1030.8200000000002,0.5,TRUE,TRUE,2688,0.2866290693568351,0.12912605041125574,0,0.6456302520562787,1568.4200000000003,0.41575511976809076,5650,2962,1,7225344,2022/2023,1,South Asia,weak,endemic,small,4443.529411764706,0.604924543288324,0.3659337030725874
LKA,2022-01-01,2,2022-03-01,glm_ar1,expanding,289.8,0,818.9,0.5,TRUE,TRUE,1449,0.28663444544511424,0.07793325861178708,0,0.3896662930589354,1108.7000000000003,0.3645677040569013,4489,3040,2,2099601,2022/2023,2,South Asia,weak,endemic,small,3738.6470588235293,0.38757335934672815,0.1502131088753081
LKA,2022-01-01,3,2022-04-01,glm_ar1,expanding,0,47,690.36,-0.5,TRUE,TRUE,235,0.2867530425951005,0,0.012047203148303254,0.06023601574151627,737.3600000000001,0.2988002457434037,3784,4019,3,55225,2022/2023,3,South Asia,weak,endemic,small,3943.470588235294,0.05959217768761467,0.00355122764155224
LKA,2022-01-01,4,2022-05-01,glm_ar1,expanding,0,1383.8,608.0200000000001,-0.8999999999999999,FALSE,TRUE,3151,0.28657737712883335,0,0.27040548106091683,0.6654648045478258,1991.8200000000002,0.5569828581897502,3332,6483,4,9928801,2022/2023,4,South Asia,weak,endemic,small,4710.058823529412,0.6689937680308726,0.447552661664145
LKA,2022-01-01,5,2022-06-01,glm_ar1,expanding,0,4939,553.28,-1,FALSE,FALSE,8185,0.2865078796824913,0,0.7020201245740179,1.307726888636486,5492.28,0.9885280042565091,3033,11218,5,66994225,2022/2023,5,South Asia,weak,endemic,small,6176.529411764706,1.3251778554489957,1.756096348572399
LKA,2022-01-01,6,2022-07-01,glm_ar1,expanding,0,5582.8,515.86,-1,FALSE,FALSE,8610,0.2865042860211995,0,0.7914210329752599,1.397371397458798,6098.66,1.0779253189964595,2827,11437,6,74132100,2022/2023,6,South Asia,weak,endemic,small,8591.411764705883,1.0021635833321922,1.0043318477572196
MDV,2022-01-01,1,2022-02-01,glm_ar1,expanding,10.4,0,13.4,0.5,TRUE,TRUE,52,0.2811542200163838,0.2426045279691708,0,1.2130226398458541,23.800000000000004,0.5237587479855546,73,21,1,2704,2022/2023,1,South Asia,weak,endemic,very_small,123.41176470588235,0.4213536701620591,0.17753891535903732
MDV,2022-01-01,2,2022-03-01,glm_ar1,expanding,35,0,32.72,0.9,FALSE,TRUE,153,0.28303182074329963,0.5161237144659989,0,1.8971199848858813,67.72,0.7991555352092986,179,26,2,23409,2022/2023,2,South Asia,weak,endemic,very_small,139.05882352941177,1.100253807106599,1.210558440052565
MDV,2022-01-01,3,2022-04-01,glm_ar1,expanding,50.2,0,63.279999999999994,0.5,TRUE,TRUE,251,0.2850078573554242,0.25699531769580464,0,1.2849765884790232,113.48000000000002,0.5420031750512289,346,95,3,63001,2022/2023,3,South Asia,weak,endemic,very_small,170.94117647058823,1.4683413626978665,2.1560263574094276
MDV,2022-01-01,4,2022-05-01,glm_ar1,expanding,70.6,0,103.17999999999999,0.5,TRUE,TRUE,353,0.28596288649254226,0.19546038249875153,0,0.9773019124937576,173.78000000000003,0.4814232689912939,565,212,4,124609,2022/2023,4,South Asia,weak,endemic,very_small,204.23529411764707,1.7283986175115207,2.9873617810157356
MDV,2022-01-01,5,2022-06-01,glm_ar1,expanding,102,0,148.26,0.5,TRUE,TRUE,510,0.28606231801194065,0.19739966080768828,0,0.9869983040384414,250.26000000000005,0.48346197881962893,812,302,5,260100,2022/2023,5,South Asia,weak,endemic,very_small,280.70588235294116,1.8168482816429172,3.3009376785088205
MDV,2022-01-01,6,2022-07-01,glm_ar1,expanding,140.4,0,193.98000000000002,0.5,TRUE,TRUE,702,0.28607800096088626,0.2156292916151637,0,1.0781464580758184,334.38,0.50170729257605,1063,361,6,492804,2022/2023,6,South Asia,weak,endemic,very_small,304.7647058823529,2.303416328894036,5.305726784215678
MEX,2022-01-01,1,2022-02-01,glm_ar1,expanding,108.4,0,271.06,0.5,TRUE,TRUE,542,0.286253305616872,0.090666203793282385,0,0.4533310189664119,379.4600000000001,0.37691950941015445,1486,944,1,293764,2022/2023,1,North & Central America,moderate,endemic,large,4508.058823529412,0.12022913214243773,0.014455044215723753
MEX,2022-01-01,2,2022-03-01,glm_ar1,expanding,84.2,0,303.66,0.5,TRUE,TRUE,421,0.2863296178001193,0.05829862582308394,0,0.2914931291154197,387.86000000000007,0.3446282436232032,1664,1243,2,177241,2022/2023,2,North & Central America,moderate,endemic,large,4767.588235294117,0.08830460585571692,0.007797703415333515
MEX,2022-01-01,3,2022-04-01,glm_ar1,expanding,36.2,0,330.41999999999996,0.5,TRUE,TRUE,181,0.2863309150223268,0.02104757679638212,0,0.10523788398191058,366.62000000000006,0.30737849181870897,1811,1630,3,32761,2022/2023,3,North & Central America,moderate,endemic,large,4216.117647058823,0.04293049083349611,0.0018430270432048936
MEX,2022-01-01,4,2022-05-01,glm_ar1,expanding,0,598.4,351.8,-0.8999999999999999,FALSE,TRUE,1486,0.2866182465586826,0,0.21387506103976595,0.5711757590991615,950.2,0.5004933075984487,1928,3414,4,2208196,2022/2023,4,North & Central America,moderate,endemic,large,5913.705882352941,0.2512806740075398,0.06314197712968349
MEX,2022-01-01,5,2022-06-01,glm_ar1,expanding,0,1082.8,368.48,-0.8999999999999999,FALSE,TRUE,2316,0.28633414269608665,0,0.32946143406832995,0.7635904264317457,1451.2800000000002,0.6157955767644165,2020,4336,5,5363856,2022/2023,5,North & Central America,moderate,endemic,large,10295.176470588234,0.22495971842896162,0.050606874915637694
MEX,2022-01-01,6,2022-07-01,glm_ar1,expanding,0,1712.2,381.44,-0.8999999999999999,FALSE,TRUE,3383,0.2866070730865445,0,0.44854267204033144,0.962071729499888,2093.6400000000003,0.7351497451268758,2091,5474,6,11444689,2022/2023,6,North & Central America,moderate,endemic,large,13743.294117647058,0.24615641425122842,0.06059298027702237
MMR,2022-01-01,1,2022-02-01,glm_ar1,expanding,9,0,9.040000000000001,0.9,FALSE,TRUE,41,0.27175550812517396,0.42322796380324573,0,1.7147984280919264,18.040000000000003,0.6949834719284198,49,8,1,1681,2022/2023,1,East & Southeast Asia,strong,emerging,medium,27.529411764705884,1.4893162393162391,2.2180628606910653
MMR,2022-01-01,2,2022-03-01,glm_ar1,expanding,11.6,0,24.5,0.5,TRUE,TRUE,58,0.28003568839891946,0.1122938713169491,0,0.5614693565847455,36.10000000000001,0.3923295597158686,134,76,2,3364,2022/2023,2,East & Southeast Asia,strong,emerging,medium,121.05882352941177,0.4791059280855199,0.22954249032668736
MMR,2022-01-01,3,2022-04-01,glm_ar1,expanding,11.2,0,51.18,0.5,TRUE,TRUE,56,0.28436535945193464,0.04445085342586506,0,0.22225426712932528,62.38000000000002,0.3288162128777997,280,224,3,3136,2022/2023,3,East & Southeast Asia,strong,emerging,medium,282.11764705882354,0.19849874895746455,0.039401753337678536
MMR,2022-01-01,4,2022-05-01,glm_ar1,expanding,0,742.4,88.24000000000001,-1,FALSE,FALSE,1260,0.28571344021648065,0,0.6762036099708763,1.281851697752293,830.64,0.9619170501873568,483,1743,4,1587600,2022/2023,4,East & Southeast Asia,strong,emerging,medium,1465.4117647058824,0.8598265895953757,0.7393017641752145
MMR,2022-01-01,5,2022-06-01,glm_ar1,expanding,0,3637.6,131.94,-1,FALSE,FALSE,4412,0.28536333863413743,0,1.3535878941042558,1.9592384529840814,3769.5399999999995,1.6389512327383933,723,5135,5,19465744,2022/2023,5,East & Southeast Asia,strong,emerging,medium,3712.7058823529414,1.1883516065656885,1.4121795408272528
MMR,2022-01-01,6,2022-07-01,glm_ar1,expanding,0,3779.6,177.94,-1,FALSE,FALSE,4824,0.28573269676109647,0,1.1763091565682031,1.782150610121418,3957.54,1.4620418533292994,975,5799,6,23270976,2022/2023,6,East & Southeast Asia,strong,emerging,medium,4181.235294117647,1.153726030866195,1.331083754298264
MTQ,2022-01-01,1,2022-02-01,glm_ar1,expanding,17,0,24.48,0.5,TRUE,TRUE,85,0.27999059255117764,0.19865035460205674,0,0.9932517730102837,41.480000000000004,0.47864094715323446,134,49,1,7225,2021/2022,10,Caribbean,moderate,emerging,very_small,354.5,0.2397743300423131,0.057491729347240096
MTQ,2022-01-01,2,2022-03-01,glm_ar1,expanding,54.4,0,51.04,0.9,FALSE,TRUE,238,0.2840640515324956,0.5086886893394518,0,1.877154553640183,105.44000000000001,0.7927527408719476,280,42,2,56644,2021/2022,11,Caribbean,moderate,emerging,very_small,299.3125,0.7951555648360827,0.6322723722897897
MTQ,2022-01-01,3,2022-04-01,glm_ar1,expanding,128.4,0,88.1,0.9,FALSE,TRUE,468,0.28553851759546184,1.4611623353828969,0,3.471966452550362,216.5,1.7467008529783583,482,14,3,219024,2021/2022,12,Caribbean,moderate,emerging,very_small,147.8125,3.1661733615221985,10.02465375521278
MTQ,2022-01-01,4,2022-05-01,glm_ar1,expanding,205,0,131.78,1,FALSE,FALSE,715,0.28523801533228454,2.405564174467357,0,4.5039676804789295,336.78000000000003,2.690802189799642,722,7,4,511225,2022/2023,1,Caribbean,moderate,emerging,very_small,164.05882352941177,4.358192900681248,18.993845359548427
MTQ,2022-01-01,5,2022-06-01,glm_ar1,expanding,276,0,177.78000000000003,1,FALSE,FALSE,964,0.2856397647168675,2.3809642210562094,0,4.484542198199477,453.7800000000001,2.6666039857730772,974,10,5,929296,2022/2023,2,Caribbean,moderate,emerging,very_small,184.35294117647058,5.229100191448628,27.34348881220808
MTQ,2022-01-01,6,2022-07-01,glm_ar1,expanding,341,0,221.98000000000002,1,FALSE,FALSE,1201,0.2863472695558173,2.1543285115504296,0,4.271752104213626,562.9800000000001,2.4406757811062474,1217,16,6,1442401,2022/2023,3,Caribbean,moderate,emerging,very_small,296.5882352941177,4.049385164617215,16.397520211421988
MYS,2022-01-01,1,2022-02-01,glm_ar1,expanding,112.2,0,587,0.5,TRUE,TRUE,561,0.2866056385910184,0.03829935840512331,0,0.19149679202561654,699.2,0.3249049969961417,3218,2657,1,314721,2022/2023,1,East & Southeast Asia,weak,endemic,medium,6756.35294117647,0.08303296244057881,0.006894472851658571
MYS,2022-01-01,2,2022-03-01,glm_ar1,expanding,40.2,0,538.98,0.5,TRUE,TRUE,201,0.2864685162314274,0.01408885011031984,0,0.0704442505515992,579.1800000000001,0.30055736634174723,2954,2753,2,40401,2022/2023,2,East & Southeast Asia,weak,endemic,medium,6166.411764705883,0.032595941962624844,0.0010624954324308072
MYS,2022-01-01,3,2022-04-01,glm_ar1,expanding,0,279.8,505.91999999999996,-0.8999999999999999,FALSE,TRUE,1169,0.2866392713117671,0,0.08217005912248325,0.3516515330028511,785.72,0.3688093304342504,2773,3942,3,1366561,2022/2023,3,East & Southeast Asia,weak,endemic,medium,5383.941176470588,0.21712718651326932,0.047144215123168035
MYS,2022-01-01,4,2022-05-01,glm_ar1,expanding,0,1540.8,482.68,-0.8999999999999999,FALSE,TRUE,3238,0.2866558826189811,0,0.35064867468526195,0.7989798174672753,2023.4800000000002,0.6373045573042431,2646,5884,4,10484644,2022/2023,4,East & Southeast Asia,weak,endemic,medium,6583.705882352941,0.4918202692922813,0.2418871772867321
MYS,2022-01-01,5,2022-06-01,glm_ar1,expanding,0,1608.4,466.12,-0.8999999999999999,FALSE,TRUE,3328,0.2865890118983981,0,0.3714743138388911,0.8337932662239034,2074.52,0.6580633257372892,2555,5883,5,11075584,2022/2023,5,East & Southeast Asia,weak,endemic,medium,6560.235294117647,0.5072988773716868,0.25735215098257375
MYS,2022-01-01,6,2022-07-01,glm_ar1,expanding,0,2803.4,454.12,-0.8999999999999999,FALSE,TRUE,5303,0.2864226860939111,0,0.5557557931727268,1.140943184384807,3257.5199999999995,0.8421784792666379,2489,7792,6,28121809,2022/2023,6,East & Southeast Asia,weak,endemic,medium,7490.705882352941,0.7079439619292928,0.5011846532321439
NCL,2022-01-01,1,2022-02-01,glm_ar1,expanding,2.6,0,3.1,0.5,TRUE,TRUE,13,0.2596829807375085,0.25618676909241284,0,1.2809338454620642,5.700000000000001,0.5158697498299214,17,4,1,169,2021/2022,6,Pacific Islands,weak,emerging,very_small,309.76923076923083,0.041966724608889984,0.001761205974398412
NCL,2022-01-01,2,2022-03-01,glm_ar1,expanding,15.6,0,11.26,0.9,FALSE,TRUE,58,0.27412625263539414,1.0492731921831873,0,2.740840023925201,26.860000000000003,1.3233994448185817,61,3,2,3364,2021/2022,7,Pacific Islands,weak,emerging,very_small,463.4615384615384,0.12514522821576765,0.015661328145176567
NCL,2022-01-01,3,2022-04-01,glm_ar1,expanding,44,0,28.860000000000003,1,FALSE,FALSE,156,0.2836985850552889,1.880230506070357,0,3.9702919135521215,72.86,2.163929091125646,158,2,3,24336,2021/2022,8,Pacific Islands,weak,emerging,very_small,407.53846153846155,0.3827859569648924,0.14652508884952845
NCL,2022-01-01,4,2022-05-01,glm_ar1,expanding,90.4,0,57.720000000000006,1,FALSE,FALSE,314,0.2849515221057174,2.5668217305356666,0,4.66028948520917,148.12000000000003,2.8517732526413844,316,2,4,98596,2021/2022,9,Pacific Islands,weak,emerging,very_small,226.92307692307693,1.383728813559322,1.914705429474289
NCL,2022-01-01,5,2022-06-01,glm_ar1,expanding,151.8,0,96.38,1,FALSE,FALSE,525,0.2854113622837525,2.781282616754422,0,4.8846940707384086,248.18,3.066693979038174,528,3,5,275625,2021/2022,10,Pacific Islands,weak,emerging,very_small,100.84615384615385,5.205949656750572,27.101911828621393
NCL,2022-01-01,6,2022-07-01,glm_ar1,expanding,211.4,0,140.95999999999998,1,FALSE,FALSE,757,0.28585025496575944,1.772742759466984,0,3.877690326347641,352.36,2.058593014432744,772,15,6,573049,2021/2022,11,Pacific Islands,weak,emerging,very_small,40.38461538461539,18.744761904761905,351.3660988662131
NIC,2022-01-01,1,2022-02-01,glm_ar1,expanding,94.2,0,668.64,0.5,TRUE,TRUE,471,0.2865629672130726,0.02750281231760283,0,0.13751406158801416,762.8400000000001,0.3140657795306755,3665,3194,1,221841,2021/2022,12,North & Central America,weak,endemic,medium,4097.857142857143,0.11493812096914763,0.013210771651918416
NIC,2022-01-01,2,2022-03-01,glm_ar1,expanding,166.6,0,593.7,0.5,TRUE,TRUE,833,0.2865415197250494,0.05911972610592642,0,0.2955986305296321,760.3000000000002,0.3456612458309758,3254,2421,2,693889,2022/2023,1,North & Central America,weak,endemic,medium,3023.1428571428573,0.2755410641716284,0.07592287804483341
NIC,2022-01-01,3,2022-04-01,glm_ar1,expanding,141.2,0,543.62,0.5,TRUE,TRUE,706,0.28669014615090777,0.05405575245860419,0,0.27027876229302095,684.8200000000002,0.34074589860951193,2980,2274,3,498436,2022/2023,2,North & Central America,weak,endemic,medium,2989.2857142857147,0.23617682198327355,0.055779491242118895
NIC,2022-01-01,4,2022-05-01,glm_ar1,expanding,0,488.6,509.14,-0.8999999999999999,FALSE,TRUE,1521,0.2865754441507157,0,0.13219159604504646,0.4348755327655791,997.7400000000001,0.41876704019576216,2791,4312,4,2313441,2022/2023,3,North & Central America,weak,endemic,medium,3776.2142857142853,0.4027843456220327,0.1622352290781691
NIC,2022-01-01,5,2022-06-01,glm_ar1,expanding,0,1961.2,484.86,-0.8999999999999999,FALSE,TRUE,3942,0.2863596917628922,0,0.41677501102254516,0.9092710404457502,2446.0600000000004,0.7031347027854373,2658,6600,5,15539364,2022/2023,4,North & Central America,weak,endemic,medium,5836.285714285715,0.6754295784990454,0.45620511551139803
NIC,2022-01-01,6,2022-07-01,glm_ar1,expanding,0,6281,467.7,-1,FALSE,FALSE,9025,0.2866263579261378,0,0.902499370056845,1.5081841787289276,6748.7,1.1891257279829825,2564,11589,6,81450625,2022/2023,5,North & Central America,weak,endemic,medium,7739.214285714285,1.1661390506603662,1.3598802854750598
NPL,2022-01-01,1,2022-02-01,glm_ar1,expanding,11,0,8.559999999999999,0.9,FALSE,TRUE,43,0.2741857764173451,0.8592869408676957,0,2.4638532405901676,19.560000000000002,1.133472717285041,46,3,1,1849,2021/2022,12,South Asia,strong,endemic,medium,88.4375,0.4862190812720848,0.23640899499307022
NPL,2022-01-01,2,2022-03-01,glm_ar1,expanding,27.6,0,23.54,0.9,FALSE,TRUE,114,0.2788810292695447,0.6428354608173292,0,2.094945728215801,51.14,0.9217164900868742,129,15,2,12996,2022/2023,1,South Asia,strong,endemic,medium,78.58823529411762,1.45059880239521,2.1042368855104177
NPL,2022-01-01,3,2022-04-01,glm_ar1,expanding,66.4,0,49.6,0.9,FALSE,TRUE,254,0.2839775275444172,0.9794081757556954,0,2.6650328160185195,116.00000000000003,1.2633857033001126,272,18,3,64516,2022/2023,2,South Asia,strong,endemic,medium,77.1764705882353,3.2911585365853653,10.831724512938724
NPL,2022-01-01,4,2022-05-01,glm_ar1,expanding,119,0,86.1,0.9,FALSE,TRUE,447,0.2847996280347761,1.1190292292807338,0,2.9009988504704505,205.1,1.40382885731551,472,25,4,199809,2022/2023,3,South Asia,strong,endemic,medium,126.3529411764706,3.537709497206704,12.515388486626508
NPL,2022-01-01,5,2022-06-01,glm_ar1,expanding,146,0,129.74,0.9,FALSE,TRUE,618,0.28642361755863477,0.5918928305588951,0,2.024783129141972,275.74000000000007,0.87831644811753,711,93,5,381924,2022/2023,4,South Asia,strong,endemic,medium,200.29411764705884,3.085462555066079,9.520079178714896
NPL,2022-01-01,6,2022-07-01,glm_ar1,expanding,48.6,0,175.74,0.5,TRUE,TRUE,243,0.28652419812535407,0.058090431465119254,0,0.29045215732559626,224.34000000000006,0.3446146295904734,963,720,6,59049,2022/2023,5,South Asia,strong,endemic,medium,725.6470588235293,0.3348735408560312,0.11214028836545599
OMN,2022-01-01,1,2022-02-01,glm_ar1,expanding,6.4,0,7.459999999999999,0.5,TRUE,TRUE,32,0.2688252210074028,0.3032694978736177,0,1.5163474893680884,13.860000000000003,0.5720947188810206,40,8,1,1024,2021/2022,11,"Europe, Middle East & North Africa",moderate,emerging,medium,21.4,1.4953271028037385,2.2360031443794224
OMN,2022-01-01,2,2022-03-01,glm_ar1,expanding,0.4,0,21.360000000000003,0.5,TRUE,TRUE,2,0.2840165526523527,0.0034188866718601217,0,0.01709443335930061,21.760000000000005,0.2874354393242129,117,115,2,4,2021/2022,12,"Europe, Middle East & North Africa",moderate,emerging,medium,65,0.03076923076923077,9.467455621301775e-4
OMN,2022-01-01,3,2022-04-01,glm_ar1,expanding,0,182.4,46.14,-0.8999999999999999,FALSE,TRUE,368,0.2825013758579871,0,0.4091239404464167,0.8956058257206427,228.54000000000002,0.6916253163044038,253,621,3,135424,2022/2023,1,"Europe, Middle East & North Africa",moderate,emerging,medium,125.2,2.939297124600639,8.639467586685583
OMN,2022-01-01,4,2022-05-01,glm_ar1,expanding,21.8,0,81.6,0.5,TRUE,TRUE,109,0.2852450712329559,0.055758625006907,0,0.278793125034535,103.40000000000002,0.34100369623986293,447,338,4,11881,2022/2023,2,"Europe, Middle East & North Africa",moderate,emerging,medium,84.6,1.2884160756501184,1.6600159839936515
OMN,2022-01-01,5,2022-06-01,glm_ar1,expanding,151.8,0,124.6,0.9,FALSE,TRUE,613,0.285652511209813,0.735908977130121,0,2.2652780405812347,276.40000000000003,1.021561488339934,683,70,5,375769,2022/2023,3,"Europe, Middle East & North Africa",moderate,emerging,medium,33.8,18.136094674556215,328.9179300444663
OMN,2022-01-01,6,2022-07-01,glm_ar1,expanding,255.2,0,170.58,1,FALSE,FALSE,916,0.2859536622098836,1.740069999608383,0,3.8458832029236008,425.7800000000001,2.0260236618182663,935,19,6,839056,2022/2023,4,"Europe, Middle East & North Africa",moderate,emerging,medium,26.2,34.961832061068705,1222.3297010663716
PAK,2022-01-01,1,2022-02-01,glm_ar1,expanding,132.6,0,268.86,0.5,TRUE,TRUE,663,0.28594719848874195,0.11938258572244838,0,0.5969129286122419,401.46000000000004,0.40532978421119037,1474,811,1,439569,2021/2022,12,South Asia,strong,endemic,medium,688.3125,0.9632252792154726,0.9278029385197252
