model,window_type,iso3,origin_date,n_months,peak_timing_diff,dtw_distance,season,region,seasonality_signal,endemicity,size_class
glm_ar1,expanding,VEN,2020-01-01,6,5,1.0473404628028276,2019/2020,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2020-07-01,6,0,0.4085952345313799,2020/2021,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2021-01-01,6,5,1.1860177820905913,2020/2021,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2021-07-01,6,5,0.7201393076651921,2021/2022,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2022-01-01,6,0,0.3298698897602413,2021/2022,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2022-07-01,6,2,0.18782610027002442,2022/2023,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2023-01-01,6,5,1.8428881985397736,2022/2023,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2023-07-01,6,0,1.6110878110440474,2023/2024,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2024-01-01,2,NA,NA,2023/2024,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2025-01-01,6,-4,0.11658977813947395,2024/2025,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2025-07-01,6,0,0.1444889651809945,2025/2026,South America,weak,endemic,medium
glm_ar1,expanding,VEN,2026-01-01,6,0,0.2668037287301108,2025/2026,South America,weak,endemic,medium
glm_ar1,expanding,VGB,2016-01-01,6,2,2.809964083144852,2015/2016,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2016-07-01,6,3,0.8597033995250375,2016/2017,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2017-01-01,6,2,1.1675167122885195,2016/2017,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2017-07-01,6,3,0.7263749433263826,2017/2018,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2018-01-01,6,0,1.3354443471299582,2017/2018,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2018-07-01,6,4,2.4087842516943128,2018/2019,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2019-01-01,6,2,3.4216551630309664,2018/2019,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2019-07-01,6,5,1.9822475975255187,2019/2020,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2020-01-01,2,NA,NA,2019/2020,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2023-07-01,6,0,1.6628171696483582,2023/2024,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2024-01-01,6,2,2.6636574246051197,2023/2024,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2024-07-01,6,3,1.8511809926233929,2024/2025,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2025-01-01,6,4,3.586673571088189,2024/2025,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2025-07-01,6,2,2.6453294158463634,2025/2026,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VGB,2026-01-01,6,3,2.2269342219711175,2025/2026,Caribbean,moderate,emerging,very_small
glm_ar1,expanding,VNM,2016-01-01,6,-5,0.34565228090628874,2015/2016,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2016-07-01,6,3,0.13591627878234824,2016/2017,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2017-01-01,6,0,0.3255104183686967,2016/2017,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2017-07-01,6,0,0.464988068130721,2017/2018,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2018-01-01,6,0,0.3979559002581705,2017/2018,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2018-07-01,6,-4,1.1921328188447624,2018/2019,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2019-01-01,6,-5,0.6954585770644499,2018/2019,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2019-07-01,6,-1,0.6410984264668472,2019/2020,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2020-01-01,6,-5,0.43913299896453317,2019/2020,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2020-07-01,6,-2,0.3839629974180652,2020/2021,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2021-01-01,6,-5,0.2680032997403461,2020/2021,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2021-07-01,6,-5,0.6385876262554997,2021/2022,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2022-01-01,6,-5,0.9208464389604846,2021/2022,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2022-07-01,6,-2,0.6763675078484752,2022/2023,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2023-01-01,6,-5,0.2659412580739661,2022/2023,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2023-07-01,6,-2,0.5015176837209832,2023/2024,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2024-01-01,6,-5,0.23555274336179352,2023/2024,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2024-07-01,6,-2,0.6509911710353059,2024/2025,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2025-01-01,6,0,0.2566813191286324,2024/2025,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2025-07-01,6,0,0.23581577808438992,2025/2026,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VNM,2026-01-01,6,-5,0.25629723127755283,2025/2026,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,VUT,2018-01-01,6,5,1.3179957413504664,2017/2018,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2018-07-01,6,0,3.1415920070835672,2017/2018,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2019-01-01,6,2,2.72998233044321,2018/2019,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2019-07-01,6,4,2.940976937907964,2018/2019,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2020-01-01,6,2,1.9053792291940013,2019/2020,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2020-07-01,6,5,2.1590148175583557,2019/2020,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2021-01-01,6,5,2.625033266959633,2020/2021,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2021-07-01,6,5,3.628137422936405,2020/2021,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2022-01-01,6,0,1.082598412836983,2021/2022,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2022-07-01,6,3,1.0251524866200612,2021/2022,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2023-01-01,6,3,2.350270648789203,2022/2023,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2023-07-01,6,0,2.1528397434824496,2022/2023,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2024-01-01,6,3,2.0891001733064476,2023/2024,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2024-07-01,6,0,1.5121729918126163,2023/2024,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2025-01-01,6,5,4.81246190763003,2024/2025,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2025-07-01,6,1,1.8734566151631553,2024/2025,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,VUT,2026-01-01,6,2,2.231371264847685,2025/2026,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2017-07-01,6,0,0.23063344399407856,2017/2018,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2018-01-01,6,5,1.6362884542309584,2017/2018,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2018-07-01,6,2,1.9095548486636236,2018/2019,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2019-01-01,6,1,2.540753660019502,2018/2019,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2019-07-01,6,2,2.2271526829901735,2019/2020,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2020-01-01,6,3,2.4228440588913798,2019/2020,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2020-07-01,6,4,1.67768911854144,2020/2021,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2021-01-01,6,2,2.697546331071132,2020/2021,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2021-07-01,6,3,2.101175319005071,2021/2022,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2022-01-01,6,0,1.8980573609505302,2021/2022,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2022-07-01,6,5,0.9395398347121128,2022/2023,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2023-01-01,6,3,2.8863096740752923,2022/2023,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2023-07-01,6,0,1.310812410211921,2023/2024,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2024-01-01,6,5,3.2432916337513658,2023/2024,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2024-07-01,6,0,1.9712570690098563,2024/2025,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2025-01-01,6,5,3.18764595756384,2024/2025,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2025-07-01,6,3,3.108823890890944,2025/2026,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WLF,2026-01-01,6,3,2.693469385220982,2025/2026,Pacific Islands,weak,emerging,very_small
glm_ar1,expanding,WSM,2018-01-01,6,2,0.6777759967828217,2017/2018,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2018-07-01,6,4,1.975972808030199,2017/2018,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2019-01-01,6,1,1.5302256958538356,2018/2019,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2019-07-01,6,5,2.5847403152016226,2018/2019,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2020-01-01,6,5,3.003023447310033,2019/2020,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2020-07-01,6,1,1.6571077589333851,2019/2020,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2021-01-01,6,3,2.098723357254764,2020/2021,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2021-07-01,6,0,0.7494640657293526,2020/2021,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2022-01-01,6,3,0.20238473480866226,2021/2022,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2022-07-01,6,-1,0.722629785789623,2021/2022,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2023-01-01,6,3,2.1852162517094396,2022/2023,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2023-07-01,6,0,2.168743297851241,2022/2023,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2024-01-01,6,3,1.2120617668676925,2023/2024,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2024-07-01,6,1,2.1711962936238054,2023/2024,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2025-01-01,6,0,0.8407359821015402,2024/2025,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2025-07-01,6,0,0.9409681972109892,2024/2025,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,WSM,2026-01-01,6,0,0.3976904174369327,2025/2026,Pacific Islands,weak,endemic,very_small
glm_ar1,expanding,YEM,2016-01-01,2,NA,NA,2015/2016,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2018-07-01,6,-1,0.12497582446236229,2018/2019,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2019-01-01,6,-1,0.06685577482071288,2018/2019,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2019-07-01,6,2,0.7832435696944534,2019/2020,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2020-01-01,6,0,0.172627448261782,2019/2020,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2020-07-01,6,3,0.18774853557792626,2020/2021,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2021-01-01,6,2,0.5707651384095066,2020/2021,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2021-07-01,6,1,0.3241536124620466,2021/2022,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2022-01-01,6,-5,0.6315414596566719,2021/2022,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2022-07-01,6,3,0.21474770522490458,2022/2023,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2023-01-01,6,2,0.20403998513931354,2022/2023,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2023-07-01,6,3,0.5019913567512685,2023/2024,"Europe, Middle East & North Africa",weak,emerging,medium
glm_ar1,expanding,YEM,2024-01-01,2,NA,NA,2023/2024,"Europe, Middle East & North Africa",weak,emerging,medium
nowcast,expanding,ABW,2016-01-01,6,0,0.4443449940905742,2015/2016,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2016-07-01,6,0,0.16659565528309672,2016/2017,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2017-01-01,6,0,0.27158300275780983,2016/2017,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2017-07-01,6,3,0.610310188332328,2017/2018,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2018-01-01,6,0,3.677121795684218,2017/2018,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2018-07-01,6,-3,2.4125216400326406,2018/2019,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2019-01-01,5,0,0.844894780834734,2018/2019,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2023-07-01,6,4,2.3001003671159856,2023/2024,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2024-01-01,5,-2,0.8113920862594546,2023/2024,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2025-01-01,6,-2,2.6506213313463913,2024/2025,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2025-07-01,6,5,0.8502053026338889,2025/2026,Caribbean,moderate,emerging,very_small
nowcast,expanding,ABW,2026-01-01,6,4,0.39698126801372746,2025/2026,Caribbean,moderate,emerging,very_small
nowcast,expanding,AFG,2024-07-01,6,0,0.5364864093026452,2024/2025,South Asia,strong,emerging,medium
nowcast,expanding,AFG,2025-01-01,6,-5,0.7986930421397044,2024/2025,South Asia,strong,emerging,medium
nowcast,expanding,AFG,2025-07-01,6,0,0.7518673096522246,2025/2026,South Asia,strong,emerging,medium
nowcast,expanding,AFG,2026-01-01,6,-5,1.068008250192568,2025/2026,South Asia,strong,emerging,medium
nowcast,expanding,ARG,2016-01-01,6,1,0.39671129556021717,2015/2016,South America,strong,endemic,large
nowcast,expanding,ARG,2016-07-01,6,1,0.5519814881900118,2016/2017,South America,strong,endemic,large
nowcast,expanding,ARG,2017-01-01,6,0,2.811168740758919,2016/2017,South America,strong,endemic,large
nowcast,expanding,ARG,2017-07-01,6,-1,3.4555744720543875,2017/2018,South America,strong,endemic,large
nowcast,expanding,ARG,2018-01-01,6,-1,1.2669775146415685,2017/2018,South America,strong,endemic,large
nowcast,expanding,ARG,2018-07-01,6,-1,1.85066807033867,2018/2019,South America,strong,endemic,large
nowcast,expanding,ARG,2019-01-01,6,0,0.7756122185779611,2018/2019,South America,strong,endemic,large
nowcast,expanding,ARG,2019-07-01,6,0,1.7530404698934994,2019/2020,South America,strong,endemic,large
nowcast,expanding,ARG,2020-01-01,6,0,1.091913321108924,2019/2020,South America,strong,endemic,large
nowcast,expanding,ARG,2020-07-01,6,0,2.313297181078079,2020/2021,South America,strong,endemic,large
nowcast,expanding,ARG,2021-01-01,6,-1,0.5966751558803228,2020/2021,South America,strong,endemic,large
nowcast,expanding,ARG,2021-07-01,6,1,1.1339988671204775,2021/2022,South America,strong,endemic,large
nowcast,expanding,ARG,2022-01-01,6,0,1.2566951625815674,2021/2022,South America,strong,endemic,large
nowcast,expanding,ARG,2022-07-01,6,0,2.3585420006893165,2022/2023,South America,strong,endemic,large
nowcast,expanding,ARG,2023-01-01,6,0,3.314897624158519,2022/2023,South America,strong,endemic,large
nowcast,expanding,ARG,2023-07-01,6,0,0.7413840181194044,2023/2024,South America,strong,endemic,large
nowcast,expanding,ARG,2024-01-01,6,1,0.9240622359576172,2023/2024,South America,strong,endemic,large
nowcast,expanding,ARG,2024-07-01,6,0,2.1169903288000445,2024/2025,South America,strong,endemic,large
nowcast,expanding,ARG,2025-01-01,6,0,0.5692322436321736,2024/2025,South America,strong,endemic,large
nowcast,expanding,ARG,2025-07-01,6,5,1.7754459454251525,2025/2026,South America,strong,endemic,large
nowcast,expanding,ARG,2026-01-01,6,1,3.805186110960163,2025/2026,South America,strong,endemic,large
nowcast,expanding,ATG,2019-07-01,6,1,0.21258713782011865,2019/2020,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2020-01-01,2,NA,NA,2019/2020,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2021-07-01,6,1,0.30094844500320833,2021/2022,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2022-01-01,6,5,0.7822171914211485,2021/2022,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2022-07-01,6,0,0.19225328694528546,2022/2023,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2023-01-01,6,5,0.28337830860359864,2022/2023,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2023-07-01,6,1,0.19812874288964824,2023/2024,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2024-01-01,6,0,0.3346064173459793,2023/2024,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2024-07-01,6,1,0.4198487911460842,2024/2025,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2025-01-01,6,4,1.0642822045483527,2024/2025,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2025-07-01,6,3,0.3945206023552694,2025/2026,Caribbean,moderate,emerging,very_small
nowcast,expanding,ATG,2026-01-01,6,3,0.7806120100654873,2025/2026,Caribbean,moderate,emerging,very_small
nowcast,expanding,AUS,2016-01-01,6,-1,0.10693401586602976,2015/2016,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2016-07-01,6,0,0.1378878384081931,2015/2016,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2017-01-01,6,0,0.5976155167250959,2016/2017,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2017-07-01,6,0,0.19120307701698755,2016/2017,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2018-01-01,6,-4,0.624601750586609,2017/2018,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2018-07-01,6,0,0.14956389065072553,2017/2018,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2019-01-01,6,-3,0.12898240297895924,2018/2019,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2019-07-01,6,2,0.19607579326587574,2018/2019,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2020-01-01,6,2,1.3742897319242127,2019/2020,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2020-07-01,1,NA,NA,2019/2020,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2022-01-01,6,-5,1.055540937573549,2021/2022,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2022-07-01,6,3,0.3368125518617033,2021/2022,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2023-01-01,6,-2,0.13147113706181113,2022/2023,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2023-07-01,6,0,0.20178168265697013,2022/2023,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2024-01-01,6,1,0.4082445676566792,2023/2024,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2024-07-01,6,-5,0.3209383995364758,2023/2024,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2025-01-01,6,3,0.23230400076088378,2024/2025,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2025-07-01,6,-5,0.17797678085805738,2024/2025,Pacific Islands,weak,endemic,continental
nowcast,expanding,AUS,2026-01-01,6,-2,0.5608198222518676,2025/2026,Pacific Islands,weak,endemic,continental
nowcast,expanding,BFA,2018-07-01,6,0,0.8787757843845863,2018/2019,Sub-Saharan Africa,strong,emerging,medium
nowcast,expanding,BFA,2019-01-01,3,-1,1.421629376675708,2018/2019,Sub-Saharan Africa,strong,emerging,medium
nowcast,expanding,BFA,2023-07-01,6,0,1.1065631554296336,2023/2024,Sub-Saharan Africa,strong,emerging,medium
nowcast,expanding,BFA,2024-01-01,6,1,1.923321130771038,2023/2024,Sub-Saharan Africa,strong,emerging,medium
nowcast,expanding,BFA,2024-07-01,6,0,1.0786435765014846,2024/2025,Sub-Saharan Africa,strong,emerging,medium
nowcast,expanding,BFA,2025-01-01,6,-4,0.9518113306398516,2024/2025,Sub-Saharan Africa,strong,emerging,medium
nowcast,expanding,BFA,2025-07-01,6,0,0.8116669357254636,2025/2026,Sub-Saharan Africa,strong,emerging,medium
nowcast,expanding,BFA,2026-01-01,6,1,0.6217808108873081,2025/2026,Sub-Saharan Africa,strong,emerging,medium
nowcast,expanding,BGD,2016-01-01,6,0,0.6308148649836641,2015/2016,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2016-07-01,6,-1,0.5413367317577916,2016/2017,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2017-01-01,6,0,1.0721281095576751,2016/2017,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2017-07-01,6,-1,0.48124425892380557,2017/2018,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2018-01-01,6,0,0.39228302298323764,2017/2018,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2018-07-01,6,0,0.20491021744588292,2018/2019,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2019-01-01,6,0,0.8103660883483622,2018/2019,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2019-07-01,6,1,0.4604031032845717,2019/2020,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2020-01-01,6,5,0.7369725858256496,2019/2020,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2020-07-01,6,-2,0.6642211176342706,2020/2021,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2021-01-01,6,0,0.5242956088277048,2020/2021,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2021-07-01,6,2,0.36516814986471274,2021/2022,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2022-01-01,6,0,0.49154798382292686,2021/2022,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2022-07-01,6,0,0.7506939591389804,2022/2023,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2023-01-01,6,0,0.7057316297092667,2022/2023,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2023-07-01,6,2,0.43913100594666665,2023/2024,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2024-01-01,6,0,0.5907066033618958,2023/2024,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2024-07-01,6,0,0.6011783682728793,2024/2025,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2025-01-01,6,0,0.3396465744913006,2024/2025,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2025-07-01,6,-1,0.3023695785137505,2025/2026,South Asia,strong,emerging,medium
nowcast,expanding,BGD,2026-01-01,6,0,0.3680650644377939,2025/2026,South Asia,strong,emerging,medium
nowcast,expanding,BHS,2016-07-01,6,0,0.3876165123300151,2016/2017,Caribbean,moderate,emerging,very_small
nowcast,expanding,BHS,2017-01-01,2,NA,NA,2016/2017,Caribbean,moderate,emerging,very_small
nowcast,expanding,BHS,2025-01-01,6,0,3.9385562843501654,2024/2025,Caribbean,moderate,emerging,very_small
nowcast,expanding,BHS,2025-07-01,6,1,4.480551983413019,2025/2026,Caribbean,moderate,emerging,very_small
nowcast,expanding,BHS,2026-01-01,6,-2,3.7707359844013637,2025/2026,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2016-01-01,6,0,0.8923074071449966,2015/2016,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2016-07-01,6,1,0.17816452517067383,2016/2017,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2017-01-01,2,NA,NA,2016/2017,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2019-07-01,6,0,1.0968624453738052,2019/2020,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2020-01-01,6,-2,1.38882636623517,2019/2020,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2020-07-01,6,5,0.8586287898314966,2020/2021,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2021-01-01,2,NA,NA,2020/2021,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2022-07-01,6,2,0.34997275328614913,2022/2023,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2023-01-01,6,-1,0.3617125578713543,2022/2023,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2023-07-01,6,0,0.8953585641956897,2023/2024,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2024-01-01,6,0,0.48726448834015534,2023/2024,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2024-07-01,6,-2,0.8300064482362406,2024/2025,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2025-01-01,6,3,1.1068763341189352,2024/2025,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2025-07-01,6,0,0.11552453009332421,2025/2026,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLM,2026-01-01,6,3,1.0854142526163064,2025/2026,Caribbean,moderate,emerging,very_small
nowcast,expanding,BLZ,2016-01-01,6,-1,0.4643831946385671,2015/2016,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2016-07-01,6,2,0.2728683434446549,2016/2017,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2017-01-01,6,5,0.2161358980057415,2016/2017,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2017-07-01,6,0,0.8232467283008801,2017/2018,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2018-01-01,6,0,0.14345192137227566,2017/2018,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2018-07-01,6,-2,0.20792844748518155,2018/2019,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2019-01-01,6,0,0.3209055389700346,2018/2019,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2019-07-01,6,1,0.3833201161337269,2019/2020,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2020-01-01,6,-1,0.42368497558844975,2019/2020,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2020-07-01,6,-1,0.4646875653228479,2020/2021,North & Central America,weak,endemic,very_small
nowcast,expanding,BLZ,2021-01-01,6,0,0.12445470395432053,2020/2021,North & Central America,weak,endemic,very_small
