model,window_type,iso3,origin_date,n_months,peak_timing_diff,dtw_distance,season,region,seasonality_signal,endemicity,size_class
glm_ar1,expanding,GLP,2020-07-01,6,3,0.4464824714080471,2020/2021,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2021-01-01,6,5,6.383038807700452,2020/2021,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2021-07-01,6,0,1.5993843664074163,2021/2022,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2022-01-01,6,1,2.4619453474057624,2021/2022,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2022-07-01,6,0,0.5008517499326687,2022/2023,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2023-01-01,6,1,0.643182692731267,2022/2023,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2023-07-01,6,4,0.3327975763405661,2023/2024,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2024-01-01,6,4,1.1903606479981874,2023/2024,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2024-07-01,6,2,0.819967347709028,2024/2025,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2025-01-01,6,5,1.9107514967830952,2024/2025,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2025-07-01,6,3,0.8235144649566714,2025/2026,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GLP,2026-01-01,6,4,2.1794520137947866,2025/2026,Caribbean,strong,endemic,very_small
glm_ar1,expanding,GRD,2016-07-01,6,0,1.2067566499571578,2016/2017,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2017-01-01,6,3,0.7349945316539731,2016/2017,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2017-07-01,6,3,0.5885512160297847,2017/2018,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2018-01-01,6,0,0.10962377901340874,2017/2018,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2018-07-01,6,5,2.943660752421526,2018/2019,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2019-01-01,6,2,1.9662706524737505,2018/2019,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2019-07-01,6,0,3.730570417617916,2019/2020,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2020-01-01,6,2,2.68851676473491,2019/2020,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2020-07-01,6,4,2.15011377703742,2020/2021,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2021-01-01,6,0,1.8491128088683613,2020/2021,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2021-07-01,6,4,1.8514375658198219,2021/2022,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2022-01-01,6,4,2.0439001257384337,2021/2022,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2022-07-01,6,5,2.1381028514547387,2022/2023,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2023-01-01,6,2,0.8989361301021274,2022/2023,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2023-07-01,6,0,1.983588879218983,2023/2024,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2024-01-01,6,0,1.6145925348019938,2023/2024,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2024-07-01,6,4,1.8186968380379842,2024/2025,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2025-01-01,6,4,2.1489472232760627,2024/2025,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2025-07-01,6,1,1.7685349284570673,2025/2026,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GRD,2026-01-01,6,2,2.614208833473993,2025/2026,Caribbean,weak,emerging,very_small
glm_ar1,expanding,GTM,2016-01-01,6,0,0.42370314011099836,2016/2017,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2016-07-01,6,5,0.8531117845926787,2016/2017,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2017-01-01,6,0,0.1063249686666566,2017/2018,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2017-07-01,6,5,0.6249750576285409,2017/2018,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2018-01-01,6,0,0.15003252591730712,2018/2019,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2018-07-01,6,4,0.7055599681447878,2018/2019,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2019-01-01,6,0,0.35401628836899995,2019/2020,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2019-07-01,6,0,0.26105627132397197,2019/2020,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2020-01-01,6,5,1.0089556963553514,2020/2021,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2020-07-01,6,5,1.3447370883378456,2020/2021,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2021-01-01,6,0,0.7983711299086288,2021/2022,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2021-07-01,6,5,0.9047040960133632,2021/2022,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2022-01-01,6,0,0.24117212967186705,2022/2023,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2022-07-01,6,3,0.6582243628205815,2022/2023,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2023-01-01,6,0,0.18921603184040406,2023/2024,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2023-07-01,6,-2,0.7095395194158556,2023/2024,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2024-01-01,6,-4,0.6446730657715584,2024/2025,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2024-07-01,6,-1,0.28790165949413976,2024/2025,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2025-01-01,6,-4,0.18948224558849525,2025/2026,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2025-07-01,6,-4,0.1496196187071055,2025/2026,North & Central America,weak,endemic,medium
glm_ar1,expanding,GTM,2026-01-01,6,-5,0.24473963079539204,2026/2027,North & Central America,weak,endemic,medium
glm_ar1,expanding,GUF,2016-01-01,6,5,2.000109846524596,2015/2016,South America,weak,emerging,small
glm_ar1,expanding,GUF,2016-07-01,6,0,0.4993629945665891,2015/2016,South America,weak,emerging,small
glm_ar1,expanding,GUF,2017-01-01,6,5,1.2722255114057597,2016/2017,South America,weak,emerging,small
glm_ar1,expanding,GUF,2017-07-01,6,0,0.7065478561629833,2016/2017,South America,weak,emerging,small
glm_ar1,expanding,GUF,2018-01-01,6,5,1.4707234402074858,2017/2018,South America,weak,emerging,small
glm_ar1,expanding,GUF,2018-07-01,6,5,3.194150828788191,2017/2018,South America,weak,emerging,small
glm_ar1,expanding,GUF,2019-01-01,6,0,1.8429495179210902,2018/2019,South America,weak,emerging,small
glm_ar1,expanding,GUF,2019-07-01,6,0,0.6312671616524007,2018/2019,South America,weak,emerging,small
glm_ar1,expanding,GUF,2020-01-01,6,2,0.19236470621234933,2019/2020,South America,weak,emerging,small
glm_ar1,expanding,GUF,2020-07-01,6,5,0.9157420130660953,2019/2020,South America,weak,emerging,small
glm_ar1,expanding,GUF,2021-01-01,6,4,2.7626183996823737,2020/2021,South America,weak,emerging,small
glm_ar1,expanding,GUF,2021-07-01,2,NA,NA,2020/2021,South America,weak,emerging,small
glm_ar1,expanding,GUF,2023-01-01,6,5,1.0243304126949215,2022/2023,South America,weak,emerging,small
glm_ar1,expanding,GUF,2023-07-01,6,0,0.7788916848103659,2022/2023,South America,weak,emerging,small
glm_ar1,expanding,GUF,2024-01-01,6,0,0.41567183626343,2023/2024,South America,weak,emerging,small
glm_ar1,expanding,GUF,2024-07-01,3,5,3.0238441466431953,2023/2024,South America,weak,emerging,small
glm_ar1,expanding,GUF,2025-01-01,6,3,1.8098187353286892,2024/2025,South America,weak,emerging,small
glm_ar1,expanding,GUF,2025-07-01,6,5,2.4340537173862207,2024/2025,South America,weak,emerging,small
glm_ar1,expanding,GUF,2026-01-01,6,3,2.086786678744533,2025/2026,South America,weak,emerging,small
glm_ar1,expanding,GUY,2016-01-01,6,0,1.8015106635509668,2016/2017,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2016-07-01,5,3,1.05298432331873,2016/2017,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2018-01-01,6,0,0.7064389817035925,2018/2019,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2018-07-01,6,4,2.161909245727491,2018/2019,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2019-01-01,6,0,1.9223097960366806,2019/2020,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2019-07-01,6,0,1.2270293932888443,2019/2020,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2020-01-01,6,0,1.1046647459735337,2020/2021,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2020-07-01,6,0,0.8641929063661197,2020/2021,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2021-01-01,6,0,0.6587969221354769,2021/2022,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2021-07-01,6,0,0.41698793206814283,2021/2022,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2022-01-01,6,0,0.1408936550242549,2022/2023,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2022-07-01,6,0,0.7739135610770709,2022/2023,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2023-01-01,6,0,0.42026201523466117,2023/2024,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2023-07-01,6,0,0.24454331046726954,2023/2024,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2024-01-01,6,-4,0.42070125887180665,2024/2025,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2024-07-01,6,-5,0.32853293764413677,2024/2025,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2025-01-01,6,-4,0.31720047162353665,2025/2026,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2025-07-01,6,-5,0.3894195225303694,2025/2026,South America,weak,endemic,medium
glm_ar1,expanding,GUY,2026-01-01,6,-5,0.23341353295747522,2026/2027,South America,weak,endemic,medium
glm_ar1,expanding,HND,2016-01-01,6,-3,0.15721789578850945,2016/2017,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2016-07-01,6,5,1.1443879883884722,2016/2017,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2017-01-01,6,1,0.3422328116101569,2017/2018,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2017-07-01,6,5,1.1546486038924484,2017/2018,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2018-01-01,6,3,0.14018058545118217,2018/2019,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2018-07-01,6,0,0.19868344991019105,2018/2019,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2019-01-01,6,0,0.5492782457450436,2019/2020,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2019-07-01,6,0,0.22203138051908514,2019/2020,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2020-01-01,6,0,0.27450451694060435,2020/2021,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2020-07-01,6,5,0.22744558009186297,2020/2021,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2021-01-01,6,0,0.41618665804274496,2021/2022,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2021-07-01,6,3,0.16954488816710023,2021/2022,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2022-01-01,6,0,0.3511292527309429,2022/2023,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2022-07-01,6,0,0.254146363143942,2022/2023,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2023-01-01,6,0,0.2771549704101616,2023/2024,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2023-07-01,6,-2,0.23251414654546884,2023/2024,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2024-01-01,6,-4,0.6843890696759525,2024/2025,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2024-07-01,6,0,0.38787183402435094,2024/2025,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2025-01-01,6,4,0.190810101071754,2025/2026,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2025-07-01,6,1,0.43823503757082,2025/2026,North & Central America,weak,endemic,medium
glm_ar1,expanding,HND,2026-01-01,6,0,0.25090271689400406,2026/2027,North & Central America,weak,endemic,medium
glm_ar1,expanding,HTI,2018-07-01,6,5,2.433073768935986,2018/2019,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2019-01-01,6,1,2.3428037163971385,2018/2019,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2019-07-01,6,4,2.508627841726312,2019/2020,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2020-01-01,6,5,4.341319661001981,2019/2020,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2020-07-01,6,0,1.290127288773459,2020/2021,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2021-01-01,6,5,1.4866077553626935,2020/2021,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2021-07-01,6,1,0.31557956779349383,2021/2022,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2022-01-01,6,5,1.883440040226936,2021/2022,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2022-07-01,6,1,0.5272715063568391,2022/2023,Caribbean,moderate,emerging,small
glm_ar1,expanding,HTI,2023-01-01,3,1,2.0809979854103857,2022/2023,Caribbean,moderate,emerging,small
glm_ar1,expanding,IDN,2016-01-01,6,0,0.5871906939860644,2015/2016,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2016-07-01,6,0,0.19465911582040318,2015/2016,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2017-01-01,6,5,0.7027838157826753,2016/2017,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2017-07-01,6,0,0.08791742904627424,2016/2017,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2018-01-01,6,2,0.27974147679505795,2017/2018,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2018-07-01,6,-5,0.6727446470215505,2017/2018,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2019-01-01,6,0,0.3401999568887654,2018/2019,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2019-07-01,6,-5,0.40533814160298026,2018/2019,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2020-01-01,6,0,0.3368618349603927,2019/2020,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2020-07-01,6,-5,0.1251284457647781,2019/2020,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2021-01-01,6,-3,0.2313940135691773,2020/2021,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2021-07-01,6,-5,0.6690816257105131,2020/2021,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2022-01-01,6,-5,0.46505986535314364,2021/2022,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2022-07-01,6,-5,0.5028451223815925,2021/2022,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2023-01-01,6,0,0.32501488708786086,2022/2023,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2023-07-01,6,-5,0.8027920319004497,2022/2023,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2024-01-01,6,-1,0.7292696417498857,2023/2024,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IDN,2024-07-01,2,NA,NA,2023/2024,East & Southeast Asia,weak,endemic,large
glm_ar1,expanding,IND,2016-01-01,6,-5,0.2582652141847024,2015/2016,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2016-07-01,6,3,0.21240324746309427,2016/2017,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2017-01-01,6,0,0.4201953653841186,2016/2017,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2017-07-01,6,3,0.42331782400796086,2017/2018,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2018-01-01,6,0,0.3500206068786336,2017/2018,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2018-07-01,6,-2,0.9854385688859159,2018/2019,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2019-01-01,6,-5,0.3453454366698308,2018/2019,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2019-07-01,6,-2,0.5097821606633275,2019/2020,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2020-01-01,6,-5,0.34555240498814177,2019/2020,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2020-07-01,6,-5,0.38914944827878634,2020/2021,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2021-01-01,6,-5,0.37547292730673193,2020/2021,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2021-07-01,6,-2,0.9995094877192573,2021/2022,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2022-01-01,6,-5,0.43094049278054875,2021/2022,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2022-07-01,6,-2,1.0282778915029211,2022/2023,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2023-01-01,6,-5,0.47199324901740053,2022/2023,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2023-07-01,6,-2,0.571415179815734,2023/2024,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2024-01-01,6,-5,0.38518949836413974,2023/2024,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2024-07-01,6,-2,0.4534284607514582,2024/2025,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2025-01-01,6,-5,0.2240302242128632,2024/2025,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2025-07-01,6,-2,0.41023487301601236,2025/2026,South Asia,moderate,endemic,large
glm_ar1,expanding,IND,2026-01-01,6,-5,0.2083231517401083,2025/2026,South Asia,moderate,endemic,large
glm_ar1,expanding,JAM,2016-01-01,6,0,0.4825704273809292,2015/2016,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2016-07-01,6,4,2.2805459938773156,2016/2017,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2017-01-01,6,2,0.8444814475887806,2016/2017,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2017-07-01,6,1,1.5668320493741748,2017/2018,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2018-01-01,6,4,0.7664421804196015,2017/2018,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2018-07-01,6,0,0.2993549308727313,2018/2019,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2019-01-01,6,5,1.4773267399001888,2018/2019,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2019-07-01,6,4,0.5873991539862105,2019/2020,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2020-01-01,6,5,2.0742396713523727,2019/2020,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2020-07-01,6,1,1.6319153587051252,2020/2021,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2021-01-01,6,0,2.0177839679843146,2020/2021,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2021-07-01,6,1,2.551272673781751,2021/2022,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2022-01-01,6,2,1.7297917984718552,2021/2022,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2022-07-01,6,1,1.9039033052935679,2022/2023,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2023-01-01,6,1,1.2400037648503413,2022/2023,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2023-07-01,6,2,0.4805044525728288,2023/2024,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2024-01-01,6,4,1.6926838643310107,2023/2024,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2024-07-01,6,5,1.3971874764062082,2024/2025,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2025-01-01,6,1,1.6711409293623454,2024/2025,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2025-07-01,6,2,1.6392641975309254,2025/2026,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,JAM,2026-01-01,6,0,2.1256346343657317,2025/2026,Caribbean,moderate,endemic,very_small
glm_ar1,expanding,KEN,2016-01-01,6,0,2.064162504899221,2015/2016,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KEN,2016-07-01,6,5,0.9631245499664075,2016/2017,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KEN,2017-01-01,1,NA,NA,2016/2017,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KEN,2021-07-01,6,0,1.2118898351747516,2021/2022,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KEN,2022-01-01,1,NA,NA,2021/2022,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KEN,2024-07-01,6,2,0.2572067480279059,2024/2025,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KEN,2025-01-01,6,0,0.9132969125617464,2024/2025,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KEN,2025-07-01,6,0,0.6261843980761725,2025/2026,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KEN,2026-01-01,6,2,0.3201004101197542,2025/2026,Sub-Saharan Africa,moderate,emerging,medium
glm_ar1,expanding,KHM,2016-01-01,6,0,0.24635982326826125,2016/2017,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2016-07-01,6,5,1.1232735889780157,2016/2017,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2017-01-01,6,0,0.3095988380494699,2017/2018,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2017-07-01,6,5,1.118199742838683,2017/2018,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2018-01-01,6,0,0.3624977019782083,2018/2019,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2018-07-01,6,0,0.09440901316833587,2018/2019,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2019-01-01,6,-4,0.5427105188092194,2019/2020,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2019-07-01,6,0,0.2719979929110272,2019/2020,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2020-01-01,6,0,0.4629551334453286,2020/2021,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2020-07-01,6,5,0.5998294203569817,2020/2021,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2021-01-01,6,1,1.6414590190772034,2021/2022,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2021-07-01,6,3,0.6529336937080371,2021/2022,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2022-01-01,6,0,0.3767425745762991,2022/2023,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2022-07-01,6,3,0.2977386492881206,2022/2023,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2023-01-01,6,0,0.38239913674137466,2023/2024,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2023-07-01,6,0,0.0733681225681692,2023/2024,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2024-01-01,6,0,0.5363406387044748,2024/2025,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2024-07-01,6,5,0.30207970365968556,2024/2025,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2025-01-01,6,0,0.602949134488764,2025/2026,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2025-07-01,6,0,0.1133270897326933,2025/2026,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KHM,2026-01-01,6,0,0.44653815305130123,2026/2027,East & Southeast Asia,moderate,endemic,medium
glm_ar1,expanding,KIR,2017-07-01,6,0,1.6612610105483192,2017/2018,Pacific Islands,moderate,emerging,very_small
glm_ar1,expanding,KIR,2018-01-01,6,5,1.2576062696461714,2017/2018,Pacific Islands,moderate,emerging,very_small
glm_ar1,expanding,KIR,2018-07-01,6,1,1.2514644506756238,2018/2019,Pacific Islands,moderate,emerging,very_small
glm_ar1,expanding,KIR,2019-01-01,2,NA,NA,2018/2019,Pacific Islands,moderate,emerging,very_small
glm_ar1,expanding,KIR,2024-07-01,6,2,3.499138936056729,2024/2025,Pacific Islands,moderate,emerging,very_small
glm_ar1,expanding,KIR,2025-01-01,6,0,0.42018025850870955,2024/2025,Pacific Islands,moderate,emerging,very_small
glm_ar1,expanding,KIR,2025-07-01,6,4,2.924016352127216,2025/2026,Pacific Islands,moderate,emerging,very_small
glm_ar1,expanding,KIR,2026-01-01,6,2,1.257194679859678,2025/2026,Pacific Islands,moderate,emerging,very_small
glm_ar1,expanding,KNA,2016-07-01,6,3,0.5817949869107868,2016/2017,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2017-01-01,2,NA,NA,2016/2017,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2019-07-01,6,0,1.7323123720229783,2019/2020,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2020-01-01,2,NA,NA,2019/2020,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2023-07-01,6,2,0.7901068705178064,2023/2024,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2024-01-01,6,1,3.2124736575528083,2023/2024,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2024-07-01,6,3,2.679238220501983,2024/2025,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2025-01-01,6,5,3.123168210161771,2024/2025,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2025-07-01,6,4,2.395016248587948,2025/2026,Caribbean,strong,emerging,very_small
glm_ar1,expanding,KNA,2026-01-01,6,4,2.820349858236366,2025/2026,Caribbean,strong,emerging,very_small
glm_ar1,expanding,LAO,2016-01-01,6,0,0.4410883500397977,2016/2017,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2016-07-01,6,3,0.8506332369036564,2016/2017,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2017-01-01,6,0,0.5313134851835344,2017/2018,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2017-07-01,6,5,1.2056564887370127,2017/2018,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2018-01-01,6,0,0.3336591176280559,2018/2019,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2018-07-01,6,5,0.9172724432500808,2018/2019,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2019-01-01,6,0,0.42008336352447967,2019/2020,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2019-07-01,6,0,0.5225747809769502,2019/2020,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2020-01-01,6,0,0.3329220404033472,2020/2021,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2020-07-01,6,5,0.8535010043738641,2020/2021,East & Southeast Asia,strong,endemic,medium
glm_ar1,expanding,LAO,2021-01-01,6,0,1.2124011273435198,2021/2022,East & Southeast Asia,strong,endemic,medium
