"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_calendar","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"South Asia","Pakistan","WHO","Observed",2025,6,5,598,8382,3307,2830,0.05,8955,0.18
"South Asia","Pakistan","WHO","Observed",2024,5,4,7675,9496,60816,3899,0.08,6125,0.13
"South Asia","Pakistan","Estimates","Unobserved",2025,11,10,871,20325,931,5425,0.1,49386,0.94
"North & Central America","Panama","PAHO","Observed",2025,10,7,982,16545,1739,757,0.12,3282,0.56
"North & Central America","Panama","PAHO","Observed",2024,10,7,3558,32088,6302,757,0.12,3282,0.56
"North & Central America","Panama","PAHO","Observed",2024,8,5,6687,22669,19378,573,0.1,1892,0.35
"North & Central America","Panama","PAHO","Observed",2025,6,3,1831,8867,13181,296,0.06,661,0.14
"North & Central America","Panama","PAHO","Observed",2025,1,10,2391,2391,2623,703,0.11,5578,0.91
"North & Central America","Panama","PAHO","Observed",2025,3,12,1335,5095,1335,210,0.04,6103,1
"North & Central America","Panama","PAHO","Observed",2024,1,10,2553,2553,2801,703,0.11,5578,0.91
"North & Central America","Panama","PAHO","Observed",2025,8,5,1968,13183,5703,573,0.1,1892,0.35
"North & Central America","Panama","PAHO","Observed",2025,4,1,904,5999,26230,164,0.03,164,0.03
"North & Central America","Panama","PAHO","Observed",2024,2,11,1216,3769,1265,315,0.05,5893,0.96
"North & Central America","Panama","PAHO","Observed",2025,5,2,1037,7036,13126,202,0.04,366,0.08
"North & Central America","Panama","PAHO","Observed",2024,12,9,2361,37231,2941,866,0.14,4875,0.8
"North & Central America","Panama","PAHO","Observed",2024,5,2,1183,6875,14974,202,0.04,366,0.08
"North & Central America","Panama","PAHO","Observed",2024,9,6,5861,28530,13104,633,0.1,2525,0.45
"North & Central America","Panama","PAHO","Observed",2024,6,3,2268,9143,16327,296,0.06,661,0.14
"North & Central America","Panama","PAHO","Observed",2024,4,1,1032,5692,29944,164,0.03,164,0.03
"North & Central America","Panama","PAHO","Observed",2025,7,4,2348,11215,9641,657,0.1,1318,0.24
"North & Central America","Panama","Estimates","Unobserved",2025,11,8,897,17442,1344,727,0.1,4009,0.67
"North & Central America","Panama","PAHO","Observed",2024,7,4,6839,15982,28082,657,0.1,1318,0.24
"North & Central America","Panama","PAHO","Observed",2024,11,8,2782,34870,4168,727,0.1,4009,0.67
"North & Central America","Panama","PAHO","Observed",2025,2,11,1369,3760,1424,315,0.05,5893,0.96
"North & Central America","Panama",NA,"Unobserved",2025,12,9,NA,NA,NA,866,0.14,4875,0.8
"North & Central America","Panama","PAHO","Observed",2025,9,6,2380,15563,5321,633,0.1,2525,0.45
"North & Central America","Panama","PAHO","Observed",2024,3,12,891,4660,891,210,0.04,6103,1
"South America","Peru","PAHO","Observed",2024,6,10,7495,254592,7952,3012,0.04,96352,0.94
"South America","Peru",NA,"Unobserved",2025,12,4,NA,NA,NA,3028,0.06,13077,0.22
"South America","Peru","PAHO","Observed",2025,10,2,148,33463,2825,2826,0.03,5818,0.05
"South America","Peru","PAHO","Observed",2025,6,10,2401,30077,2547,3012,0.04,96352,0.94
"South America","Peru","PAHO","Observed",2025,11,3,4129,37592,27112,4231,0.1,10049,0.15
"South America","Peru","PAHO","Observed",2025,4,8,6307,24190,7783,21930,0.13,80294,0.81
"South America","Peru","PAHO","Observed",2024,5,9,32247,247097,35810,13047,0.09,93341,0.9
"South America","Peru","PAHO","Observed",2025,9,1,1156,33315,53616,2992,0.02,2992,0.02
"South America","Peru","PAHO","Observed",2024,7,11,2939,257531,3007,1482,0.03,97834,0.98
"South America","Peru","PAHO","Observed",2024,4,8,96233,214850,118761,21930,0.13,80294,0.81
"South America","Peru","PAHO","Observed",2025,2,6,4550,10755,8716,12574,0.14,33158,0.52
"South America","Peru","PAHO","Observed",2024,2,6,37142,49280,71147,12574,0.14,33158,0.52
"South America","Peru","PAHO","Observed",2024,3,7,69337,118617,102045,25206,0.16,58364,0.68
"South America","Peru","PAHO","Observed",2025,1,5,6205,6205,16192,7506,0.17,20584,0.38
"South America","Peru","PAHO","Observed",2025,5,9,3486,27676,3871,13047,0.09,93341,0.9
"South America","Peru","PAHO","Observed",2024,10,2,2178,263572,41577,2826,0.03,5818,0.05
"South America","Peru","PAHO","Observed",2025,3,7,7128,17883,10490,25206,0.16,58364,0.68
"South America","Peru","PAHO","Observed",2024,8,12,1699,259230,1699,962,0.02,98796,1
"South America","Peru","PAHO","Observed",2024,12,4,4058,271531,18829,3028,0.06,13077,0.22
"South America","Peru","PAHO","Observed",2024,9,1,2164,261394,100368,2992,0.02,2992,0.02
"South America","Peru","PAHO","Observed",2025,7,11,1100,31177,1126,1482,0.03,97834,0.98
"South America","Peru","PAHO","Observed",2025,8,12,982,32159,982,962,0.02,98796,1
"South America","Peru","PAHO","Observed",2024,11,3,3901,267473,25615,4231,0.1,10049,0.15
"South America","Peru","PAHO","Observed",2024,1,5,12138,12138,31675,7506,0.17,20584,0.38
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,10,7,NA,NA,NA,17397,0.09,128302,0.67
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,2,11,NA,NA,NA,10033,0.06,178090,0.95
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,8,5,NA,NA,NA,30230,0.16,84265,0.44
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,1,10,NA,NA,NA,15376,0.09,168058,0.89
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,4,1,NA,NA,NA,5594,0.03,5594,0.03
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,7,4,NA,NA,NA,26056,0.13,54035,0.28
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,11,8,NA,NA,NA,14515,0.08,142817,0.75
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,6,3,NA,NA,NA,14673,0.07,27979,0.15
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,3,12,NA,NA,NA,8030,0.05,186120,1
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,12,9,NA,NA,NA,9865,0.06,152682,0.81
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,9,6,NA,NA,NA,26639,0.14,110904,0.58
"East & Southeast Asia","Philippines",NA,"Unobserved",NA,5,2,NA,NA,NA,7712,0.04,13306,0.07
"Pacific Islands","Palau","WHO","Observed",2025,10,7,20,46,35,65,0.09,467,0.58
"Pacific Islands","Palau","WHO","Observed",2024,8,5,0,4,0,80,0.11,330,0.41
"Pacific Islands","Palau","WHO","Observed",2025,8,5,9,16,22,80,0.11,330,0.41
"Pacific Islands","Palau","WHO","Observed",2025,4,1,0,0,0,50,0.07,50,0.07
"Pacific Islands","Palau","WHO","Observed",2024,1,10,1,1,1,44,0.11,598,0.83
"Pacific Islands","Palau","WHO","Observed",2025,3,12,0,0,0,29,0.1,648,1
"Pacific Islands","Palau","WHO","Observed",2025,6,3,1,1,5,78,0.08,173,0.2
"Pacific Islands","Palau","WHO","Observed",2024,3,12,0,2,0,29,0.1,648,1
"Pacific Islands","Palau","Estimates","Unobserved",2025,11,8,759,805,1139,56,0.09,523,0.67
"Pacific Islands","Palau",NA,"Unobserved",2024,11,8,NA,NA,NA,56,0.09,523,0.67
"Pacific Islands","Palau","WHO","Observed",2024,4,1,0,2,0,50,0.07,50,0.07
"Pacific Islands","Palau","WHO","Observed",2025,2,11,0,0,0,21,0.07,619,0.9
"Pacific Islands","Palau","WHO","Observed",2025,1,10,0,0,0,44,0.11,598,0.83
"Pacific Islands","Palau",NA,"Unobserved",2025,12,9,NA,NA,NA,30,0.06,554,0.73
"Pacific Islands","Palau","WHO","Observed",2024,6,3,2,4,10,78,0.08,173,0.2
"Pacific Islands","Palau","WHO","Observed",2024,7,4,0,4,0,78,0.09,251,0.3
"Pacific Islands","Palau","WHO","Observed",2024,2,11,1,2,1,21,0.07,619,0.9
"Pacific Islands","Palau","WHO","Observed",2024,9,6,0,4,0,72,0.09,402,0.49
"Pacific Islands","Palau","WHO","Observed",2025,9,6,10,26,20,72,0.09,402,0.49
"Pacific Islands","Palau","WHO","Observed",2025,7,4,6,7,20,78,0.09,251,0.3
"Pacific Islands","Palau",NA,"Unobserved",2024,10,7,NA,NA,NA,65,0.09,467,0.58
"Pacific Islands","Palau",NA,"Unobserved",2024,12,9,NA,NA,NA,30,0.06,554,0.73
"Pacific Islands","Palau","WHO","Observed",2024,5,2,0,2,0,45,0.05,94,0.13
"Pacific Islands","Palau","WHO","Observed",2025,5,2,0,0,0,45,0.05,94,0.13
"Caribbean","Puerto Rico","PAHO","Observed",2025,8,5,193,2458,712,1009,0.08,3600,0.27
"Caribbean","Puerto Rico","PAHO","Observed",2025,11,8,97,3125,154,1964,0.15,8268,0.63
"Caribbean","Puerto Rico","PAHO","Observed",2024,1,10,284,284,326,948,0.09,11133,0.87
"Caribbean","Puerto Rico","PAHO","Observed",2024,3,12,222,732,222,605,0.06,12422,1
"Caribbean","Puerto Rico","PAHO","Observed",2024,4,1,341,1073,8257,556,0.04,556,0.04
"Caribbean","Puerto Rico","PAHO","Observed",2025,4,1,193,1571,4674,556,0.04,556,0.04
"Caribbean","Puerto Rico","PAHO","Observed",2025,1,10,662,662,759,948,0.09,11133,0.87
"Caribbean","Puerto Rico","PAHO","Observed",2024,10,7,721,4850,1508,1600,0.12,6303,0.48
"Caribbean","Puerto Rico",NA,"Unobserved",2025,12,9,NA,NA,NA,1918,0.15,10185,0.78
"Caribbean","Puerto Rico","PAHO","Observed",2024,12,9,649,6088,833,1918,0.15,10185,0.78
"Caribbean","Puerto Rico","PAHO","Observed",2024,2,11,226,510,241,684,0.07,11817,0.94
"Caribbean","Puerto Rico","PAHO","Observed",2025,10,7,340,3028,711,1600,0.12,6303,0.48
"Caribbean","Puerto Rico","PAHO","Observed",2024,9,6,923,4129,2593,1103,0.08,4704,0.36
"Caribbean","Puerto Rico","PAHO","Observed",2024,6,3,417,1874,3088,603,0.05,1787,0.14
"Caribbean","Puerto Rico","PAHO","Observed",2025,6,3,295,2057,2185,603,0.05,1787,0.14
"Caribbean","Puerto Rico","PAHO","Observed",2025,7,4,208,2265,1066,804,0.06,2591,0.2
"Caribbean","Puerto Rico","PAHO","Observed",2025,9,6,230,2688,646,1103,0.08,4704,0.36
"Caribbean","Puerto Rico","PAHO","Observed",2025,2,11,389,1051,414,684,0.07,11817,0.94
"Caribbean","Puerto Rico","PAHO","Observed",2024,5,2,384,1457,4297,627,0.05,1184,0.09
"Caribbean","Puerto Rico","PAHO","Observed",2025,5,2,191,1762,2137,627,0.05,1184,0.09
"Caribbean","Puerto Rico","PAHO","Observed",2025,3,12,327,1378,327,605,0.06,12422,1
"Caribbean","Puerto Rico","PAHO","Observed",2024,11,8,589,5439,935,1964,0.15,8268,0.63
"Caribbean","Puerto Rico","PAHO","Observed",2024,7,4,739,2613,3786,804,0.06,2591,0.2
"Caribbean","Puerto Rico","PAHO","Observed",2024,8,5,593,3206,2187,1009,0.08,3600,0.27
"South America","Paraguay","PAHO","Observed",2025,8,2,876,23571,16156,1658,0.03,3029,0.05
"South America","Paraguay",NA,"Unobserved",2025,12,6,NA,NA,NA,5635,0.1,17316,0.31
"South America","Paraguay","PAHO","Observed",2025,5,11,3702,19866,3892,5648,0.09,56634,0.95
"South America","Paraguay","PAHO","Observed",2025,2,8,3833,8496,6564,8744,0.14,34320,0.58
"South America","Paraguay","PAHO","Observed",2025,10,4,1769,26675,11974,3457,0.06,8275,0.15
"South America","Paraguay","PAHO","Observed",2024,10,4,2399,288960,16238,3457,0.06,8275,0.15
"South America","Paraguay","PAHO","Observed",2024,8,2,1345,284648,24806,1658,0.03,3029,0.05
"South America","Paraguay","PAHO","Observed",2025,7,1,867,22695,35537,1371,0.02,1371,0.02
"South America","Paraguay","PAHO","Observed",2024,3,9,50768,218446,68022,9813,0.16,44134,0.75
"South America","Paraguay","PAHO","Observed",2024,12,6,3411,295785,11056,5635,0.1,17316,0.31
"South America","Paraguay","PAHO","Observed",2025,4,10,2925,16164,3411,6853,0.11,50987,0.86
"South America","Paraguay","PAHO","Observed",2024,2,8,69931,167678,119757,8744,0.14,34320,0.58
"South America","Paraguay","PAHO","Observed",2024,4,10,42326,260772,49357,6853,0.11,50987,0.86
"South America","Paraguay","PAHO","Observed",2024,6,12,5637,281095,5637,2958,0.05,59593,1
"South America","Paraguay","PAHO","Observed",2025,9,3,1335,24906,15438,1789,0.03,4818,0.09
"South America","Paraguay","PAHO","Observed",2025,1,7,4663,4663,10525,8261,0.13,25577,0.44
"South America","Paraguay","PAHO","Observed",2024,7,1,2208,283303,90502,1371,0.02,1371,0.02
"South America","Paraguay","PAHO","Observed",2025,3,9,4743,13239,6355,9813,0.16,44134,0.75
"South America","Paraguay","PAHO","Observed",2024,9,3,1913,286561,22122,1789,0.03,4818,0.09
"South America","Paraguay","PAHO","Observed",2025,6,12,1962,21828,1962,2958,0.05,59593,1
"South America","Paraguay","PAHO","Observed",2024,5,11,14686,275458,15439,5648,0.09,56634,0.95
"South America","Paraguay","PAHO","Observed",2025,11,5,1711,28386,8199,3406,0.06,11681,0.21
"South America","Paraguay","PAHO","Observed",2024,1,7,97747,97747,220627,8261,0.13,25577,0.44
"South America","Paraguay","PAHO","Observed",2024,11,5,3414,292374,16359,3406,0.06,11681,0.21
"Pacific Islands","French Polynesia","WHO","Observed",2024,5,12,5,48,5,68,0.07,1222,1
"Pacific Islands","French Polynesia","WHO","Observed",2025,8,3,0,1049,0,95,0.07,290,0.23
"Pacific Islands","French Polynesia","WHO","Observed",2025,7,2,0,1049,0,99,0.08,194,0.16
"Pacific Islands","French Polynesia","Estimates","Unobserved",2025,11,6,804,1853,1662,115,0.09,601,0.48
"Pacific Islands","French Polynesia","WHO","Observed",2025,5,12,203,965,203,68,0.07,1222,1
"Pacific Islands","French Polynesia","WHO","Observed",2025,1,8,223,223,312,141,0.11,891,0.72
"Pacific Islands","French Polynesia","WHO","Observed",2025,9,4,0,1049,0,106,0.08,396,0.32
"Pacific Islands","French Polynesia","WHO","Observed",2024,3,10,11,36,13,93,0.08,1077,0.87
"Pacific Islands","French Polynesia",NA,"Unobserved",2025,12,7,NA,NA,NA,149,0.12,751,0.6
"Pacific Islands","French Polynesia","WHO","Observed",2024,6,1,17,65,220,95,0.08,95,0.08
"Pacific Islands","French Polynesia","WHO","Observed",2024,7,2,34,99,213,99,0.08,194,0.16
"Pacific Islands","French Polynesia",NA,"Unobserved",2024,11,6,NA,NA,NA,115,0.09,601,0.48
"Pacific Islands","French Polynesia","WHO","Observed",2025,4,11,168,762,180,76,0.07,1153,0.93
"Pacific Islands","French Polynesia",NA,"Unobserved",2024,12,7,NA,NA,NA,149,0.12,751,0.6
"Pacific Islands","French Polynesia",NA,"Unobserved",2024,10,5,NA,NA,NA,91,0.07,487,0.39
"Pacific Islands","French Polynesia","WHO","Observed",2024,9,4,18,147,56,106,0.08,396,0.32
"Pacific Islands","French Polynesia","WHO","Observed",2024,8,3,30,129,128,95,0.07,290,0.23
"Pacific Islands","French Polynesia","WHO","Observed",2025,3,10,240,594,277,93,0.08,1077,0.87
"Pacific Islands","French Polynesia","WHO","Observed",2024,1,8,9,9,13,141,0.11,891,0.72
"Pacific Islands","French Polynesia","WHO","Observed",2025,6,1,84,1049,1086,95,0.08,95,0.08
"Pacific Islands","French Polynesia","WHO","Observed",2025,10,5,0,1049,0,91,0.07,487,0.39
"Pacific Islands","French Polynesia","WHO","Observed",2024,2,9,16,25,20,93,0.07,985,0.79
"Pacific Islands","French Polynesia","WHO","Observed",2025,2,9,131,354,166,93,0.07,985,0.79
"Pacific Islands","French Polynesia","WHO","Observed",2024,4,11,7,43,8,76,0.07,1153,0.93
"Sub-Saharan Africa","Reunion",NA,"Unobserved",2025,12,2,NA,NA,NA,40,0.01,71,0.03
"Sub-Saharan Africa","Reunion",NA,"Unobserved",2024,8,10,NA,NA,NA,92,0.01,9131,0.99
"Sub-Saharan Africa","Reunion",NA,"Unobserved",2024,11,1,NA,NA,NA,31,0.01,31,0.01
"Sub-Saharan Africa","Reunion","WHO","Observed",2024,4,6,322,817,550,2745,0.31,5149,0.59
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,10,12,0,17,0,31,0.01,9215,1
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,7,9,0,17,0,221,0.04,9040,0.97
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,6,8,0,17,0,876,0.12,8819,0.94
"Sub-Saharan Africa","Reunion","WHO","Observed",2024,5,7,299,1116,364,2794,0.24,7943,0.82
"Sub-Saharan Africa","Reunion","WHO","Observed",2024,6,8,111,1227,118,876,0.12,8819,0.94
"Sub-Saharan Africa","Reunion","Estimates","Unobserved",2025,11,1,119,136,8736,31,0.01,31,0.01
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,8,10,0,17,0,92,0.01,9131,0.99
"Sub-Saharan Africa","Reunion",NA,"Unobserved",2024,12,2,NA,NA,NA,40,0.01,71,0.03
"Sub-Saharan Africa","Reunion","WHO","Observed",2024,3,5,441,495,1598,1666,0.17,2404,0.28
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,9,11,0,17,0,53,0.01,9184,0.99
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,1,3,10,10,187,161,0.03,232,0.05
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,5,7,0,17,0,2794,0.24,7943,0.82
"Sub-Saharan Africa","Reunion",NA,"Unobserved",2024,10,12,NA,NA,NA,31,0.01,9215,1
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,4,6,5,17,9,2745,0.31,5149,0.59
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,2,4,0,10,0,507,0.06,738,0.11
"Sub-Saharan Africa","Reunion",NA,"Unobserved",2024,7,9,NA,NA,NA,221,0.04,9040,0.97
"Sub-Saharan Africa","Reunion","WHO","Observed",2024,1,3,36,36,674,161,0.03,232,0.05
"Sub-Saharan Africa","Reunion","WHO","Observed",2024,2,4,18,54,164,507,0.06,738,0.11
"Sub-Saharan Africa","Reunion",NA,"Unobserved",2024,9,11,NA,NA,NA,53,0.01,9184,0.99
"Sub-Saharan Africa","Reunion","WHO","Observed",2025,3,5,2,12,7,1666,0.17,2404,0.28
"Europe, Middle East & North Africa","Saudi Arabia","WHO","Observed",2024,8,11,323,8193,334,149,0.05,4377,0.97
"Europe, Middle East & North Africa","Saudi Arabia","WHO","Observed",2024,6,9,857,7550,1043,598,0.16,3874,0.82
"Europe, Middle East & North Africa","Saudi Arabia",NA,"Unobserved",2024,12,3,NA,NA,NA,279,0.06,522,0.12
"Europe, Middle East & North Africa","Saudi Arabia","WHO","Observed",2024,1,4,1504,1504,7147,484,0.09,1006,0.21
"Europe, Middle East & North Africa","Saudi Arabia","WHO","Observed",2024,7,10,320,7870,347,353,0.1,4228,0.92
"Europe, Middle East & North Africa","Saudi Arabia",NA,"Unobserved",2024,10,1,NA,NA,NA,111,0.03,111,0.03
"Europe, Middle East & North Africa","Saudi Arabia",NA,"Unobserved",2024,11,2,NA,NA,NA,132,0.04,243,0.06
"Europe, Middle East & North Africa","Saudi Arabia","WHO","Observed",2024,3,6,1426,4594,3868,498,0.08,1980,0.37
"Europe, Middle East & North Africa","Saudi Arabia","WHO","Observed",2024,5,8,1024,6693,1536,728,0.18,3277,0.67
"Europe, Middle East & North Africa","Saudi Arabia","WHO","Observed",2024,2,5,1664,3168,5853,476,0.07,1482,0.28
"Europe, Middle East & North Africa","Saudi Arabia","WHO","Observed",2024,4,7,1075,5669,2218,568,0.12,2548,0.48
"Europe, Middle East & North Africa","Saudi Arabia",NA,"Unobserved",2024,9,12,NA,NA,NA,95,0.03,4471,1
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,4,12,317,1745,317,1,0,1151,1
"Europe, Middle East & North Africa","Sudan","Estimates","Unobserved",2025,11,7,2290,36491,2762,301,0.26,965,0.83
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,7,3,23,1993,1412,14,0.01,23,0.02
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,12,8,865,10817,902,156,0.13,1121,0.96
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,2,10,446,940,447,4,0,1149,1
"Europe, Middle East & North Africa","Sudan",NA,"Unobserved",2025,12,8,NA,NA,NA,156,0.13,1121,0.96
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,10,6,13075,34201,23084,405,0.35,664,0.57
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,8,4,3776,8846,52397,68,0.06,90,0.07
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,9,5,395,2458,1813,168,0.15,259,0.22
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,6,2,41,1970,6382,3,0,9,0.01
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,9,5,12280,21126,56370,168,0.15,259,0.22
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,1,9,494,494,497,25,0.04,1146,0.99
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,11,7,2586,9952,3119,301,0.26,965,0.83
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,1,9,822,822,827,25,0.04,1146,0.99
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,3,11,669,2307,669,1,0,1151,1
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,5,1,184,1929,51489,6,0,6,0
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,4,12,838,3145,838,1,0,1151,1
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,6,2,326,4324,50741,3,0,9,0.01
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,8,4,70,2063,971,68,0.06,90,0.07
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,3,11,488,1428,488,1,0,1151,1
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,5,1,853,3998,238695,6,0,6,0
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,7,3,746,5070,45796,14,0.01,23,0.02
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2025,2,10,816,1638,817,4,0,1149,1
"Europe, Middle East & North Africa","Sudan","WHO","Observed",2024,10,6,4908,7366,8665,405,0.35,664,0.57
"Sub-Saharan Africa","Senegal",NA,"Unobserved",2025,12,8,NA,NA,NA,77,0.09,569,0.6
"Sub-Saharan Africa","Senegal","WHO","Observed",2024,2,10,67,124,77,86,0.12,764,0.88
"Sub-Saharan Africa","Senegal","WHO","Observed",2024,11,7,354,1111,688,168,0.18,492,0.51
"Sub-Saharan Africa","Senegal","WHO","Observed",2025,10,6,3616,6031,10747,134,0.14,324,0.34
"Sub-Saharan Africa","Senegal","WHO","Observed",2025,3,11,89,321,92,60,0.1,824,0.97
"Sub-Saharan Africa","Senegal","WHO","Observed",2025,6,2,225,877,5802,22,0.02,37,0.04
"Sub-Saharan Africa","Senegal","WHO","Observed",2024,4,12,16,169,16,21,0.03,846,1
