"country","iso3","year","ext_date","EW","onset_date","total_den","total_corrected_cases","total_applied_cases","d","rf","correction_applied","correction_excluded","correction_reason"
"Panama","PAN",2024,"20260723",10,2024-03-04,4013,NA,4013,124,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2025,"20260723",10,2025-03-03,3952,NA,3952,72,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2024,"20260723",10,2024-03-04,17269,NA,17269,124,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2025,"20260723",10,2025-03-03,8360,NA,8360,72,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2026,"20260723",10,2026-03-02,30183,34209,34209,20,1.13339346400137,TRUE,FALSE,"applied_mean"
"Colombia","COL",2025,"20260723",10,2025-03-03,37883,NA,37883,72,NA,FALSE,TRUE,"no_lookup_match"
"Colombia","COL",2026,"20260723",10,2026-03-02,23111,23111,23111,20,1,TRUE,FALSE,"applied_mean"
"Colombia","COL",2024,"20260723",10,2024-03-04,62926,NA,62926,124,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2024,"20260723",10,2024-03-04,11415,NA,11415,124,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2025,"20260723",10,2025-03-03,9566,NA,9566,72,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2026,"20260723",10,2026-03-02,4565,4569,4569,20,1.00090413124408,TRUE,FALSE,"applied_mean"
"Peru","PER",2024,"20260723",10,2024-03-04,64554,NA,64554,124,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2025,"20260723",10,2025-03-03,11884,NA,11884,72,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2026,"20260723",10,2026-03-02,5973,6045,6045,20,1.01213266645247,TRUE,FALSE,"applied_mean"
"Venezuela","VEN",2024,"20260723",10,2024-03-04,6365,NA,6365,124,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2025,"20260723",10,2025-03-03,11685,NA,11685,72,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2026,"20260723",10,2026-03-02,4081,NA,4081,20,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2026,"20260723",10,2026-03-02,22,34,34,20,1.53938887239228,TRUE,FALSE,"applied_mean"
"Argentina","ARG",2024,"20260723",10,2024-03-04,151323,NA,151323,124,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2025,"20260723",10,2025-03-03,2541,NA,2541,72,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2024,"20260723",10,2024-03-04,3046664,NA,3046664,124,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2025,"20260723",10,2025-03-03,1190251,NA,1190251,72,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2026,"20260723",10,2026-03-02,403018,403208,403208,20,1.00047252176116,TRUE,FALSE,"applied_mean"
"Chile","CHL",2024,"20260723",10,2024-03-04,0,NA,0,124,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2026,"20260723",10,2026-03-02,14,14,14,20,1,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2024,"20260723",10,2024-03-04,181726,NA,181726,124,NA,FALSE,TRUE,"no_lookup_match"
"Paraguay","PRY",2026,"20260723",10,2026-03-02,5097,5044,5044,20,0.989626647189517,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2025,"20260723",10,2025-03-03,9681,NA,9681,72,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2024,"20260723",10,2024-03-04,98,NA,98,124,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2026,"20260723",10,2026-03-02,0,NA,0,20,NA,FALSE,TRUE,"rf_exceeds_max"
"Dominican Republic","DOM",2024,"20260723",10,2024-03-04,5394,NA,5394,124,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2025,"20260723",10,2025-03-03,407,NA,407,72,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2026,"20260723",10,2026-03-02,238,238,238,20,1,TRUE,FALSE,"applied_mean"
"Puerto Rico","PRI",2024,"20260723",10,2024-03-04,571,NA,571,124,NA,FALSE,TRUE,"no_lookup_match"
"Puerto Rico","PRI",2025,"20260723",10,2025-03-03,1124,NA,1124,72,NA,FALSE,TRUE,"no_lookup_match"
"Puerto Rico","PRI",2026,"20260723",10,2026-03-02,391,390,390,20,0.998687628478877,TRUE,FALSE,"applied_mean"
"Anguilla","AIA",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Anguilla","AIA",2026,"20260723",10,2026-03-02,0,NA,0,20,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2026,"20260723",10,2026-03-02,4,4,4,20,1,TRUE,FALSE,"applied_mean"
"Antigua and Barbuda","ATG",2024,"20260723",4,2024-01-22,41,NA,41,130,NA,FALSE,TRUE,"no_lookup_match"
"Aruba","ABW",2024,"20260723",10,2024-03-04,10,NA,10,124,NA,FALSE,TRUE,"no_lookup_match"
"Aruba","ABW",2025,"20260723",10,2025-03-03,2,NA,2,72,NA,FALSE,TRUE,"no_lookup_match"
"Bahamas","BHS",2024,"20260723",8,2024-02-19,0,NA,0,126,NA,FALSE,TRUE,"no_lookup_match"
"Bahamas","BHS",2026,"20260723",10,2026-03-02,0,NA,0,20,NA,FALSE,TRUE,"no_lookup_match"
"Barbados","BRB",2025,"20260723",10,2025-03-03,48,NA,48,72,NA,FALSE,TRUE,"no_lookup_match"
"Barbados","BRB",2026,"20260723",10,2026-03-02,25,20,20,20,0.790447343052366,TRUE,FALSE,"applied_mean"
"Barbados","BRB",2024,"20260723",10,2024-03-04,840,NA,840,124,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2024,"20260723",10,2024-03-04,0,NA,0,124,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2026,"20260723",10,2026-03-02,1,NA,1,20,NA,FALSE,TRUE,"no_lookup_match"
"Bonaire, Saint Eustatius and Saba","BES",2024,"20260723",10,2024-03-04,177,NA,177,124,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2024,"20260723",10,2024-03-04,3,NA,3,124,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2026,"20260723",10,2026-03-02,0,0,0,20,1,TRUE,FALSE,"applied_mean"
"Curaçao","CUW",2024,"20260723",10,2024-03-04,181,NA,181,124,NA,FALSE,TRUE,"no_lookup_match"
"French Guiana","GUF",2024,"20260723",10,2024-03-04,9449,NA,9449,124,NA,FALSE,TRUE,"no_lookup_match"
"French Guiana","GUF",2026,"20260723",10,2026-03-02,4,4,4,20,1,TRUE,FALSE,"applied_mean"
"Grenada","GRD",2024,"20260723",10,2024-03-04,88,NA,88,124,NA,FALSE,TRUE,"no_lookup_match"
"Grenada","GRD",2025,"20260723",10,2025-03-03,38,NA,38,72,NA,FALSE,TRUE,"no_lookup_match"
"Grenada","GRD",2026,"20260723",10,2026-03-02,33,33,33,20,1,TRUE,FALSE,"applied_mean"
"Guadeloupe","GLP",2026,"20260723",10,2026-03-02,188,188,188,20,1,TRUE,FALSE,"applied_mean"
"Guadeloupe","GLP",2024,"20260723",10,2024-03-04,2340,NA,2340,124,NA,FALSE,TRUE,"no_lookup_match"
"Guadeloupe","GLP",2025,"20260723",10,2025-03-03,3340,NA,3340,72,NA,FALSE,TRUE,"no_lookup_match"
"Guyana","GUY",2024,"20260723",10,2024-03-04,8286,NA,8286,124,NA,FALSE,TRUE,"no_lookup_match"
"Guyana","GUY",2025,"20260723",10,2025-03-03,10545,NA,10545,72,NA,FALSE,TRUE,"no_lookup_match"
"Guyana","GUY",2026,"20260723",10,2026-03-02,20922,22043,22043,20,1.05356702917618,TRUE,FALSE,"applied_mean"
"Jamaica","JAM",2024,"20260723",10,2024-03-04,815,NA,815,124,NA,FALSE,TRUE,"no_lookup_match"
"Jamaica","JAM",2025,"20260723",10,2025-03-03,104,NA,104,72,NA,FALSE,TRUE,"no_lookup_match"
"Jamaica","JAM",2026,"20260723",10,2026-03-02,64,64,64,20,1,TRUE,FALSE,"applied_mean"
"Martinique","MTQ",2025,"20260723",10,2025-03-03,420,NA,420,72,NA,FALSE,TRUE,"no_lookup_match"
"Martinique","MTQ",2024,"20260723",10,2024-03-04,3715,NA,3715,124,NA,FALSE,TRUE,"no_lookup_match"
"Martinique","MTQ",2026,"20260723",10,2026-03-02,680,680,680,20,1,TRUE,FALSE,"applied_mean"
"Montserrat","MSR",2024,"20260723",10,2024-03-04,1,NA,1,124,NA,FALSE,TRUE,"no_lookup_match"
"Montserrat","MSR",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Montserrat","MSR",2026,"20260723",10,2026-03-02,0,0,0,20,1,TRUE,FALSE,"applied_mean"
"Saint Barthelemy","BLM",2025,"20260723",10,2025-03-03,18,NA,18,72,NA,FALSE,TRUE,"no_lookup_match"
"Saint Barthelemy","BLM",2026,"20260723",10,2026-03-02,0,0,0,20,1,TRUE,FALSE,"applied_mean"
"Saint Barthelemy","BLM",2024,"20260723",10,2024-03-04,108,NA,108,124,NA,FALSE,TRUE,"no_lookup_match"
"Saint Kitts and Nevis","KNA",2024,"20260723",10,2024-03-04,142,NA,142,124,NA,FALSE,TRUE,"no_lookup_match"
"Saint Kitts and Nevis","KNA",2025,"20260723",10,2025-03-03,4,NA,4,72,NA,FALSE,TRUE,"no_lookup_match"
"Saint Kitts and Nevis","KNA",2026,"20260723",10,2026-03-02,6,6,6,20,1.00478598230431,TRUE,FALSE,"applied_mean"
"Saint Lucia","LCA",2024,"20260723",10,2024-03-04,4,NA,4,124,NA,FALSE,TRUE,"no_lookup_match"
"Saint Lucia","LCA",2025,"20260723",10,2025-03-03,20,NA,20,72,NA,FALSE,TRUE,"no_lookup_match"
"Saint Lucia","LCA",2026,"20260723",10,2026-03-02,1,1,1,20,1,TRUE,FALSE,"applied_mean"
"Saint Martin",NA,2025,"20260723",10,2025-03-03,70,NA,70,72,NA,FALSE,TRUE,"no_lookup_match"
"Saint Martin",NA,2026,"20260723",10,2026-03-02,4,NA,4,20,NA,FALSE,TRUE,"no_lookup_match"
"Saint Martin",NA,2024,"20260723",10,2024-03-04,404,NA,404,124,NA,FALSE,TRUE,"no_lookup_match"
"Saint Vincent and the Grenadines","VCT",2025,"20260723",10,2025-03-03,2,NA,2,72,NA,FALSE,TRUE,"no_lookup_match"
"Saint Vincent and the Grenadines","VCT",2026,"20260723",10,2026-03-02,2,2,2,20,1,TRUE,FALSE,"applied_mean"
"Sint Maarten","SXM",2024,"20260723",10,2024-03-04,95,NA,95,124,NA,FALSE,TRUE,"no_lookup_match"
"Sint Maarten","SXM",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Suriname","SUR",2024,"20260723",10,2024-03-04,71,NA,71,124,NA,FALSE,TRUE,"no_lookup_match"
"Suriname","SUR",2025,"20260723",10,2025-03-03,292,NA,292,72,NA,FALSE,TRUE,"no_lookup_match"
"Suriname","SUR",2026,"20260723",10,2026-03-02,300,300,300,20,1,TRUE,FALSE,"applied_mean"
"Trinidad and Tobago","TTO",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Trinidad and Tobago","TTO",2026,"20260723",10,2026-03-02,2,NA,2,20,NA,FALSE,TRUE,"no_lookup_match"
"Trinidad and Tobago","TTO",2024,"20260723",5,2024-01-29,110,NA,110,129,NA,FALSE,TRUE,"no_lookup_match"
"Turks and Caicos Islands","TCA",2025,"20260723",10,2025-03-03,0,NA,0,72,NA,FALSE,TRUE,"no_lookup_match"
"Turks and Caicos Islands","TCA",2026,"20260723",10,2026-03-02,8,8,8,20,1,TRUE,FALSE,"applied_mean"
"Turks and Caicos Islands","TCA",2024,"20260723",4,2024-01-22,27,NA,27,130,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (UK)","VGB",2025,"20260723",10,2025-03-03,16,NA,16,72,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (UK)","VGB",2026,"20260723",10,2026-03-02,0,NA,0,20,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (US)","VIR",2024,"20260723",10,2024-03-04,0,NA,0,124,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (US)","VIR",2025,"20260723",10,2025-03-03,33,NA,33,72,NA,FALSE,TRUE,"no_lookup_match"
"Virgin Islands (US)","VIR",2026,"20260723",10,2026-03-02,0,NA,0,20,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2024,"20260723",11,2024-03-11,0,NA,0,123,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2025,"20260723",11,2025-03-10,0,NA,0,71,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2026,"20260723",11,2026-03-09,0,NA,0,19,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2024,"20260723",11,2024-03-11,246,NA,246,123,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2025,"20260723",11,2025-03-10,167,NA,167,71,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2026,"20260723",11,2026-03-09,70,NA,70,19,NA,FALSE,TRUE,"no_lookup_match"
"Belize","BLZ",2024,"20260723",11,2024-03-11,170,NA,170,123,NA,FALSE,TRUE,"country_excluded"
"Belize","BLZ",2025,"20260723",11,2025-03-10,151,NA,151,71,NA,FALSE,TRUE,"country_excluded"
"Belize","BLZ",2026,"20260723",11,2026-03-09,272,NA,272,19,NA,FALSE,TRUE,"country_excluded"
"Costa Rica","CRI",2024,"20260723",11,2024-03-11,5671,NA,5671,123,NA,FALSE,TRUE,"no_lookup_match"
"Costa Rica","CRI",2025,"20260723",11,2025-03-10,907,NA,907,71,NA,FALSE,TRUE,"no_lookup_match"
"Costa Rica","CRI",2026,"20260723",11,2026-03-09,452,447,447,19,0.988770070385388,TRUE,FALSE,"applied_mean"
"El Salvador","SLV",2025,"20260723",11,2025-03-10,967,NA,967,71,NA,FALSE,TRUE,"no_lookup_match"
"El Salvador","SLV",2024,"20260723",11,2024-03-11,1217,NA,1217,123,NA,FALSE,TRUE,"no_lookup_match"
"El Salvador","SLV",2026,"20260723",11,2026-03-09,1293,1293,1293,19,1,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2025,"20260723",11,2025-03-10,10166,NA,10166,71,NA,FALSE,TRUE,"no_lookup_match"
"Guatemala","GTM",2026,"20260723",11,2026-03-09,7167,9745,9745,19,1.35974311889373,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2024,"20260723",11,2024-03-11,14696,NA,14696,123,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2025,"20260723",11,2025-03-10,3443,NA,3443,71,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2024,"20260723",11,2024-03-11,8821,NA,8821,123,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2026,"20260723",11,2026-03-09,2073,2073,2073,19,1,TRUE,FALSE,"applied_mean"
"Mexico","MEX",2024,"20260723",11,2024-03-11,41954,NA,41954,123,NA,FALSE,TRUE,"no_lookup_match"
"Mexico","MEX",2025,"20260723",11,2025-03-10,23254,NA,23254,71,NA,FALSE,TRUE,"no_lookup_match"
"Mexico","MEX",2026,"20260723",11,2026-03-09,13140,13124,13124,19,0.998804626214609,TRUE,FALSE,"applied_mean"
"Nicaragua","NIC",2025,"20260723",4,2025-01-20,5702,NA,5702,78,NA,FALSE,TRUE,"no_lookup_match"
"Nicaragua","NIC",2024,"20260723",11,2024-03-11,18527,NA,18527,123,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2026,"20260723",11,2026-03-09,2164,2060,2060,19,0.951975870624046,TRUE,FALSE,"applied_mean"
"Panama","PAN",2024,"20260723",11,2024-03-11,4228,NA,4228,123,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2025,"20260723",11,2025-03-10,4225,NA,4225,71,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2024,"20260723",11,2024-03-11,19731,NA,19731,123,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2025,"20260723",11,2025-03-10,9286,NA,9286,71,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2026,"20260723",11,2026-03-09,33276,37671,37671,19,1.13206408050193,TRUE,FALSE,"applied_mean"
"Colombia","COL",2025,"20260723",11,2025-03-10,41252,NA,41252,71,NA,FALSE,TRUE,"no_lookup_match"
"Colombia","COL",2026,"20260723",11,2026-03-09,25378,25378,25378,19,1,TRUE,FALSE,"applied_mean"
"Colombia","COL",2024,"20260723",11,2024-03-11,69837,NA,69837,123,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2024,"20260723",11,2024-03-11,13086,NA,13086,123,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2025,"20260723",11,2025-03-10,10615,NA,10615,71,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2026,"20260723",11,2026-03-09,5301,5306,5306,19,1.0008541906951,TRUE,FALSE,"applied_mean"
"Peru","PER",2024,"20260723",11,2024-03-11,82591,NA,82591,123,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2025,"20260723",11,2025-03-10,13143,NA,13143,71,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2026,"20260723",11,2026-03-09,7059,7131,7131,19,1.01024583725337,TRUE,FALSE,"applied_mean"
"Venezuela","VEN",2024,"20260723",11,2024-03-11,7013,NA,7013,123,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2025,"20260723",11,2025-03-10,12739,NA,12739,71,NA,FALSE,TRUE,"no_lookup_match"
"Venezuela","VEN",2026,"20260723",11,2026-03-09,4421,NA,4421,19,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2024,"20260723",11,2024-03-11,203004,NA,203004,123,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2025,"20260723",11,2025-03-10,3959,NA,3959,71,NA,FALSE,TRUE,"no_lookup_match"
"Argentina","ARG",2026,"20260723",11,2026-03-09,25,38,38,19,1.52994896480422,TRUE,FALSE,"applied_mean"
"Brazil","BRA",2024,"20260723",11,2024-03-11,3633330,NA,3633330,123,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2025,"20260723",11,2025-03-10,1365815,NA,1365815,71,NA,FALSE,TRUE,"no_lookup_match"
"Brazil","BRA",2026,"20260723",11,2026-03-09,461431,463094,463094,19,1.00360365077485,TRUE,FALSE,"applied_mean"
"Chile","CHL",2024,"20260723",11,2024-03-11,2,NA,2,123,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2025,"20260723",11,2025-03-10,0,NA,0,71,NA,FALSE,TRUE,"no_lookup_match"
"Chile","CHL",2026,"20260723",11,2026-03-09,14,14,14,19,1,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2024,"20260723",11,2024-03-11,196397,NA,196397,123,NA,FALSE,TRUE,"no_lookup_match"
"Paraguay","PRY",2026,"20260723",11,2026-03-09,5422,5360,5360,19,0.988597912562101,TRUE,FALSE,"applied_mean"
"Paraguay","PRY",2025,"20260723",11,2025-03-10,10696,NA,10696,71,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2024,"20260723",11,2024-03-11,167,NA,167,123,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2025,"20260723",11,2025-03-10,0,NA,0,71,NA,FALSE,TRUE,"no_lookup_match"
"Uruguay","URY",2026,"20260723",11,2026-03-09,0,0,0,19,4.04424778761062,TRUE,FALSE,"applied_median"
"Dominican Republic","DOM",2024,"20260723",11,2024-03-11,5677,NA,5677,123,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2025,"20260723",11,2025-03-10,445,NA,445,71,NA,FALSE,TRUE,"no_lookup_match"
"Dominican Republic","DOM",2026,"20260723",11,2026-03-09,260,260,260,19,1,TRUE,FALSE,"applied_mean"
"Puerto Rico","PRI",2024,"20260723",11,2024-03-11,623,NA,623,123,NA,FALSE,TRUE,"no_lookup_match"
"Puerto Rico","PRI",2025,"20260723",11,2025-03-10,1209,NA,1209,71,NA,FALSE,TRUE,"no_lookup_match"
"Puerto Rico","PRI",2026,"20260723",11,2026-03-09,427,426,426,19,0.998550624505552,TRUE,FALSE,"applied_mean"
"Anguilla","AIA",2025,"20260723",11,2025-03-10,0,NA,0,71,NA,FALSE,TRUE,"no_lookup_match"
"Anguilla","AIA",2026,"20260723",11,2026-03-09,0,NA,0,19,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2025,"20260723",11,2025-03-10,0,NA,0,71,NA,FALSE,TRUE,"no_lookup_match"
"Antigua and Barbuda","ATG",2026,"20260723",11,2026-03-09,4,4,4,19,1,TRUE,FALSE,"applied_mean"
"Antigua and Barbuda","ATG",2024,"20260723",4,2024-01-22,41,NA,41,130,NA,FALSE,TRUE,"no_lookup_match"
"Aruba","ABW",2024,"20260723",11,2024-03-11,14,NA,14,123,NA,FALSE,TRUE,"no_lookup_match"
"Aruba","ABW",2025,"20260723",11,2025-03-10,2,NA,2,71,NA,FALSE,TRUE,"no_lookup_match"
"Bahamas","BHS",2024,"20260723",8,2024-02-19,0,NA,0,126,NA,FALSE,TRUE,"no_lookup_match"
"Bahamas","BHS",2026,"20260723",11,2026-03-09,0,NA,0,19,NA,FALSE,TRUE,"no_lookup_match"
"Barbados","BRB",2025,"20260723",11,2025-03-10,51,NA,51,71,NA,FALSE,TRUE,"no_lookup_match"
"Barbados","BRB",2026,"20260723",11,2026-03-09,26,21,21,19,0.80260191000001,TRUE,FALSE,"applied_mean"
"Barbados","BRB",2024,"20260723",11,2024-03-11,920,NA,920,123,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2024,"20260723",11,2024-03-11,0,NA,0,123,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2025,"20260723",11,2025-03-10,0,NA,0,71,NA,FALSE,TRUE,"no_lookup_match"
"Bermuda","BMU",2026,"20260723",11,2026-03-09,1,NA,1,19,NA,FALSE,TRUE,"no_lookup_match"
"Bonaire, Saint Eustatius and Saba","BES",2024,"20260723",11,2024-03-11,193,NA,193,123,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2024,"20260723",11,2024-03-11,3,NA,3,123,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2025,"20260723",11,2025-03-10,0,NA,0,71,NA,FALSE,TRUE,"no_lookup_match"
"Cayman Islands","CYM",2026,"20260723",11,2026-03-09,0,0,0,19,1,TRUE,FALSE,"applied_mean"
"Curaçao","CUW",2024,"20260723",11,2024-03-11,221,NA,221,123,NA,FALSE,TRUE,"no_lookup_match"
"French Guiana","GUF",2024,"20260723",11,2024-03-11,10298,NA,10298,123,NA,FALSE,TRUE,"no_lookup_match"
"French Guiana","GUF",2026,"20260723",10,2026-03-02,4,4,4,20,1,TRUE,FALSE,"applied_mean"
"Grenada","GRD",2024,"20260723",11,2024-03-11,95,NA,95,123,NA,FALSE,TRUE,"no_lookup_match"
"Grenada","GRD",2025,"20260723",11,2025-03-10,40,NA,40,71,NA,FALSE,TRUE,"no_lookup_match"
"Grenada","GRD",2026,"20260723",11,2026-03-09,37,37,37,19,1,TRUE,FALSE,"applied_mean"
"Guadeloupe","GLP",2026,"20260723",11,2026-03-09,228,228,228,19,1,TRUE,FALSE,"applied_mean"
"Guadeloupe","GLP",2024,"20260723",11,2024-03-11,2600,NA,2600,123,NA,FALSE,TRUE,"no_lookup_match"
