"iso3","season_nMonth","nb_size","nb_mean","nb_size_cum","nb_mean_cum","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","Year","date","cases","source","Month","Data_status","cum_todate_cases_season","Predicted_total_seasonal_cases","cum_todate_cases_calendar","Region","country","nb_size_cum_at_month","nb_mean_cum_at_month","percentile_cumulative","severity","severity_interpretation","z_score_cumulative","current_season_severity","current_season_percentile","current_season_interpretation","Country"
"ABW",7,0.523977425521591,96.375,0.85154619794028,345.75,96.375,345.75,0.406575379093749,0.0908168197393885,2025,2025-01-01,0,"WHO",1,"Observed",7,22,0,"Caribbean","Aruba",0.85154619794028,345.75,3.6649495919807,"Extremely Low","Rare good event - unusually low cases to date",-0.902998582778989,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",8,0.486238411325166,102.875,0.944373049276481,448.625,102.875,448.625,0.520279964132316,0.113704585038567,2025,2025-02-01,2,"PAHO",2,"Observed",9,22,2,"Caribbean","Aruba",0.944373049276481,448.625,2.63231090802177,"Extremely Low","Rare good event - unusually low cases to date",-0.951292514374222,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",9,0.61062282757391,142.5,1.021089726529,591.125,142.5,591.125,0.690037185327113,0.169757221194798,2025,2025-03-01,0,"WHO",3,"Observed",9,22,2,"Caribbean","Aruba",1.021089726529,591.125,1.55800375536186,"Extremely Low","Rare good event - unusually low cases to date",-0.994246584832252,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",10,0.663569318392091,119.5,1.08012330785417,710.625000000001,119.5,710.625,0.840622096875863,0.15058491154875,2025,2025-04-01,2,"PAHO",4,"Observed",11,22,4,"Caribbean","Aruba",1.08012330785417,710.625000000001,1.26809422469363,"Extremely Low","Rare good event - unusually low cases to date",-1.02242556861354,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",11,0.490993103610434,88,1.0915685469586,798.625000000002,88,798.625,0.943142511624407,0.102520414748544,2025,2025-05-01,2,"PAHO",5,"Observed",13,22,6,"Caribbean","Aruba",1.0915685469586,798.625000000002,1.26883102208135,"Extremely Low","Rare good event - unusually low cases to date",-1.02707298020046,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",12,0.367412346316666,51.6249999999999,1.08562056007814,850.25,51.625,850.25,1,0.056857488375593,2025,2025-06-01,4,"PAHO",6,"Observed",17,22,10,"Caribbean","Aruba",1.08562056007814,850.25,1.58485574761319,"Extremely Low","Rare good event - unusually low cases to date",-1.02044741379506,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",1,NA,NA,NA,NA,21.5,21.5,0.0257203595112303,0.0257203595112303,2025,2025-07-01,2,"PAHO",7,"Observed",2,22,12,"Caribbean","Aruba",NA,NA,NA,"Unknown","Cannot determine",NA,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",2,0.909660246781697,32.75,0.781271491650606,54.2500000000001,32.75,54.25,0.0699659282211139,0.0442455687098836,2025,2025-08-01,2,"PAHO",8,"Observed",4,22,14,"Caribbean","Aruba",0.781271491650606,54.2500000000001,13.1069105569425,"Low","Below average - fewer cases than typical at this point",-0.812891177110961,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",3,0.858908755850253,62.375,0.838822146163143,116.625,62.375,116.625,0.152270584717755,0.0823046564966407,2025,2025-09-01,1,"Estimates",9,"Unobserved",5,22,15,"Caribbean","Aruba",0.838822146163143,116.625,7.35165162540456,"Low","Below average - fewer cases than typical at this point",-0.87347106596223,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",4,0.677947828263531,64.25,0.778968026557386,180.875,64.25,180.875,0.230735698611633,0.0784651138938783,2025,2025-10-01,1,"Estimates",10,"Unobserved",6,22,16,"Caribbean","Aruba",0.778968026557386,180.875,6.87339563404678,"Low","Below average - fewer cases than typical at this point",-0.851482696771978,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",5,0.786815441134934,38.125,0.786798549407322,219,38.125,219,0.280303323833063,0.0495676252214301,2025,2025-11-01,1,"Estimates",11,"Unobserved",7,22,17,"Caribbean","Aruba",0.786798549407322,219,6.44357349434014,"Low","Below average - fewer cases than typical at this point",-0.857126213339065,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",6,NA,NA,0.761726645582747,249.375,30.375,249.375,0.31575855935436,0.0354552355212975,2025,2025-12-01,0,"Estimates",12,"Unobserved",7,22,17,"Caribbean","Aruba",0.761726645582747,249.375,6.27507108118114,"Low","Below average - fewer cases than typical at this point",-0.846978153064207,"Low",6.27507108118114,"Below average - fewer cases than typical at this point","Aruba"
"ABW",7,0.523977425521591,96.375,0.85154619794028,345.75,96.375,345.75,0.406575379093749,0.0908168197393885,2026,2026-01-01,NA,NA,1,"Unobserved",0,NA,0,"Caribbean","Aruba",0.85154619794028,345.75,0.599495694041026,"Extremely Low","Rare good event - unusually low cases to date",-0.921658332091027,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",8,0.486238411325166,102.875,0.944373049276481,448.625,102.875,448.625,0.520279964132316,0.113704585038567,2026,2026-02-01,NA,NA,2,"Unobserved",0,NA,0,"Caribbean","Aruba",0.944373049276481,448.625,0.296003295506209,"Extremely Low","Rare good event - unusually low cases to date",-0.970767368236873,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",9,0.61062282757391,142.5,1.021089726529,591.125,142.5,591.125,0.690037185327113,0.169757221194798,2026,2026-03-01,NA,NA,3,"Unobserved",0,NA,0,"Caribbean","Aruba",1.021089726529,591.125,0.15078440605481,"Extremely Low","Rare good event - unusually low cases to date",-1.00961823055008,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",10,0.663569318392091,119.5,1.08012330785417,710.625000000001,119.5,710.625,0.840622096875863,0.15058491154875,2026,2026-04-01,NA,NA,4,"Unobserved",0,NA,0,"Caribbean","Aruba",1.08012330785417,710.625000000001,0.0902234691059394,"Extremely Low","Rare good event - unusually low cases to date",-1.03850086788779,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",11,0.490993103610434,88,1.0915685469586,798.625000000002,88,798.625,0.943142511624407,0.102520414748544,2026,2026-05-01,NA,NA,5,"Unobserved",0,NA,0,"Caribbean","Aruba",1.0915685469586,798.625000000002,0.0746073398436529,"Extremely Low","Rare good event - unusually low cases to date",-1.04406830079567,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",12,0.367412346316666,51.6249999999999,1.08562056007814,850.25,51.625,850.25,1,0.056857488375593,2026,2026-06-01,NA,NA,6,"Unobserved",0,NA,0,"Caribbean","Aruba",1.08562056007814,850.25,0.0720701055454205,"Extremely Low","Rare good event - unusually low cases to date",-1.0412666229574,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",1,NA,NA,NA,NA,21.5,21.5,0.0257203595112303,0.0257203595112303,2026,2026-07-01,NA,NA,7,"Unobserved",0,NA,0,"Caribbean","Aruba",NA,NA,NA,"Unknown","Cannot determine",NA,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",2,0.909660246781697,32.75,0.781271491650606,54.2500000000001,32.75,54.25,0.0699659282211139,0.0442455687098836,2026,2026-08-01,NA,NA,8,"Unobserved",0,NA,0,"Caribbean","Aruba",0.781271491650606,54.2500000000001,3.60048182989258,"Extremely Low","Rare good event - unusually low cases to date",-0.877598932502878,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",3,0.858908755850253,62.375,0.838822146163143,116.625,62.375,116.625,0.152270584717755,0.0823046564966407,2026,2026-09-01,NA,NA,9,"Unobserved",0,NA,0,"Caribbean","Aruba",0.838822146163143,116.625,1.58376663109963,"Extremely Low","Rare good event - unusually low cases to date",-0.912596309678343,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",4,0.677947828263531,64.25,0.778968026557386,180.875,64.25,180.875,0.230735698611633,0.0784651138938783,2026,2026-10-01,NA,NA,10,"Unobserved",0,NA,0,"Caribbean","Aruba",0.778968026557386,180.875,1.43092782620312,"Extremely Low","Rare good event - unusually low cases to date",-0.880697256775591,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",5,0.786815441134934,38.125,0.786798549407322,219,38.125,219,0.280303323833063,0.0495676252214301,2026,2026-11-01,NA,NA,11,"Unobserved",0,NA,0,"Caribbean","Aruba",0.786798549407322,219,1.18954843138711,"Extremely Low","Rare good event - unusually low cases to date",-0.885427550571959,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"ABW",6,NA,NA,0.761726645582747,249.375,30.375,249.375,0.31575855935436,0.0354552355212975,2026,2026-12-01,NA,NA,12,"Unobserved",0,NA,0,"Caribbean","Aruba",0.761726645582747,249.375,1.2111769229255,"Extremely Low","Rare good event - unusually low cases to date",-0.871439615968589,"Extremely Low",1.2111769229255,"Rare good event - unusually low cases to date","Aruba"
"AFG",11,2.42958159602125,114,2.63326687694007,2028.25,114,2028.25,0.96483390415282,0.0718209415375475,2025,2025-01-01,71,"WHO",1,"Observed",4933,5444,71,"South Asia","Afghanistan",2.63326687694007,2028.25,97.0003291731803,"Extremely High","Rare bad event - unusually high cases to date",2.32248530916585,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",12,0.361437970830766,65.5,2.69649350158189,2093.75,65.5,2093.75,1,0.0351660958471802,2025,2025-02-01,26,"WHO",2,"Observed",4959,5444,97,"South Asia","Afghanistan",2.69649350158189,2093.75,96.7101707255782,"Extremely High","Rare bad event - unusually high cases to date",2.24573189293749,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",1,NA,NA,NA,NA,57.75,57.75,0.0214612525568192,0.0214612525568192,2025,2025-03-01,18,"WHO",3,"Observed",18,5444,115,"South Asia","Afghanistan",NA,NA,NA,"Unknown","Cannot determine",NA,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",2,NA,NA,NA,NA,49.75,107.5,0.0431327560342653,0.0216715034774461,2025,2025-04-01,131,"WHO",4,"Observed",149,5444,246,"South Asia","Afghanistan",NA,NA,NA,"Unknown","Cannot determine",NA,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",3,NA,NA,NA,NA,87.75,195.25,0.0742381283907614,0.0311053723564961,2025,2025-05-01,216,"WHO",5,"Observed",365,5444,462,"South Asia","Afghanistan",NA,NA,NA,"Unknown","Cannot determine",NA,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",4,1.37557979541605,58.25,0.730711972104804,253.499999999999,58.25,253.5,0.0989912587883773,0.0247531303976159,2025,2025-06-01,166,"WHO",6,"Observed",531,5444,628,"South Asia","Afghanistan",0.730711972104804,253.499999999999,86.265832064541,"High","Above average - more cases than typical at this point",0.934400603468578,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",5,1.7335863671851,147,1.08673948464472,400.5,147,400.5,0.164640025286036,0.0656487664976591,2025,2025-07-01,339,"WHO",7,"Observed",870,5444,967,"South Asia","Afghanistan",1.08673948464472,400.5,89.0728541871196,"High","Above average - more cases than typical at this point",1.22041455294262,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",6,0.87888346910545,194.5,1.01847098907798,594.999999999999,194.5,595,0.236569310543594,0.0719292852575574,2025,2025-08-01,273,"WHO",8,"Observed",1143,5444,1240,"South Asia","Afghanistan",1.01847098907798,594.999999999999,85.4410219541158,"High","Above average - more cases than typical at this point",0.928680972470958,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",7,1.30355801275735,163,1.1224521467389,757.999999999999,163,758,0.301705938720392,0.065136628176798,2025,2025-09-01,297,"WHO",9,"Observed",1440,5444,1537,"South Asia","Afghanistan",1.1224521467389,757.999999999999,85.5998354789164,"High","Above average - more cases than typical at this point",0.952528044325348,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",8,1.91981484039351,521.249999999999,1.65832089612373,1279.25,521.25,1279.25,0.543538173478536,0.241832234758144,2025,2025-10-01,1826,"WHO",10,"Observed",3266,5444,3363,"South Asia","Afghanistan",1.65832089612373,1279.25,95.2314335191372,"Extremely High","Rare bad event - unusually high cases to date",1.9986685193834,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",9,2.89658970598576,420,2.01342687561909,1699.25,420,1699.25,0.761825550043605,0.218287376565069,2025,2025-11-01,1021,"WHO",11,"Observed",4287,5444,4384,"South Asia","Afghanistan",2.01342687561909,1699.25,96.1419085409215,"Extremely High","Rare bad event - unusually high cases to date",2.1596124662007,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",10,21.9099663312861,215,2.37633837709749,1914.25,215,1914.25,0.893012962615272,0.131187412571667,2025,2025-12-01,575,"Estimates",12,"Unobserved",4862,5444,4959,"South Asia","Afghanistan",2.37633837709749,1914.25,97.1151272156122,"Extremely High","Rare bad event - unusually high cases to date",2.3723389267454,"Extremely High",97.1151272156122,"Rare bad event - unusually high cases to date","Afghanistan"
"AFG",11,2.42958159602125,114,2.63326687694007,2028.25,114,2028.25,0.96483390415282,0.0718209415375475,2026,2026-01-01,NA,NA,1,"Unobserved",0,NA,0,"South Asia","Afghanistan",2.63326687694007,2028.25,2.49607701857745e-06,"Extremely Low","Rare good event - unusually low cases to date",-1.62168201336281,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",12,0.361437970830766,65.5,2.69649350158189,2093.75,65.5,2093.75,1,0.0351660958471802,2026,2026-02-01,NA,NA,2,"Unobserved",0,NA,0,"South Asia","Afghanistan",2.69649350158189,2093.75,1.60430998992973e-06,"Extremely Low","Rare good event - unusually low cases to date",-1.64104394061177,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",1,NA,NA,NA,NA,57.75,57.75,0.0214612525568192,0.0214612525568192,2026,2026-03-01,NA,NA,3,"Unobserved",0,NA,0,"South Asia","Afghanistan",NA,NA,NA,"Unknown","Cannot determine",NA,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",2,NA,NA,NA,NA,49.75,107.5,0.0431327560342653,0.0216715034774461,2026,2026-04-01,NA,NA,4,"Unobserved",0,NA,0,"South Asia","Afghanistan",NA,NA,NA,"Unknown","Cannot determine",NA,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",3,NA,NA,NA,NA,87.75,195.25,0.0742381283907614,0.0311053723564961,2026,2026-05-01,NA,NA,5,"Unobserved",0,NA,0,"South Asia","Afghanistan",NA,NA,NA,"Unknown","Cannot determine",NA,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",4,1.37557979541605,58.25,0.730711972104804,253.499999999999,58.25,253.5,0.0989912587883773,0.0247531303976159,2026,2026-06-01,NA,NA,6,"Unobserved",0,NA,0,"South Asia","Afghanistan",0.730711972104804,253.499999999999,1.38966086926276,"Extremely Low","Rare good event - unusually low cases to date",-0.853587578303724,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",5,1.7335863671851,147,1.08673948464472,400.5,147,400.5,0.164640025286036,0.0656487664976591,2026,2026-07-01,NA,NA,7,"Unobserved",0,NA,0,"South Asia","Afghanistan",1.08673948464472,400.5,0.162042563571404,"Extremely Low","Rare good event - unusually low cases to date",-1.04105650362837,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",6,0.87888346910545,194.5,1.01847098907798,594.999999999999,194.5,595,0.236569310543594,0.0719292852575574,2026,2026-08-01,NA,NA,8,"Unobserved",0,NA,0,"South Asia","Afghanistan",1.01847098907798,594.999999999999,0.151905665408153,"Extremely Low","Rare good event - unusually low cases to date",-1.00833061792011,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",7,1.30355801275735,163,1.1224521467389,757.999999999999,163,758,0.301705938720392,0.065136628176798,2026,2026-09-01,NA,NA,9,"Unobserved",0,NA,0,"South Asia","Afghanistan",1.1224521467389,757.999999999999,0.0665731014263578,"Extremely Low","Rare good event - unusually low cases to date",-1.05867486451409,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",8,1.91981484039351,521.249999999999,1.65832089612373,1279.25,521.25,1279.25,0.543538173478536,0.241832234758144,2026,2026-10-01,NA,NA,10,"Unobserved",0,NA,0,"South Asia","Afghanistan",1.65832089612373,1279.25,0.00162561939814101,"Extremely Low","Rare good event - unusually low cases to date",-1.28692422469924,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",9,2.89658970598576,420,2.01342687561909,1699.25,420,1699.25,0.761825550043605,0.218287376565069,2026,2026-11-01,NA,NA,11,"Unobserved",0,NA,0,"South Asia","Afghanistan",2.01342687561909,1699.25,0.000127947066228976,"Extremely Low","Rare good event - unusually low cases to date",-1.4181128328438,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"AFG",10,21.9099663312861,215,2.37633837709749,1914.25,215,1914.25,0.893012962615272,0.131187412571667,2026,2026-12-01,NA,NA,12,"Unobserved",0,NA,0,"South Asia","Afghanistan",2.37633837709749,1914.25,1.23841315014275e-05,"Extremely Low","Rare good event - unusually low cases to date",-1.54058172861415,"Extremely Low",1.23841315014275e-05,"Rare good event - unusually low cases to date","Afghanistan"
"ARG",6,0.259192003614391,2699.99999999999,0.308955659492296,4865.53333333333,2700,4865.53333333333,0.16621420773933,0.0342834043725579,2025,2025-01-01,275,"PAHO",1,"Observed",8130,59539,275,"South America","Argentina",0.308955659492296,4865.53333333333,81.3321126755731,"High","Above average - more cases than typical at this point",0.372920343492175,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",7,0.268005833060981,7363.6,0.314133691135402,12229.1333333333,7363.6,12229.1333333333,0.255820264825213,0.089606057085883,2025,2025-02-01,1340,"PAHO",2,"Observed",9470,59539,1615,"South America","Argentina",0.314133691135402,12229.1333333333,67.7406926481925,"Normal","Average - typical case load at this point",-0.126452869443947,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",8,0.259061450264949,25476.5333333334,0.293904128711429,37705.6666666666,25476.5333333333,37705.6666666667,0.496436422475845,0.240616157650631,2025,2025-03-01,8515,"PAHO",3,"Observed",17985,59539,10130,"South America","Argentina",0.293904128711429,37705.6666666666,60.5665780735665,"Normal","Average - typical case load at this point",-0.283541164997369,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",9,0.31848605713434,17542.2666666667,0.312931271026884,55247.9333333331,17542.2666666667,55247.9333333333,0.77967462425617,0.283238201780325,2025,2025-04-01,5427,"PAHO",4,"Observed",23412,59539,15557,"South America","Argentina",0.312931271026884,55247.9333333331,57.5289029365923,"Normal","Average - typical case load at this point",-0.32234786769759,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",10,0.477468009229994,4523.13333333333,0.329951438803738,59771.0666666668,4523.13333333333,59771.0666666667,0.951794248576045,0.172119624319875,2025,2025-05-01,1972,"PAHO",5,"Observed",25384,59539,17529,"South America","Argentina",0.329951438803738,59771.0666666668,56.571308694176,"Normal","Average - typical case load at this point",-0.330466879000662,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",11,0.37577244966807,942.333333333336,0.33289039708474,60713.4,942.333333333333,60713.4,0.986777437510324,0.0349831889342786,2025,2025-06-01,86,"PAHO",6,"Observed",25470,59539,17615,"South America","Argentina",0.33289039708474,60713.4,56.1976362570826,"Normal","Average - typical case load at this point",-0.334921237796068,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",12,0.302394828278467,336.066666666667,0.334000153980457,61049.4666666667,336.066666666667,61049.4666666667,1,0.0132225624896762,2025,2025-07-01,16,"PAHO",7,"Observed",25486,59539,17631,"South America","Argentina",0.334000153980457,61049.4666666667,56.0520168569131,"Normal","Average - typical case load at this point",-0.336662202172969,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",1,0.485413428179479,53.2666666666668,0.485413428179479,53.2666666666668,53.2666666666667,53.2666666666667,0.00968471294232995,0.00968471294232995,2025,2025-08-01,4,"PAHO",8,"Observed",4,59539,17635,"South America","Argentina",0.485413428179479,53.2666666666668,24.1909896170604,"Low","Below average - fewer cases than typical at this point",-0.641480818558809,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",2,0.306303907654978,130.8,0.361163862882557,184.066666666667,130.8,184.066666666667,0.0209488056241982,0.0112640926818682,2025,2025-09-01,4776,"PAHO",9,"Observed",4780,59539,22411,"South America","Argentina",0.361163862882557,184.066666666667,99.9992213547486,"Extremely High","Rare bad event - unusually high cases to date",14.9908087142211,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",3,0.40826844976658,101.866666666667,0.375250753790314,285.933333333334,101.866666666667,285.933333333333,0.0413471699454966,0.0203983643212984,2025,2025-10-01,3,"PAHO",10,"Observed",4783,59539,22414,"South America","Argentina",0.375250753790314,285.933333333334,99.9767784705594,"Extremely High","Rare bad event - unusually high cases to date",9.62809871284815,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",4,0.379828818387859,167.933333333333,0.424698938232107,453.866666666666,167.933333333333,453.866666666667,0.0647211177558165,0.0233739478103199,2025,2025-11-01,3,"PAHO",11,"Observed",4786,59539,22417,"South America","Argentina",0.424698938232107,453.866666666666,99.7926628863502,"Extremely High","Rare bad event - unusually high cases to date",6.21743161345445,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",5,0.207664808514821,1711.66666666667,0.288325652547019,2165.53333333334,1711.66666666667,2165.53333333333,0.131930803366772,0.067209685610956,2025,2025-12-01,3069,"PAHO",12,"Observed",7855,59539,25486,"South America","Argentina",0.288325652547019,2165.53333333334,92.4781223900881,"High","Above average - more cases than typical at this point",1.41065046498131,"High",92.4781223900881,"Above average - more cases than typical at this point","Argentina"
"ARG",6,0.259192003614391,2699.99999999999,0.308955659492296,4865.53333333333,2700,4865.53333333333,0.16621420773933,0.0342834043725579,2026,2026-01-01,NA,NA,1,"Unobserved",0,NA,0,"South America","Argentina",0.308955659492296,4865.53333333333,5.04931180222909,"Low","Below average - fewer cases than typical at this point",-0.555820152941559,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",7,0.268005833060981,7363.6,0.314133691135402,12229.1333333333,7363.6,12229.1333333333,0.255820264825213,0.089606057085883,2026,2026-02-01,NA,NA,2,"Unobserved",0,NA,0,"South America","Argentina",0.314133691135402,12229.1333333333,3.61438599368789,"Extremely Low","Rare good event - unusually low cases to date",-0.560469108951831,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",8,0.259061450264949,25476.5333333334,0.293904128711429,37705.6666666666,25476.5333333333,37705.6666666667,0.496436422475845,0.240616157650631,2026,2026-03-01,NA,NA,3,"Unobserved",0,NA,0,"South America","Argentina",0.293904128711429,37705.6666666666,3.15266379554837,"Extremely Low","Rare good event - unusually low cases to date",-0.542127141763421,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",9,0.31848605713434,17542.2666666667,0.312931271026884,55247.9333333331,17542.2666666667,55247.9333333333,0.77967462425617,0.283238201780325,2026,2026-04-01,NA,NA,4,"Unobserved",0,NA,0,"South America","Argentina",0.312931271026884,55247.9333333331,2.28081703618442,"Extremely Low","Rare good event - unusually low cases to date",-0.559401017656107,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",10,0.477468009229994,4523.13333333333,0.329951438803738,59771.0666666668,4523.13333333333,59771.0666666667,0.951794248576045,0.172119624319875,2026,2026-05-01,NA,NA,5,"Unobserved",0,NA,0,"South America","Argentina",0.329951438803738,59771.0666666668,1.84120023821899,"Extremely Low","Rare good event - unusually low cases to date",-0.574412410553788,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",11,0.37577244966807,942.333333333336,0.33289039708474,60713.4,942.333333333333,60713.4,0.986777437510324,0.0349831889342786,2026,2026-06-01,NA,NA,6,"Unobserved",0,NA,0,"South America","Argentina",0.33289039708474,60713.4,1.77283530469455,"Extremely Low","Rare good event - unusually low cases to date",-0.576964965888869,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",12,0.302394828278467,336.066666666667,0.334000153980457,61049.4666666667,336.066666666667,61049.4666666667,1,0.0132225624896762,2026,2026-07-01,NA,NA,7,"Unobserved",0,NA,0,"South America","Argentina",0.334000153980457,61049.4666666667,1.74788170626017,"Extremely Low","Rare good event - unusually low cases to date",-0.577925883382721,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",1,0.485413428179479,53.2666666666668,0.485413428179479,53.2666666666668,53.2666666666667,53.2666666666667,0.00968471294232995,0.00968471294232995,2026,2026-08-01,NA,NA,8,"Unobserved",0,NA,0,"South America","Argentina",0.485413428179479,53.2666666666668,10.1783491253863,"Low","Below average - fewer cases than typical at this point",-0.693563158360607,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",2,0.306303907654978,130.8,0.361163862882557,184.066666666667,130.8,184.066666666667,0.0209488056241982,0.0112640926818682,2026,2026-09-01,NA,NA,9,"Unobserved",0,NA,0,"South America","Argentina",0.361163862882557,184.066666666667,10.5177813113537,"Low","Below average - fewer cases than typical at this point",-0.600380377724722,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",3,0.40826844976658,101.866666666667,0.375250753790314,285.933333333334,101.866666666667,285.933333333333,0.0413471699454966,0.0203983643212984,2026,2026-10-01,NA,NA,10,"Unobserved",0,NA,0,"South America","Argentina",0.375250753790314,285.933333333334,8.28580866753185,"Low","Below average - fewer cases than typical at this point",-0.612175571919559,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",4,0.379828818387859,167.933333333333,0.424698938232107,453.866666666666,167.933333333333,453.866666666667,0.0647211177558165,0.0233739478103199,2026,2026-11-01,NA,NA,11,"Unobserved",0,NA,0,"South America","Argentina",0.424698938232107,453.866666666666,5.16986659720547,"Low","Below average - fewer cases than typical at this point",-0.651384605342985,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
"ARG",5,0.207664808514821,1711.66666666667,0.288325652547019,2165.53333333334,1711.66666666667,2165.53333333333,0.131930803366772,0.067209685610956,2026,2026-12-01,NA,NA,12,"Unobserved",0,NA,0,"South America","Argentina",0.288325652547019,2165.53333333334,7.63000646309596,"Low","Below average - fewer cases than typical at this point",-0.536923895080826,"Low",7.63000646309596,"Below average - fewer cases than typical at this point","Argentina"
