"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","date","Year","cases","source","Data_status","Predicted_total_seasonal_cases","cum_todate_cases_calendar","cum_todate_cases_season","Data_process","percentile_most_recent","Country","Region"
"972","Malaysia","MYS",6,9,2.75871400710304,6087.46153846153,6087.46153846154,58148.5384615385,0.745532463420001,0.0767407290394692,2025-06-01,2025,4657,"WHO","Observed",6247,31213,125389,"Observed",59.676742720653,"Malaysia","East Asia & Pacific"
"973","Maldives","MDV",6,9,2.66276361029902,118.636363636363,118.636363636364,1232.54545454545,0.809434263853317,0.0736569905193074,2025-06-01,2025,165,"SEARO","Observed",204,616,2848,"Observed",87.7772926364928,"Maldives","South Asia"
"974","Sri Lanka","LKA",6,9,1.22454700273225,6051.77777777779,6051.77777777778,50053.2222222222,0.720143331848168,0.0708016917159079,2025-06-01,2025,5468,"SEARO","Observed",7593,29053,67743,"Observed",71.2404150496103,"Sri Lanka","South Asia"
"975","Bahamas","BHS",7,9,0.233265308999267,312.166666666667,312.166666666667,1292.83333333333,0.881209218439374,0.187858792618989,2025-07-01,2025,629,"WHO","Unobserved",714,6886,12354,"Estimates",86.5917881743569,"Bahamas","Latin America & Caribbean"
"976","British Virgin Islands","VGB",7,9,0.546617328954581,44.3333333333333,44.3333333333333,302.333333333333,0.838550517026535,0.0865648318280763,2025-07-01,2025,1,"WHO","Observed",1,28,7668,"Observed",13.8382802693893,"British Virgin Islands","Latin America & Caribbean"
"977","Nicaragua","NIC",7,9,1.94085243097849,13000.3333333333,13000.3333333333,58556.6666666667,0.71511294153059,0.170566487539142,2025-07-01,2025,2121,"WHO","Unobserved",2966,12908,75650,"Estimates",8.15781265321911,"Nicaragua","Latin America & Caribbean"
"978","Singapore","SGP",7,9,2.45833809140588,928.928571428571,928.928571428571,11525.9285714286,0.814081931555017,0.0683475568863717,2025-07-01,2025,465,"WHO","Observed",571,3048,14290,"Observed",31.4906837768421,"Singapore","East Asia & Pacific"
"979","Solomon Islands","SLB",7,9,0.311312718368356,353.125,353.125,1863,0.811923298991306,0.117026279524823,2025-07-01,2025,5,"WHO","Observed",6,187,283,"Observed",22.5176615272259,"Solomon Islands","East Asia & Pacific"
"980","Bangladesh","BGD",8,9,0.443793702233726,1005,1005,5150,0.900948371166195,0.104016673669907,2025-08-01,2025,10496,"SEARO","Observed",11650,31476,54062,"Observed",99.89245047743,"Bangladesh","South Asia"
"981","Barbados","BRB",8,9,2.9437271714245,122.75,122.75,995.75,0.756542861178134,0.0903702064990539,2025-08-01,2025,11,"PAHO","Observed",15,281,1371,"Observed",0.906859121769792,"Barbados","Latin America & Caribbean"
"982","Belize","BLZ",8,9,1.5695387567326,469.461538461539,469.461538461538,3521.30769230769,0.778942239759754,0.100650580819866,2025-08-01,2025,492,"PAHO","Observed",632,1196,2032,"Observed",74.3699508537891,"Belize","Latin America & Caribbean"
"983","China","CHN",8,9,0.969013735647002,1034.375,1034.375,13077.25,0.986695604363293,0.0962909249742645,2025-08-01,2025,1702,"WHO","Observed",1725,2959,6160,"Observed",81.0397443406016,"China","East Asia & Pacific"
"984","Cook Islands","COK",8,9,174804.024056992,4.66666666666667,4.66666666666667,126.666666666667,0.591219454256264,0.0257575757575758,2025-08-01,2025,18,"WHO","Observed",30,89,89,"Observed",99.9999999999999,"Cook Islands","East Asia & Pacific"
"985","Costa Rica","CRI",8,9,1.41889230845902,3750.83333333333,3750.83333333333,23553.5,0.797563430635606,0.119160762361215,2025-08-01,2025,996,"PAHO","Observed",1249,3626,25254,"Observed",20.9850937553212,"Costa Rica","Latin America & Caribbean"
"986","Dominican Republic","DOM",8,9,1.2439573871473,1307.83333333333,1307.83333333333,8839.83333333333,0.749669550168948,0.117978300960323,2025-08-01,2025,128,"PAHO","Observed",171,1343,10781,"Observed",8.51957475051677,"Dominican Republic","Latin America & Caribbean"
"987","El Salvador","SLV",8,9,1.78003916497373,2008.85714285714,2008.85714285714,17009.8571428571,0.835011221380679,0.0925956166456215,2025-08-01,2025,690,"PAHO","Observed",826,4069,10262,"Observed",22.1846753431627,"El Salvador","Latin America & Caribbean"
"988","French Polynesia","PYF",8,9,0.875256601916215,68.6666666666665,68.6666666666667,668.222222222222,0.763545512627599,0.0802871937183743,2025-08-01,2025,0,"WHO","Observed",0,1049,1178,"Observed",2.17227617188769,"French Polynesia","East Asia & Pacific"
"989","Guatemala","GTM",8,9,0.798878414262841,2424.14285714286,2424.14285714286,15586.2857142857,0.775406078794232,0.0993431292069114,2025-08-01,2025,3247,"PAHO","Observed",4187,34940,154698,"Observed",81.5685479274082,"Guatemala","Latin America & Caribbean"
"990","Honduras","HND",8,9,1.55856273549301,2520.33333333334,2520.33333333333,19998.6666666667,0.809844172433949,0.086987921308624,2025-08-01,2025,1564,"PAHO","Observed",1931,12810,151410,"Observed",48.2811036411057,"Honduras","Latin America & Caribbean"
"991","India","IND",8,9,1.69310244550727,18096.1538461538,18096.1538461538,102651.461538462,0.850636393086408,0.146125227168639,2025-08-01,2025,14303,"SEARO","Observed",16814,49553,159066,"Observed",56.5820381546319,"India","South Asia"
"992","Jamaica","JAM",8,9,0.57948284696258,181.25,181.25,1048.75,0.662160799168032,0.0869997723637979,2025-08-01,2025,11,"PAHO","Observed",17,319,2072,"Observed",20.8488423373429,"Jamaica","Latin America & Caribbean"
"993","Kenya","KEN",8,9,0.383445067170588,33.5,33.5,562.75,0.836036051738991,0.0359741083421157,2025-08-01,2025,740,"WHO","Observed",885,4389,6533,"Observed",99.9995879719357,"Kenya","Sub-Saharan Africa"
"994","Kiribati","KIR",8,9,0.135424840308227,201,201,1428.75,0.772187526460835,0.0502001847794775,2025-08-01,2025,163,"WHO","Observed",211,1158,1158,"Observed",80.5432245018854,"Kiribati","East Asia & Pacific"
"995","Nepal","NPL",8,9,0.844151125902977,129.4,129.4,346.2,0.858361748093844,0.216899512223986,2025-08-01,2025,1143,"SEARO","Observed",1332,3798,15912,"Observed",99.9891801003807,"Nepal","South Asia"
"996","Palau","PLW",8,9,1.89210044439444,44.6,44.6,572,0.849920465417391,0.07755590050199,2025-08-01,2025,9,"WHO","Observed",11,16,20,"Observed",11.35631695342,"Palau","East Asia & Pacific"
"997","Samoa","WSM",8,9,0.280899582443733,419.166666666666,419.166666666667,5285.66666666667,0.855808407254089,0.0677501297133506,2025-08-01,2025,5925,"WHO","Observed",6923,11865,12338,"Observed",99.9116174542539,"Samoa","East Asia & Pacific"
"998","Tonga","TON",8,9,0.444887867697526,4,4,167.666666666667,0.726749495593076,0.0110146543485186,2025-08-01,2025,11,"WHO","Observed",15,2175,2189,"Observed",94.182896792013,"Tonga","East Asia & Pacific"
"999","Vanuatu","VUT",8,9,0.218082699937925,68.7999999999999,68.8,670.2,0.843326818349301,0.0502835175360791,2025-08-01,2025,0,"WHO","Observed",0,86,221,"Observed",28.4917245252091,"Vanuatu","East Asia & Pacific"
"1000","Bhutan","BTN",9,9,0.819358734633384,82.7999999999999,82.8,848.1,0.865818057304613,0.0907057157316985,2025-09-01,2025,5,"SEARO","Observed",6,34,41,"Observed",11.4527783780991,"Bhutan","South Asia"
"1001","Grenada","GRD",9,9,0.641325547358828,26.75,26.75,346,0.844137885145312,0.065627287880054,2025-09-01,2025,30,"PAHO","Observed",36,190,880,"Observed",74.9111868802553,"Grenada","Latin America & Caribbean"
"1002","Mexico","MEX",9,9,1.11121543406262,15518.7777777778,15518.7777777778,108941.444444444,0.810819688416143,0.0923481141008503,2025-09-01,2025,23423,"PAHO","Observed",28888,102388,478695,"Observed",84.9457017813211,"Mexico","Latin America & Caribbean"
"1003","Puerto Rico","PRI",9,9,0.59284012484757,1216.875,1216.875,6527.25,0.758974205032609,0.123690099782543,2025-09-01,2025,199,"PAHO","Observed",262,2659,6788,"Observed",31.5954697843618,"Puerto Rico","Latin America & Caribbean"
"1004","Aruba","ABW",1,10,1231726.75304198,201.25,201.25,1727,0.849070541199906,0.100096261459494,2024-01-01,2024,3,"PAHO","Observed",4,3,89,"Observed",2.80867616106529e-78,"Aruba","Latin America & Caribbean"
"1005","Cuba","CUB",2,10,0.941839717186835,292.625,292.625,2710.125,0.753951403405181,0.086788278883707,2024-02-01,2024,733,"WHO","Unobserved",972,1040,13568,"Estimates",96.0990921097756,"Cuba","Latin America & Caribbean"
"1006","Paraguay","PRY",2,10,0.645285624201103,3686.33333333334,3686.33333333333,36022.6666666667,0.90280440118766,0.0925003074629586,2024-02-01,2024,69931,"PAHO","Observed",77460,167678,215226,"Observed",99.999964072388,"Paraguay","Latin America & Caribbean"
"1007","Argentina","ARG",3,10,0.689126503845424,196.333333333334,196.333333333333,2145.66666666667,0.956202409079876,0.0762245014137149,2024-03-01,2024,229735,"PAHO","Observed",240258,342782,350560,"Observed",100,"Argentina","Latin America & Caribbean"
"1008","Australia","AUS",3,10,1158213.42371588,85.3846153846156,85.3846153846154,1013,0.838452896120555,0.073136741574941,2024-03-01,2024,190,"WHO","Observed",227,425,2573,"Observed",100,"Australia","East Asia & Pacific"
"1009","Bolivia","BOL",3,10,0.663730662553953,7769.36363636363,7769.36363636364,54500.4545454545,0.873768508743972,0.0946977275458754,2024-03-01,2024,10093,"PAHO","Observed",11551,25473,55779,"Observed",77.2810919907389,"Bolivia","Latin America & Caribbean"
"1010","French Guiana","GUF",3,10,0.181909525718021,597.125,597.125,4024.125,0.848443510803055,0.0759185915506805,2024-03-01,2024,3867,"PAHO","Observed",4558,11532,16268,"Observed",97.3511564492602,"French Guiana","Latin America & Caribbean"
"1011","Timor-Leste","TLS",3,10,0.399422982940798,48.5714285714285,48.5714285714286,1057.28571428571,0.968596322690775,0.0365776730055351,2024-03-01,2024,347,"SEARO","Observed",358,864,1579,"Observed",98.9271540967055,"Timor-Leste","East Asia & Pacific"
"1012","Fiji","FJI",4,10,0.992245033969193,419.692307692308,419.692307692308,5513.07692307692,0.892704462471213,0.0703490373856119,2024-04-01,2024,1023,"WHO","Observed",1146,3481,15569,"Observed",93.4323240252582,"Fiji","East Asia & Pacific"
"1013","Indonesia","IDN",4,10,4.97328098144027,7956.64285714283,7956.64285714286,102588.785714286,0.889552950437609,0.0682425731142835,2024-04-01,2024,30123,"SEARO","Observed",33863,119094,251525,"Observed",99.9993705556322,"Indonesia","East Asia & Pacific"
"1014","New Caledonia","NCL",4,10,0.241274368170684,44.4166666666667,44.4166666666667,1871.91666666667,0.924379948294621,0.0306068630365175,2024-04-01,2024,1,"WHO","Observed",1,16,16,"Observed",35.1843052673494,"New Caledonia","East Asia & Pacific"
"1015","Peru","PER",4,10,0.540519252987747,18450.5,18450.5,97664.625,0.823926383831553,0.0994608376616164,2024-04-01,2024,96233,"PAHO","Observed",116798,214850,255182,"Observed",98.9823189457313,"Peru","Latin America & Caribbean"
"1016","Saudi Arabia","SAU",4,10,3.69525708719012,337.615384615385,337.615384615385,3442.61538461538,0.937269644472678,0.0900130018835488,2024-04-01,2024,1075,"WHO","Observed",1147,5669,6312,"Observed",99.8996165111147,"Saudi Arabia","Middle East & North Africa"
"1017","Brazil","BRA",5,10,0.548984614199611,352588.5,352588.5,2778060.9,0.948457424802585,0.0791668847220638,2024-05-01,2024,1393356,"PAHO","Observed",1469076,8908725,12454509,"Observed",96.2468804697061,"Brazil","Latin America & Caribbean"
"1018","Ecuador","ECU",5,10,1.15361912408304,2257.81818181818,2257.81818181818,18037.2727272727,0.865071041690068,0.089636284236009,2024-05-01,2024,8130,"PAHO","Observed",9398,35211,73068,"Observed",98.8462959432302,"Ecuador","Latin America & Caribbean"
"1019","Réunion","REU",5,10,0.284090083721857,82.111111111111,82.1111111111111,7951,0.988072956469044,0.0119045317003035,2024-05-01,2024,299,"WHO","Observed",303,1116,1133,"Observed",92.6414618252791,"Réunion",NA
"1020","Guyana","GUY",6,10,0.57953656337023,1144.85714285715,1144.85714285714,6946,0.872990592184179,0.0985540045837604,2024-06-01,2024,6478,"PAHO","Observed",7420,26548,83740,"Observed",99.2021472387811,"Guyana","Latin America & Caribbean"
"1021","Cambodia","KHM",7,10,1.67269669950161,1625.21428571429,1625.21428571429,17241.7857142857,0.883571327884041,0.0890930890040877,2024-07-01,2024,1806,"WHO","Observed",2044,8547,25948,"Observed",71.3645213855166,"Cambodia","East Asia & Pacific"
"1022","Colombia","COL",7,10,2.37214818494802,6659,6659,69599.6666666667,0.845473654725205,0.074879804612586,2024-07-01,2024,35951,"PAHO","Observed",42522,237635,367049,"Observed",99.9990136632593,"Colombia","Latin America & Caribbean"
"1023","Malaysia","MYS",7,10,3.50146839405875,5991.23076923076,5991.23076923077,64139.7692307692,0.824300553004325,0.0787680895843235,2024-07-01,2024,12992,"WHO","Observed",15761,88255,138381,"Observed",98.9768170710153,"Malaysia","East Asia & Pacific"
"1024","Maldives","MDV",7,10,2.23981012219786,121.090909090909,121.090909090909,1353.63636363636,0.884393870152456,0.0749596062991382,2024-07-01,2024,440,"SEARO","Observed",498,2363,3288,"Observed",99.8339420852693,"Maldives","South Asia"
"1025","Sri Lanka","LKA",7,10,0.935559125373911,8380,8380,58433.2222222222,0.806741902366577,0.086598570518409,2024-07-01,2024,4519,"SEARO","Observed",5602,33143,72262,"Observed",49.7131724738908,"Sri Lanka","South Asia"
"1026","Bahamas","BHS",8,10,0.170730297803264,122.333333333333,122.333333333333,1415.16666666667,0.91883469334044,0.0376254749010669,2024-08-01,2024,504,"WHO","Unobserved",549,2449,12858,"Estimates",93.635227783628,"Bahamas","Latin America & Caribbean"
"1027","British Virgin Islands","VGB",8,10,0.550137127629493,46,46,348.333333333333,0.930836053971149,0.0922855369446138,2024-08-01,2024,9,"WHO","Observed",10,4667,7677,"Observed",34.739247522716,"British Virgin Islands","Latin America & Caribbean"
"1028","Nicaragua","NIC",8,10,1.4854010782285,11804.6666666667,11804.6666666667,70361.3333333333,0.857160070592916,0.142047129062326,2024-08-01,2024,8335,"PAHO","Observed",9724,56068,83985,"Observed",52.0511461806434,"Nicaragua","Latin America & Caribbean"
"1029","Pakistan","PAK",8,10,1.00129914168344,2495,2495,15606,0.932542400217404,0.152297096161126,2024-08-01,2024,5710,"WHO","Observed",6123,21362,42334,"Observed",91.4127249842064,"Pakistan","South Asia"
"1030","Singapore","SGP",8,10,2.09175440808955,786.714285714283,786.714285714286,12312.6428571429,0.874341629949757,0.0602596983947405,2024-08-01,2024,1072,"WHO","Observed",1226,11493,15362,"Observed",82.0282349736829,"Singapore","East Asia & Pacific"
"1031","Solomon Islands","SLB",8,10,0.367729368014117,180.375,180.375,2043.375,0.889238091620289,0.0773147926289831,2024-08-01,2024,22,"WHO","Observed",25,118,305,"Observed",37.4613321471556,"Solomon Islands","East Asia & Pacific"
"1032","Bangladesh","BGD",9,10,0.215691522314221,1059,1059,6209,0.948625965808505,0.0476775946423103,2024-09-01,2024,18097,"SEARO","Observed",19077,30938,72159,"Observed",99.8570299888985,"Bangladesh","South Asia"
"1033","Barbados","BRB",9,10,3.3864226637397,108.75,108.75,1104.5,0.838599540286583,0.0820566791084491,2024-09-01,2024,15,"PAHO","Observed",18,1089,1386,"Observed",1.23281827303573,"Barbados","Latin America & Caribbean"
"1034","Belize","BLZ",9,10,2.05121768704466,297.384615384615,297.384615384615,3818.69230769231,0.847229178239285,0.0682869384795314,2024-09-01,2024,180,"PAHO","Observed",212,1016,2212,"Observed",41.5421629686957,"Belize","Latin America & Caribbean"
"1035","China","CHN",9,10,1414504.06937392,133.625,133.625,13210.875,0.998960594718039,0.0122649903547466,2024-09-01,2024,4845,"WHO","Observed",4850,7604,11005,"Observed",100,"China","East Asia & Pacific"
"1036","Cook Islands","COK",9,10,8.5429067843258,4.33333333333333,4.33333333333333,131,0.613971514738386,0.0227520604821218,2024-09-01,2024,0,"WHO","Observed",0,0,89,"Observed",3.0046634186648,"Cook Islands","East Asia & Pacific"
"1037","Costa Rica","CRI",9,10,1.30231798628183,2408.66666666667,2408.66666666667,25962.1666666667,0.871639987414981,0.074076556779375,2024-09-01,2024,5176,"PAHO","Observed",5938,25830,30430,"Observed",93.0898506176581,"Costa Rica","Latin America & Caribbean"
"1038","Dominican Republic","DOM",9,10,0.743224237530361,1736.33333333333,1736.33333333333,10576.1666666667,0.858082727579943,0.108413177410995,2024-09-01,2024,386,"PAHO","Observed",450,9625,11167,"Observed",29.6000238366334,"Dominican Republic","Latin America & Caribbean"
"1039","El Salvador","SLV",9,10,1.93185798987277,1219.71428571429,1219.71428571429,18229.5714285714,0.892278507336102,0.0572672859554233,2024-09-01,2024,1089,"PAHO","Observed",1220,6879,11351,"Observed",59.5967256794975,"El Salvador","Latin America & Caribbean"
"1040","French Polynesia","PYF",9,10,0.834094115446641,53.6666666666668,53.6666666666667,721.888888888889,0.82824705841855,0.0647015457909513,2024-09-01,2024,18,"WHO","Observed",22,147,1196,"Observed",38.2190378681826,"French Polynesia","East Asia & Pacific"
"1041","Guatemala","GTM",9,10,0.500301487644258,2863.00000000001,2863,18449.2857142857,0.851583394181683,0.0761773153874516,2024-09-01,2024,35365,"PAHO","Observed",41529,150739,190063,"Observed",99.9860645226539,"Guatemala","Latin America & Caribbean"
"1042","Honduras","HND",9,10,1.38880095657987,1843.66666666667,1843.66666666667,21842.3333333333,0.871849096895737,0.0620049244617888,2024-09-01,2024,25028,"PAHO","Observed",28707,162092,176438,"Observed",99.9999998451578,"Honduras","Latin America & Caribbean"
"1043","India","IND",9,10,1.6601361901494,9504.15384615387,9504.15384615385,112155.615384615,0.92670419459115,0.0760678015047426,2024-09-01,2024,41375,"SEARO","Observed",44647,133529,200441,"Observed",99.8089913760986,"India","South Asia"
"1044","Jamaica","JAM",9,10,1.16086915474759,323.999999999999,324,1372.75,0.894760367022965,0.232599567854933,2024-09-01,2024,122,"PAHO","Observed",136,1755,2194,"Observed",31.4287129848065,"Jamaica","Latin America & Caribbean"
"1045","Kenya","KEN",9,10,0.264534604943823,36.75,36.75,599.5,0.910414793698477,0.074378741959486,2024-09-01,2024,738,"WHO","Observed",811,2178,7271,"Observed",99.9786200135512,"Kenya","Sub-Saharan Africa"
"1046","Kiribati","KIR",9,10,0.159647256258591,80.5000000000001,80.5,1509.25,0.792619924679048,0.0204323982182127,2024-09-01,2024,0,"WHO","Observed",0,0,1158,"Observed",37.0164241960918,"Kiribati","East Asia & Pacific"
"1047","Nepal","NPL",9,10,3.82633944228706,10.8,10.8,357,0.888397106580374,0.0300353584865305,2024-09-01,2024,11875,"SEARO","Observed",13367,23145,27787,"Observed",100,"Nepal","South Asia"
"1048","Palau","PLW",9,10,3.4034700250664,36,36,608,0.924411908540452,0.0744914431230606,2024-09-01,2024,0,"WHO","Observed",0,4,20,"Observed",0.0239897987526747,"Palau","East Asia & Pacific"
"1049","Sudan","SDN",9,10,0.320426184507679,629.750000000001,629.75,9854.5,0.957710361583386,0.0717818937425565,2024-09-01,2024,215,"WHO","Observed",224,2233,7856,"Observed",54.2884265735526,"Sudan","Sub-Saharan Africa"
"1050","Vanuatu","VUT",9,10,0.208591896987581,13.4,13.4,683.6,0.856295099715981,0.0129682813666801,2024-09-01,2024,3,"WHO","Observed",4,138,224,"Observed",62.1698498722492,"Vanuatu","East Asia & Pacific"
"1051","Bhutan","BTN",10,10,0.526170913345788,39.4,39.4,887.5,0.901849050791315,0.0360309934867024,2024-10-01,2024,3,"SEARO","Observed",3,10,44,"Observed",22.9105275667373,"Bhutan","South Asia"
"1052","Burkina Faso","BFA",10,10,812804.980140695,43.6666666666666,43.6666666666667,30060,0.97396000463573,0.0239152409487112,2024-10-01,2024,19257,"WHO","Observed",19772,64050,85573,"Observed",100,"Burkina Faso","Sub-Saharan Africa"
"1053","Cameroon","CMR",10,10,4.58586226735386,143.75,143.75,397,0.898830374174046,0.315447315296029,2024-10-01,2024,0,"WHO","Observed",0,57,118,"Observed",1.1916529650284e-05,"Cameroon","Sub-Saharan Africa"
"1054","Curaçao","CUW",10,10,3.83237270172324,207.75,207.75,823.75,0.750870284674486,0.191706965557968,2024-10-01,2024,690,"WHO","Unobserved",919,1484,1902,"Estimates",99.9964911866018,"Curaçao","Latin America & Caribbean"
"1055","Ethiopia","ETH",10,10,6481776.30052244,1458,1458,11307.8,0.959166137658336,0.0374158726487679,2024-10-01,2024,490,"WHO","Observed",511,3511,5944,"Observed",7.31115700866159e-179,"Ethiopia","Sub-Saharan Africa"
"1056","Grenada","GRD",10,10,0.940391687169047,13.25,13.25,359.25,0.894898544436771,0.0507606592914597,2024-10-01,2024,65,"PAHO","Observed",73,755,945,"Observed",99.4571925913832,"Grenada","Latin America & Caribbean"
"1057","Guadeloupe","GLP",10,10,0.320467091161759,609.428571428571,609.428571428571,9841,0.804087883828122,0.040709635208344,2024-10-01,2024,2040,"PAHO","Observed",2537,7655,120925,"Observed",94.273902829134,"Guadeloupe","Latin America & Caribbean"
"1058","Mexico","MEX",10,10,0.826590575989338,14544.888888889,14544.8888888889,123486.333333333,0.896379924948453,0.0855602365323099,2024-10-01,2024,95931,"PAHO","Observed",107020,472238,574626,"Observed",99.8565248672013,"Mexico","Latin America & Caribbean"
"1059","Panama","PAN",10,10,0.666824848614884,661.545454545456,661.545454545455,7654,0.877057290564682,0.0584234892846585,2024-10-01,2024,3558,"PAHO","Observed",4057,32088,45616,"Observed",99.274526785492,"Panama","Latin America & Caribbean"
"1060","Puerto Rico","PRI",10,10,1.0489760756251,496.499999999999,496.5,7023.75,0.838834630164595,0.0798604251319864,2024-10-01,2024,721,"PAHO","Observed",860,4850,7509,"Observed",82.4911160568524,"Puerto Rico","Latin America & Caribbean"
"1061","Suriname","SUR",10,10,2.06849209680994,49.8,49.8,306.2,0.860580450709485,0.152116732448514,2024-10-01,2024,1,"WHO","Unobserved",1,158,195,"Estimates",0.380849129993405,"Suriname","Latin America & Caribbean"
"1062","Martinique","MTQ",11,10,0.411619927535601,947.999999999998,948,5315.6,0.674564534603486,0.1294148256355,2024-11-01,2024,267,"PAHO","Observed",396,7236,9856,"Observed",52.060755779633,"Martinique","Latin America & Caribbean"
"1063","Senegal","SEN",11,10,1.45847478008243,5.25,5.25,532,0.913657188308483,0.0395380237784544,2024-11-01,2024,354,"WHO","Observed",387,1111,2499,"Observed",100,"Senegal","Sub-Saharan Africa"
"1064","Eritrea","ERI",12,10,33.3418577248143,819,819,8600.4,0.844673450450113,0.08650317760629,2024-12-01,2024,8,"WHO","Observed",9,14679,9967,"Observed",3.98363349171833e-37,"Eritrea","Sub-Saharan Africa"
"1065","Aruba","ABW",1,10,1231726.75304198,201.25,201.25,1727,0.849070541199906,0.100096261459494,2025-01-01,2025,0,"WHO","Observed",0,0,89,"Observed",4.03064882500428e-86,"Aruba","Latin America & Caribbean"
"1066","Cuba","CUB",2,10,0.941839717186835,292.625,292.625,2710.125,0.753951403405181,0.086788278883707,2025-02-01,2025,971,"PAHO","Unobserved",1288,1185,14539,"Estimates",98.6055903031078,"Cuba","Latin America & Caribbean"
"1067","Paraguay","PRY",2,10,0.645285624201103,3686.33333333334,3686.33333333333,36022.6666666667,0.90280440118766,0.0925003074629586,2025-02-01,2025,3807,"PAHO","Observed",4217,8466,219033,"Observed",70.074513233069,"Paraguay","Latin America & Caribbean"
"1068","Argentina","ARG",3,10,0.689126503845424,196.333333333334,196.333333333333,2145.66666666667,0.956202409079876,0.0762245014137149,2025-03-01,2025,8498,"PAHO","Observed",8887,10113,359058,"Observed",99.9999999999992,"Argentina","Latin America & Caribbean"
"1069","Australia","AUS",3,10,1158213.42371588,85.3846153846156,85.3846153846154,1013,0.838452896120555,0.073136741574941,2025-03-01,2025,220,"WHO","Observed",262,723,2793,"Observed",100,"Australia","East Asia & Pacific"
"1070","Bolivia","BOL",3,10,0.663730662553953,7769.36363636363,7769.36363636364,54500.4545454545,0.873768508743972,0.0946977275458754,2025-03-01,2025,5850,"PAHO","Observed",6695,13497,61629,"Observed",61.7704354706513,"Bolivia","Latin America & Caribbean"
"1071","French Guiana","GUF",3,10,0.181909525718021,597.125,597.125,4024.125,0.848443510803055,0.0759185915506805,2025-03-01,2025,4442,"PAHO","Unobserved",5235,4702,20710,"Estimates",98.0135763780811,"French Guiana","Latin America & Caribbean"
"1072","Timor-Leste","TLS",3,10,0.399422982940798,48.5714285714285,48.5714285714286,1057.28571428571,0.968596322690775,0.0365776730055351,2025-03-01,2025,188,"SEARO","Observed",194,502,1767,"Observed",94.5652992508812,"Timor-Leste","East Asia & Pacific"
"1073","Fiji","FJI",4,10,0.992245033969193,419.692307692308,419.692307692308,5513.07692307692,0.892704462471213,0.0703490373856119,2025-04-01,2025,4666,"WHO","Observed",5227,14129,20235,"Observed",99.9995756602509,"Fiji","East Asia & Pacific"
"1074","Indonesia","IDN",4,10,4.97328098144027,7956.64285714283,7956.64285714286,102588.785714286,0.889552950437609,0.0682425731142835,2025-04-01,2025,5750,"SEARO","Observed",6464,56122,257275,"Observed",38.4010623245749,"Indonesia","East Asia & Pacific"
"1075","New Caledonia","NCL",4,10,0.241274368170684,44.4166666666667,44.4166666666667,1871.91666666667,0.924379948294621,0.0306068630365175,2025-04-01,2025,2,"WHO","Observed",2,2,18,"Observed",39.387514643779,"New Caledonia","East Asia & Pacific"
"1076","Peru","PER",4,10,0.540519252987747,18450.5,18450.5,97664.625,0.823926383831553,0.0994608376616164,2025-04-01,2025,6207,"PAHO","Observed",7533,24051,261389,"Observed",46.1429244770452,"Peru","Latin America & Caribbean"
"1077","Brazil","BRA",5,10,0.548984614199611,352588.5,352588.5,2778060.9,0.948457424802585,0.0791668847220638,2025-05-01,2025,467314,"PAHO","Observed",492710,2974044,12921823,"Observed",76.0096493022677,"Brazil","Latin America & Caribbean"
"1078","Ecuador","ECU",5,10,1.15361912408304,2257.81818181818,2257.81818181818,18037.2727272727,0.865071041690068,0.089636284236009,2025-05-01,2025,5250,"PAHO","Observed",6069,24590,78318,"Observed",94.0187150241993,"Ecuador","Latin America & Caribbean"
"1079","Réunion","REU",5,10,0.284090083721857,82.111111111111,82.1111111111111,7951,0.988072956469044,0.0119045317003035,2025-05-01,2025,0,"WHO","Observed",0,17,1133,"Observed",19.9730115926933,"Réunion",NA
"1080","Guyana","GUY",6,10,0.57953656337023,1144.85714285715,1144.85714285714,6946,0.872990592184179,0.0985540045837604,2025-06-01,2025,13595,"PAHO","Observed",15573,41645,97335,"Observed",99.9901663365226,"Guyana","Latin America & Caribbean"
"1081","Cambodia","KHM",7,10,1.67269669950161,1625.21428571429,1625.21428571429,17241.7857142857,0.883571327884041,0.0890930890040877,2025-07-01,2025,14728,"WHO","Observed",16669,27357,40676,"Observed",99.999972259813,"Cambodia","East Asia & Pacific"
"1082","Colombia","COL",7,10,2.37214818494802,6659,6659,69599.6666666667,0.845473654725205,0.074879804612586,2025-07-01,2025,7429,"PAHO","Observed",8787,94876,374478,"Observed",74.5680719207251,"Colombia","Latin America & Caribbean"
"1083","Malaysia","MYS",7,10,3.50146839405875,5991.23076923076,5991.23076923077,64139.7692307692,0.824300553004325,0.0787680895843235,2025-07-01,2025,5065,"WHO","Observed",6145,36278,143446,"Observed",58.962638271735,"Malaysia","East Asia & Pacific"
"1084","Maldives","MDV",7,10,2.23981012219786,121.090909090909,121.090909090909,1353.63636363636,0.884393870152456,0.0749596062991382,2025-07-01,2025,0,"SEARO","Observed",0,616,3288,"Observed",0.0126125823172772,"Maldives","South Asia"
"1085","Sri Lanka","LKA",7,10,0.935559125373911,8380,8380,58433.2222222222,0.806741902366577,0.086598570518409,2025-07-01,2025,4838,"SEARO","Observed",5997,33891,77100,"Observed",51.9919473471129,"Sri Lanka","South Asia"
