"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion"
"1","American Samoa","ASM",1,1,4.91135526268565,25.3333333333333,25.3333333333333,25.3333333333333,0.0902722017022643,0.0902722017022643
"2","American Samoa","ASM",2,2,2.73534456827786,38.3333333333333,38.3333333333333,63.6666666666667,0.213020501303382,0.122748299601118
"3","American Samoa","ASM",3,3,2.13226835173689,31.3333333333333,31.3333333333333,95,0.306379760346357,0.0933592590429751
"4","American Samoa","ASM",4,4,1.80453462143605,22.3333333333334,22.3333333333333,117.333333333333,0.369645385929311,0.0632656255829533
"5","American Samoa","ASM",5,5,1.6549981387093,24.6666666666667,24.6666666666667,142,0.43778227108081,0.0681368851514989
"6","American Samoa","ASM",6,6,1.10351518208504,23,23,165,0.495011500909204,0.0572292298283948
"7","American Samoa","ASM",7,7,285735.183747902,19,19,184,0.539932588288538,0.0449210873793337
"8","American Samoa","ASM",8,8,0.834837834580621,19.3333333333333,19.3333333333333,203.333333333333,0.585225143680259,0.0452925553917203
"9","American Samoa","ASM",9,9,0.838282908286294,16.3333333333333,16.3333333333333,219.666666666667,0.62376801173774,0.0385428680574818
"10","American Samoa","ASM",10,10,4.48052284772502,26.3333333333334,26.3333333333333,246,0.716371215771007,0.0926032040332667
"11","American Samoa","ASM",11,11,4.05551365287432,37.6666666666666,37.6666666666667,283.666666666667,0.847653404934198,0.131282189163191
"12","American Samoa","ASM",12,12,3.25860263355777,45.6666666666667,45.6666666666667,329.333333333333,1,0.152346595065802
"13","Argentina","ARG",6,1,1.3879937553564,14.3333333333333,14.3333333333333,14.3333333333333,0.00756102434428539,0.00756102434428539
"14","Argentina","ARG",7,2,1.1416613542162,16.3333333333333,16.3333333333333,30.6666666666667,0.015216111451712,0.00765508710742657
"15","Argentina","ARG",8,3,1.09489133007376,25.3333333333333,25.3333333333333,56,0.0271868312571142,0.0119707198054023
"16","Argentina","ARG",9,4,1.09361054625563,58.3333333333333,58.3333333333333,114.333333333333,0.0535171100780005,0.0263302788208862
"17","Argentina","ARG",10,5,1.3277916330395,119.666666666667,119.666666666667,234,0.116728340675902,0.0632112305979012
"18","Argentina","ARG",11,6,1.31570738517546,311.666666666667,311.666666666667,545.666666666667,0.280005297179471,0.163276956503569
"19","Argentina","ARG",12,7,1.25522040838345,401.333333333333,401.333333333333,947,0.483698148894923,0.203692851715452
"20","Argentina","ARG",1,8,0.799172611040379,129,129,1076,0.538071695503057,0.0543735466081339
"21","Argentina","ARG",2,9,0.710492942707499,873.333333333333,873.333333333333,1949.33333333333,0.879977907666161,0.341906212163105
"22","Argentina","ARG",3,10,0.689126503845424,196.333333333334,196.333333333333,2145.66666666667,0.956202409079876,0.0762245014137149
"23","Argentina","ARG",4,11,0.710311431941995,77.3333333333334,77.3333333333333,2223,0.985529251440102,0.0293268423602257
"24","Argentina","ARG",5,12,0.719306815122164,38.3333333333333,38.3333333333333,2261.33333333333,1,0.014470748559898
"25","Aruba","ABW",4,1,1.42588738551715,15,15,15,0.00807931019553205,0.00807931019553205
"26","Aruba","ABW",5,2,0.447699094768527,190,190,205,0.0911832512060843,0.0831039410105522
"27","Aruba","ABW",6,3,1.32986211670723,199.25,199.25,404.25,0.180496495793327,0.0893132445872423
"28","Aruba","ABW",7,4,1.31953337784693,77.9999999999999,78,482.25,0.225860170814376,0.0453636750210492
"29","Aruba","ABW",8,5,458066.744219003,39.75,39.75,522,0.250757471251682,0.024897300437306
"30","Aruba","ABW",9,6,0.69435664634603,60.5,60.5,582.5,0.284566630150244,0.0338091588985624
"31","Aruba","ABW",10,7,1.07593604323498,189.5,189.5,772,0.366293429931406,0.0817267997811623
"32","Aruba","ABW",11,8,1.22200166234765,253.75,253.75,1025.75,0.476811583950945,0.110518154019538
"33","Aruba","ABW",12,9,2.91920620125622,500,500,1525.75,0.748974279740413,0.272162695789468
"34","Aruba","ABW",1,10,1231726.75304198,201.25,201.25,1727,0.849070541199906,0.100096261459494
"35","Aruba","ABW",2,11,7937921.91930252,184.25,184.25,1911.25,0.951474491561562,0.102403950361656
"36","Aruba","ABW",3,12,0.62319206539021,82.5000000000001,82.5,1993.75,1,0.0485255084384379
"37","Australia","AUS",6,1,1910371.4660365,61.6923076923076,61.6923076923077,61.6923076923077,0.0485704558592325,0.0485704558592325
"38","Australia","AUS",7,2,1137726.8325908,86.3076923076922,86.3076923076923,148,0.11985162926013,0.0712811734008974
"39","Australia","AUS",8,3,788952.607574964,79.0769230769229,79.0769230769231,227.076923076923,0.186060455723158,0.0662088264630284
"40","Australia","AUS",9,4,2904166.49385141,85.7692307692309,85.7692307692308,312.846153846154,0.252963660062851,0.0669032043396925
"41","Australia","AUS",10,5,802431.689252915,126.538461538462,126.538461538462,439.384615384615,0.367804889539161,0.11484122947631
"42","Australia","AUS",11,6,0.982332669843698,117.538461538461,117.538461538462,556.923076923077,0.486576157683521,0.11877126814436
"43","Australia","AUS",12,7,0.898665789061244,110,110,666.923076923077,0.565900209660717,0.0793240519771958
"44","Australia","AUS",1,8,1329203.03991053,157.153846153846,157.153846153846,824.076923076923,0.682093396397691,0.116193186736974
"45","Australia","AUS",2,9,617406.539735786,103.538461538462,103.538461538462,927.615384615385,0.765316154545614,0.0832227581479235
"46","Australia","AUS",3,10,1158213.42371588,85.3846153846156,85.3846153846154,1013,0.838452896120555,0.073136741574941
"47","Australia","AUS",4,11,717880.390346029,97.2307692307693,97.2307692307692,1110.23076923077,0.928030778880449,0.0895778827598935
"48","Australia","AUS",5,12,736687.8412295,72.7692307692308,72.7692307692308,1183,1,0.0719692211195512
"49","Bahamas","BHS",11,1,0.225086219390672,37,37,37,0.118797021728711,0.118797021728711
"50","Bahamas","BHS",12,2,0.183868125749994,96.4999999999999,96.5,133.5,0.360697643420604,0.241900621691893
"51","Bahamas","BHS",1,3,0.186273265231415,59.5,59.5,193,0.377807429984771,0.0171097865641676
"52","Bahamas","BHS",2,4,0.221622029253825,51.3333333333334,51.3333333333333,244.333333333333,0.399842046406171,0.0220346164214001
"53","Bahamas","BHS",3,5,0.224115285053451,51.8333333333333,51.8333333333333,296.166666666667,0.422989304025502,0.023147257619331
"54","Bahamas","BHS",4,6,0.297586688145654,69.3333333333332,69.3333333333333,365.5,0.452619243108101,0.0296299390825985
