date,country,iso3,cases,Year,Month,Month.Year
2017-07-16,New Caledonia,NCL,23,2017,7,7-2017
2017-07-23,New Caledonia,NCL,17,2017,7,7-2017
2017-07-24,New Caledonia,NCL,0,2017,7,7-2017
2017-07-30,New Caledonia,NCL,14,2017,7,7-2017
2017-07-31,New Caledonia,NCL,0,2017,7,7-2017
2017-08-06,New Caledonia,NCL,9,2017,8,8-2017
2017-08-13,New Caledonia,NCL,2,2017,8,8-2017
2017-08-20,New Caledonia,NCL,7,2017,8,8-2017
2017-08-27,New Caledonia,NCL,7,2017,8,8-2017
2017-08-28,New Caledonia,NCL,0,2017,8,8-2017
2017-09-03,New Caledonia,NCL,5,2017,9,9-2017
2017-09-10,New Caledonia,NCL,3,2017,9,9-2017
2017-09-11,New Caledonia,NCL,0,2017,9,9-2017
2017-09-17,New Caledonia,NCL,3,2017,9,9-2017
2017-09-24,New Caledonia,NCL,3,2017,9,9-2017
2017-10-01,New Caledonia,NCL,1,2017,10,10-2017
2017-10-08,New Caledonia,NCL,1,2017,10,10-2017
2017-10-15,New Caledonia,NCL,0,2017,10,10-2017
2017-10-22,New Caledonia,NCL,1,2017,10,10-2017
2017-10-29,New Caledonia,NCL,3,2017,10,10-2017
2017-10-30,New Caledonia,NCL,0,2017,10,10-2017
2017-11-05,New Caledonia,NCL,2,2017,11,11-2017
2017-11-12,New Caledonia,NCL,5,2017,11,11-2017
2017-11-19,New Caledonia,NCL,1,2017,11,11-2017
2017-11-26,New Caledonia,NCL,2,2017,11,11-2017
2017-11-27,New Caledonia,NCL,0,2017,11,11-2017
2017-12-03,New Caledonia,NCL,2,2017,12,12-2017
2017-12-10,New Caledonia,NCL,1,2017,12,12-2017
2017-12-11,New Caledonia,NCL,0,2017,12,12-2017
2017-12-31,New Caledonia,NCL,3,2017,12,12-2017
2018-01-01,New Caledonia,NCL,1997,2018,1,1-2018
2018-01-07,New Caledonia,NCL,6,2018,1,1-2018
2018-01-14,New Caledonia,NCL,13,2018,1,1-2018
2018-01-21,New Caledonia,NCL,8,2018,1,1-2018
2018-01-28,New Caledonia,NCL,17,2018,1,1-2018
2018-02-04,New Caledonia,NCL,20,2018,2,2-2018
2018-02-11,New Caledonia,NCL,36,2018,2,2-2018
2018-02-18,New Caledonia,NCL,41,2018,2,2-2018
2018-02-25,New Caledonia,NCL,43,2018,2,2-2018
2018-03-04,New Caledonia,NCL,79,2018,3,3-2018
2018-03-05,New Caledonia,NCL,0,2018,3,3-2018
2018-03-11,New Caledonia,NCL,73,2018,3,3-2018
2018-03-18,New Caledonia,NCL,117,2018,3,3-2018
2018-03-25,New Caledonia,NCL,82,2018,3,3-2018
2018-04-01,New Caledonia,NCL,78,2018,4,4-2018
2018-04-08,New Caledonia,NCL,113,2018,4,4-2018
2018-04-15,New Caledonia,NCL,110,2018,4,4-2018
2018-04-22,New Caledonia,NCL,109,2018,4,4-2018
2018-04-29,New Caledonia,NCL,73,2018,4,4-2018
2018-05-06,New Caledonia,NCL,66,2018,5,5-2018
2018-05-13,New Caledonia,NCL,99,2018,5,5-2018
2018-05-20,New Caledonia,NCL,110,2018,5,5-2018
2018-05-27,New Caledonia,NCL,123,2018,5,5-2018
2018-06-03,New Caledonia,NCL,79,2018,6,6-2018
2018-06-04,New Caledonia,NCL,0,2018,6,6-2018
2018-06-10,New Caledonia,NCL,41,2018,6,6-2018
2018-06-17,New Caledonia,NCL,44,2018,6,6-2018
2018-06-24,New Caledonia,NCL,56,2018,6,6-2018
2018-07-01,New Caledonia,NCL,40,2018,7,7-2018
2018-07-08,New Caledonia,NCL,35,2018,7,7-2018
2018-07-15,New Caledonia,NCL,26,2018,7,7-2018
2018-07-22,New Caledonia,NCL,24,2018,7,7-2018
2018-07-29,New Caledonia,NCL,24,2018,7,7-2018
2018-08-05,New Caledonia,NCL,11,2018,8,8-2018
2018-08-12,New Caledonia,NCL,12,2018,8,8-2018
2018-08-19,New Caledonia,NCL,13,2018,8,8-2018
2018-08-26,New Caledonia,NCL,8,2018,8,8-2018
2018-09-02,New Caledonia,NCL,13,2018,9,9-2018
2018-09-09,New Caledonia,NCL,9,2018,9,9-2018
2018-09-16,New Caledonia,NCL,6,2018,9,9-2018
2018-09-17,New Caledonia,NCL,0,2018,9,9-2018
2018-09-23,New Caledonia,NCL,6,2018,9,9-2018
2018-09-30,New Caledonia,NCL,7,2018,9,9-2018
2018-10-07,New Caledonia,NCL,2,2018,10,10-2018
2018-10-14,New Caledonia,NCL,3,2018,10,10-2018
2018-10-15,New Caledonia,NCL,0,2018,10,10-2018
2018-10-21,New Caledonia,NCL,7,2018,10,10-2018
2018-10-28,New Caledonia,NCL,11,2018,10,10-2018
2018-11-04,New Caledonia,NCL,9,2018,11,11-2018
2018-11-11,New Caledonia,NCL,7,2018,11,11-2018
2018-11-18,New Caledonia,NCL,11,2018,11,11-2018
2018-11-25,New Caledonia,NCL,12,2018,11,11-2018
2018-12-02,New Caledonia,NCL,21,2018,12,12-2018
2018-12-09,New Caledonia,NCL,26,2018,12,12-2018
2018-12-16,New Caledonia,NCL,4,2018,12,12-2018
2018-12-30,New Caledonia,NCL,58,2018,12,12-2018
2019-01-01,New Caledonia,NCL,3916,2019,1,1-2019
2019-01-06,New Caledonia,NCL,103,2019,1,1-2019
2019-01-07,New Caledonia,NCL,0,2019,1,1-2019
2019-01-13,New Caledonia,NCL,86,2019,1,1-2019
2019-01-20,New Caledonia,NCL,88,2019,1,1-2019
2019-01-27,New Caledonia,NCL,123,2019,1,1-2019
2019-02-03,New Caledonia,NCL,120,2019,2,2-2019
2019-02-10,New Caledonia,NCL,183,2019,2,2-2019
2019-02-17,New Caledonia,NCL,190,2019,2,2-2019
2019-02-24,New Caledonia,NCL,231,2019,2,2-2019
2019-03-03,New Caledonia,NCL,300,2019,3,3-2019
2019-03-10,New Caledonia,NCL,170,2019,3,3-2019
2019-03-17,New Caledonia,NCL,237,2019,3,3-2019
2019-03-24,New Caledonia,NCL,200,2019,3,3-2019
2019-03-31,New Caledonia,NCL,220,2019,3,3-2019
2019-04-07,New Caledonia,NCL,205,2019,4,4-2019
2019-04-08,New Caledonia,NCL,0,2019,4,4-2019
2019-04-14,New Caledonia,NCL,214,2019,4,4-2019
2019-04-21,New Caledonia,NCL,198,2019,4,4-2019
2019-04-28,New Caledonia,NCL,178,2019,4,4-2019
2019-05-05,New Caledonia,NCL,136,2019,5,5-2019
2019-05-12,New Caledonia,NCL,138,2019,5,5-2019
2019-05-19,New Caledonia,NCL,135,2019,5,5-2019
2019-05-26,New Caledonia,NCL,82,2019,5,5-2019
2019-06-02,New Caledonia,NCL,97,2019,6,6-2019
2019-06-09,New Caledonia,NCL,47,2019,6,6-2019
2019-06-16,New Caledonia,NCL,34,2019,6,6-2019
2019-06-23,New Caledonia,NCL,36,2019,6,6-2019
2019-06-30,New Caledonia,NCL,24,2019,6,6-2019
2019-07-07,New Caledonia,NCL,16,2019,7,7-2019
2019-07-14,New Caledonia,NCL,12,2019,7,7-2019
2019-07-21,New Caledonia,NCL,12,2019,7,7-2019
2019-07-28,New Caledonia,NCL,14,2019,7,7-2019
2019-08-04,New Caledonia,NCL,12,2019,8,8-2019
2019-08-11,New Caledonia,NCL,9,2019,8,8-2019
2019-08-18,New Caledonia,NCL,1,2019,8,8-2019
2019-08-25,New Caledonia,NCL,5,2019,8,8-2019
2019-09-01,New Caledonia,NCL,5,2019,9,9-2019
2019-09-08,New Caledonia,NCL,2,2019,9,9-2019
2019-09-15,New Caledonia,NCL,1,2019,9,9-2019
2019-09-16,New Caledonia,NCL,0,2019,9,9-2019
2019-09-22,New Caledonia,NCL,1,2019,9,9-2019
2019-09-29,New Caledonia,NCL,0,2019,9,9-2019
2019-10-06,New Caledonia,NCL,1,2019,10,10-2019
2019-10-13,New Caledonia,NCL,1,2019,10,10-2019
2019-10-20,New Caledonia,NCL,2,2019,10,10-2019
2019-10-27,New Caledonia,NCL,1,2019,10,10-2019
2019-11-03,New Caledonia,NCL,0,2019,11,11-2019
2019-11-10,New Caledonia,NCL,0,2019,11,11-2019
2019-11-17,New Caledonia,NCL,1,2019,11,11-2019
2019-11-24,New Caledonia,NCL,3,2019,11,11-2019
2019-12-01,New Caledonia,NCL,1,2019,12,12-2019
2019-12-08,New Caledonia,NCL,3,2019,12,12-2019
2019-12-15,New Caledonia,NCL,0,2019,12,12-2019
2019-12-29,New Caledonia,NCL,0,2019,12,12-2019
2020-01-05,New Caledonia,NCL,1,2020,1,1-2020
2020-01-12,New Caledonia,NCL,3,2020,1,1-2020
2020-01-19,New Caledonia,NCL,2,2020,1,1-2020
2020-01-26,New Caledonia,NCL,2,2020,1,1-2020
2020-02-02,New Caledonia,NCL,2,2020,2,2-2020
2020-02-09,New Caledonia,NCL,0,2020,2,2-2020
2020-02-16,New Caledonia,NCL,1,2020,2,2-2020
2020-02-23,New Caledonia,NCL,2,2020,2,2-2020
2020-03-01,New Caledonia,NCL,1,2020,3,3-2020
2020-03-08,New Caledonia,NCL,5,2020,3,3-2020
2020-03-15,New Caledonia,NCL,5,2020,3,3-2020
2020-03-22,New Caledonia,NCL,1,2020,3,3-2020
2020-03-29,New Caledonia,NCL,0,2020,3,3-2020
2020-04-05,New Caledonia,NCL,1,2020,4,4-2020
2020-04-12,New Caledonia,NCL,2,2020,4,4-2020
2020-04-19,New Caledonia,NCL,1,2020,4,4-2020
2020-04-26,New Caledonia,NCL,3,2020,4,4-2020
2020-05-03,New Caledonia,NCL,2,2020,5,5-2020
2020-05-10,New Caledonia,NCL,6,2020,5,5-2020
2020-05-17,New Caledonia,NCL,1,2020,5,5-2020
2020-05-24,New Caledonia,NCL,1,2020,5,5-2020
2020-05-31,New Caledonia,NCL,3,2020,5,5-2020
2020-06-07,New Caledonia,NCL,2,2020,6,6-2020
2020-06-14,New Caledonia,NCL,2,2020,6,6-2020
2020-06-21,New Caledonia,NCL,0,2020,6,6-2020
2020-06-28,New Caledonia,NCL,1,2020,6,6-2020
2020-07-05,New Caledonia,NCL,0,2020,7,7-2020
2020-07-12,New Caledonia,NCL,0,2020,7,7-2020
2020-07-19,New Caledonia,NCL,0,2020,7,7-2020
2020-07-26,New Caledonia,NCL,0,2020,7,7-2020
2020-08-02,New Caledonia,NCL,0,2020,8,8-2020
2020-08-09,New Caledonia,NCL,0,2020,8,8-2020
2020-08-16,New Caledonia,NCL,2,2020,8,8-2020
2020-08-23,New Caledonia,NCL,0,2020,8,8-2020
2020-08-30,New Caledonia,NCL,0,2020,8,8-2020
2020-09-06,New Caledonia,NCL,0,2020,9,9-2020
2020-09-13,New Caledonia,NCL,0,2020,9,9-2020
2020-09-20,New Caledonia,NCL,1,2020,9,9-2020
2020-09-27,New Caledonia,NCL,1,2020,9,9-2020
2020-10-04,New Caledonia,NCL,0,2020,10,10-2020
2020-10-11,New Caledonia,NCL,0,2020,10,10-2020
2020-10-18,New Caledonia,NCL,1,2020,10,10-2020
2020-10-25,New Caledonia,NCL,0,2020,10,10-2020
2020-11-01,New Caledonia,NCL,0,2020,11,11-2020
2020-11-08,New Caledonia,NCL,2,2020,11,11-2020
2020-11-15,New Caledonia,NCL,0,2020,11,11-2020
2020-11-22,New Caledonia,NCL,2,2020,11,11-2020
2020-11-29,New Caledonia,NCL,0,2020,11,11-2020
2020-12-06,New Caledonia,NCL,0,2020,12,12-2020
2020-12-13,New Caledonia,NCL,0,2020,12,12-2020
2021-01-03,New Caledonia,NCL,2,2021,1,1-2021
2021-01-10,New Caledonia,NCL,1,2021,1,1-2021
2021-01-17,New Caledonia,NCL,3,2021,1,1-2021
2021-01-24,New Caledonia,NCL,3,2021,1,1-2021
2021-01-31,New Caledonia,NCL,6,2021,1,1-2021
2021-02-07,New Caledonia,NCL,8,2021,2,2-2021
2021-02-14,New Caledonia,NCL,5,2021,2,2-2021
2021-02-21,New Caledonia,NCL,10,2021,2,2-2021
2021-02-28,New Caledonia,NCL,4,2021,2,2-2021
2021-03-07,New Caledonia,NCL,4,2021,3,3-2021
2021-03-14,New Caledonia,NCL,2,2021,3,3-2021
2021-03-21,New Caledonia,NCL,8,2021,3,3-2021
2021-03-28,New Caledonia,NCL,6,2021,3,3-2021
2021-04-04,New Caledonia,NCL,4,2021,4,4-2021
2021-04-11,New Caledonia,NCL,7,2021,4,4-2021
2021-04-18,New Caledonia,NCL,7,2021,4,4-2021
2021-04-25,New Caledonia,NCL,2,2021,4,4-2021
2021-05-02,New Caledonia,NCL,8,2021,5,5-2021
2021-05-09,New Caledonia,NCL,7,2021,5,5-2021
2021-05-16,New Caledonia,NCL,6,2021,5,5-2021
2021-05-23,New Caledonia,NCL,5,2021,5,5-2021
2021-05-30,New Caledonia,NCL,3,2021,5,5-2021
2021-06-06,New Caledonia,NCL,1,2021,6,6-2021
2021-06-13,New Caledonia,NCL,0,2021,6,6-2021
2021-06-20,New Caledonia,NCL,0,2021,6,6-2021
2021-06-27,New Caledonia,NCL,1,2021,6,6-2021
2021-07-04,New Caledonia,NCL,0,2021,7,7-2021
2021-07-11,New Caledonia,NCL,1,2021,7,7-2021
2021-07-18,New Caledonia,NCL,1,2021,7,7-2021
2021-07-25,New Caledonia,NCL,0,2021,7,7-2021
2021-08-01,New Caledonia,NCL,0,2021,8,8-2021
2021-08-08,New Caledonia,NCL,0,2021,8,8-2021
2021-08-15,New Caledonia,NCL,0,2021,8,8-2021
2021-08-22,New Caledonia,NCL,1,2021,8,8-2021
2021-08-29,New Caledonia,NCL,0,2021,8,8-2021
2021-09-05,New Caledonia,NCL,0,2021,9,9-2021
2021-09-12,New Caledonia,NCL,0,2021,9,9-2021
2021-09-19,New Caledonia,NCL,0,2021,9,9-2021
2021-09-20,New Caledonia,NCL,0,2021,9,9-2021
2021-09-26,New Caledonia,NCL,1,2021,9,9-2021
2021-09-27,New Caledonia,NCL,2,2021,9,9-2021
2021-10-03,New Caledonia,NCL,1,2021,10,10-2021
2021-10-10,New Caledonia,NCL,0,2021,10,10-2021
2021-10-11,New Caledonia,NCL,1,2021,10,10-2021
2021-10-17,New Caledonia,NCL,0,2021,10,10-2021
2021-10-18,New Caledonia,NCL,0,2021,10,10-2021
2021-10-24,New Caledonia,NCL,1,2021,10,10-2021
2021-10-25,New Caledonia,NCL,2,2021,10,10-2021
2021-10-31,New Caledonia,NCL,0,2021,10,10-2021
2021-11-01,New Caledonia,NCL,1,2021,11,11-2021
2021-11-07,New Caledonia,NCL,0,2021,11,11-2021
2021-11-08,New Caledonia,NCL,2,2021,11,11-2021
2021-11-14,New Caledonia,NCL,2,2021,11,11-2021
2021-11-21,New Caledonia,NCL,0,2021,11,11-2021
2021-11-28,New Caledonia,NCL,2,2021,11,11-2021
2021-11-29,New Caledonia,NCL,0,2021,11,11-2021
2021-12-05,New Caledonia,NCL,0,2021,12,12-2021
2021-12-06,New Caledonia,NCL,1,2021,12,12-2021
2021-12-12,New Caledonia,NCL,0,2021,12,12-2021
2021-12-13,New Caledonia,NCL,2,2021,12,12-2021
2021-12-19,New Caledonia,NCL,1,2021,12,12-2021
2021-12-20,New Caledonia,NCL,0,2021,12,12-2021
2021-12-26,New Caledonia,NCL,3,2021,12,12-2021
2021-12-27,New Caledonia,NCL,0,2021,12,12-2021
2022-01-03,New Caledonia,NCL,0,2022,1,1-2022
2022-01-10,New Caledonia,NCL,1,2022,1,1-2022
2022-01-17,New Caledonia,NCL,1,2022,1,1-2022
2022-01-24,New Caledonia,NCL,0,2022,1,1-2022
2022-01-31,New Caledonia,NCL,0,2022,1,1-2022
2022-02-07,New Caledonia,NCL,2,2022,2,2-2022
2022-02-14,New Caledonia,NCL,1,2022,2,2-2022
2022-02-21,New Caledonia,NCL,1,2022,2,2-2022
2022-02-28,New Caledonia,NCL,0,2022,2,2-2022
2022-03-07,New Caledonia,NCL,1,2022,3,3-2022
2022-03-14,New Caledonia,NCL,0,2022,3,3-2022
2022-03-21,New Caledonia,NCL,2,2022,3,3-2022
2022-03-28,New Caledonia,NCL,0,2022,3,3-2022
2022-04-04,New Caledonia,NCL,0,2022,4,4-2022
2022-04-11,New Caledonia,NCL,0,2022,4,4-2022
2022-04-18,New Caledonia,NCL,2,2022,4,4-2022
2022-04-25,New Caledonia,NCL,0,2022,4,4-2022
2022-05-02,New Caledonia,NCL,0,2022,5,5-2022
2022-05-09,New Caledonia,NCL,0,2022,5,5-2022
2022-05-16,New Caledonia,NCL,0,2022,5,5-2022
2022-05-23,New Caledonia,NCL,0,2022,5,5-2022
2022-06-05,New Caledonia,NCL,0,2022,6,6-2022
2022-06-06,New Caledonia,NCL,0,2022,6,6-2022
2022-06-13,New Caledonia,NCL,0,2022,6,6-2022
2022-06-26,New Caledonia,NCL,0,2022,6,6-2022
2022-06-27,New Caledonia,NCL,0,2022,6,6-2022
2022-07-04,New Caledonia,NCL,0,2022,7,7-2022
2022-07-11,New Caledonia,NCL,0,2022,7,7-2022
2022-07-18,New Caledonia,NCL,0,2022,7,7-2022
2022-08-08,New Caledonia,NCL,56,2022,8,8-2022
2022-08-15,New Caledonia,NCL,0,2022,8,8-2022
2022-08-28,New Caledonia,NCL,14,2022,8,8-2022
2022-09-05,New Caledonia,NCL,31,2022,9,9-2022
2022-09-12,New Caledonia,NCL,40,2022,9,9-2022
2022-09-19,New Caledonia,NCL,42,2022,9,9-2022
2022-09-26,New Caledonia,NCL,63,2022,9,9-2022
2022-10-10,New Caledonia,NCL,28,2022,10,10-2022
2022-10-17,New Caledonia,NCL,15,2022,10,10-2022
2022-10-24,New Caledonia,NCL,21,2022,10,10-2022
2022-11-07,New Caledonia,NCL,22,2022,11,11-2022
2022-11-14,New Caledonia,NCL,43,2022,11,11-2022
2022-11-28,New Caledonia,NCL,45,2022,11,11-2022
2022-12-05,New Caledonia,NCL,65,2022,12,12-2022
2022-12-12,New Caledonia,NCL,22,2022,12,12-2022
2023-01-02,New Caledonia,NCL,29,2023,1,1-2023
2023-01-09,New Caledonia,NCL,13,2023,1,1-2023
2023-01-16,New Caledonia,NCL,19,2023,1,1-2023
2023-01-29,New Caledonia,NCL,1,2023,1,1-2023
2023-01-30,New Caledonia,NCL,5,2023,1,1-2023
2023-02-06,New Caledonia,NCL,11,2023,2,2-2023
2023-02-13,New Caledonia,NCL,13,2023,2,2-2023
2023-02-20,New Caledonia,NCL,8,2023,2,2-2023
2023-02-27,New Caledonia,NCL,36,2023,2,2-2023
2023-03-12,New Caledonia,NCL,33,2023,3,3-2023
2023-03-19,New Caledonia,NCL,121,2023,3,3-2023
2023-03-20,New Caledonia,NCL,435,2023,3,3-2023
2023-03-27,New Caledonia,NCL,470,2023,3,3-2023
2023-04-03,New Caledonia,NCL,319,2023,4,4-2023
2023-04-10,New Caledonia,NCL,109,2023,4,4-2023
2023-04-17,New Caledonia,NCL,110,2023,4,4-2023
2023-04-30,New Caledonia,NCL,157,2023,4,4-2023
2023-05-01,New Caledonia,NCL,104,2023,5,5-2023
2023-05-08,New Caledonia,NCL,109,2023,5,5-2023
2023-05-15,New Caledonia,NCL,57,2023,5,5-2023
2023-05-22,New Caledonia,NCL,93,2023,5,5-2023
2023-05-29,New Caledonia,NCL,66,2023,5,5-2023
2023-06-05,New Caledonia,NCL,46,2023,6,6-2023
2023-06-12,New Caledonia,NCL,51,2023,6,6-2023
2010-01-03,Nicaragua,NIC,450,2010,1,1-2010
2010-01-10,Nicaragua,NIC,502,2010,1,1-2010
2010-01-17,Nicaragua,NIC,447,2010,1,1-2010
2010-01-24,Nicaragua,NIC,474,2010,1,1-2010
2010-01-31,Nicaragua,NIC,407,2010,1,1-2010
2010-02-07,Nicaragua,NIC,398,2010,2,2-2010
2010-02-14,Nicaragua,NIC,389,2010,2,2-2010
2010-02-21,Nicaragua,NIC,351,2010,2,2-2010
2010-02-28,Nicaragua,NIC,273,2010,2,2-2010
2010-03-07,Nicaragua,NIC,282,2010,3,3-2010
2010-03-14,Nicaragua,NIC,224,2010,3,3-2010
2010-03-21,Nicaragua,NIC,243,2010,3,3-2010
2010-03-28,Nicaragua,NIC,170,2010,3,3-2010
2010-04-04,Nicaragua,NIC,225,2010,4,4-2010
2010-04-11,Nicaragua,NIC,269,2010,4,4-2010
2010-04-18,Nicaragua,NIC,297,2010,4,4-2010
2010-04-25,Nicaragua,NIC,291,2010,4,4-2010
2010-05-02,Nicaragua,NIC,272,2010,5,5-2010
2010-05-09,Nicaragua,NIC,467,2010,5,5-2010
2010-05-16,Nicaragua,NIC,424,2010,5,5-2010
2010-05-23,Nicaragua,NIC,441,2010,5,5-2010
2010-05-30,Nicaragua,NIC,759,2010,5,5-2010
2010-06-06,Nicaragua,NIC,1068,2010,6,6-2010
2010-06-13,Nicaragua,NIC,806,2010,6,6-2010
2010-06-20,Nicaragua,NIC,493,2010,6,6-2010
2010-06-27,Nicaragua,NIC,429,2010,6,6-2010
2010-07-04,Nicaragua,NIC,362,2010,7,7-2010
2010-07-11,Nicaragua,NIC,403,2010,7,7-2010
2010-07-18,Nicaragua,NIC,322,2010,7,7-2010
2010-07-25,Nicaragua,NIC,421,2010,7,7-2010
2010-08-01,Nicaragua,NIC,479,2010,8,8-2010
2010-08-08,Nicaragua,NIC,384,2010,8,8-2010
2010-08-15,Nicaragua,NIC,554,2010,8,8-2010
2010-08-22,Nicaragua,NIC,716,2010,8,8-2010
2010-08-29,Nicaragua,NIC,651,2010,8,8-2010
2010-09-05,Nicaragua,NIC,686,2010,9,9-2010
2010-09-12,Nicaragua,NIC,475,2010,9,9-2010
2010-09-19,Nicaragua,NIC,786,2010,9,9-2010
2010-09-26,Nicaragua,NIC,833,2010,9,9-2010
2010-10-03,Nicaragua,NIC,884,2010,10,10-2010
2010-10-10,Nicaragua,NIC,936,2010,10,10-2010
2010-10-17,Nicaragua,NIC,1151,2010,10,10-2010
2010-10-24,Nicaragua,NIC,1034,2010,10,10-2010
2010-10-31,Nicaragua,NIC,748,2010,10,10-2010
2010-11-07,Nicaragua,NIC,599,2010,11,11-2010
2010-11-14,Nicaragua,NIC,490,2010,11,11-2010
2010-11-21,Nicaragua,NIC,516,2010,11,11-2010
2010-11-28,Nicaragua,NIC,259,2010,11,11-2010
2010-12-05,Nicaragua,NIC,252,2010,12,12-2010
2010-12-12,Nicaragua,NIC,220,2010,12,12-2010
2010-12-19,Nicaragua,NIC,95,2010,12,12-2010
2010-12-26,Nicaragua,NIC,67,2010,12,12-2010
2011-01-01,Nicaragua,NIC,11888,2011,1,1-2011
2012-01-01,Nicaragua,NIC,108,2012,1,1-2012
2012-01-08,Nicaragua,NIC,124,2012,1,1-2012
2012-01-15,Nicaragua,NIC,127,2012,1,1-2012
2012-01-22,Nicaragua,NIC,146,2012,1,1-2012
2012-01-29,Nicaragua,NIC,170,2012,1,1-2012
2012-02-05,Nicaragua,NIC,160,2012,2,2-2012
2012-02-12,Nicaragua,NIC,230,2012,2,2-2012
2012-02-19,Nicaragua,NIC,174,2012,2,2-2012
2012-02-26,Nicaragua,NIC,162,2012,2,2-2012
2012-03-04,Nicaragua,NIC,151,2012,3,3-2012
2012-03-11,Nicaragua,NIC,153,2012,3,3-2012
2012-03-18,Nicaragua,NIC,163,2012,3,3-2012
2012-03-25,Nicaragua,NIC,113,2012,3,3-2012
2012-04-01,Nicaragua,NIC,81,2012,4,4-2012
2012-04-08,Nicaragua,NIC,157,2012,4,4-2012
2012-04-15,Nicaragua,NIC,179,2012,4,4-2012
2012-04-22,Nicaragua,NIC,197,2012,4,4-2012
2012-04-29,Nicaragua,NIC,168,2012,4,4-2012
2012-05-06,Nicaragua,NIC,239,2012,5,5-2012
2012-05-13,Nicaragua,NIC,251,2012,5,5-2012
2012-05-20,Nicaragua,NIC,334,2012,5,5-2012
2012-05-27,Nicaragua,NIC,253,2012,5,5-2012
2012-06-03,Nicaragua,NIC,364,2012,6,6-2012
2012-06-10,Nicaragua,NIC,420,2012,6,6-2012
2012-06-17,Nicaragua,NIC,429,2012,6,6-2012
2012-06-24,Nicaragua,NIC,489,2012,6,6-2012
2012-07-01,Nicaragua,NIC,500,2012,7,7-2012
2012-07-08,Nicaragua,NIC,434,2012,7,7-2012
2012-07-15,Nicaragua,NIC,383,2012,7,7-2012
2012-07-22,Nicaragua,NIC,540,2012,7,7-2012
2012-07-29,Nicaragua,NIC,549,2012,7,7-2012
2012-08-05,Nicaragua,NIC,546,2012,8,8-2012
2012-08-12,Nicaragua,NIC,648,2012,8,8-2012
2012-08-19,Nicaragua,NIC,1069,2012,8,8-2012
2012-08-26,Nicaragua,NIC,1284,2012,8,8-2012
2012-09-02,Nicaragua,NIC,1205,2012,9,9-2012
2012-09-09,Nicaragua,NIC,1181,2012,9,9-2012
2012-09-16,Nicaragua,NIC,1354,2012,9,9-2012
2012-09-23,Nicaragua,NIC,1115,2012,9,9-2012
2012-09-30,Nicaragua,NIC,1289,2012,9,9-2012
2012-10-07,Nicaragua,NIC,1665,2012,10,10-2012
2012-10-14,Nicaragua,NIC,1798,2012,10,10-2012
2012-10-21,Nicaragua,NIC,1829,2012,10,10-2012
2012-10-28,Nicaragua,NIC,1266,2012,10,10-2012
2012-11-04,Nicaragua,NIC,1092,2012,11,11-2012
2012-11-11,Nicaragua,NIC,1095,2012,11,11-2012
2012-11-18,Nicaragua,NIC,909,2012,11,11-2012
2012-11-25,Nicaragua,NIC,620,2012,11,11-2012
2012-12-02,Nicaragua,NIC,396,2012,12,12-2012
2012-12-09,Nicaragua,NIC,546,2012,12,12-2012
2012-12-16,Nicaragua,NIC,850,2012,12,12-2012
2012-12-23,Nicaragua,NIC,673,2012,12,12-2012
2012-12-30,Nicaragua,NIC,500,2012,12,12-2012
2013-01-01,Nicaragua,NIC,77179,2013,1,1-2013
2013-12-29,Nicaragua,NIC,427,2013,12,12-2013
2014-01-05,Nicaragua,NIC,401,2014,1,1-2014
2014-01-12,Nicaragua,NIC,407,2014,1,1-2014
2014-01-19,Nicaragua,NIC,453,2014,1,1-2014
2014-01-26,Nicaragua,NIC,386,2014,1,1-2014
2014-02-02,Nicaragua,NIC,420,2014,2,2-2014
2014-02-09,Nicaragua,NIC,395,2014,2,2-2014
2014-02-16,Nicaragua,NIC,399,2014,2,2-2014
2014-02-23,Nicaragua,NIC,418,2014,2,2-2014
2014-03-02,Nicaragua,NIC,416,2014,3,3-2014
2014-03-09,Nicaragua,NIC,461,2014,3,3-2014
2014-03-16,Nicaragua,NIC,471,2014,3,3-2014
2014-03-23,Nicaragua,NIC,428,2014,3,3-2014
2014-03-30,Nicaragua,NIC,404,2014,3,3-2014
2014-04-06,Nicaragua,NIC,324,2014,4,4-2014
2014-04-13,Nicaragua,NIC,195,2014,4,4-2014
2014-04-20,Nicaragua,NIC,387,2014,4,4-2014
2014-04-27,Nicaragua,NIC,357,2014,4,4-2014
2014-05-04,Nicaragua,NIC,399,2014,5,5-2014
2014-05-11,Nicaragua,NIC,438,2014,5,5-2014
2014-05-18,Nicaragua,NIC,453,2014,5,5-2014
2014-05-25,Nicaragua,NIC,337,2014,5,5-2014
2014-06-01,Nicaragua,NIC,492,2014,6,6-2014
2014-06-08,Nicaragua,NIC,549,2014,6,6-2014
2014-06-15,Nicaragua,NIC,597,2014,6,6-2014
2014-06-22,Nicaragua,NIC,754,2014,6,6-2014
2014-06-29,Nicaragua,NIC,1067,2014,6,6-2014
2014-07-06,Nicaragua,NIC,906,2014,7,7-2014
2014-07-13,Nicaragua,NIC,1087,2014,7,7-2014
2014-07-20,Nicaragua,NIC,803,2014,7,7-2014
2014-07-27,Nicaragua,NIC,843,2014,7,7-2014
2014-08-03,Nicaragua,NIC,580,2014,8,8-2014
2014-08-10,Nicaragua,NIC,1137,2014,8,8-2014
2014-08-17,Nicaragua,NIC,779,2014,8,8-2014
2014-08-24,Nicaragua,NIC,1082,2014,8,8-2014
