date,country,iso3,cases,Year,Month,Month.Year
2018-04-15,Cambodia,KHM,53,2018,4,4-2018
2018-04-22,Cambodia,KHM,65,2018,4,4-2018
2018-04-29,Cambodia,KHM,86,2018,4,4-2018
2018-05-06,Cambodia,KHM,106,2018,5,5-2018
2018-05-13,Cambodia,KHM,137,2018,5,5-2018
2018-05-20,Cambodia,KHM,140,2018,5,5-2018
2018-05-27,Cambodia,KHM,228,2018,5,5-2018
2018-06-03,Cambodia,KHM,312,2018,6,6-2018
2018-06-10,Cambodia,KHM,324,2018,6,6-2018
2018-06-17,Cambodia,KHM,356,2018,6,6-2018
2018-06-24,Cambodia,KHM,381,2018,6,6-2018
2018-07-01,Cambodia,KHM,429,2018,7,7-2018
2018-07-08,Cambodia,KHM,441,2018,7,7-2018
2018-07-15,Cambodia,KHM,480,2018,7,7-2018
2018-07-22,Cambodia,KHM,371,2018,7,7-2018
2018-07-29,Cambodia,KHM,428,2018,7,7-2018
2018-08-05,Cambodia,KHM,420,2018,8,8-2018
2018-08-12,Cambodia,KHM,361,2018,8,8-2018
2018-08-19,Cambodia,KHM,361,2018,8,8-2018
2018-08-26,Cambodia,KHM,319,2018,8,8-2018
2018-09-02,Cambodia,KHM,310,2018,9,9-2018
2018-09-09,Cambodia,KHM,312,2018,9,9-2018
2018-09-16,Cambodia,KHM,240,2018,9,9-2018
2018-09-23,Cambodia,KHM,228,2018,9,9-2018
2018-09-30,Cambodia,KHM,228,2018,9,9-2018
2018-10-07,Cambodia,KHM,240,2018,10,10-2018
2018-10-14,Cambodia,KHM,197,2018,10,10-2018
2018-10-21,Cambodia,KHM,238,2018,10,10-2018
2018-10-28,Cambodia,KHM,227,2018,10,10-2018
2018-11-04,Cambodia,KHM,178,2018,11,11-2018
2018-11-11,Cambodia,KHM,200,2018,11,11-2018
2018-11-18,Cambodia,KHM,219,2018,11,11-2018
2018-11-25,Cambodia,KHM,139,2018,11,11-2018
2018-12-02,Cambodia,KHM,151,2018,12,12-2018
2018-12-09,Cambodia,KHM,169,2018,12,12-2018
2018-12-16,Cambodia,KHM,158,2018,12,12-2018
2018-12-30,Cambodia,KHM,508,2018,12,12-2018
2019-01-01,Cambodia,KHM,68597,2019,1,1-2019
2019-01-06,Cambodia,KHM,441,2019,1,1-2019
2019-01-13,Cambodia,KHM,473,2019,1,1-2019
2019-01-20,Cambodia,KHM,482,2019,1,1-2019
2019-01-27,Cambodia,KHM,459,2019,1,1-2019
2019-02-03,Cambodia,KHM,350,2019,2,2-2019
2019-02-10,Cambodia,KHM,401,2019,2,2-2019
2019-02-17,Cambodia,KHM,485,2019,2,2-2019
2019-02-24,Cambodia,KHM,437,2019,2,2-2019
2019-03-03,Cambodia,KHM,503,2019,3,3-2019
2019-03-10,Cambodia,KHM,482,2019,3,3-2019
2019-03-17,Cambodia,KHM,452,2019,3,3-2019
2019-03-24,Cambodia,KHM,489,2019,3,3-2019
2019-03-31,Cambodia,KHM,548,2019,3,3-2019
2019-04-07,Cambodia,KHM,565,2019,4,4-2019
2019-04-14,Cambodia,KHM,704,2019,4,4-2019
2019-04-21,Cambodia,KHM,934,2019,4,4-2019
2019-04-28,Cambodia,KHM,957,2019,4,4-2019
2019-05-05,Cambodia,KHM,1164,2019,5,5-2019
2019-05-12,Cambodia,KHM,1346,2019,5,5-2019
2019-05-19,Cambodia,KHM,1537,2019,5,5-2019
2019-05-26,Cambodia,KHM,1996,2019,5,5-2019
2019-06-02,Cambodia,KHM,2512,2019,6,6-2019
2019-06-09,Cambodia,KHM,2925,2019,6,6-2019
2019-06-16,Cambodia,KHM,3934,2019,6,6-2019
2019-06-23,Cambodia,KHM,4202,2019,6,6-2019
2019-06-30,Cambodia,KHM,3994,2019,6,6-2019
2019-07-07,Cambodia,KHM,4769,2019,7,7-2019
2019-07-14,Cambodia,KHM,3933,2019,7,7-2019
2019-07-21,Cambodia,KHM,3588,2019,7,7-2019
2019-07-28,Cambodia,KHM,2990,2019,7,7-2019
2019-08-04,Cambodia,KHM,2529,2019,8,8-2019
2019-08-11,Cambodia,KHM,2076,2019,8,8-2019
2019-08-18,Cambodia,KHM,1784,2019,8,8-2019
2019-08-25,Cambodia,KHM,1668,2019,8,8-2019
2019-09-01,Cambodia,KHM,1364,2019,9,9-2019
2019-09-08,Cambodia,KHM,1221,2019,9,9-2019
2019-09-15,Cambodia,KHM,1023,2019,9,9-2019
2019-09-22,Cambodia,KHM,913,2019,9,9-2019
2019-09-29,Cambodia,KHM,912,2019,9,9-2019
2019-10-06,Cambodia,KHM,888,2019,10,10-2019
2019-10-13,Cambodia,KHM,826,2019,10,10-2019
2019-10-20,Cambodia,KHM,796,2019,10,10-2019
2019-10-27,Cambodia,KHM,772,2019,10,10-2019
2019-11-03,Cambodia,KHM,629,2019,11,11-2019
2019-11-10,Cambodia,KHM,500,2019,11,11-2019
2019-11-17,Cambodia,KHM,509,2019,11,11-2019
2019-11-24,Cambodia,KHM,466,2019,11,11-2019
2019-12-01,Cambodia,KHM,397,2019,12,12-2019
2019-12-08,Cambodia,KHM,298,2019,12,12-2019
2019-12-15,Cambodia,KHM,209,2019,12,12-2019
2019-12-22,Cambodia,KHM,257,2019,12,12-2019
2019-12-29,Cambodia,KHM,185,2019,12,12-2019
2020-01-05,Cambodia,KHM,243,2020,1,1-2020
2020-01-12,Cambodia,KHM,214,2020,1,1-2020
2020-01-19,Cambodia,KHM,175,2020,1,1-2020
2020-01-26,Cambodia,KHM,160,2020,1,1-2020
2020-02-02,Cambodia,KHM,133,2020,2,2-2020
2020-02-09,Cambodia,KHM,133,2020,2,2-2020
2020-02-16,Cambodia,KHM,102,2020,2,2-2020
2020-02-23,Cambodia,KHM,102,2020,2,2-2020
2020-03-01,Cambodia,KHM,103,2020,3,3-2020
2020-03-08,Cambodia,KHM,88,2020,3,3-2020
2020-03-15,Cambodia,KHM,75,2020,3,3-2020
2020-03-22,Cambodia,KHM,66,2020,3,3-2020
2020-03-29,Cambodia,KHM,56,2020,3,3-2020
2020-04-05,Cambodia,KHM,54,2020,4,4-2020
2020-04-12,Cambodia,KHM,54,2020,4,4-2020
2020-04-19,Cambodia,KHM,61,2020,4,4-2020
2020-04-26,Cambodia,KHM,91,2020,4,4-2020
2020-05-03,Cambodia,KHM,80,2020,5,5-2020
2020-05-10,Cambodia,KHM,131,2020,5,5-2020
2020-05-17,Cambodia,KHM,127,2020,5,5-2020
2020-05-24,Cambodia,KHM,132,2020,5,5-2020
2020-05-31,Cambodia,KHM,143,2020,5,5-2020
2020-06-07,Cambodia,KHM,198,2020,6,6-2020
2020-06-14,Cambodia,KHM,214,2020,6,6-2020
2020-06-21,Cambodia,KHM,225,2020,6,6-2020
2020-06-28,Cambodia,KHM,304,2020,6,6-2020
2020-07-05,Cambodia,KHM,346,2020,7,7-2020
2020-07-12,Cambodia,KHM,449,2020,7,7-2020
2020-07-19,Cambodia,KHM,597,2020,7,7-2020
2020-07-26,Cambodia,KHM,590,2020,7,7-2020
2020-08-02,Cambodia,KHM,668,2020,8,8-2020
2020-08-09,Cambodia,KHM,515,2020,8,8-2020
2020-08-16,Cambodia,KHM,499,2020,8,8-2020
2020-08-23,Cambodia,KHM,515,2020,8,8-2020
2020-08-30,Cambodia,KHM,493,2020,8,8-2020
2020-09-06,Cambodia,KHM,458,2020,9,9-2020
2020-09-13,Cambodia,KHM,349,2020,9,9-2020
2020-09-20,Cambodia,KHM,352,2020,9,9-2020
2020-09-27,Cambodia,KHM,324,2020,9,9-2020
2020-10-04,Cambodia,KHM,248,2020,10,10-2020
2020-10-11,Cambodia,KHM,210,2020,10,10-2020
2020-10-18,Cambodia,KHM,208,2020,10,10-2020
2020-10-25,Cambodia,KHM,210,2020,10,10-2020
2020-11-01,Cambodia,KHM,184,2020,11,11-2020
2020-11-08,Cambodia,KHM,192,2020,11,11-2020
2020-11-15,Cambodia,KHM,171,2020,11,11-2020
2020-11-22,Cambodia,KHM,176,2020,11,11-2020
2020-11-29,Cambodia,KHM,164,2020,11,11-2020
2020-12-06,Cambodia,KHM,132,2020,12,12-2020
2020-12-13,Cambodia,KHM,100,2020,12,12-2020
2020-12-20,Cambodia,KHM,178,2020,12,12-2020
2021-01-03,Cambodia,KHM,73,2021,1,1-2021
2021-01-10,Cambodia,KHM,68,2021,1,1-2021
2021-01-17,Cambodia,KHM,31,2021,1,1-2021
2021-01-24,Cambodia,KHM,42,2021,1,1-2021
2021-01-31,Cambodia,KHM,35,2021,1,1-2021
2021-02-07,Cambodia,KHM,29,2021,2,2-2021
2021-02-14,Cambodia,KHM,34,2021,2,2-2021
2021-02-21,Cambodia,KHM,28,2021,2,2-2021
2021-02-28,Cambodia,KHM,33,2021,2,2-2021
2021-03-07,Cambodia,KHM,29,2021,3,3-2021
2021-03-14,Cambodia,KHM,29,2021,3,3-2021
2021-03-21,Cambodia,KHM,22,2021,3,3-2021
2021-03-28,Cambodia,KHM,29,2021,3,3-2021
2021-04-04,Cambodia,KHM,33,2021,4,4-2021
2021-04-11,Cambodia,KHM,20,2021,4,4-2021
2021-04-18,Cambodia,KHM,15,2021,4,4-2021
2021-04-25,Cambodia,KHM,11,2021,4,4-2021
2021-05-02,Cambodia,KHM,17,2021,5,5-2021
2021-05-09,Cambodia,KHM,20,2021,5,5-2021
2021-05-16,Cambodia,KHM,26,2021,5,5-2021
2021-05-23,Cambodia,KHM,22,2021,5,5-2021
2021-05-30,Cambodia,KHM,45,2021,5,5-2021
2021-06-06,Cambodia,KHM,28,2021,6,6-2021
2021-06-13,Cambodia,KHM,38,2021,6,6-2021
2021-06-20,Cambodia,KHM,43,2021,6,6-2021
2021-06-27,Cambodia,KHM,42,2021,6,6-2021
2021-07-04,Cambodia,KHM,31,2021,7,7-2021
2021-07-11,Cambodia,KHM,26,2021,7,7-2021
2021-07-18,Cambodia,KHM,22,2021,7,7-2021
2021-07-25,Cambodia,KHM,24,2021,7,7-2021
2021-08-01,Cambodia,KHM,26,2021,8,8-2021
2021-08-08,Cambodia,KHM,36,2021,8,8-2021
2021-08-15,Cambodia,KHM,45,2021,8,8-2021
2021-08-22,Cambodia,KHM,44,2021,8,8-2021
2021-08-29,Cambodia,KHM,38,2021,8,8-2021
2021-09-05,Cambodia,KHM,40,2021,9,9-2021
2021-09-12,Cambodia,KHM,42,2021,9,9-2021
2021-09-19,Cambodia,KHM,42,2021,9,9-2021
2021-09-26,Cambodia,KHM,42,2021,9,9-2021
2021-10-03,Cambodia,KHM,34,2021,10,10-2021
2021-10-10,Cambodia,KHM,37,2021,10,10-2021
2021-10-17,Cambodia,KHM,35,2021,10,10-2021
2021-10-24,Cambodia,KHM,68,2021,10,10-2021
2021-10-31,Cambodia,KHM,51,2021,10,10-2021
2021-11-07,Cambodia,KHM,56,2021,11,11-2021
2021-11-14,Cambodia,KHM,52,2021,11,11-2021
2021-11-21,Cambodia,KHM,60,2021,11,11-2021
2021-11-28,Cambodia,KHM,51,2021,11,11-2021
2021-12-05,Cambodia,KHM,35,2021,12,12-2021
2021-12-12,Cambodia,KHM,34,2021,12,12-2021
2021-12-19,Cambodia,KHM,41,2021,12,12-2021
2021-12-26,Cambodia,KHM,49,2021,12,12-2021
2022-01-02,Cambodia,KHM,57,2022,1,1-2022
2022-01-09,Cambodia,KHM,45,2022,1,1-2022
2022-01-16,Cambodia,KHM,39,2022,1,1-2022
2022-01-23,Cambodia,KHM,48,2022,1,1-2022
2022-01-30,Cambodia,KHM,30,2022,1,1-2022
2022-02-06,Cambodia,KHM,34,2022,2,2-2022
2022-02-13,Cambodia,KHM,38,2022,2,2-2022
2022-02-20,Cambodia,KHM,24,2022,2,2-2022
2022-02-27,Cambodia,KHM,20,2022,2,2-2022
2022-03-06,Cambodia,KHM,28,2022,3,3-2022
2022-03-13,Cambodia,KHM,53,2022,3,3-2022
2022-03-20,Cambodia,KHM,41,2022,3,3-2022
2022-03-27,Cambodia,KHM,45,2022,3,3-2022
2022-04-03,Cambodia,KHM,49,2022,4,4-2022
2022-04-10,Cambodia,KHM,59,2022,4,4-2022
2022-04-17,Cambodia,KHM,45,2022,4,4-2022
2022-04-24,Cambodia,KHM,65,2022,4,4-2022
2022-05-01,Cambodia,KHM,98,2022,5,5-2022
2022-05-08,Cambodia,KHM,116,2022,5,5-2022
2022-05-15,Cambodia,KHM,205,2022,5,5-2022
2022-05-22,Cambodia,KHM,240,2022,5,5-2022
2022-05-29,Cambodia,KHM,279,2022,5,5-2022
2022-06-05,Cambodia,KHM,337,2022,6,6-2022
2022-06-12,Cambodia,KHM,431,2022,6,6-2022
2022-06-19,Cambodia,KHM,448,2022,6,6-2022
2022-06-26,Cambodia,KHM,456,2022,6,6-2022
2022-07-03,Cambodia,KHM,438,2022,7,7-2022
2022-07-10,Cambodia,KHM,435,2022,7,7-2022
2022-07-17,Cambodia,KHM,406,2022,7,7-2022
2022-07-24,Cambodia,KHM,388,2022,7,7-2022
2022-07-31,Cambodia,KHM,379,2022,7,7-2022
2022-08-07,Cambodia,KHM,403,2022,8,8-2022
2022-08-14,Cambodia,KHM,367,2022,8,8-2022
2022-08-21,Cambodia,KHM,373,2022,8,8-2022
2022-08-28,Cambodia,KHM,376,2022,8,8-2022
2022-09-04,Cambodia,KHM,335,2022,9,9-2022
2022-09-11,Cambodia,KHM,366,2022,9,9-2022
2022-09-18,Cambodia,KHM,327,2022,9,9-2022
2022-09-25,Cambodia,KHM,359,2022,9,9-2022
2022-10-02,Cambodia,KHM,337,2022,10,10-2022
2022-10-09,Cambodia,KHM,441,2022,10,10-2022
2022-10-16,Cambodia,KHM,422,2022,10,10-2022
2022-10-23,Cambodia,KHM,533,2022,10,10-2022
2022-10-30,Cambodia,KHM,521,2022,10,10-2022
2022-11-06,Cambodia,KHM,429,2022,11,11-2022
2022-11-13,Cambodia,KHM,384,2022,11,11-2022
2022-11-20,Cambodia,KHM,363,2022,11,11-2022
2022-11-27,Cambodia,KHM,311,2022,11,11-2022
2022-12-04,Cambodia,KHM,261,2022,12,12-2022
2022-12-11,Cambodia,KHM,297,2022,12,12-2022
2010-01-01,Cayman Islands,CYM,8,2010,1,1-2010
2011-01-01,Cayman Islands,CYM,2,2011,1,1-2011
2012-01-01,Cayman Islands,CYM,53,2012,1,1-2012
2013-01-01,Cayman Islands,CYM,69,2013,1,1-2013
2013-12-29,Cayman Islands,CYM,0,2013,12,12-2013
2015-01-04,Cayman Islands,CYM,0,2015,1,1-2015
2015-01-11,Cayman Islands,CYM,0,2015,1,1-2015
2015-01-18,Cayman Islands,CYM,2,2015,1,1-2015
2015-08-16,Cayman Islands,CYM,0,2015,8,8-2015
2015-08-23,Cayman Islands,CYM,0,2015,8,8-2015
2015-08-30,Cayman Islands,CYM,0,2015,8,8-2015
2015-09-06,Cayman Islands,CYM,0,2015,9,9-2015
2015-09-13,Cayman Islands,CYM,0,2015,9,9-2015
2015-09-20,Cayman Islands,CYM,0,2015,9,9-2015
2015-09-27,Cayman Islands,CYM,0,2015,9,9-2015
2015-10-04,Cayman Islands,CYM,0,2015,10,10-2015
2015-10-11,Cayman Islands,CYM,0,2015,10,10-2015
2015-10-18,Cayman Islands,CYM,0,2015,10,10-2015
2015-10-25,Cayman Islands,CYM,0,2015,10,10-2015
2015-11-01,Cayman Islands,CYM,0,2015,11,11-2015
2015-11-08,Cayman Islands,CYM,0,2015,11,11-2015
2015-11-15,Cayman Islands,CYM,0,2015,11,11-2015
2015-11-22,Cayman Islands,CYM,0,2015,11,11-2015
2015-11-29,Cayman Islands,CYM,0,2015,11,11-2015
2015-12-06,Cayman Islands,CYM,0,2015,12,12-2015
2015-12-13,Cayman Islands,CYM,0,2015,12,12-2015
2015-12-20,Cayman Islands,CYM,0,2015,12,12-2015
2016-01-03,Cayman Islands,CYM,0,2016,1,1-2016
2017-01-01,Cayman Islands,CYM,0,2017,1,1-2017
2017-07-16,Cayman Islands,CYM,0,2017,7,7-2017
2017-07-23,Cayman Islands,CYM,0,2017,7,7-2017
2017-07-30,Cayman Islands,CYM,0,2017,7,7-2017
2017-08-06,Cayman Islands,CYM,0,2017,8,8-2017
2017-08-13,Cayman Islands,CYM,0,2017,8,8-2017
2017-08-20,Cayman Islands,CYM,0,2017,8,8-2017
2017-08-27,Cayman Islands,CYM,0,2017,8,8-2017
2017-09-03,Cayman Islands,CYM,0,2017,9,9-2017
2017-09-10,Cayman Islands,CYM,0,2017,9,9-2017
2017-09-17,Cayman Islands,CYM,0,2017,9,9-2017
2017-09-24,Cayman Islands,CYM,0,2017,9,9-2017
2017-10-01,Cayman Islands,CYM,0,2017,10,10-2017
2017-12-03,Cayman Islands,CYM,0,2017,12,12-2017
2017-12-10,Cayman Islands,CYM,0,2017,12,12-2017
2017-12-17,Cayman Islands,CYM,0,2017,12,12-2017
2017-12-24,Cayman Islands,CYM,0,2017,12,12-2017
2017-12-31,Cayman Islands,CYM,0,2017,12,12-2017
2019-01-27,Cayman Islands,CYM,0,2019,1,1-2019
2019-02-03,Cayman Islands,CYM,0,2019,2,2-2019
2019-02-10,Cayman Islands,CYM,0,2019,2,2-2019
2019-02-17,Cayman Islands,CYM,0,2019,2,2-2019
2019-02-24,Cayman Islands,CYM,0,2019,2,2-2019
2019-03-03,Cayman Islands,CYM,0,2019,3,3-2019
2019-03-10,Cayman Islands,CYM,0,2019,3,3-2019
2019-03-17,Cayman Islands,CYM,0,2019,3,3-2019
2019-03-24,Cayman Islands,CYM,0,2019,3,3-2019
2019-03-31,Cayman Islands,CYM,0,2019,3,3-2019
2019-04-07,Cayman Islands,CYM,0,2019,4,4-2019
2019-04-21,Cayman Islands,CYM,0,2019,4,4-2019
2019-04-28,Cayman Islands,CYM,0,2019,4,4-2019
2019-05-05,Cayman Islands,CYM,0,2019,5,5-2019
2019-05-12,Cayman Islands,CYM,0,2019,5,5-2019
2019-05-19,Cayman Islands,CYM,0,2019,5,5-2019
2019-05-26,Cayman Islands,CYM,0,2019,5,5-2019
2019-06-02,Cayman Islands,CYM,0,2019,6,6-2019
2019-06-09,Cayman Islands,CYM,0,2019,6,6-2019
2019-06-16,Cayman Islands,CYM,0,2019,6,6-2019
2019-06-23,Cayman Islands,CYM,0,2019,6,6-2019
2019-06-30,Cayman Islands,CYM,0,2019,6,6-2019
2019-07-07,Cayman Islands,CYM,15,2019,7,7-2019
2019-07-14,Cayman Islands,CYM,0,2019,7,7-2019
2019-07-21,Cayman Islands,CYM,0,2019,7,7-2019
2019-07-28,Cayman Islands,CYM,0,2019,7,7-2019
2019-08-04,Cayman Islands,CYM,0,2019,8,8-2019
2019-08-11,Cayman Islands,CYM,0,2019,8,8-2019
2019-08-18,Cayman Islands,CYM,0,2019,8,8-2019
2019-08-25,Cayman Islands,CYM,0,2019,8,8-2019
2019-09-01,Cayman Islands,CYM,3,2019,9,9-2019
2019-09-08,Cayman Islands,CYM,0,2019,9,9-2019
2019-09-15,Cayman Islands,CYM,0,2019,9,9-2019
2019-09-22,Cayman Islands,CYM,0,2019,9,9-2019
2019-09-29,Cayman Islands,CYM,7,2019,9,9-2019
2019-12-01,Cayman Islands,CYM,0,2019,12,12-2019
2019-12-08,Cayman Islands,CYM,0,2019,12,12-2019
2019-12-15,Cayman Islands,CYM,0,2019,12,12-2019
2019-12-22,Cayman Islands,CYM,0,2019,12,12-2019
2019-12-29,Cayman Islands,CYM,3,2019,12,12-2019
2020-01-05,Cayman Islands,CYM,3,2020,1,1-2020
2020-01-12,Cayman Islands,CYM,4,2020,1,1-2020
2020-01-19,Cayman Islands,CYM,3,2020,1,1-2020
2020-01-26,Cayman Islands,CYM,0,2020,1,1-2020
2020-02-02,Cayman Islands,CYM,0,2020,2,2-2020
2020-02-09,Cayman Islands,CYM,0,2020,2,2-2020
2020-02-16,Cayman Islands,CYM,2,2020,2,2-2020
2020-02-23,Cayman Islands,CYM,20,2020,2,2-2020
2020-03-01,Cayman Islands,CYM,0,2020,3,3-2020
2020-03-08,Cayman Islands,CYM,0,2020,3,3-2020
2020-03-15,Cayman Islands,CYM,0,2020,3,3-2020
2020-03-22,Cayman Islands,CYM,0,2020,3,3-2020
2020-03-29,Cayman Islands,CYM,0,2020,3,3-2020
2020-04-05,Cayman Islands,CYM,0,2020,4,4-2020
2020-04-12,Cayman Islands,CYM,0,2020,4,4-2020
2020-04-19,Cayman Islands,CYM,0,2020,4,4-2020
2020-04-26,Cayman Islands,CYM,0,2020,4,4-2020
2020-05-03,Cayman Islands,CYM,0,2020,5,5-2020
2020-05-10,Cayman Islands,CYM,0,2020,5,5-2020
2020-05-17,Cayman Islands,CYM,0,2020,5,5-2020
2020-05-24,Cayman Islands,CYM,0,2020,5,5-2020
2020-05-31,Cayman Islands,CYM,0,2020,5,5-2020
2020-06-07,Cayman Islands,CYM,0,2020,6,6-2020
2020-06-14,Cayman Islands,CYM,0,2020,6,6-2020
2020-06-21,Cayman Islands,CYM,0,2020,6,6-2020
2020-06-28,Cayman Islands,CYM,0,2020,6,6-2020
2020-07-05,Cayman Islands,CYM,0,2020,7,7-2020
2020-07-12,Cayman Islands,CYM,0,2020,7,7-2020
2020-07-19,Cayman Islands,CYM,0,2020,7,7-2020
2020-07-26,Cayman Islands,CYM,0,2020,7,7-2020
2020-08-02,Cayman Islands,CYM,0,2020,8,8-2020
2020-08-09,Cayman Islands,CYM,0,2020,8,8-2020
2020-08-16,Cayman Islands,CYM,0,2020,8,8-2020
2020-08-23,Cayman Islands,CYM,0,2020,8,8-2020
2020-08-30,Cayman Islands,CYM,0,2020,8,8-2020
2020-09-06,Cayman Islands,CYM,0,2020,9,9-2020
2020-09-13,Cayman Islands,CYM,0,2020,9,9-2020
2020-09-20,Cayman Islands,CYM,0,2020,9,9-2020
2020-09-27,Cayman Islands,CYM,0,2020,9,9-2020
2020-10-04,Cayman Islands,CYM,0,2020,10,10-2020
2020-10-11,Cayman Islands,CYM,0,2020,10,10-2020
2020-10-18,Cayman Islands,CYM,0,2020,10,10-2020
2020-10-25,Cayman Islands,CYM,0,2020,10,10-2020
2020-11-01,Cayman Islands,CYM,0,2020,11,11-2020
2020-11-08,Cayman Islands,CYM,0,2020,11,11-2020
2020-11-15,Cayman Islands,CYM,0,2020,11,11-2020
2020-11-22,Cayman Islands,CYM,0,2020,11,11-2020
2020-11-29,Cayman Islands,CYM,0,2020,11,11-2020
2020-12-06,Cayman Islands,CYM,0,2020,12,12-2020
2020-12-13,Cayman Islands,CYM,0,2020,12,12-2020
2020-12-20,Cayman Islands,CYM,0,2020,12,12-2020
2020-12-27,Cayman Islands,CYM,0,2020,12,12-2020
2021-01-03,Cayman Islands,CYM,0,2021,1,1-2021
2021-01-10,Cayman Islands,CYM,0,2021,1,1-2021
2021-01-17,Cayman Islands,CYM,0,2021,1,1-2021
2021-01-24,Cayman Islands,CYM,0,2021,1,1-2021
2021-01-31,Cayman Islands,CYM,0,2021,1,1-2021
2021-02-07,Cayman Islands,CYM,0,2021,2,2-2021
2021-02-14,Cayman Islands,CYM,0,2021,2,2-2021
2021-02-21,Cayman Islands,CYM,0,2021,2,2-2021
2021-04-25,Cayman Islands,CYM,0,2021,4,4-2021
2021-05-02,Cayman Islands,CYM,0,2021,5,5-2021
2021-05-09,Cayman Islands,CYM,0,2021,5,5-2021
2021-05-16,Cayman Islands,CYM,0,2021,5,5-2021
2021-05-23,Cayman Islands,CYM,0,2021,5,5-2021
2021-05-30,Cayman Islands,CYM,0,2021,5,5-2021
2021-06-06,Cayman Islands,CYM,0,2021,6,6-2021
2021-06-13,Cayman Islands,CYM,0,2021,6,6-2021
2021-06-20,Cayman Islands,CYM,0,2021,6,6-2021
2021-06-27,Cayman Islands,CYM,0,2021,6,6-2021
2021-07-04,Cayman Islands,CYM,0,2021,7,7-2021
2021-07-11,Cayman Islands,CYM,0,2021,7,7-2021
2021-07-18,Cayman Islands,CYM,0,2021,7,7-2021
2021-07-25,Cayman Islands,CYM,0,2021,7,7-2021
2021-08-01,Cayman Islands,CYM,0,2021,8,8-2021
2021-08-08,Cayman Islands,CYM,0,2021,8,8-2021
2021-08-15,Cayman Islands,CYM,0,2021,8,8-2021
2021-08-22,Cayman Islands,CYM,0,2021,8,8-2021
2021-08-29,Cayman Islands,CYM,0,2021,8,8-2021
2021-09-05,Cayman Islands,CYM,0,2021,9,9-2021
2021-09-12,Cayman Islands,CYM,0,2021,9,9-2021
2021-09-19,Cayman Islands,CYM,0,2021,9,9-2021
2021-09-26,Cayman Islands,CYM,0,2021,9,9-2021
2021-10-03,Cayman Islands,CYM,0,2021,10,10-2021
2021-10-10,Cayman Islands,CYM,0,2021,10,10-2021
2021-10-17,Cayman Islands,CYM,0,2021,10,10-2021
2021-10-24,Cayman Islands,CYM,0,2021,10,10-2021
2021-10-31,Cayman Islands,CYM,0,2021,10,10-2021
2021-11-07,Cayman Islands,CYM,0,2021,11,11-2021
2021-11-14,Cayman Islands,CYM,0,2021,11,11-2021
2021-11-21,Cayman Islands,CYM,0,2021,11,11-2021
2021-11-28,Cayman Islands,CYM,0,2021,11,11-2021
2021-12-05,Cayman Islands,CYM,0,2021,12,12-2021
2021-12-12,Cayman Islands,CYM,0,2021,12,12-2021
2021-12-19,Cayman Islands,CYM,0,2021,12,12-2021
2021-12-26,Cayman Islands,CYM,0,2021,12,12-2021
2022-01-30,Cayman Islands,CYM,0,2022,1,1-2022
2022-02-06,Cayman Islands,CYM,0,2022,2,2-2022
2022-02-13,Cayman Islands,CYM,0,2022,2,2-2022
2022-02-20,Cayman Islands,CYM,0,2022,2,2-2022
2022-02-27,Cayman Islands,CYM,0,2022,2,2-2022
2022-03-06,Cayman Islands,CYM,0,2022,3,3-2022
2022-03-13,Cayman Islands,CYM,0,2022,3,3-2022
2022-03-20,Cayman Islands,CYM,0,2022,3,3-2022
2022-03-27,Cayman Islands,CYM,0,2022,3,3-2022
2022-04-03,Cayman Islands,CYM,0,2022,4,4-2022
2022-04-10,Cayman Islands,CYM,0,2022,4,4-2022
2022-04-17,Cayman Islands,CYM,0,2022,4,4-2022
2022-04-24,Cayman Islands,CYM,0,2022,4,4-2022
2022-05-01,Cayman Islands,CYM,0,2022,5,5-2022
2022-05-08,Cayman Islands,CYM,0,2022,5,5-2022
2022-05-15,Cayman Islands,CYM,0,2022,5,5-2022
2022-05-22,Cayman Islands,CYM,0,2022,5,5-2022
2022-05-29,Cayman Islands,CYM,0,2022,5,5-2022
2022-06-05,Cayman Islands,CYM,0,2022,6,6-2022
2022-06-12,Cayman Islands,CYM,0,2022,6,6-2022
2022-06-19,Cayman Islands,CYM,0,2022,6,6-2022
2022-06-26,Cayman Islands,CYM,0,2022,6,6-2022
2022-07-03,Cayman Islands,CYM,0,2022,7,7-2022
2022-07-10,Cayman Islands,CYM,0,2022,7,7-2022
2022-07-17,Cayman Islands,CYM,0,2022,7,7-2022
2022-07-24,Cayman Islands,CYM,0,2022,7,7-2022
2022-07-31,Cayman Islands,CYM,0,2022,7,7-2022
2022-08-07,Cayman Islands,CYM,0,2022,8,8-2022
2022-08-14,Cayman Islands,CYM,0,2022,8,8-2022
2022-08-21,Cayman Islands,CYM,0,2022,8,8-2022
2022-08-28,Cayman Islands,CYM,0,2022,8,8-2022
2022-09-11,Cayman Islands,CYM,0,2022,9,9-2022
2022-09-18,Cayman Islands,CYM,0,2022,9,9-2022
2022-09-25,Cayman Islands,CYM,0,2022,9,9-2022
2022-10-02,Cayman Islands,CYM,0,2022,10,10-2022
2022-10-09,Cayman Islands,CYM,0,2022,10,10-2022
2022-10-16,Cayman Islands,CYM,0,2022,10,10-2022
2022-10-23,Cayman Islands,CYM,0,2022,10,10-2022
2022-10-30,Cayman Islands,CYM,0,2022,10,10-2022
2022-11-06,Cayman Islands,CYM,0,2022,11,11-2022
