date,country,iso3,cases,Month,Year,Month.Year
2013-06-01,Saudi Arabia,SAU,879,6,2013,6-2013
2013-07-01,Saudi Arabia,SAU,438,7,2013,7-2013
2013-08-01,Saudi Arabia,SAU,224,8,2013,8-2013
2013-09-01,Saudi Arabia,SAU,148,9,2013,9-2013
2013-10-01,Saudi Arabia,SAU,132,10,2013,10-2013
2013-11-01,Saudi Arabia,SAU,157,11,2013,11-2013
2013-12-01,Saudi Arabia,SAU,157,12,2013,12-2013
2014-01-01,Saudi Arabia,SAU,116,1,2014,1-2014
2014-02-01,Saudi Arabia,SAU,119,2,2014,2-2014
2014-03-01,Saudi Arabia,SAU,192,3,2014,3-2014
2014-04-01,Saudi Arabia,SAU,232,4,2014,4-2014
2014-05-01,Saudi Arabia,SAU,458,5,2014,5-2014
2014-06-01,Saudi Arabia,SAU,361,6,2014,6-2014
2014-07-01,Saudi Arabia,SAU,250,7,2014,7-2014
2014-08-01,Saudi Arabia,SAU,92,8,2014,8-2014
2014-09-01,Saudi Arabia,SAU,49,9,2014,9-2014
2014-10-01,Saudi Arabia,SAU,44,10,2014,10-2014
2014-11-01,Saudi Arabia,SAU,82,11,2014,11-2014
2014-12-01,Saudi Arabia,SAU,86,12,2014,12-2014
2015-01-01,Saudi Arabia,SAU,203,1,2015,1-2015
2015-02-01,Saudi Arabia,SAU,230,2,2015,2-2015
2015-03-01,Saudi Arabia,SAU,304,3,2015,3-2015
2015-04-01,Saudi Arabia,SAU,623,4,2015,4-2015
2015-05-01,Saudi Arabia,SAU,975,5,2015,5-2015
2015-06-01,Saudi Arabia,SAU,819,6,2015,6-2015
2015-07-01,Saudi Arabia,SAU,455,7,2015,7-2015
2015-08-01,Saudi Arabia,SAU,288,8,2015,8-2015
2015-09-01,Saudi Arabia,SAU,76,9,2015,9-2015
2015-10-01,Saudi Arabia,SAU,73,10,2015,10-2015
2015-11-01,Saudi Arabia,SAU,66,11,2015,11-2015
2015-12-01,Saudi Arabia,SAU,200,12,2015,12-2015
2016-01-01,Saudi Arabia,SAU,208,1,2016,1-2016
2016-02-01,Saudi Arabia,SAU,163,2,2016,2-2016
2016-03-01,Saudi Arabia,SAU,329,3,2016,3-2016
2016-04-01,Saudi Arabia,SAU,686,4,2016,4-2016
2016-05-01,Saudi Arabia,SAU,1395,5,2016,5-2016
2016-06-01,Saudi Arabia,SAU,942,6,2016,6-2016
2016-07-01,Saudi Arabia,SAU,664,7,2016,7-2016
2016-08-01,Saudi Arabia,SAU,220,8,2016,8-2016
2016-09-01,Saudi Arabia,SAU,185,9,2016,9-2016
2016-10-01,Saudi Arabia,SAU,186,10,2016,10-2016
2016-11-01,Saudi Arabia,SAU,185,11,2016,11-2016
2016-12-01,Saudi Arabia,SAU,265,12,2016,12-2016
2017-01-01,Saudi Arabia,SAU,368,1,2017,1-2017
2017-02-01,Saudi Arabia,SAU,307,2,2017,2-2017
2017-03-01,Saudi Arabia,SAU,307,3,2017,3-2017
2017-04-01,Saudi Arabia,SAU,469,4,2017,4-2017
2017-05-01,Saudi Arabia,SAU,650,5,2017,5-2017
2017-06-01,Saudi Arabia,SAU,562,6,2017,6-2017
2017-07-01,Saudi Arabia,SAU,353,7,2017,7-2017
2017-08-01,Saudi Arabia,SAU,86,8,2017,8-2017
2017-09-01,Saudi Arabia,SAU,69,9,2017,9-2017
2017-10-01,Saudi Arabia,SAU,96,10,2017,10-2017
2017-11-01,Saudi Arabia,SAU,79,11,2017,11-2017
2017-12-01,Saudi Arabia,SAU,116,12,2017,12-2017
2018-01-01,Saudi Arabia,SAU,242,1,2018,1-2018
2018-02-01,Saudi Arabia,SAU,244,2,2018,2-2018
2018-03-01,Saudi Arabia,SAU,446,3,2018,3-2018
2018-04-01,Saudi Arabia,SAU,1217,4,2018,4-2018
2018-05-01,Saudi Arabia,SAU,1180,5,2018,5-2018
2018-06-01,Saudi Arabia,SAU,526,6,2018,6-2018
2018-07-01,Saudi Arabia,SAU,464,7,2018,7-2018
2018-08-01,Saudi Arabia,SAU,119,8,2018,8-2018
2018-09-01,Saudi Arabia,SAU,117,9,2018,9-2018
2018-10-01,Saudi Arabia,SAU,68,10,2018,10-2018
2018-11-01,Saudi Arabia,SAU,60,11,2018,11-2018
2018-12-01,Saudi Arabia,SAU,107,12,2018,12-2018
2019-01-01,Saudi Arabia,SAU,247,1,2019,1-2019
2019-02-01,Saudi Arabia,SAU,252,2,2019,2-2019
2019-03-01,Saudi Arabia,SAU,142,3,2019,3-2019
2019-04-01,Saudi Arabia,SAU,183,4,2019,4-2019
2019-05-01,Saudi Arabia,SAU,267,5,2019,5-2019
2019-06-01,Saudi Arabia,SAU,247,6,2019,6-2019
2019-07-01,Saudi Arabia,SAU,173,7,2019,7-2019
2019-08-01,Saudi Arabia,SAU,67,8,2019,8-2019
2019-09-01,Saudi Arabia,SAU,77,9,2019,9-2019
2019-10-01,Saudi Arabia,SAU,47,10,2019,10-2019
2019-11-01,Saudi Arabia,SAU,196,11,2019,11-2019
2019-12-01,Saudi Arabia,SAU,330,12,2019,12-2019
2020-01-01,Saudi Arabia,SAU,456,1,2020,1-2020
2020-02-01,Saudi Arabia,SAU,152,2,2020,2-2020
2020-03-01,Saudi Arabia,SAU,89,3,2020,3-2020
2020-04-01,Saudi Arabia,SAU,24,4,2020,4-2020
2020-05-01,Saudi Arabia,SAU,63,5,2020,5-2020
2020-06-01,Saudi Arabia,SAU,273,6,2020,6-2020
2020-07-01,Saudi Arabia,SAU,270,7,2020,7-2020
2020-08-01,Saudi Arabia,SAU,90,8,2020,8-2020
2020-09-01,Saudi Arabia,SAU,31,9,2020,9-2020
2020-10-01,Saudi Arabia,SAU,27,10,2020,10-2020
2020-11-01,Saudi Arabia,SAU,26,11,2020,11-2020
2020-12-01,Saudi Arabia,SAU,72,12,2020,12-2020
2021-01-01,Saudi Arabia,SAU,153,1,2021,1-2021
2021-02-01,Saudi Arabia,SAU,246,2,2021,2-2021
2021-03-01,Saudi Arabia,SAU,312,3,2021,3-2021
2021-04-01,Saudi Arabia,SAU,195,4,2021,4-2021
2021-05-01,Saudi Arabia,SAU,479,5,2021,5-2021
2021-06-01,Saudi Arabia,SAU,333,6,2021,6-2021
2021-07-01,Saudi Arabia,SAU,148,7,2021,7-2021
2021-08-01,Saudi Arabia,SAU,50,8,2021,8-2021
2021-09-01,Saudi Arabia,SAU,23,9,2021,9-2021
2021-10-01,Saudi Arabia,SAU,33,10,2021,10-2021
2021-11-01,Saudi Arabia,SAU,83,11,2021,11-2021
2021-12-01,Saudi Arabia,SAU,199,12,2021,12-2021
2022-01-01,Saudi Arabia,SAU,211,1,2022,1-2022
2022-02-01,Saudi Arabia,SAU,0,2,2022,2-2022
2022-03-01,Saudi Arabia,SAU,0,3,2022,3-2022
2022-04-01,Saudi Arabia,SAU,0,4,2022,4-2022
2022-05-01,Saudi Arabia,SAU,16,5,2022,5-2022
2022-06-01,Saudi Arabia,SAU,76,6,2022,6-2022
2022-07-01,Saudi Arabia,SAU,75,7,2022,7-2022
2022-08-01,Saudi Arabia,SAU,91,8,2022,8-2022
2022-09-01,Saudi Arabia,SAU,77,9,2022,9-2022
2022-10-01,Saudi Arabia,SAU,167,10,2022,10-2022
2022-11-01,Saudi Arabia,SAU,262,11,2022,11-2022
2022-12-01,Saudi Arabia,SAU,707,12,2022,12-2022
2010-01-01,Singapore,SGP,399,1,2010,1-2010
2010-02-01,Singapore,SGP,346,2,2010,2-2010
2010-03-01,Singapore,SGP,322,3,2010,3-2010
2010-04-01,Singapore,SGP,266,4,2010,4-2010
2010-05-01,Singapore,SGP,280,5,2010,5-2010
2010-06-01,Singapore,SGP,421,6,2010,6-2010
2010-07-01,Singapore,SGP,555,7,2010,7-2010
2010-08-01,Singapore,SGP,588,8,2010,8-2010
2010-09-01,Singapore,SGP,677,9,2010,9-2010
2010-10-01,Singapore,SGP,659,10,2010,10-2010
2010-11-01,Singapore,SGP,413,11,2010,11-2010
2010-12-01,Singapore,SGP,387,12,2010,12-2010
2011-01-01,Singapore,SGP,328,1,2011,1-2011
2011-02-01,Singapore,SGP,228,2,2011,2-2011
2011-03-01,Singapore,SGP,297,3,2011,3-2011
2011-04-01,Singapore,SGP,341,4,2011,4-2011
2011-05-01,Singapore,SGP,463,5,2011,5-2011
2011-06-01,Singapore,SGP,596,6,2011,6-2011
2011-07-01,Singapore,SGP,986,7,2011,7-2011
2011-08-01,Singapore,SGP,671,8,2011,8-2011
2011-09-01,Singapore,SGP,459,9,2011,9-2011
2011-10-01,Singapore,SGP,310,10,2011,10-2011
2011-11-01,Singapore,SGP,295,11,2011,11-2011
2011-12-01,Singapore,SGP,291,12,2011,12-2011
2012-01-01,Singapore,SGP,378,1,2012,1-2012
2012-02-01,Singapore,SGP,281,2,2012,2-2012
2012-03-01,Singapore,SGP,253,3,2012,3-2012
2012-04-01,Singapore,SGP,299,4,2012,4-2012
2012-05-01,Singapore,SGP,375,5,2012,5-2012
2012-06-01,Singapore,SGP,488,6,2012,6-2012
2012-07-01,Singapore,SGP,545,7,2012,7-2012
2012-08-01,Singapore,SGP,475,8,2012,8-2012
2012-09-01,Singapore,SGP,348,9,2012,9-2012
2012-10-01,Singapore,SGP,459,10,2012,10-2012
2012-11-01,Singapore,SGP,398,11,2012,11-2012
2012-12-01,Singapore,SGP,434,12,2012,12-2012
2013-01-01,Singapore,SGP,1145,1,2013,1-2013
2013-02-01,Singapore,SGP,1122,2,2013,2-2013
2013-03-01,Singapore,SGP,1326,3,2013,3-2013
2013-04-01,Singapore,SGP,2111,4,2013,4-2013
2013-05-01,Singapore,SGP,2753,5,2013,5-2013
2013-06-01,Singapore,SGP,3461,6,2013,6-2013
2013-07-01,Singapore,SGP,1978,7,2013,7-2013
2013-08-01,Singapore,SGP,1476,8,2013,8-2013
2013-09-01,Singapore,SGP,1683,9,2013,9-2013
2013-10-01,Singapore,SGP,1941,10,2013,10-2013
2013-11-01,Singapore,SGP,1711,11,2013,11-2013
2013-12-01,Singapore,SGP,1699,12,2013,12-2013
2014-01-01,Singapore,SGP,1484,1,2014,1-2014
2014-02-01,Singapore,SGP,1028,2,2014,2-2014
2014-03-01,Singapore,SGP,963,3,2014,3-2014
2014-04-01,Singapore,SGP,1076,4,2014,4-2014
2014-05-01,Singapore,SGP,1543,5,2014,5-2014
2014-06-01,Singapore,SGP,2439,6,2014,6-2014
2014-07-01,Singapore,SGP,3175,7,2014,7-2014
2014-08-01,Singapore,SGP,1955,8,2014,8-2014
2014-09-01,Singapore,SGP,1538,9,2014,9-2014
2014-10-01,Singapore,SGP,1141,10,2014,10-2014
2014-11-01,Singapore,SGP,694,11,2014,11-2014
2014-12-01,Singapore,SGP,835,12,2014,12-2014
2015-01-01,Singapore,SGP,1111,1,2015,1-2015
2015-02-01,Singapore,SGP,656,2,2015,2-2015
2015-03-01,Singapore,SGP,558,3,2015,3-2015
2015-04-01,Singapore,SGP,494,4,2015,4-2015
2015-05-01,Singapore,SGP,635,5,2015,5-2015
2015-06-01,Singapore,SGP,872,6,2015,6-2015
2015-07-01,Singapore,SGP,1181,7,2015,7-2015
2015-08-01,Singapore,SGP,1028,8,2015,8-2015
2015-09-01,Singapore,SGP,1057,9,2015,9-2015
2015-10-01,Singapore,SGP,1050,10,2015,10-2015
2015-11-01,Singapore,SGP,1077,11,2015,11-2015
2015-12-01,Singapore,SGP,1574,12,2015,12-2015
2016-01-01,Singapore,SGP,2501,1,2016,1-2016
2016-02-01,Singapore,SGP,2081,2,2016,2-2016
2016-03-01,Singapore,SGP,1633,3,2016,3-2016
2016-04-01,Singapore,SGP,1091,4,2016,4-2016
2016-05-01,Singapore,SGP,898,5,2016,5-2016
2016-06-01,Singapore,SGP,854,6,2016,6-2016
2016-07-01,Singapore,SGP,1053,7,2016,7-2016
2016-08-01,Singapore,SGP,1049,8,2016,8-2016
2016-09-01,Singapore,SGP,842,9,2016,9-2016
2016-10-01,Singapore,SGP,455,10,2016,10-2016
2016-11-01,Singapore,SGP,340,11,2016,11-2016
2016-12-01,Singapore,SGP,313,12,2016,12-2016
2017-01-01,Singapore,SGP,394,1,2017,1-2017
2017-02-01,Singapore,SGP,235,2,2017,2-2017
2017-03-01,Singapore,SGP,163,3,2017,3-2017
2017-04-01,Singapore,SGP,170,4,2017,4-2017
2017-05-01,Singapore,SGP,220,5,2017,5-2017
2017-06-01,Singapore,SGP,307,6,2017,6-2017
2017-07-01,Singapore,SGP,261,7,2017,7-2017
2017-08-01,Singapore,SGP,225,8,2017,8-2017
2017-09-01,Singapore,SGP,199,9,2017,9-2017
2017-10-01,Singapore,SGP,272,10,2017,10-2017
2017-11-01,Singapore,SGP,180,11,2017,11-2017
2017-12-01,Singapore,SGP,212,12,2017,12-2017
2019-01-01,Singapore,SGP,973,1,2019,1-2019
2019-02-01,Singapore,SGP,711,2,2019,2-2019
2019-03-01,Singapore,SGP,497,3,2019,3-2019
2019-04-01,Singapore,SGP,590,4,2019,4-2019
2019-05-01,Singapore,SGP,1423,5,2019,5-2019
2019-06-01,Singapore,SGP,1924,6,2019,6-2019
2019-07-01,Singapore,SGP,2754,7,2019,7-2019
2019-08-01,Singapore,SGP,2185,8,2019,8-2019
2019-09-01,Singapore,SGP,1266,9,2019,9-2019
2019-10-01,Singapore,SGP,1099,10,2019,10-2019
2019-11-01,Singapore,SGP,1403,11,2019,11-2019
2019-12-01,Singapore,SGP,1182,12,2019,12-2019
2020-01-01,Singapore,SGP,1423,1,2020,1-2020
2020-02-01,Singapore,SGP,1584,2,2020,2-2020
2020-03-01,Singapore,SGP,1643,3,2020,3-2020
2020-04-01,Singapore,SGP,1559,4,2020,4-2020
2020-05-01,Singapore,SGP,2610,5,2020,5-2020
2020-06-01,Singapore,SGP,5343,6,2020,6-2020
2020-07-01,Singapore,SGP,7186,7,2020,7-2020
2020-08-01,Singapore,SGP,5905,8,2020,8-2020
2020-09-01,Singapore,SGP,3001,9,2020,9-2020
2020-10-01,Singapore,SGP,2381,10,2020,10-2020
2020-11-01,Singapore,SGP,1364,11,2020,11-2020
2020-12-01,Singapore,SGP,960,12,2020,12-2020
2021-01-01,Singapore,SGP,676,1,2021,1-2021
2021-02-01,Singapore,SGP,576,2,2021,2-2021
2021-03-01,Singapore,SGP,578,3,2021,3-2021
2021-04-01,Singapore,SGP,462,4,2021,4-2021
2021-05-01,Singapore,SGP,500,5,2021,5-2021
2021-06-01,Singapore,SGP,546,6,2021,6-2021
2021-07-01,Singapore,SGP,389,7,2021,7-2021
2021-08-01,Singapore,SGP,278,8,2021,8-2021
2021-09-01,Singapore,SGP,344,9,2021,9-2021
2021-10-01,Singapore,SGP,378,10,2021,10-2021
2021-11-01,Singapore,SGP,232,11,2021,11-2021
2021-12-01,Singapore,SGP,286,12,2021,12-2021
2022-01-01,Singapore,SGP,915,1,2022,1-2022
2022-02-01,Singapore,SGP,758,2,2022,2-2022
2022-03-01,Singapore,SGP,1783,3,2022,3-2022
2022-04-01,Singapore,SGP,3465,4,2022,4-2022
2022-05-01,Singapore,SGP,5614,5,2022,5-2022
2022-06-01,Singapore,SGP,5559,6,2022,6-2022
2022-07-01,Singapore,SGP,4676,7,2022,7-2022
2022-08-01,Singapore,SGP,3315,8,2022,8-2022
2022-09-01,Singapore,SGP,2198,9,2022,9-2022
2022-10-01,Singapore,SGP,1612,10,2022,10-2022
2022-11-01,Singapore,SGP,1239,11,2022,11-2022
2022-12-01,Singapore,SGP,1263,12,2022,12-2022
2012-01-01,Thailand,THA,1050,1,2012,1-2012
2012-04-01,Thailand,THA,1356,4,2012,4-2012
2012-05-01,Thailand,THA,3002,5,2012,5-2012
2012-01-01,Vietnam,VNM,1740,1,2012,1-2012
2012-02-01,Vietnam,VNM,2596,2,2012,2-2012
2012-03-01,Vietnam,VNM,2651,3,2012,3-2012
2012-04-01,Vietnam,VNM,3204,4,2012,4-2012
2012-05-01,Vietnam,VNM,5386,5,2012,5-2012
2012-06-01,Vietnam,VNM,7955,6,2012,6-2012
2012-07-01,Vietnam,VNM,9944,7,2012,7-2012
2012-08-01,Vietnam,VNM,10994,8,2012,8-2012
2012-09-01,Vietnam,VNM,9668,9,2012,9-2012
2012-10-01,Vietnam,VNM,8508,10,2012,10-2012
2012-11-01,Vietnam,VNM,11408,11,2012,11-2012
2012-12-01,Vietnam,VNM,8784,12,2012,12-2012
2013-01-01,Vietnam,VNM,5000,1,2013,1-2013
2013-02-01,Vietnam,VNM,2541,2,2013,2-2013
2013-03-01,Vietnam,VNM,2458,3,2013,3-2013
2013-04-01,Vietnam,VNM,2320,4,2013,4-2013
2013-05-01,Vietnam,VNM,3535,5,2013,5-2013
2013-06-01,Vietnam,VNM,5662,6,2013,6-2013
2013-07-01,Vietnam,VNM,8397,7,2013,7-2013
2013-08-01,Vietnam,VNM,8701,8,2013,8-2013
2013-09-01,Vietnam,VNM,7928,9,2013,9-2013
2013-10-01,Vietnam,VNM,7486,10,2013,10-2013
2013-11-01,Vietnam,VNM,7237,11,2013,11-2013
2013-12-01,Vietnam,VNM,5055,12,2013,12-2013
2014-01-01,Vietnam,VNM,2274,1,2014,1-2014
2014-02-01,Vietnam,VNM,1081,2,2014,2-2014
2014-03-01,Vietnam,VNM,897,3,2014,3-2014
2014-04-01,Vietnam,VNM,1093,4,2014,4-2014
2014-05-01,Vietnam,VNM,1288,5,2014,5-2014
2014-06-01,Vietnam,VNM,1230,6,2014,6-2014
2014-07-01,Vietnam,VNM,1804,7,2014,7-2014
2014-08-01,Vietnam,VNM,2819,8,2014,8-2014
2014-09-01,Vietnam,VNM,3140,9,2014,9-2014
2014-10-01,Vietnam,VNM,4407,10,2014,10-2014
2014-11-01,Vietnam,VNM,4855,11,2014,11-2014
2014-12-01,Vietnam,VNM,4293,12,2014,12-2014
2015-01-01,Vietnam,VNM,3725,1,2015,1-2015
2015-02-01,Vietnam,VNM,1586,2,2015,2-2015
2015-03-01,Vietnam,VNM,1907,3,2015,3-2015
2015-04-01,Vietnam,VNM,1471,4,2015,4-2015
2015-05-01,Vietnam,VNM,1855,5,2015,5-2015
2015-06-01,Vietnam,VNM,2934,6,2015,6-2015
2015-07-01,Vietnam,VNM,4580,7,2015,7-2015
2015-08-01,Vietnam,VNM,8623,8,2015,8-2015
2015-09-01,Vietnam,VNM,12856,9,2015,9-2015
2015-10-01,Vietnam,VNM,18918,10,2015,10-2015
2015-11-01,Vietnam,VNM,21196,11,2015,11-2015
2015-12-01,Vietnam,VNM,17100,12,2015,12-2015
2016-01-01,Vietnam,VNM,10574,1,2016,1-2016
2016-02-01,Vietnam,VNM,7057,2,2016,2-2016
2016-03-01,Vietnam,VNM,4743,3,2016,3-2016
2016-04-01,Vietnam,VNM,4542,4,2016,4-2016
2016-05-01,Vietnam,VNM,5192,5,2016,5-2016
2016-06-01,Vietnam,VNM,6104,6,2016,6-2016
2016-07-01,Vietnam,VNM,9945,7,2016,7-2016
2016-08-01,Vietnam,VNM,12538,8,2016,8-2016
2016-09-01,Vietnam,VNM,13813,9,2016,9-2016
2016-10-01,Vietnam,VNM,13481,10,2016,10-2016
2016-11-01,Vietnam,VNM,11497,11,2016,11-2016
2016-12-01,Vietnam,VNM,10163,12,2016,12-2016
2017-01-01,Vietnam,VNM,8779,1,2017,1-2017
2017-02-01,Vietnam,VNM,5614,2,2017,2-2017
2017-03-01,Vietnam,VNM,5678,3,2017,3-2017
2017-04-01,Vietnam,VNM,4634,4,2017,4-2017
2017-05-01,Vietnam,VNM,6327,5,2017,5-2017
2017-06-01,Vietnam,VNM,12173,6,2017,6-2017
2017-07-01,Vietnam,VNM,23272,7,2017,7-2017
2017-08-01,Vietnam,VNM,33257,8,2017,8-2017
2017-09-01,Vietnam,VNM,21396,9,2017,9-2017
2017-10-01,Vietnam,VNM,14253,10,2017,10-2017
2017-11-01,Vietnam,VNM,9801,11,2017,11-2017
2017-12-01,Vietnam,VNM,6802,12,2017,12-2017
2018-01-01,Vietnam,VNM,6236,1,2018,1-2018
2018-02-01,Vietnam,VNM,2788,2,2018,2-2018
2018-03-01,Vietnam,VNM,3324,3,2018,3-2018
2018-04-01,Vietnam,VNM,2570,4,2018,4-2018
2018-05-01,Vietnam,VNM,3763,5,2018,5-2018
2018-06-01,Vietnam,VNM,5404,6,2018,6-2018
2018-07-01,Vietnam,VNM,8805,7,2018,7-2018
2018-08-01,Vietnam,VNM,11246,8,2018,8-2018
2018-09-01,Vietnam,VNM,13136,9,2018,9-2018
2018-10-01,Vietnam,VNM,18581,10,2018,10-2018
2018-11-01,Vietnam,VNM,21301,11,2018,11-2018
2018-12-01,Vietnam,VNM,23009,12,2018,12-2018
2019-01-01,Vietnam,VNM,16442,1,2019,1-2019
2019-02-01,Vietnam,VNM,8550,2,2019,2-2019
2019-03-01,Vietnam,VNM,6941,3,2019,3-2019
2019-04-01,Vietnam,VNM,5562,4,2019,4-2019
2019-05-01,Vietnam,VNM,8841,5,2019,5-2019
2019-06-01,Vietnam,VNM,15311,6,2019,6-2019
2019-07-01,Vietnam,VNM,30236,7,2019,7-2019
2019-08-01,Vietnam,VNM,36596,8,2019,8-2019
2019-09-01,Vietnam,VNM,36675,9,2019,9-2019
2019-10-01,Vietnam,VNM,40125,10,2019,10-2019
2019-11-01,Vietnam,VNM,36710,11,2019,11-2019
2019-12-01,Vietnam,VNM,23307,12,2019,12-2019
2016-01-01,Yemen,YEM,2554,1,2016,1-2016
2016-02-01,Yemen,YEM,1556,2,2016,2-2016
2016-03-01,Yemen,YEM,1430,3,2016,3-2016
2016-04-01,Yemen,YEM,2321,4,2016,4-2016
2016-05-01,Yemen,YEM,3582,5,2016,5-2016
2016-06-01,Yemen,YEM,2884,6,2016,6-2016
2016-07-01,Yemen,YEM,2863,7,2016,7-2016
2016-08-01,Yemen,YEM,1649,8,2016,8-2016
2016-09-01,Yemen,YEM,2051,9,2016,9-2016
2016-10-01,Yemen,YEM,2541,10,2016,10-2016
2016-11-01,Yemen,YEM,2122,11,2016,11-2016
2016-12-01,Yemen,YEM,2900,12,2016,12-2016
2018-01-01,Yemen,YEM,902,1,2018,1-2018
2018-02-01,Yemen,YEM,968,2,2018,2-2018
2018-03-01,Yemen,YEM,2250,3,2018,3-2018
2018-04-01,Yemen,YEM,2919,4,2018,4-2018
2018-05-01,Yemen,YEM,2538,5,2018,5-2018
2018-06-01,Yemen,YEM,1808,6,2018,6-2018
2018-07-01,Yemen,YEM,2157,7,2018,7-2018
2018-08-01,Yemen,YEM,2942,8,2018,8-2018
2018-09-01,Yemen,YEM,4298,9,2018,9-2018
2018-10-01,Yemen,YEM,3121,10,2018,10-2018
2018-11-01,Yemen,YEM,1949,11,2018,11-2018
2018-12-01,Yemen,YEM,2403,12,2018,12-2018
2019-01-01,Yemen,YEM,4335,1,2019,1-2019
2019-02-01,Yemen,YEM,1881,2,2019,2-2019
2019-03-01,Yemen,YEM,2550,3,2019,3-2019
2019-04-01,Yemen,YEM,2656,4,2019,4-2019
2019-05-01,Yemen,YEM,2184,5,2019,5-2019
2019-06-01,Yemen,YEM,1872,6,2019,6-2019
2019-07-01,Yemen,YEM,2348,7,2019,7-2019
2019-08-01,Yemen,YEM,2121,8,2019,8-2019
2019-09-01,Yemen,YEM,2877,9,2019,9-2019
2019-10-01,Yemen,YEM,6001,10,2019,10-2019
2019-11-01,Yemen,YEM,26541,11,2019,11-2019
2019-12-01,Yemen,YEM,26232,12,2019,12-2019
2020-01-01,Yemen,YEM,14305,1,2020,1-2020
2020-02-01,Yemen,YEM,11005,2,2020,2-2020
2020-03-01,Yemen,YEM,8199,3,2020,3-2020
2020-04-01,Yemen,YEM,4585,4,2020,4-2020
2020-05-01,Yemen,YEM,4036,5,2020,5-2020
2020-06-01,Yemen,YEM,3149,6,2020,6-2020
2020-07-01,Yemen,YEM,2021,7,2020,7-2020
2020-08-01,Yemen,YEM,2032,8,2020,8-2020
2020-09-01,Yemen,YEM,2522,9,2020,9-2020
2020-10-01,Yemen,YEM,4665,10,2020,10-2020
2020-11-01,Yemen,YEM,3273,11,2020,11-2020
2020-12-01,Yemen,YEM,2240,12,2020,12-2020
2017-01-01,Antigua & Barbuda,ATG,4,1,2017,1-2017
2017-02-01,Antigua & Barbuda,ATG,1,2,2017,2-2017
2017-03-01,Antigua & Barbuda,ATG,0,3,2017,3-2017
2017-04-01,Antigua & Barbuda,ATG,0,4,2017,4-2017
2017-05-01,Antigua & Barbuda,ATG,0,5,2017,5-2017
2017-06-01,Antigua & Barbuda,ATG,0,6,2017,6-2017
2017-07-01,Antigua & Barbuda,ATG,0,7,2017,7-2017
2017-08-01,Antigua & Barbuda,ATG,0,8,2017,8-2017
2017-09-01,Antigua & Barbuda,ATG,0,9,2017,9-2017
2017-10-01,Antigua & Barbuda,ATG,0,10,2017,10-2017
2017-11-01,Antigua & Barbuda,ATG,0,11,2017,11-2017
2017-12-01,Antigua & Barbuda,ATG,0,12,2017,12-2017
2022-12-01,Antigua & Barbuda,ATG,48,12,2022,12-2022
2023-01-01,Antigua & Barbuda,ATG,0,1,2023,1-2023
2023-02-01,Antigua & Barbuda,ATG,8,2,2023,2-2023
2023-03-01,Antigua & Barbuda,ATG,8,3,2023,3-2023
2023-04-01,Antigua & Barbuda,ATG,4,4,2023,4-2023
2023-05-01,Antigua & Barbuda,ATG,5,5,2023,5-2023
2023-06-01,Antigua & Barbuda,ATG,2,6,2023,6-2023
2023-07-01,Antigua & Barbuda,ATG,1,7,2023,7-2023
2023-08-01,Antigua & Barbuda,ATG,2,8,2023,8-2023
2023-09-01,Antigua & Barbuda,ATG,3,9,2023,9-2023
2023-10-01,Antigua & Barbuda,ATG,20,10,2023,10-2023
2023-11-01,Antigua & Barbuda,ATG,0,11,2023,11-2023
2023-12-01,Antigua & Barbuda,ATG,209,12,2023,12-2023
2024-01-01,Antigua & Barbuda,ATG,41,1,2024,1-2024
2024-02-01,Antigua & Barbuda,ATG,21,2,2024,2-2024
2024-03-01,Antigua & Barbuda,ATG,0,3,2024,3-2024
2024-04-01,Antigua & Barbuda,ATG,74,4,2024,4-2024
2024-05-01,Antigua & Barbuda,ATG,8,5,2024,5-2024
2024-06-01,Antigua & Barbuda,ATG,18,6,2024,6-2024
2024-07-01,Antigua & Barbuda,ATG,28,7,2024,7-2024
2024-08-01,Antigua & Barbuda,ATG,0,8,2024,8-2024
2024-09-01,Antigua & Barbuda,ATG,12,9,2024,9-2024
2024-10-01,Antigua & Barbuda,ATG,9,10,2024,10-2024
2024-11-01,Antigua & Barbuda,ATG,6,11,2024,11-2024
2024-12-01,Antigua & Barbuda,ATG,3,12,2024,12-2024
2014-01-01,Argentina,ARG,317,1,2014,1-2014
2014-02-01,Argentina,ARG,408,2,2014,2-2014
2014-03-01,Argentina,ARG,429,3,2014,3-2014
2014-04-01,Argentina,ARG,598,4,2014,4-2014
2014-05-01,Argentina,ARG,566,5,2014,5-2014
2014-06-01,Argentina,ARG,208,6,2014,6-2014
2014-07-01,Argentina,ARG,178,7,2014,7-2014
2014-08-01,Argentina,ARG,118,8,2014,8-2014
2014-09-01,Argentina,ARG,79,9,2014,9-2014
2014-10-01,Argentina,ARG,125,10,2014,10-2014
2014-11-01,Argentina,ARG,101,11,2014,11-2014
2014-12-01,Argentina,ARG,143,12,2014,12-2014
2015-01-01,Argentina,ARG,99,1,2015,1-2015
2015-02-01,Argentina,ARG,288,2,2015,2-2015
2015-03-01,Argentina,ARG,805,3,2015,3-2015
2015-04-01,Argentina,ARG,714,4,2015,4-2015
2015-05-01,Argentina,ARG,522,5,2015,5-2015
2015-06-01,Argentina,ARG,167,6,2015,6-2015
2015-07-01,Argentina,ARG,138,7,2015,7-2015
2015-08-01,Argentina,ARG,106,8,2015,8-2015
2015-09-01,Argentina,ARG,282,9,2015,9-2015
