iso3,country,od_region,d,u_rf,med_rf,min_rf,max_rf,sd_rf,n_rf
BOL,Bolivia,South America,34,1.0018248607654936,1,1,1.1587628865979382,0.017021168078868092,87
BOL,Bolivia,South America,35,1,1,1,1,0,69
BOL,Bolivia,South America,36,1,1,1,1,0,66
BOL,Bolivia,South America,37,1,1,1,1,0,66
BOL,Bolivia,South America,38,1,1,1,1,0,66
BOL,Bolivia,South America,39,1,1,1,1,0,66
BOL,Bolivia,South America,40,1,1,1,1,0,66
BOL,Bolivia,South America,41,1,1,1,1,0,66
BOL,Bolivia,South America,42,1,1,1,1,0,66
BOL,Bolivia,South America,43,1,1,1,1,0,66
BOL,Bolivia,South America,44,1,1,1,1,0,66
BOL,Bolivia,South America,45,1,1,1,1,0,66
BOL,Bolivia,South America,46,1,1,1,1,0,66
BOL,Bolivia,South America,47,1,1,1,1,0,66
BOL,Bolivia,South America,48,1,1,1,1,0,66
BOL,Bolivia,South America,49,1,1,1,1,0,66
BOL,Bolivia,South America,50,1,1,1,1,0,66
BOL,Bolivia,South America,51,1,1,1,1,0,66
BRA,Brazil,South America,1,1.0709212634028251,1.0637020153679395,1.0303523833008688,1.1085580103697459,0.027492440560246734,360
BRA,Brazil,South America,2,1.0655858594417855,1.0637020153679395,1.027950656722752,1.1304820078713147,0.026802983131223708,1183
BRA,Brazil,South America,3,1.0581671828312147,1.053385551951534,1.0267587073978703,1.1162578538252395,0.023197902338324545,60
BRA,Brazil,South America,4,1.0549528304341733,1.0511477242149978,1.026018954618321,1.1075219410459796,0.021024509647149876,60
BRA,Brazil,South America,5,1.0523227677442506,1.0490109756677306,1.0255278468459899,1.0993641791112594,0.019150086357184133,60
BRA,Brazil,South America,6,1.049679952799279,1.046929535954546,1.0251025778147969,1.08943196523023,0.017123111105642387,60
BRA,Brazil,South America,7,1.0467738204490395,1.0448595318188132,1.024661386079134,1.0788634462779878,0.014804514960414085,60
BRA,Brazil,South America,8,1.0435764634817877,1.042592445538856,1.0240470256618963,1.0688093878910496,0.012342685004429692,60
BRA,Brazil,South America,9,1.0401857592302526,1.0399093088604787,1.0233549796795447,1.0598158016024932,0.00993846563420516,60
BRA,Brazil,South America,10,1.0367177443129005,1.0370818273649438,1.022558791583072,1.0521942740552375,0.007796911711696089,60
BRA,Brazil,South America,11,1.0332033822099511,1.0341495869093886,1.0216878101722116,1.0442608903413817,0.005906704208794917,60
BRA,Brazil,South America,12,1.0296213215482233,1.0294084006598383,1.020793618146391,1.0364172734482013,0.0042648816382513215,60
BRA,Brazil,South America,13,1.0259293781246308,1.0261725117684284,1.0195017785763454,1.0295772281116657,0.0029818159677486066,60
BRA,Brazil,South America,14,1.0222239302740928,1.0230396214700959,1.0177485366198993,1.0249249286231816,0.0022317394341394036,60
BRA,Brazil,South America,15,1.0184847346858503,1.01872793527973,1.0115362567871593,1.0212782875466428,0.002396758392649381,60
BRA,Brazil,South America,16,1.0146799154255393,1.0153346737476145,1.006207668233886,1.018216609320874,0.0031234989146495897,60
BRA,Brazil,South America,17,1.0108724146583088,1.0118752865127445,1.0011951219120667,1.0153346737476145,0.003959489318635795,60
BRA,Brazil,South America,18,1.0071035858523278,1.0087977408738702,0.9968534784709144,1.0118938226312348,0.004627080880361483,60
BRA,Brazil,South America,19,1.0036036507748476,1.0042343719337425,0.994774843373105,1.0099817319718862,0.004839091480308671,60
BRA,Brazil,South America,20,1.000472521761157,1.000495541277866,0.9937393237414521,1.0078676189351667,0.004512086934491045,60
BRA,Brazil,South America,21,0.997831216910122,0.9971645186716486,0.9931810330721259,1.0051167031159984,0.003779837080182904,60
BRA,Brazil,South America,22,0.9957181691341795,0.9938796999411977,0.9924823231916504,1.002116594249699,0.0029583573388452427,60
BRA,Brazil,South America,23,0.9940710115906892,0.9930368880420548,0.9915985881873334,1.000224745040152,0.0020527613011309463,60
BRA,Brazil,South America,24,0.9928584016241434,0.9922591508770783,0.9907628859349061,0.997409113070061,0.001360178581753656,60
BRA,Brazil,South America,25,0.9922006798177134,0.9921332415481108,0.9899544344876106,0.9951809897181599,0.0010907730158264835,68
BRA,Brazil,South America,26,0.9921698704343077,0.992234978662703,0.9897497125555983,1.000099598731406,0.0016076260502252374,90
BRA,Brazil,South America,27,0.9928398161007286,0.992234978662703,0.9895377920164441,1.000099598731406,0.0028476991891491126,87
BRA,Brazil,South America,28,0.9935720605679429,0.992234978662703,0.9895377920164441,1.000099598731406,0.003345829341884998,87
BRA,Brazil,South America,29,0.9942636223218084,0.992234978662703,0.9903594602385524,1.000099598731406,0.003691862564196046,87
BRA,Brazil,South America,30,0.9950537301076238,0.992234978662703,0.9909981492057247,1.000099598731406,0.003916336355366135,84
BRA,Brazil,South America,31,0.9956308695991779,0.9940162125863392,0.9909981492057247,1.000099598731406,0.003886005693180331,87
BRA,Brazil,South America,32,0.9963080495208524,1.0000543523705996,0.9916090632908661,1.000099598731406,0.0038693718794835636,87
BRA,Brazil,South America,33,0.9970026682613655,1.0000543523705996,0.9918980919223814,1.000099598731406,0.0037149205746334606,87
BRA,Brazil,South America,34,0.9974834443446599,1.0000543523705996,0.992234978662703,1.000099598731406,0.003682061045321174,87
BRA,Brazil,South America,35,0.9996095367106215,1.0000563569810221,0.992234978662703,1.000099598731406,0.001842881212954093,69
BRA,Brazil,South America,36,1.0000578188165739,1.0000563569810221,1.0000412726622805,1.000099598731406,1.3822319197769993e-5,66
BRA,Brazil,South America,37,1.0000529824542805,1.0000543523705996,1.0000412726622805,1.0000849859012688,1.0096687044279071e-5,66
BRA,Brazil,South America,38,1.0000499586677165,1.0000470871171405,1.0000412726622805,1.000069386436192,8.028072562487758e-6,66
BRA,Brazil,South America,39,1.0000479907297712,1.000045277519358,1.0000412726622805,1.0000610154599616,6.914398997155131e-6,66
BRA,Brazil,South America,40,1.0000461860469063,1.0000432776058392,1.0000412726622805,1.0000602733327146,5.508235985537169e-6,66
BRA,Brazil,South America,41,1.0000448426877098,1.0000432776058392,1.0000412726622805,1.0000563569810221,4.034831442445327e-6,66
BRA,Brazil,South America,42,1.0000438444495507,1.0000432776058392,1.0000412726622805,1.0000543523705996,2.2140861414557305e-6,66
BRA,Brazil,South America,43,1.0000434054081517,1.0000432776058392,1.0000412726622805,1.0000470871171405,1.4550257392952142e-6,66
BRA,Brazil,South America,44,1.0000433090152867,1.0000432776058392,1.0000412726622805,1.0000453225435464,1.3189213830072976e-6,66
BRA,Brazil,South America,45,1.0000435799007346,1.0000434907600564,1.0000412726622805,1.0000453225435464,1.4162823058468906e-6,66
BRA,Brazil,South America,46,1.0000440241404889,1.0000442806145098,1.0000412726622805,1.0000474704199946,1.3875099928046287e-6,66
BRA,Brazil,South America,47,1.0000447505024626,1.0000443904795477,1.000041531133724,1.0000489785655142,1.5966246807460675e-6,66
BRA,Brazil,South America,48,1.0000454167299522,1.0000452491096572,1.0000428255962366,1.000049328472472,1.979544182416175e-6,66
BRA,Brazil,South America,49,1.0000461841854165,1.0000452592930869,1.0000428255962366,1.0000524664518153,2.3230568004212746e-6,66
BRA,Brazil,South America,50,1.0000472580371393,1.0000453225435464,1.0000434907600564,1.000054550348984,3.0041789121153266e-6,66
BRA,Brazil,South America,51,1.0000482017264742,1.0000474704199946,1.0000442806145098,1.000054550348984,3.589811173038324e-6,66
BRB,Barbados,Caribbean,2,0.8065749235474006,0.8065749235474006,0.8065749235474006,0.8065749235474006,0,69
BRB,Barbados,Caribbean,3,0.8046729524042322,0.803076923076923,0.803076923076923,0.8065749235474006,0.0017396963420181432,358
BRB,Barbados,Caribbean,4,0.8035526162071658,0.803076923076923,0.8029253271747498,0.8065749235474006,0.0011772462736978724,208
BRB,Barbados,Caribbean,5,0.8030660149299924,0.803076923076923,0.8024691358024691,0.8058103975535168,2.2001038728039268e-4,220
BRB,Barbados,Caribbean,6,0.8030242178622313,0.803076923076923,0.8024691358024691,0.8032159264931087,1.5369028844627227e-4,227
BRB,Barbados,Caribbean,7,0.802952596235769,0.803076923076923,0.8023166023166023,0.803076923076923,2.405723019761274e-4,150
BRB,Barbados,Caribbean,8,0.8103805943053157,0.8126984126984127,0.8021638330757341,0.8126984126984127,0.004304440303487428,186
BRB,Barbados,Caribbean,9,0.8112430033358937,0.8126984126984127,0.801704105344694,0.8144904458598726,0.0036757171487337642,298
BRB,Barbados,Caribbean,10,0.8112347550339845,0.8126984126984127,0.8012422360248447,0.8144904458598726,0.003742775787492894,305
BRB,Barbados,Caribbean,11,0.8049447238182138,0.8020071285656234,0.8,0.8144904458598726,0.005161976242385272,62
BRB,Barbados,Caribbean,12,0.804799053774325,0.8017772647001034,0.8,0.8196856906534326,0.00551994755807761,60
BRB,Barbados,Caribbean,13,0.8065260081698653,0.8023529411764706,0.8,0.8259762308998302,0.008007829150424655,60
BRB,Barbados,Caribbean,14,0.8098487295062671,0.8052464228934817,0.8,0.8349097162510748,0.011175294632926167,60
BRB,Barbados,Caribbean,15,0.8130371194734034,0.8096774193548387,0.7993754879000781,0.8349097162510748,0.012514883076360441,60
BRB,Barbados,Caribbean,16,0.8148350303337707,0.8123791102514507,0.7993754879000781,0.8349097162510748,0.01203708641447503,60
BRB,Barbados,Caribbean,17,0.8150338499146789,0.8123791102514507,0.7955974842767296,0.8349097162510748,0.011939406168067015,60
BRB,Barbados,Caribbean,18,0.8103958803562284,0.8123791102514507,0.7409879839786382,0.8349097162510748,0.02207713001516954,60
BRB,Barbados,Caribbean,19,0.8026019100000099,0.8123791102514507,0.7370572207084468,0.8349097162510748,0.0321747066980892,60
BRB,Barbados,Caribbean,20,0.7904473430523656,0.8123791102514507,0.678082191780822,0.8349097162510748,0.04634700892129438,60
BRB,Barbados,Caribbean,21,0.7738764337394995,0.7955974842767296,0.670863309352518,0.8349097162510748,0.05819157538759083,60
BRB,Barbados,Caribbean,22,0.7577589066703386,0.7409879839786382,0.670863309352518,0.8320479862896315,0.06232366507135676,60
BRB,Barbados,Caribbean,23,0.7495435714490781,0.7409879839786382,0.670863309352518,0.8320479862896315,0.060703021856429895,60
BRB,Barbados,Caribbean,24,0.7616917601222662,0.7409879839786382,0.670863309352518,1,0.08512936610143343,60
BRB,Barbados,Caribbean,25,0.8090175083473968,0.7678761909421987,0.670863309352518,1,0.12856107266991904,68
BRB,Barbados,Caribbean,26,0.8712919834811932,1,0.670863309352518,1,0.14296148664152863,90
BRB,Barbados,Caribbean,27,0.8855971177814596,1,0.670863309352518,1,0.14428419412766186,87
BRB,Barbados,Caribbean,28,0.9046390462144729,1,0.670863309352518,1,0.1401069960535464,87
BRB,Barbados,Caribbean,29,0.9298626051639743,1,0.670863309352518,1,0.12577341580059934,87
BRB,Barbados,Caribbean,30,0.9546998166829743,1,0.670863309352518,1,0.10193378412885849,84
BRB,Barbados,Caribbean,31,0.9818087806318176,1,0.6844262295081968,1,0.059076840269718316,87
BRB,Barbados,Caribbean,32,0.9979194379071592,1,0.8189910979228486,1,0.019406191283414094,87
BRB,Barbados,Caribbean,33,1,1,1,1,0,87
BRB,Barbados,Caribbean,34,1,1,1,1,0,87
BRB,Barbados,Caribbean,35,1,1,1,1,0,69
BRB,Barbados,Caribbean,36,1,1,1,1,0,66
BRB,Barbados,Caribbean,37,1,1,1,1,0,66
BRB,Barbados,Caribbean,38,1,1,1,1,0,66
BRB,Barbados,Caribbean,39,1,1,1,1,0,66
BRB,Barbados,Caribbean,40,1,1,1,1,0,66
BRB,Barbados,Caribbean,41,1,1,1,1,0,66
BRB,Barbados,Caribbean,42,1,1,1,1,0,66
BRB,Barbados,Caribbean,43,1,1,1,1,0,66
BRB,Barbados,Caribbean,44,1,1,1,1,0,66
BRB,Barbados,Caribbean,45,1,1,1,1,0,66
BRB,Barbados,Caribbean,46,1,1,1,1,0,66
BRB,Barbados,Caribbean,47,1,1,1,1,0,66
BRB,Barbados,Caribbean,48,1,1,1,1,0,66
BRB,Barbados,Caribbean,49,1,1,1,1,0,66
BRB,Barbados,Caribbean,50,1,1,1,1,0,66
BRB,Barbados,Caribbean,51,1,1,1,1,0,66
CHL,Chile,South America,1,1,1,1,1,0,27
CHL,Chile,South America,2,1,1,1,1,0,1077
CHL,Chile,South America,3,1.0001041043125212,1,1,1.0129870129870129,0.0011592495227313387,499
CHL,Chile,South America,4,1.001959595959596,1,1,1.0129870129870129,0.004372514969903499,60
CHL,Chile,South America,5,1.0022929292929292,1,1,1.0129870129870129,0.0044651136809461985,60
CHL,Chile,South America,6,1.0027558922558923,1,1,1.0129870129870129,0.004563958589489052,60
CHL,Chile,South America,7,1.0018044131794133,1,1,1.0129870129870129,0.003246892549905747,60
CHL,Chile,South America,8,1.0030046296296296,1,1,1.03125,0.007968798957058924,60
CHL,Chile,South America,9,1.0085139895330113,1,1,1.0608695652173914,0.017293404970729457,60
CHL,Chile,South America,10,1.0136121642429072,1,1,1.0608695652173914,0.02198012498279845,60
CHL,Chile,South America,11,1.0233504869644774,1,1,1.1168831168831168,0.03359961145381105,60
CHL,Chile,South America,12,1.0472817640207543,1,1,1.3181818181818181,0.0828795525045283,60
CHL,Chile,South America,13,1.0885830650747728,1,1,1.48,0.14675590032754846,60
CHL,Chile,South America,14,1.1491115276476103,1,1,1.625,0.21182239786158608,60
CHL,Chile,South America,15,1.1799849257884971,1,1,1.625,0.24328876341954533,56
CHL,Chile,South America,16,1.1643506493506492,1,1,1.625,0.2551498337686632,49
CHL,Chile,South America,17,1.115595238095238,1,1,1.625,0.24212273238534807,42
CHL,Chile,South America,18,1.0178571428571428,1,1,1.625,0.1056442818410645,35
CHL,Chile,South America,19,1,1,1,1,0,34
CHL,Chile,South America,20,1,1,1,1,0,29
CHL,Chile,South America,21,1,1,1,1,0,22
CHL,Chile,South America,22,1,1,1,1,0,15
CHL,Chile,South America,23,1,1,1,1,0,8
CHL,Chile,South America,24,1,1,1,1,NA,1
COL,Colombia,South America,2,1,1,1,1,0,880
COL,Colombia,South America,3,1,1,1,1,0,723
COL,Colombia,South America,4,1,1,1,1,0,60
COL,Colombia,South America,5,1,1,1,1,0,60
COL,Colombia,South America,6,1,1,1,1,0,60
COL,Colombia,South America,7,1,1,1,1,0,60
COL,Colombia,South America,8,1,1,1,1,0,60
COL,Colombia,South America,9,1,1,1,1,0,60
COL,Colombia,South America,10,1,1,1,1,0,60
COL,Colombia,South America,11,1,1,1,1,0,60
COL,Colombia,South America,12,1,1,1,1,0,60
COL,Colombia,South America,13,1,1,1,1,0,60
COL,Colombia,South America,14,1,1,1,1,0,60
COL,Colombia,South America,15,1,1,1,1,0,60
COL,Colombia,South America,16,1,1,1,1,0,60
COL,Colombia,South America,17,1,1,1,1,0,60
COL,Colombia,South America,18,1,1,1,1,0,60
COL,Colombia,South America,19,1,1,1,1,0,60
COL,Colombia,South America,20,1,1,1,1,0,60
COL,Colombia,South America,21,1,1,1,1,0,60
COL,Colombia,South America,22,1,1,1,1,0,60
COL,Colombia,South America,23,1,1,1,1,0,60
COL,Colombia,South America,24,1,1,1,1,0,60
COL,Colombia,South America,25,1,1,1,1,0,68
COL,Colombia,South America,26,1,1,1,1,0,90
COL,Colombia,South America,27,1,1,1,1,0,87
COL,Colombia,South America,28,1,1,1,1,0,87
COL,Colombia,South America,29,1,1,1,1,0,87
COL,Colombia,South America,30,1,1,1,1,0,84
COL,Colombia,South America,31,1,1,1,1,0,87
COL,Colombia,South America,32,1,1,1,1,0,87
COL,Colombia,South America,33,1,1,1,1,0,87
COL,Colombia,South America,34,1,1,1,1,0,87
COL,Colombia,South America,35,1,1,1,1,0,69
COL,Colombia,South America,36,1,1,1,1,0,66
COL,Colombia,South America,37,1,1,1,1,0,66
COL,Colombia,South America,38,1,1,1,1,0,66
COL,Colombia,South America,39,1,1,1,1,0,66
COL,Colombia,South America,40,1,1,1,1,0,66
COL,Colombia,South America,41,1,1,1,1,0,66
COL,Colombia,South America,42,1,1,1,1,0,66
COL,Colombia,South America,43,1,1,1,1,0,66
COL,Colombia,South America,44,1,1,1,1,0,66
COL,Colombia,South America,45,1,1,1,1,0,66
COL,Colombia,South America,46,1,1,1,1,0,66
COL,Colombia,South America,47,1,1,1,1,0,66
COL,Colombia,South America,48,1,1,1,1,0,66
COL,Colombia,South America,49,1,1,1,1,0,66
COL,Colombia,South America,50,1,1,1,1,0,66
COL,Colombia,South America,51,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,2,0.9433470439442254,0.933843797856049,0.9278066190785205,0.9643877036788174,0.01480944924137018,350
CRI,Costa Rica,North & Central America,3,0.947626946147758,0.9459321415541773,0.9094378627653653,0.9674886347981816,0.014714884669489118,1228
CRI,Costa Rica,North & Central America,4,0.9304289202200998,0.9286110597373775,0.9094378627653653,0.9528758102685462,0.013905728964942058,85
CRI,Costa Rica,North & Central America,5,0.9260801874326021,0.921411702965101,0.9100110572424939,0.9571634668738209,0.011393294611759055,60
CRI,Costa Rica,North & Central America,6,0.9325417705738739,0.9316386121607695,0.9179038600433352,0.9597735047776336,0.011367290187894378,60
CRI,Costa Rica,North & Central America,7,0.9398203602534394,0.9362363919129082,0.9198693147622732,0.9613861386138614,0.010100879378852996,60
CRI,Costa Rica,North & Central America,8,0.9471075131619375,0.9434596577017115,0.9305099070335243,0.9634585692228512,0.008568011118462303,60
CRI,Costa Rica,North & Central America,9,0.9542022588679934,0.9538572458543619,0.9407797335088008,0.9674289674289674,0.006887489572151343,60
CRI,Costa Rica,North & Central America,10,0.9603067302818721,0.9611677223905261,0.9464791224345365,0.9710020097616997,0.004990825326683494,60
CRI,Costa Rica,North & Central America,11,0.9655218725196806,0.9650888309106721,0.9553605861935981,0.9755734286565386,0.003357817499412709,60
CRI,Costa Rica,North & Central America,12,0.9697263390846369,0.9695714100738055,0.9650888309106721,0.9782239382239383,0.0025227317004872045,60
CRI,Costa Rica,North & Central America,13,0.9733670994083041,0.973517559009787,0.9695714100738055,0.9805090206185567,0.002534795889889644,60
CRI,Costa Rica,North & Central America,14,0.9766569985790118,0.9769069279216235,0.9729859335038363,0.9835219707057257,0.002611364064223115,60
CRI,Costa Rica,North & Central America,15,0.9794230530471494,0.979737045630317,0.9751682153156039,0.9862608695652174,0.0026268056680795173,60
CRI,Costa Rica,North & Central America,16,0.9818918303969022,0.9824255628177196,0.9775020678246484,0.9892217756667885,0.002638649829683042,60
CRI,Costa Rica,North & Central America,17,0.9843091545905304,0.9847629796839729,0.9802938634399309,0.9937960449786739,0.002692905409171133,60
CRI,Costa Rica,North & Central America,18,0.9866201663097852,0.9867077322094343,0.9830311096323407,0.9943901932266778,0.002371688273258568,60
CRI,Costa Rica,North & Central America,19,0.9887700703853883,0.9887914230019493,0.9852328005559416,0.9977246871444824,0.002705487924629065,60
CRI,Costa Rica,North & Central America,20,0.9908590420928927,0.9902573070197352,0.9872112211221122,1.001010101010101,0.002900712560884543,60
CRI,Costa Rica,North & Central America,21,0.9931027400551666,0.9927113655894491,0.9885031559963932,1.005181347150259,0.003075367945890005,60
CRI,Costa Rica,North & Central America,22,0.9956820557190675,0.9960068454078722,0.991991991991992,1.0051564111378481,0.0026977713004364724,60
CRI,Costa Rica,North & Central America,23,0.9987670379554352,0.9976518767881304,0.9936551099025606,1.0110229276895943,0.0037128367495892546,60
CRI,Costa Rica,North & Central America,24,1.0029962974431716,1.001171875,0.9969818913480886,1.0254500310366232,0.006431010025898365,60
CRI,Costa Rica,North & Central America,25,1.009181864633034,1.0033357761798452,0.9988610478359908,1.0712616822429906,0.0156297701831686,68
CRI,Costa Rica,North & Central America,26,1.0100899925250235,1.0038919413919414,1,1.0613425925925926,0.016640073636020842,90
CRI,Costa Rica,North & Central America,27,1.0121048904841146,1.005503324925476,1,1.0826446280991735,0.019945549128832535,87
CRI,Costa Rica,North & Central America,28,1.01307517877177,1,1,1.0826446280991735,0.022572885511105548,87
CRI,Costa Rica,North & Central America,29,1.0125804418486477,1,1,1.0839243498817968,0.021798951702130004,87
CRI,Costa Rica,North & Central America,30,1.0136757179896054,1,1,1.0839243498817968,0.02441209077658365,84
CRI,Costa Rica,North & Central America,31,1.012564213230462,1,1,1.0890736342042755,0.025418020124378868,87
CRI,Costa Rica,North & Central America,32,1.0109139360901787,1,1,1.0890736342042755,0.02613163834371586,87
CRI,Costa Rica,North & Central America,33,1.007660284279991,1,1,1.0890736342042755,0.02465495710737861,87
CRI,Costa Rica,North & Central America,34,1.0010238348759113,1,1,1.0890736342042755,0.00954969597539603,87
CRI,Costa Rica,North & Central America,35,1,1,1,1,0,69
CRI,Costa Rica,North & Central America,36,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,37,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,38,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,39,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,40,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,41,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,42,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,43,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,44,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,45,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,46,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,47,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,48,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,49,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,50,1,1,1,1,0,66
CRI,Costa Rica,North & Central America,51,1,1,1,1,0,66
CUB,Cuba,Caribbean,1,1,1,1,1,0,1035
CUB,Cuba,Caribbean,2,1,1,1,1,0,3703
CUB,Cuba,Caribbean,3,1,1,1,1,0,3703
CUB,Cuba,Caribbean,4,1,1,1,1,0,529
CUW,Curaçao,Caribbean,14,1,1,1,1,0,7056
CUW,Curaçao,Caribbean,15,1,1,1,1,0,12352
CUW,Curaçao,Caribbean,16,1,1,1,1,0,12359
CUW,Curaçao,Caribbean,17,1,1,1,1,0,12366
CUW,Curaçao,Caribbean,18,1,1,1,1,0,10609
CUW,Curaçao,Caribbean,19,1,1,1,1,0,12379
CUW,Curaçao,Caribbean,20,1,1,1,1,0,12386
CUW,Curaçao,Caribbean,21,1,1,1,1,0,12393
CUW,Curaçao,Caribbean,22,1,1,1,1,0,12400
CUW,Curaçao,Caribbean,23,1,1,1,1,0,1823
CUW,Curaçao,Caribbean,24,1,1,1,1,0,60
CUW,Curaçao,Caribbean,25,1,1,1,1,0,60
CUW,Curaçao,Caribbean,26,1,1,1,1,0,56
CUW,Curaçao,Caribbean,27,1,1,1,1,0,49
CUW,Curaçao,Caribbean,28,1,1,1,1,0,42
CUW,Curaçao,Caribbean,29,1,1,1,1,0,35
CUW,Curaçao,Caribbean,30,1,1,1,1,0,29
CUW,Curaçao,Caribbean,31,1,1,1,1,0,22
CUW,Curaçao,Caribbean,32,1,1,1,1,0,15
CUW,Curaçao,Caribbean,33,1,1,1,1,0,8
CUW,Curaçao,Caribbean,34,1,1,1,1,NA,1
CYM,Cayman Islands,Caribbean,4,1,1,1,1,0,26
CYM,Cayman Islands,Caribbean,5,1,1,1,1,0,314
CYM,Cayman Islands,Caribbean,6,1,1,1,1,0,435
CYM,Cayman Islands,Caribbean,7,1,1,1,1,0,968
CYM,Cayman Islands,Caribbean,8,1,1,1,1,0,982
CYM,Cayman Islands,Caribbean,9,1,1,1,1,0,365
CYM,Cayman Islands,Caribbean,10,1,1,1,1,0,304
CYM,Cayman Islands,Caribbean,11,1,1,1,1,0,45
CYM,Cayman Islands,Caribbean,12,1,1,1,1,0,58
CYM,Cayman Islands,Caribbean,13,1,1,1,1,0,76
CYM,Cayman Islands,Caribbean,14,1,1,1,1,0,72
CYM,Cayman Islands,Caribbean,15,1,1,1,1,0,72
CYM,Cayman Islands,Caribbean,16,1,1,1,1,0,60
CYM,Cayman Islands,Caribbean,17,1,1,1,1,0,50
CYM,Cayman Islands,Caribbean,18,1,1,1,1,0,65
CYM,Cayman Islands,Caribbean,19,1,1,1,1,0,65
CYM,Cayman Islands,Caribbean,20,1,1,1,1,0,65
CYM,Cayman Islands,Caribbean,21,1,1,1,1,0,55
CYM,Cayman Islands,Caribbean,22,1,1,1,1,0,29
CYM,Cayman Islands,Caribbean,23,1,1,1,1,0,22
CYM,Cayman Islands,Caribbean,24,1,1,1,1,0,15
CYM,Cayman Islands,Caribbean,25,1,1,1,1,0,16
CYM,Cayman Islands,Caribbean,26,1,1,1,1,0,33
CYM,Cayman Islands,Caribbean,27,1,1,1,1,0,28
CYM,Cayman Islands,Caribbean,28,1,1,1,1,0,28
CYM,Cayman Islands,Caribbean,29,1,1,1,1,0,28
CYM,Cayman Islands,Caribbean,30,1,1,1,1,0,24
CYM,Cayman Islands,Caribbean,31,1,1,1,1,0,28
CYM,Cayman Islands,Caribbean,32,1,1,1,1,0,28
CYM,Cayman Islands,Caribbean,33,1,1,1,1,0,28
CYM,Cayman Islands,Caribbean,34,1,1,1,1,0,28
CYM,Cayman Islands,Caribbean,35,1,1,1,1,0,4
CYM,Cayman Islands,Caribbean,37,1,1,1,1,0,288
CYM,Cayman Islands,Caribbean,38,1,1,1,1,0,1152
CYM,Cayman Islands,Caribbean,39,1,1,1,1,0,1008
CYM,Cayman Islands,Caribbean,40,1,1,1,1,0,1008
CYM,Cayman Islands,Caribbean,41,1,1,1,1,0,1008
CYM,Cayman Islands,Caribbean,42,1,1,1,1,0,864
CYM,Cayman Islands,Caribbean,43,1,1,1,1,0,1008
CYM,Cayman Islands,Caribbean,44,1,1,1,1,0,1008
CYM,Cayman Islands,Caribbean,45,1,1,1,1,0,1008
CYM,Cayman Islands,Caribbean,46,1,1,1,1,0,1008
CYM,Cayman Islands,Caribbean,47,1,1,1,1,0,144
DMA,Dominica,Caribbean,25,1,1,1,1,0,8
DMA,Dominica,Caribbean,26,1,1,1,1,0,32
DMA,Dominica,Caribbean,27,1,1,1,1,0,28
DMA,Dominica,Caribbean,28,1,1,1,1,0,28
DMA,Dominica,Caribbean,29,1,1,1,1,0,28
DMA,Dominica,Caribbean,30,1,1,1,1,0,24
DMA,Dominica,Caribbean,31,1,1,1,1,0,28
DMA,Dominica,Caribbean,32,1,1,1,1,0,28
DMA,Dominica,Caribbean,33,1,1,1,1,0,28
DMA,Dominica,Caribbean,34,1,1,1,1,0,28
DMA,Dominica,Caribbean,35,1,1,1,1,0,4
DOM,Dominican Republic,Caribbean,3,1,1,1,1,0,914
DOM,Dominican Republic,Caribbean,4,1,1,1,1,0,749
DOM,Dominican Republic,Caribbean,5,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,6,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,7,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,8,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,9,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,10,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,11,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,12,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,13,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,14,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,15,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,16,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,17,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,18,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,19,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,20,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,21,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,22,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,23,1,1,1,1,0,60
DOM,Dominican Republic,Caribbean,24,0.9976834768347683,1,0.8610086100861009,1,0.01794371128009173,60
