iso3,origin_date,horizon,target_date,.pred,.pred_lower50,.pred_upper50,.pred_lower90,.pred_upper90,model,window_type,n_train_months,n_gap_in_window,actual
CUW,2017-07-01,5,2017-12-01,102,84,112,49,210,nowcast,expanding,48,0,NA
CUW,2017-07-01,6,2018-01-01,99,82,109,48,204,nowcast,expanding,48,0,NA
CYM,2017-07-01,1,2017-08-01,4,2,4,1,15,nowcast,expanding,60,4,NA
CYM,2017-07-01,2,2017-09-01,8,4,9,1,31,nowcast,expanding,60,4,NA
CYM,2017-07-01,3,2017-10-01,18,10,20,3,71,nowcast,expanding,60,4,NA
CYM,2017-07-01,4,2017-11-01,17,10,19,2,68,nowcast,expanding,60,4,NA
CYM,2017-07-01,5,2017-12-01,7,4,8,1,27,nowcast,expanding,60,4,NA
CYM,2017-07-01,6,2018-01-01,19,11,22,3,76,nowcast,expanding,60,4,NA
DMA,2017-07-01,1,2017-08-01,11,4,14,1,67,nowcast,expanding,72,16,NA
DMA,2017-07-01,2,2017-09-01,15,5,19,1,90,nowcast,expanding,72,16,NA
DMA,2017-07-01,3,2017-10-01,21,7,26,1,123,nowcast,expanding,72,16,NA
DMA,2017-07-01,4,2017-11-01,24,8,30,1,140,nowcast,expanding,72,16,NA
DMA,2017-07-01,5,2017-12-01,15,5,19,1,90,nowcast,expanding,72,16,NA
DMA,2017-07-01,6,2018-01-01,27,9,34,2,160,nowcast,expanding,72,16,NA
DOM,2017-07-01,1,2017-08-01,120,57,305,41,320,nowcast,expanding,89,0,113
DOM,2017-07-01,2,2017-09-01,133,55,408,32,450,nowcast,expanding,89,0,137
DOM,2017-07-01,3,2017-10-01,169,94,471,47,668,nowcast,expanding,89,0,175
DOM,2017-07-01,4,2017-11-01,136,86,674,35,723,nowcast,expanding,89,0,108
DOM,2017-07-01,5,2017-12-01,110,54,250,29,306,nowcast,expanding,89,0,68
DOM,2017-07-01,6,2018-01-01,63,38,295,19,525,nowcast,expanding,89,0,75
ECU,2017-07-01,1,2017-08-01,494,393,689,163,858,nowcast,expanding,81,0,334
ECU,2017-07-01,2,2017-09-01,329,262,458,109,571,nowcast,expanding,81,0,390
ECU,2017-07-01,3,2017-10-01,324,258,453,107,564,nowcast,expanding,81,0,199
ECU,2017-07-01,4,2017-11-01,1068,592,1697,473,6788,nowcast,expanding,81,0,205
ECU,2017-07-01,5,2017-12-01,1429,791,2270,633,9081,nowcast,expanding,81,0,155
ECU,2017-07-01,6,2018-01-01,1736,962,2758,770,11035,nowcast,expanding,81,0,495
ERI,2017-07-01,1,2017-08-01,792,525,996,304,1505,nowcast,expanding,60,25,NA
ERI,2017-07-01,2,2017-09-01,1238,820,1557,476,2352,nowcast,expanding,60,25,NA
ERI,2017-07-01,3,2017-10-01,1441,955,1812,554,2738,nowcast,expanding,60,25,NA
ERI,2017-07-01,4,2017-11-01,1666,1104,2095,640,3166,nowcast,expanding,60,25,NA
ERI,2017-07-01,5,2017-12-01,1314,871,1653,505,2497,nowcast,expanding,60,25,NA
ERI,2017-07-01,6,2018-01-01,1254,831,1577,482,2383,nowcast,expanding,60,25,NA
ETH,2017-07-01,1,2017-08-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
ETH,2017-07-01,2,2017-09-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
ETH,2017-07-01,3,2017-10-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
ETH,2017-07-01,4,2017-11-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
ETH,2017-07-01,5,2017-12-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
ETH,2017-07-01,6,2018-01-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
FJI,2017-07-01,1,2017-08-01,168,105,227,54,266,nowcast,expanding,81,0,186
FJI,2017-07-01,2,2017-09-01,143,90,193,46,226,nowcast,expanding,81,0,161
FJI,2017-07-01,3,2017-10-01,142,89,192,46,225,nowcast,expanding,81,0,106
FJI,2017-07-01,4,2017-11-01,424,18,749,7,39072,nowcast,expanding,81,0,191
FJI,2017-07-01,5,2017-12-01,514,22,909,9,47390,nowcast,expanding,81,0,259
FJI,2017-07-01,6,2018-01-01,475,20,841,8,43829,nowcast,expanding,81,0,982
FSM,2017-07-01,1,2017-08-01,NA,NA,NA,NA,NA,nowcast,expanding,12,4,NA
FSM,2017-07-01,2,2017-09-01,NA,NA,NA,NA,NA,nowcast,expanding,12,4,NA
FSM,2017-07-01,3,2017-10-01,NA,NA,NA,NA,NA,nowcast,expanding,12,4,NA
FSM,2017-07-01,4,2017-11-01,NA,NA,NA,NA,NA,nowcast,expanding,12,4,NA
FSM,2017-07-01,5,2017-12-01,NA,NA,NA,NA,NA,nowcast,expanding,12,4,NA
FSM,2017-07-01,6,2018-01-01,NA,NA,NA,NA,NA,nowcast,expanding,12,4,NA
GLP,2017-07-01,1,2017-08-01,20,18,22,18,26,nowcast,expanding,88,0,16
GLP,2017-07-01,2,2017-09-01,81,78,85,74,92,nowcast,expanding,88,0,78
GLP,2017-07-01,3,2017-10-01,82,76,86,74,90,nowcast,expanding,88,0,81
GLP,2017-07-01,4,2017-11-01,102,95,102,92,107,nowcast,expanding,88,0,104
GLP,2017-07-01,5,2017-12-01,50,46,53,45,55,nowcast,expanding,88,0,59
GLP,2017-07-01,6,2018-01-01,90,12,324,7,700,nowcast,expanding,88,0,67
GRD,2017-07-01,1,2017-08-01,6,1,18,0,65,nowcast,expanding,77,12,22
GRD,2017-07-01,2,2017-09-01,6,1,19,0,68,nowcast,expanding,77,12,34
GRD,2017-07-01,3,2017-10-01,3,1,11,0,38,nowcast,expanding,77,12,48
GRD,2017-07-01,4,2017-11-01,3,1,9,0,32,nowcast,expanding,77,12,31
GRD,2017-07-01,5,2017-12-01,3,1,8,0,29,nowcast,expanding,77,12,14
GRD,2017-07-01,6,2018-01-01,5,1,17,0,60,nowcast,expanding,77,12,14
GTM,2017-07-01,1,2017-08-01,810,679,856,641,912,nowcast,expanding,90,0,621
GTM,2017-07-01,2,2017-09-01,466,395,525,337,954,nowcast,expanding,90,0,357
GTM,2017-07-01,3,2017-10-01,440,389,513,246,1067,nowcast,expanding,90,0,621
GTM,2017-07-01,4,2017-11-01,384,205,398,155,2034,nowcast,expanding,90,0,339
GTM,2017-07-01,5,2017-12-01,243,232,487,124,601,nowcast,expanding,90,0,181
GTM,2017-07-01,6,2018-01-01,139,72,182,54,206,nowcast,expanding,90,0,425
GUF,2017-07-01,1,2017-08-01,43,14,76,0,85,nowcast,expanding,82,0,31
GUF,2017-07-01,2,2017-09-01,27,9,49,0,54,nowcast,expanding,82,0,21
GUF,2017-07-01,3,2017-10-01,176,118,24851,0,37273,nowcast,expanding,82,0,16
GUF,2017-07-01,4,2017-11-01,295,197,41578,0,62361,nowcast,expanding,82,0,33
GUF,2017-07-01,5,2017-12-01,231,154,32504,0,48751,nowcast,expanding,82,0,21
GUF,2017-07-01,6,2018-01-01,205,136,28843,0,43261,nowcast,expanding,82,0,51
GUY,2017-07-01,1,2017-08-01,91,87,92,80,94,nowcast,expanding,84,7,NA
GUY,2017-07-01,2,2017-09-01,92,88,95,82,101,nowcast,expanding,84,7,NA
GUY,2017-07-01,3,2017-10-01,90,90,93,87,110,nowcast,expanding,84,7,NA
GUY,2017-07-01,4,2017-11-01,91,75,94,73,100,nowcast,expanding,84,7,NA
GUY,2017-07-01,5,2017-12-01,74,70,75,66,77,nowcast,expanding,84,7,NA
GUY,2017-07-01,6,2018-01-01,94,85,101,77,108,nowcast,expanding,84,7,28
HND,2017-07-01,1,2017-08-01,623,316,744,290,1266,nowcast,expanding,90,0,442
HND,2017-07-01,2,2017-09-01,503,189,629,123,965,nowcast,expanding,90,0,301
HND,2017-07-01,3,2017-10-01,614,239,772,131,1686,nowcast,expanding,90,0,356
HND,2017-07-01,4,2017-11-01,529,178,699,125,1644,nowcast,expanding,90,0,196
HND,2017-07-01,5,2017-12-01,369,172,401,117,443,nowcast,expanding,90,0,162
HND,2017-07-01,6,2018-01-01,281,103,731,82,1203,nowcast,expanding,90,0,262
HTI,2017-07-01,1,2017-08-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
HTI,2017-07-01,2,2017-09-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
HTI,2017-07-01,3,2017-10-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
HTI,2017-07-01,4,2017-11-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
HTI,2017-07-01,5,2017-12-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
HTI,2017-07-01,6,2018-01-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
IDN,2017-07-01,1,2017-08-01,4640,3751,5751,2856,7935,nowcast,expanding,82,0,3620
IDN,2017-07-01,2,2017-09-01,4220,3411,5231,2598,7217,nowcast,expanding,82,0,3516
IDN,2017-07-01,3,2017-10-01,11371,8226,15173,5656,24029,nowcast,expanding,82,0,4130
IDN,2017-07-01,4,2017-11-01,11716,8476,15634,5828,24759,nowcast,expanding,82,0,4441
IDN,2017-07-01,5,2017-12-01,11768,8513,15703,5854,24869,nowcast,expanding,82,0,4116
IDN,2017-07-01,6,2018-01-01,24986,18076,33341,12429,52801,nowcast,expanding,82,0,6169
IND,2017-07-01,1,2017-08-01,23011,22788,23526,21999,23536,nowcast,expanding,88,0,23128
IND,2017-07-01,2,2017-09-01,29682,29369,31448,28023,32123,nowcast,expanding,88,0,31093
IND,2017-07-01,3,2017-10-01,40118,37651,41050,36403,42970,nowcast,expanding,88,0,36389
IND,2017-07-01,4,2017-11-01,26647,26559,28231,25806,30331,nowcast,expanding,88,0,25145
IND,2017-07-01,5,2017-12-01,15597,14832,15791,14653,15912,nowcast,expanding,88,0,13373
IND,2017-07-01,6,2018-01-01,16765,14597,17578,9156,35520,nowcast,expanding,88,0,2305
JAM,2017-07-01,1,2017-08-01,10,9,16,2,35,nowcast,expanding,87,0,0
JAM,2017-07-01,2,2017-09-01,25,25,39,10,101,nowcast,expanding,87,0,0
JAM,2017-07-01,3,2017-10-01,23,6,28,3,145,nowcast,expanding,87,0,0
JAM,2017-07-01,4,2017-11-01,28,27,34,10,111,nowcast,expanding,87,0,0
JAM,2017-07-01,5,2017-12-01,27,24,32,5,44,nowcast,expanding,87,0,145
JAM,2017-07-01,6,2018-01-01,3,1,6,0,349,nowcast,expanding,87,0,23
KEN,2017-07-01,1,2017-08-01,32,14,152,0,314,nowcast,expanding,48,5,NA
KEN,2017-07-01,2,2017-09-01,21,9,99,0,204,nowcast,expanding,48,5,NA
KEN,2017-07-01,3,2017-10-01,14,6,67,0,138,nowcast,expanding,48,5,NA
KEN,2017-07-01,4,2017-11-01,18,8,86,0,178,nowcast,expanding,48,5,NA
KEN,2017-07-01,5,2017-12-01,11,5,51,0,107,nowcast,expanding,48,5,NA
KEN,2017-07-01,6,2018-01-01,37,16,171,0,355,nowcast,expanding,48,5,NA
KHM,2017-07-01,1,2017-08-01,822,725,1546,608,2843,nowcast,expanding,90,0,970
KHM,2017-07-01,2,2017-09-01,595,545,705,407,1830,nowcast,expanding,90,0,850
KHM,2017-07-01,3,2017-10-01,431,311,682,298,1231,nowcast,expanding,90,0,788
KHM,2017-07-01,4,2017-11-01,318,296,1129,292,1279,nowcast,expanding,90,0,326
KHM,2017-07-01,5,2017-12-01,189,151,682,75,721,nowcast,expanding,90,0,246
KHM,2017-07-01,6,2018-01-01,157,62,392,54,659,nowcast,expanding,90,0,425
KIR,2017-07-01,1,2017-08-01,0,0,93,0,260,nowcast,expanding,52,24,1
KIR,2017-07-01,2,2017-09-01,0,0,67,0,185,nowcast,expanding,52,24,0
KIR,2017-07-01,3,2017-10-01,0,0,127,0,352,nowcast,expanding,52,24,0
KIR,2017-07-01,4,2017-11-01,0,0,261,0,725,nowcast,expanding,52,24,0
KIR,2017-07-01,5,2017-12-01,0,0,729,0,2026,nowcast,expanding,52,24,1
KIR,2017-07-01,6,2018-01-01,0,0,1262,0,3504,nowcast,expanding,52,24,298
KNA,2017-07-01,1,2017-08-01,3,1,4,0,4,nowcast,expanding,36,16,NA
KNA,2017-07-01,2,2017-09-01,6,2,8,0,9,nowcast,expanding,36,16,NA
KNA,2017-07-01,3,2017-10-01,13,5,17,1,18,nowcast,expanding,36,16,NA
KNA,2017-07-01,4,2017-11-01,12,4,16,1,17,nowcast,expanding,36,16,NA
KNA,2017-07-01,5,2017-12-01,9,3,12,0,13,nowcast,expanding,36,16,NA
KNA,2017-07-01,6,2018-01-01,4,1,5,0,5,nowcast,expanding,36,16,NA
LAO,2017-07-01,1,2017-08-01,1784,1501,2003,1062,3480,nowcast,expanding,90,0,1934
LAO,2017-07-01,2,2017-09-01,1456,903,2254,707,3272,nowcast,expanding,90,0,1550
LAO,2017-07-01,3,2017-10-01,2169,747,2261,349,2430,nowcast,expanding,90,0,1198
LAO,2017-07-01,4,2017-11-01,1496,523,2205,407,2346,nowcast,expanding,90,0,543
LAO,2017-07-01,5,2017-12-01,1618,910,2323,608,3207,nowcast,expanding,90,0,170
LAO,2017-07-01,6,2018-01-01,828,21,965,12,5006,nowcast,expanding,90,0,85
LCA,2017-07-01,1,2017-08-01,7,6,7,1,27,nowcast,expanding,77,12,7
LCA,2017-07-01,2,2017-09-01,17,14,18,2,64,nowcast,expanding,77,12,17
LCA,2017-07-01,3,2017-10-01,6,6,7,1,25,nowcast,expanding,77,12,6
LCA,2017-07-01,4,2017-11-01,6,5,7,1,24,nowcast,expanding,77,12,7
LCA,2017-07-01,5,2017-12-01,3,3,4,0,13,nowcast,expanding,77,12,4
LCA,2017-07-01,6,2018-01-01,11,9,11,1,40,nowcast,expanding,77,12,9
LKA,2017-07-01,1,2017-08-01,21970,19619,22272,17919,23822,nowcast,expanding,90,0,16894
LKA,2017-07-01,2,2017-09-01,17780,13470,17904,10747,23659,nowcast,expanding,90,0,6800
LKA,2017-07-01,3,2017-10-01,14167,12560,21566,12434,22198,nowcast,expanding,90,0,8315
LKA,2017-07-01,4,2017-11-01,29551,22166,30864,12138,33740,nowcast,expanding,90,0,8257
LKA,2017-07-01,5,2017-12-01,33127,29742,39184,25514,39318,nowcast,expanding,90,0,5811
LKA,2017-07-01,6,2018-01-01,64660,41751,66793,40855,85236,nowcast,expanding,90,0,8633
MAF,2017-07-01,1,2017-08-01,9,7,9,7,9,nowcast,expanding,86,0,8
MAF,2017-07-01,2,2017-09-01,12,11,13,11,16,nowcast,expanding,86,0,11
MAF,2017-07-01,3,2017-10-01,26,24,27,23,29,nowcast,expanding,86,0,22
MAF,2017-07-01,4,2017-11-01,33,33,39,33,41,nowcast,expanding,86,0,26
MAF,2017-07-01,5,2017-12-01,26,23,27,22,29,nowcast,expanding,86,0,20
MAF,2017-07-01,6,2018-01-01,21,15,27,5,227,nowcast,expanding,86,0,8
MDV,2017-07-01,1,2017-08-01,112,45,173,40,190,nowcast,expanding,90,0,78
MDV,2017-07-01,2,2017-09-01,81,42,120,38,145,nowcast,expanding,90,0,62
MDV,2017-07-01,3,2017-10-01,114,50,135,35,160,nowcast,expanding,90,0,64
MDV,2017-07-01,4,2017-11-01,74,37,103,14,109,nowcast,expanding,90,0,58
MDV,2017-07-01,5,2017-12-01,58,32,93,27,110,nowcast,expanding,90,0,62
MDV,2017-07-01,6,2018-01-01,57,51,58,29,114,nowcast,expanding,90,0,352
MEX,2017-07-01,1,2017-08-01,10914,10741,11700,8602,13429,nowcast,expanding,90,0,8840
MEX,2017-07-01,2,2017-09-01,11282,9730,13325,7740,14425,nowcast,expanding,90,0,15600
MEX,2017-07-01,3,2017-10-01,12360,11030,13669,10260,16654,nowcast,expanding,90,0,23525
MEX,2017-07-01,4,2017-11-01,9187,8084,10418,6660,11949,nowcast,expanding,90,0,14141
MEX,2017-07-01,5,2017-12-01,2031,1709,4307,1639,4342,nowcast,expanding,90,0,2996
MEX,2017-07-01,6,2018-01-01,1228,1221,1525,1149,1716,nowcast,expanding,90,0,1295
MHL,2017-07-01,1,2017-08-01,NA,NA,NA,NA,NA,nowcast,expanding,12,62,NA
MHL,2017-07-01,2,2017-09-01,NA,NA,NA,NA,NA,nowcast,expanding,12,62,NA
MHL,2017-07-01,3,2017-10-01,NA,NA,NA,NA,NA,nowcast,expanding,12,62,NA
MHL,2017-07-01,4,2017-11-01,NA,NA,NA,NA,NA,nowcast,expanding,12,62,NA
MHL,2017-07-01,5,2017-12-01,NA,NA,NA,NA,NA,nowcast,expanding,12,62,NA
MHL,2017-07-01,6,2018-01-01,NA,NA,NA,NA,NA,nowcast,expanding,12,62,NA
MMR,2017-07-01,1,2017-08-01,4718,4347,5309,4137,6984,nowcast,expanding,90,0,4767
MMR,2017-07-01,2,2017-09-01,2524,2065,3110,1816,4171,nowcast,expanding,90,0,3813
MMR,2017-07-01,3,2017-10-01,2691,1210,5121,242,5551,nowcast,expanding,90,0,2383
MMR,2017-07-01,4,2017-11-01,1534,352,2388,70,5772,nowcast,expanding,90,0,1907
MMR,2017-07-01,5,2017-12-01,0,0,0,0,9835,nowcast,expanding,90,0,953
MMR,2017-07-01,6,2018-01-01,1,0,1,0,5,nowcast,expanding,90,0,35
MRT,2017-07-01,1,2017-08-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,25
MRT,2017-07-01,2,2017-09-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,35
MRT,2017-07-01,3,2017-10-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,47
MRT,2017-07-01,4,2017-11-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,40
MRT,2017-07-01,5,2017-12-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,27
MRT,2017-07-01,6,2018-01-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,44
MTQ,2017-07-01,1,2017-08-01,7,4,9,2,31,nowcast,expanding,87,0,0
MTQ,2017-07-01,2,2017-09-01,22,14,31,6,101,nowcast,expanding,87,0,0
MTQ,2017-07-01,3,2017-10-01,29,18,40,7,133,nowcast,expanding,87,0,27
MTQ,2017-07-01,4,2017-11-01,27,16,37,7,122,nowcast,expanding,87,0,5
MTQ,2017-07-01,5,2017-12-01,19,11,26,5,85,nowcast,expanding,87,0,0
MTQ,2017-07-01,6,2018-01-01,43,27,60,11,199,nowcast,expanding,87,0,73
MYS,2017-07-01,1,2017-08-01,10494,8911,11528,7877,12739,nowcast,expanding,90,0,4924
MYS,2017-07-01,2,2017-09-01,8251,7442,9284,7276,17813,nowcast,expanding,90,0,4691
MYS,2017-07-01,3,2017-10-01,8263,7350,8586,7263,22351,nowcast,expanding,90,0,5035
MYS,2017-07-01,4,2017-11-01,8767,8600,10077,5660,25229,nowcast,expanding,90,0,5733
MYS,2017-07-01,5,2017-12-01,10027,7596,12230,5891,29363,nowcast,expanding,90,0,7673
MYS,2017-07-01,6,2018-01-01,15661,11573,17525,9081,52122,nowcast,expanding,90,0,5547
NCL,2017-07-01,1,2017-08-01,36,15,63,0,133,nowcast,expanding,59,12,25
NCL,2017-07-01,2,2017-09-01,1,0,7,0,547,nowcast,expanding,59,12,14
NCL,2017-07-01,3,2017-10-01,1,0,6,0,435,nowcast,expanding,59,12,6
NCL,2017-07-01,4,2017-11-01,1,0,8,0,595,nowcast,expanding,59,12,10
NCL,2017-07-01,5,2017-12-01,1,0,12,0,913,nowcast,expanding,59,12,8
NCL,2017-07-01,6,2018-01-01,1,0,6,0,455,nowcast,expanding,59,12,108
NIC,2017-07-01,1,2017-08-01,11313,10761,17678,6886,18244,nowcast,expanding,89,0,5952
NIC,2017-07-01,2,2017-09-01,6295,6255,8456,4174,23488,nowcast,expanding,89,0,4113
NIC,2017-07-01,3,2017-10-01,12753,7249,13160,4690,20642,nowcast,expanding,89,0,5676
NIC,2017-07-01,4,2017-11-01,20069,8844,24269,4297,33181,nowcast,expanding,89,0,4163
NIC,2017-07-01,5,2017-12-01,10955,7783,10972,3390,21184,nowcast,expanding,89,0,2362
NIC,2017-07-01,6,2018-01-01,9855,3212,15537,3184,18416,nowcast,expanding,89,0,3743
NPL,2017-07-01,1,2017-08-01,88,85,91,78,98,nowcast,expanding,89,0,112
NPL,2017-07-01,2,2017-09-01,154,152,184,139,185,nowcast,expanding,89,0,211
NPL,2017-07-01,3,2017-10-01,143,130,167,124,168,nowcast,expanding,89,0,396
NPL,2017-07-01,4,2017-11-01,72,64,74,63,78,nowcast,expanding,89,0,136
NPL,2017-07-01,5,2017-12-01,23,23,24,18,26,nowcast,expanding,89,0,235
NPL,2017-07-01,6,2018-01-01,12,12,232,5,1550,nowcast,expanding,89,0,4
OMN,2017-07-01,1,2017-08-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
OMN,2017-07-01,2,2017-09-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
OMN,2017-07-01,3,2017-10-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
OMN,2017-07-01,4,2017-11-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
OMN,2017-07-01,5,2017-12-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
OMN,2017-07-01,6,2018-01-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
PAK,2017-07-01,1,2017-08-01,1865,1688,1986,1458,10419,nowcast,expanding,89,0,2149
PAK,2017-07-01,2,2017-09-01,5218,4970,5905,3712,110670,nowcast,expanding,89,0,7193
PAK,2017-07-01,3,2017-10-01,4524,3179,5041,2781,42106,nowcast,expanding,89,0,6152
PAK,2017-07-01,4,2017-11-01,2180,1212,2421,1094,32862,nowcast,expanding,89,0,2870
PAK,2017-07-01,5,2017-12-01,709,418,762,354,10889,nowcast,expanding,89,0,917
PAK,2017-07-01,6,2018-01-01,1452,379,2711,76,3212,nowcast,expanding,89,0,121
PAN,2017-07-01,1,2017-08-01,721,658,824,417,1313,nowcast,expanding,88,0,1000
PAN,2017-07-01,2,2017-09-01,639,574,729,271,823,nowcast,expanding,88,0,1075
PAN,2017-07-01,3,2017-10-01,1119,885,1177,427,1314,nowcast,expanding,88,0,1494
PAN,2017-07-01,4,2017-11-01,1500,1214,1501,964,1829,nowcast,expanding,88,0,1154
PAN,2017-07-01,5,2017-12-01,1460,1365,1889,1022,3048,nowcast,expanding,88,0,1129
PAN,2017-07-01,6,2018-01-01,1423,917,6925,731,18130,nowcast,expanding,88,0,1127
PER,2017-07-01,1,2017-08-01,1881,798,3270,0,6906,nowcast,expanding,83,0,734
PER,2017-07-01,2,2017-09-01,363,241,647,95,1384,nowcast,expanding,83,0,1303
PER,2017-07-01,3,2017-10-01,471,313,840,123,1795,nowcast,expanding,83,0,990
PER,2017-07-01,4,2017-11-01,1346,894,2400,352,5130,nowcast,expanding,83,0,1088
PER,2017-07-01,5,2017-12-01,881,586,1572,230,3361,nowcast,expanding,83,0,845
PER,2017-07-01,6,2018-01-01,2306,1533,4112,602,8792,nowcast,expanding,83,0,2009
PHL,2017-07-01,1,2017-08-01,19246,16070,21073,15696,22783,nowcast,expanding,88,0,23120
PHL,2017-07-01,2,2017-09-01,18059,17102,19063,16851,19883,nowcast,expanding,88,0,20824
PHL,2017-07-01,3,2017-10-01,14890,14297,15177,13078,17221,nowcast,expanding,88,0,15987
PHL,2017-07-01,4,2017-11-01,14241,13416,14414,10573,21628,nowcast,expanding,88,0,13985
PHL,2017-07-01,5,2017-12-01,10252,10082,11061,8740,23206,nowcast,expanding,88,0,10914
PHL,2017-07-01,6,2018-01-01,10106,8139,12513,7180,23283,nowcast,expanding,88,0,16044
PLW,2017-07-01,1,2017-08-01,NA,NA,NA,NA,NA,nowcast,expanding,16,72,110
PLW,2017-07-01,2,2017-09-01,NA,NA,NA,NA,NA,nowcast,expanding,16,72,44
PLW,2017-07-01,3,2017-10-01,NA,NA,NA,NA,NA,nowcast,expanding,16,72,56
PLW,2017-07-01,4,2017-11-01,NA,NA,NA,NA,NA,nowcast,expanding,16,72,83
PLW,2017-07-01,5,2017-12-01,NA,NA,NA,NA,NA,nowcast,expanding,16,72,58
PLW,2017-07-01,6,2018-01-01,NA,NA,NA,NA,NA,nowcast,expanding,16,72,61
PRI,2017-07-01,1,2017-08-01,905,343,1219,198,1437,nowcast,expanding,72,16,NA
PRI,2017-07-01,2,2017-09-01,931,353,1255,204,1479,nowcast,expanding,72,16,NA
PRI,2017-07-01,3,2017-10-01,1150,436,1550,252,1826,nowcast,expanding,72,16,NA
PRI,2017-07-01,4,2017-11-01,1487,564,2004,325,2362,nowcast,expanding,72,16,NA
PRI,2017-07-01,5,2017-12-01,1143,433,1540,250,1814,nowcast,expanding,72,16,NA
PRI,2017-07-01,6,2018-01-01,527,200,710,115,837,nowcast,expanding,72,16,NA
PRY,2017-07-01,1,2017-08-01,144,141,151,131,335,nowcast,expanding,85,0,25
PRY,2017-07-01,2,2017-09-01,40,36,49,13,51,nowcast,expanding,85,0,65
PRY,2017-07-01,3,2017-10-01,80,78,86,21,90,nowcast,expanding,85,0,178
PRY,2017-07-01,4,2017-11-01,71,65,71,14,76,nowcast,expanding,85,0,85
PRY,2017-07-01,5,2017-12-01,121,113,123,24,136,nowcast,expanding,85,0,152
PRY,2017-07-01,6,2018-01-01,12,5,282,2,811,nowcast,expanding,85,0,6513
PYF,2017-07-01,1,2017-08-01,2,1,3,0,14,nowcast,expanding,63,24,0
PYF,2017-07-01,2,2017-09-01,2,1,3,0,16,nowcast,expanding,63,24,0
PYF,2017-07-01,3,2017-10-01,2,1,3,0,13,nowcast,expanding,63,24,0
PYF,2017-07-01,4,2017-11-01,3,1,3,0,17,nowcast,expanding,63,24,1
PYF,2017-07-01,5,2017-12-01,4,2,5,0,24,nowcast,expanding,63,24,1
PYF,2017-07-01,6,2018-01-01,2,1,3,0,14,nowcast,expanding,63,24,32
REU,2017-07-01,1,2017-08-01,0,0,1,0,1,nowcast,expanding,45,36,2
REU,2017-07-01,2,2017-09-01,0,0,0,0,1,nowcast,expanding,45,36,1
REU,2017-07-01,3,2017-10-01,0,0,0,0,0,nowcast,expanding,45,36,2
REU,2017-07-01,4,2017-11-01,21,8,34,2,51,nowcast,expanding,45,36,9
REU,2017-07-01,5,2017-12-01,22,9,36,2,53,nowcast,expanding,45,36,15
REU,2017-07-01,6,2018-01-01,24,10,40,2,59,nowcast,expanding,45,36,44
SAU,2017-07-01,1,2017-08-01,155,150,198,127,295,nowcast,expanding,82,0,86
SAU,2017-07-01,2,2017-09-01,81,79,104,67,155,nowcast,expanding,82,0,69
SAU,2017-07-01,3,2017-10-01,191,93,275,27,724,nowcast,expanding,82,0,96
SAU,2017-07-01,4,2017-11-01,223,108,320,32,843,nowcast,expanding,82,0,79
SAU,2017-07-01,5,2017-12-01,325,158,466,46,1229,nowcast,expanding,82,0,116
SAU,2017-07-01,6,2018-01-01,424,206,609,60,1607,nowcast,expanding,82,0,257
SDN,2017-07-01,1,2017-08-01,84,76,113,56,172,nowcast,expanding,48,39,NA
SDN,2017-07-01,2,2017-09-01,235,213,315,156,480,nowcast,expanding,48,39,NA
SDN,2017-07-01,3,2017-10-01,577,523,774,384,1181,nowcast,expanding,48,39,NA
SDN,2017-07-01,4,2017-11-01,439,398,588,292,897,nowcast,expanding,48,39,NA
SDN,2017-07-01,5,2017-12-01,226,205,303,150,462,nowcast,expanding,48,39,NA
SDN,2017-07-01,6,2018-01-01,74,67,99,49,152,nowcast,expanding,48,39,NA
SEN,2017-07-01,1,2017-08-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,10
SEN,2017-07-01,2,2017-09-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,11
SEN,2017-07-01,3,2017-10-01,NA,NA,NA,NA,NA,nowcast,expanding,3,0,24
