iso3,origin_date,horizon,target_date,.pred,.pred_lower50,.pred_upper50,.pred_lower90,.pred_upper90,model,window_type,n_train_months,n_gap_in_window,actual
BES,2021-07-01,5,2021-12-01,64,58,235,49,269,nowcast,expanding,36,0,NA
BES,2021-07-01,6,2022-01-01,148,132,541,113,619,nowcast,expanding,36,0,NA
BFA,2021-07-01,1,2021-08-01,318,112,428,33,926,nowcast,expanding,48,27,NA
BFA,2021-07-01,2,2021-09-01,553,195,745,57,1611,nowcast,expanding,48,27,NA
BFA,2021-07-01,3,2021-10-01,3218,1136,4336,329,9377,nowcast,expanding,48,27,NA
BFA,2021-07-01,4,2021-11-01,1543,545,2079,158,4497,nowcast,expanding,48,27,NA
BFA,2021-07-01,5,2021-12-01,599,211,807,61,1745,nowcast,expanding,48,27,NA
BFA,2021-07-01,6,2022-01-01,284,100,383,29,828,nowcast,expanding,48,27,NA
BGD,2021-07-01,1,2021-08-01,2740,1775,4118,1307,9468,nowcast,expanding,137,0,6970
BGD,2021-07-01,2,2021-09-01,2856,1781,6544,1216,10147,nowcast,expanding,137,0,8876
BGD,2021-07-01,3,2021-10-01,3751,2205,5517,1500,11362,nowcast,expanding,137,0,4911
BGD,2021-07-01,4,2021-11-01,3952,1963,7459,992,16523,nowcast,expanding,137,0,3423
BGD,2021-07-01,5,2021-12-01,1090,749,2972,142,12600,nowcast,expanding,137,0,1366
BGD,2021-07-01,6,2022-01-01,152,81,611,14,1068,nowcast,expanding,137,0,110
BHS,2021-07-01,1,2021-08-01,228,0,264,0,318,nowcast,expanding,48,88,NA
BHS,2021-07-01,2,2021-09-01,398,0,460,0,554,nowcast,expanding,48,88,NA
BHS,2021-07-01,3,2021-10-01,194,0,225,0,270,nowcast,expanding,48,88,NA
BHS,2021-07-01,4,2021-11-01,128,0,148,0,178,nowcast,expanding,48,88,NA
BHS,2021-07-01,5,2021-12-01,87,0,101,0,121,nowcast,expanding,48,88,NA
BHS,2021-07-01,6,2022-01-01,209,0,242,0,291,nowcast,expanding,48,88,NA
BLM,2021-07-01,1,2021-08-01,30,6,36,1,86,nowcast,expanding,84,28,NA
BLM,2021-07-01,2,2021-09-01,29,6,35,1,83,nowcast,expanding,84,28,NA
BLM,2021-07-01,3,2021-10-01,28,6,34,1,81,nowcast,expanding,84,28,NA
BLM,2021-07-01,4,2021-11-01,51,11,62,2,146,nowcast,expanding,84,28,NA
BLM,2021-07-01,5,2021-12-01,49,10,59,2,139,nowcast,expanding,84,28,NA
BLM,2021-07-01,6,2022-01-01,77,16,94,3,221,nowcast,expanding,84,28,NA
BLZ,2021-07-01,1,2021-08-01,307,234,382,125,679,nowcast,expanding,137,0,371
BLZ,2021-07-01,2,2021-09-01,310,267,411,118,734,nowcast,expanding,137,0,407
BLZ,2021-07-01,3,2021-10-01,322,191,492,112,660,nowcast,expanding,137,0,422
BLZ,2021-07-01,4,2021-11-01,304,180,395,72,571,nowcast,expanding,137,0,364
BLZ,2021-07-01,5,2021-12-01,171,146,261,59,317,nowcast,expanding,137,0,243
BLZ,2021-07-01,6,2022-01-01,180,169,252,91,365,nowcast,expanding,137,0,425
BOL,2021-07-01,1,2021-08-01,689,346,972,79,3114,nowcast,expanding,132,0,296
BOL,2021-07-01,2,2021-09-01,674,549,787,417,938,nowcast,expanding,132,0,235
BOL,2021-07-01,3,2021-10-01,1272,1019,1424,531,1617,nowcast,expanding,132,0,509
BOL,2021-07-01,4,2021-11-01,2772,2034,3310,630,4789,nowcast,expanding,132,0,694
BOL,2021-07-01,5,2021-12-01,3749,3078,5214,628,8489,nowcast,expanding,132,0,1005
BOL,2021-07-01,6,2022-01-01,5387,1754,14418,715,30109,nowcast,expanding,132,0,1087
BRA,2021-07-01,1,2021-08-01,20428,15414,35452,8913,39771,nowcast,expanding,130,0,45119
BRA,2021-07-01,2,2021-09-01,17237,13149,46532,8800,49486,nowcast,expanding,130,0,31119
BRA,2021-07-01,3,2021-10-01,25949,15846,36585,6240,89567,nowcast,expanding,130,0,33625
BRA,2021-07-01,4,2021-11-01,32538,28800,37043,20548,58169,nowcast,expanding,130,0,38909
BRA,2021-07-01,5,2021-12-01,30352,17692,44742,15602,57472,nowcast,expanding,130,0,34963
BRA,2021-07-01,6,2022-01-01,120048,65524,231265,43761,404123,nowcast,expanding,130,0,126973
BRB,2021-07-01,1,2021-08-01,9,6,12,3,19,nowcast,expanding,136,0,15
BRB,2021-07-01,2,2021-09-01,13,8,23,6,84,nowcast,expanding,136,0,15
BRB,2021-07-01,3,2021-10-01,14,7,20,4,65,nowcast,expanding,136,0,12
BRB,2021-07-01,4,2021-11-01,15,4,18,2,204,nowcast,expanding,136,0,0
BRB,2021-07-01,5,2021-12-01,5,3,12,1,231,nowcast,expanding,136,0,1
BRB,2021-07-01,6,2022-01-01,7,4,97,2,139,nowcast,expanding,136,0,39
BRN,2021-07-01,1,2021-08-01,20,18,29,16,45,nowcast,expanding,135,0,18
BRN,2021-07-01,2,2021-09-01,18,17,20,9,49,nowcast,expanding,135,0,17
BRN,2021-07-01,3,2021-10-01,19,18,21,10,70,nowcast,expanding,135,0,20
BRN,2021-07-01,4,2021-11-01,22,20,23,9,85,nowcast,expanding,135,0,24
BRN,2021-07-01,5,2021-12-01,23,20,33,7,88,nowcast,expanding,135,0,22
BRN,2021-07-01,6,2022-01-01,26,20,33,2,463,nowcast,expanding,135,0,21
BTN,2021-07-01,1,2021-08-01,161,156,170,154,187,nowcast,expanding,89,48,1
BTN,2021-07-01,2,2021-09-01,166,162,175,161,190,nowcast,expanding,89,48,1
BTN,2021-07-01,3,2021-10-01,166,154,173,145,197,nowcast,expanding,89,48,1
BTN,2021-07-01,4,2021-11-01,135,135,145,135,148,nowcast,expanding,89,48,1
BTN,2021-07-01,5,2021-12-01,112,111,131,105,151,nowcast,expanding,89,48,1
BTN,2021-07-01,6,2022-01-01,33,13,77,3,46347,nowcast,expanding,89,48,34
CHL,2021-07-01,1,2021-08-01,1,1,1,1,1,nowcast,expanding,36,76,NA
CHL,2021-07-01,2,2021-09-01,1,1,1,1,1,nowcast,expanding,36,76,NA
CHL,2021-07-01,3,2021-10-01,1,1,1,1,1,nowcast,expanding,36,76,NA
CHL,2021-07-01,4,2021-11-01,1,1,1,1,1,nowcast,expanding,36,76,NA
CHL,2021-07-01,5,2021-12-01,1,1,1,1,1,nowcast,expanding,36,76,NA
CHL,2021-07-01,6,2022-01-01,1,1,1,1,1,nowcast,expanding,36,76,NA
CHN,2021-07-01,1,2021-08-01,605,362,642,353,973,nowcast,expanding,120,17,NA
CHN,2021-07-01,2,2021-09-01,1122,876,1193,825,1337,nowcast,expanding,120,17,NA
CHN,2021-07-01,3,2021-10-01,969,652,1231,441,1316,nowcast,expanding,120,17,NA
CHN,2021-07-01,4,2021-11-01,323,221,442,191,539,nowcast,expanding,120,17,NA
CHN,2021-07-01,5,2021-12-01,36,28,85,6,126,nowcast,expanding,120,17,NA
CHN,2021-07-01,6,2022-01-01,0,0,0,0,139,nowcast,expanding,120,17,NA
CIV,2021-07-01,1,2021-08-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
CIV,2021-07-01,2,2021-09-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
CIV,2021-07-01,3,2021-10-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
CIV,2021-07-01,4,2021-11-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
CIV,2021-07-01,5,2021-12-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
CIV,2021-07-01,6,2022-01-01,NA,NA,NA,NA,NA,nowcast,expanding,0,0,NA
COK,2021-07-01,1,2021-08-01,4,1,26,1,39,nowcast,expanding,55,36,2
COK,2021-07-01,2,2021-09-01,4,1,26,1,40,nowcast,expanding,55,36,1
COK,2021-07-01,3,2021-10-01,2,1,12,0,19,nowcast,expanding,55,36,0
COK,2021-07-01,4,2021-11-01,2,1,12,0,19,nowcast,expanding,55,36,0
COK,2021-07-01,5,2021-12-01,2,1,14,1,22,nowcast,expanding,55,36,1
COK,2021-07-01,6,2022-01-01,18,5,46,1,97,nowcast,expanding,55,36,NA
COL,2021-07-01,1,2021-08-01,2263,2059,2502,1186,3293,nowcast,expanding,138,0,4431
COL,2021-07-01,2,2021-09-01,2796,2278,2872,890,4721,nowcast,expanding,138,0,5447
COL,2021-07-01,3,2021-10-01,2523,2087,3066,993,4359,nowcast,expanding,138,0,7914
COL,2021-07-01,4,2021-11-01,2736,2339,4119,936,5926,nowcast,expanding,138,0,8914
COL,2021-07-01,5,2021-12-01,2448,2188,3571,782,5431,nowcast,expanding,138,0,6968
COL,2021-07-01,6,2022-01-01,3536,2732,5624,952,8754,nowcast,expanding,138,0,5358
CRI,2021-07-01,1,2021-08-01,549,367,607,319,934,nowcast,expanding,137,0,680
CRI,2021-07-01,2,2021-09-01,350,271,461,178,901,nowcast,expanding,137,0,706
CRI,2021-07-01,3,2021-10-01,315,272,461,151,1079,nowcast,expanding,137,0,830
CRI,2021-07-01,4,2021-11-01,355,179,447,109,1722,nowcast,expanding,137,0,477
CRI,2021-07-01,5,2021-12-01,206,122,253,40,980,nowcast,expanding,137,0,308
CRI,2021-07-01,6,2022-01-01,107,89,323,61,1480,nowcast,expanding,137,0,256
CUB,2021-07-01,1,2021-08-01,127,126,147,109,154,nowcast,expanding,88,0,129
CUB,2021-07-01,2,2021-09-01,170,149,175,141,194,nowcast,expanding,88,0,160
CUB,2021-07-01,3,2021-10-01,158,150,177,150,201,nowcast,expanding,88,0,171
CUB,2021-07-01,4,2021-11-01,129,128,138,113,158,nowcast,expanding,88,0,154
CUB,2021-07-01,5,2021-12-01,104,80,107,80,115,nowcast,expanding,88,0,87
CUB,2021-07-01,6,2022-01-01,89,80,124,48,188,nowcast,expanding,88,0,233
CUW,2021-07-01,1,2021-08-01,48,40,53,23,99,nowcast,expanding,48,0,NA
CUW,2021-07-01,2,2021-09-01,50,42,55,24,103,nowcast,expanding,48,0,NA
CUW,2021-07-01,3,2021-10-01,72,60,79,35,149,nowcast,expanding,48,0,NA
CUW,2021-07-01,4,2021-11-01,84,69,92,41,172,nowcast,expanding,48,0,NA
CUW,2021-07-01,5,2021-12-01,102,84,112,49,210,nowcast,expanding,48,0,NA
CUW,2021-07-01,6,2022-01-01,99,82,109,48,204,nowcast,expanding,48,0,NA
CYM,2021-07-01,1,2021-08-01,3,3,3,1,5,nowcast,expanding,84,28,NA
CYM,2021-07-01,2,2021-09-01,6,6,7,5,8,nowcast,expanding,84,28,NA
CYM,2021-07-01,3,2021-10-01,22,21,22,16,43,nowcast,expanding,84,28,NA
CYM,2021-07-01,4,2021-11-01,18,18,24,16,28,nowcast,expanding,84,28,NA
CYM,2021-07-01,5,2021-12-01,7,6,8,1,8,nowcast,expanding,84,28,NA
CYM,2021-07-01,6,2022-01-01,9,4,79,3,80,nowcast,expanding,84,28,NA
DMA,2021-07-01,1,2021-08-01,4,4,4,4,5,nowcast,expanding,112,24,4
DMA,2021-07-01,2,2021-09-01,6,4,6,4,7,nowcast,expanding,112,24,8
DMA,2021-07-01,3,2021-10-01,8,6,8,6,9,nowcast,expanding,112,24,11
DMA,2021-07-01,4,2021-11-01,7,6,9,6,10,nowcast,expanding,112,24,11
DMA,2021-07-01,5,2021-12-01,6,6,6,5,7,nowcast,expanding,112,24,9
DMA,2021-07-01,6,2022-01-01,2,1,29,0,115,nowcast,expanding,112,24,1
DOM,2021-07-01,1,2021-08-01,116,68,313,46,328,nowcast,expanding,137,0,446
DOM,2021-07-01,2,2021-09-01,135,54,320,33,436,nowcast,expanding,137,0,561
DOM,2021-07-01,3,2021-10-01,161,87,210,36,568,nowcast,expanding,137,0,790
DOM,2021-07-01,4,2021-11-01,132,101,323,46,687,nowcast,expanding,137,0,684
DOM,2021-07-01,5,2021-12-01,115,71,260,37,333,nowcast,expanding,137,0,402
DOM,2021-07-01,6,2022-01-01,84,71,330,27,576,nowcast,expanding,137,0,379
ECU,2021-07-01,1,2021-08-01,1198,823,1574,567,2066,nowcast,expanding,129,0,1238
ECU,2021-07-01,2,2021-09-01,888,779,1162,406,2095,nowcast,expanding,129,0,741
ECU,2021-07-01,3,2021-10-01,839,538,1210,262,1620,nowcast,expanding,129,0,765
ECU,2021-07-01,4,2021-11-01,811,500,1301,332,3261,nowcast,expanding,129,0,774
ECU,2021-07-01,5,2021-12-01,664,543,849,440,1246,nowcast,expanding,129,0,1136
ECU,2021-07-01,6,2022-01-01,1751,1457,2126,841,3400,nowcast,expanding,129,0,1401
ERI,2021-07-01,1,2021-08-01,792,525,996,304,1505,nowcast,expanding,60,73,NA
ERI,2021-07-01,2,2021-09-01,1238,820,1557,476,2352,nowcast,expanding,60,73,NA
ERI,2021-07-01,3,2021-10-01,1441,955,1812,554,2738,nowcast,expanding,60,73,NA
ERI,2021-07-01,4,2021-11-01,1666,1104,2095,640,3166,nowcast,expanding,60,73,NA
ERI,2021-07-01,5,2021-12-01,1314,871,1653,505,2497,nowcast,expanding,60,73,NA
ERI,2021-07-01,6,2022-01-01,1254,831,1577,482,2383,nowcast,expanding,60,73,NA
ETH,2021-07-01,1,2021-08-01,NA,NA,NA,NA,NA,nowcast,expanding,12,87,NA
ETH,2021-07-01,2,2021-09-01,NA,NA,NA,NA,NA,nowcast,expanding,12,87,NA
ETH,2021-07-01,3,2021-10-01,NA,NA,NA,NA,NA,nowcast,expanding,12,87,NA
ETH,2021-07-01,4,2021-11-01,NA,NA,NA,NA,NA,nowcast,expanding,12,87,NA
ETH,2021-07-01,5,2021-12-01,NA,NA,NA,NA,NA,nowcast,expanding,12,87,NA
ETH,2021-07-01,6,2022-01-01,NA,NA,NA,NA,NA,nowcast,expanding,12,87,NA
FJI,2021-07-01,1,2021-08-01,718,502,867,296,2556,nowcast,expanding,129,0,487
FJI,2021-07-01,2,2021-09-01,645,530,867,247,2267,nowcast,expanding,129,0,362
FJI,2021-07-01,3,2021-10-01,335,306,534,188,1958,nowcast,expanding,129,0,266
FJI,2021-07-01,4,2021-11-01,728,208,7483,6,28952,nowcast,expanding,129,0,297
FJI,2021-07-01,5,2021-12-01,439,361,501,210,524,nowcast,expanding,129,0,320
FJI,2021-07-01,6,2022-01-01,1270,232,5478,15,35590,nowcast,expanding,129,0,457
FSM,2021-07-01,1,2021-08-01,12,5,24,0,29,nowcast,expanding,52,12,9
FSM,2021-07-01,2,2021-09-01,17,7,34,0,42,nowcast,expanding,52,12,11
FSM,2021-07-01,3,2021-10-01,15,6,30,0,36,nowcast,expanding,52,12,7
FSM,2021-07-01,4,2021-11-01,11,4,22,0,27,nowcast,expanding,52,12,11
FSM,2021-07-01,5,2021-12-01,6,3,13,0,16,nowcast,expanding,52,12,6
FSM,2021-07-01,6,2022-01-01,10,4,21,0,26,nowcast,expanding,52,12,6
GLP,2021-07-01,1,2021-08-01,227,204,245,185,351,nowcast,expanding,136,0,0
GLP,2021-07-01,2,2021-09-01,804,768,842,732,976,nowcast,expanding,136,0,0
GLP,2021-07-01,3,2021-10-01,874,823,968,761,1094,nowcast,expanding,136,0,0
GLP,2021-07-01,4,2021-11-01,1020,949,1063,889,1329,nowcast,expanding,136,0,0
GLP,2021-07-01,5,2021-12-01,509,444,564,328,807,nowcast,expanding,136,0,0
GLP,2021-07-01,6,2022-01-01,865,117,3282,76,6465,nowcast,expanding,136,0,39
GRD,2021-07-01,1,2021-08-01,7,1,21,0,78,nowcast,expanding,125,12,30
GRD,2021-07-01,2,2021-09-01,10,3,43,0,205,nowcast,expanding,125,12,37
GRD,2021-07-01,3,2021-10-01,6,1,66,0,225,nowcast,expanding,125,12,27
GRD,2021-07-01,4,2021-11-01,4,0,9,0,25,nowcast,expanding,125,12,16
GRD,2021-07-01,5,2021-12-01,1,0,4,0,17,nowcast,expanding,125,12,17
GRD,2021-07-01,6,2022-01-01,8,4,26,2,43,nowcast,expanding,125,12,26
GTM,2021-07-01,1,2021-08-01,424,387,534,181,793,nowcast,expanding,138,0,425
GTM,2021-07-01,2,2021-09-01,302,231,384,135,791,nowcast,expanding,138,0,207
GTM,2021-07-01,3,2021-10-01,266,200,376,101,605,nowcast,expanding,138,0,361
GTM,2021-07-01,4,2021-11-01,186,113,219,75,907,nowcast,expanding,138,0,257
GTM,2021-07-01,5,2021-12-01,122,90,128,34,302,nowcast,expanding,138,0,200
GTM,2021-07-01,6,2022-01-01,109,67,138,38,272,nowcast,expanding,138,0,292
GUF,2021-07-01,1,2021-08-01,331,193,476,62,1478,nowcast,expanding,130,0,0
GUF,2021-07-01,2,2021-09-01,195,126,491,40,3926,nowcast,expanding,130,0,0
GUF,2021-07-01,3,2021-10-01,268,99,1271,0,18584,nowcast,expanding,130,0,NA
GUF,2021-07-01,4,2021-11-01,313,292,359,271,418,nowcast,expanding,130,0,NA
GUF,2021-07-01,5,2021-12-01,269,228,277,148,325,nowcast,expanding,130,0,NA
GUF,2021-07-01,6,2022-01-01,751,129,2130,62,17741,nowcast,expanding,130,0,NA
GUY,2021-07-01,1,2021-08-01,356,341,370,318,394,nowcast,expanding,127,12,367
GUY,2021-07-01,2,2021-09-01,371,352,392,331,416,nowcast,expanding,127,12,392
GUY,2021-07-01,3,2021-10-01,358,352,378,331,438,nowcast,expanding,127,12,392
GUY,2021-07-01,4,2021-11-01,355,333,378,295,398,nowcast,expanding,127,12,374
GUY,2021-07-01,5,2021-12-01,307,284,325,264,351,nowcast,expanding,127,12,312
GUY,2021-07-01,6,2022-01-01,86,79,91,70,99,nowcast,expanding,127,12,1077
HND,2021-07-01,1,2021-08-01,752,475,1120,428,2231,nowcast,expanding,138,0,1848
HND,2021-07-01,2,2021-09-01,670,455,951,211,1609,nowcast,expanding,138,0,1928
HND,2021-07-01,3,2021-10-01,765,490,926,217,2007,nowcast,expanding,138,0,3902
HND,2021-07-01,4,2021-11-01,740,274,977,194,1995,nowcast,expanding,138,0,3194
HND,2021-07-01,5,2021-12-01,551,257,599,190,903,nowcast,expanding,138,0,2972
HND,2021-07-01,6,2022-01-01,406,387,1081,129,1935,nowcast,expanding,138,0,2003
HTI,2021-07-01,1,2021-08-01,409,320,520,119,1164,nowcast,expanding,39,0,279
HTI,2021-07-01,2,2021-09-01,567,396,778,105,1972,nowcast,expanding,39,0,341
HTI,2021-07-01,3,2021-10-01,273,187,376,24,1455,nowcast,expanding,39,0,294
HTI,2021-07-01,4,2021-11-01,241,151,361,26,1468,nowcast,expanding,39,0,269
HTI,2021-07-01,5,2021-12-01,660,379,1008,27,4490,nowcast,expanding,39,0,812
HTI,2021-07-01,6,2022-01-01,779,405,1156,22,6462,nowcast,expanding,39,0,746
IDN,2021-07-01,1,2021-08-01,2327,1682,3257,1560,4180,nowcast,expanding,130,0,3414
IDN,2021-07-01,2,2021-09-01,2014,1386,2759,1129,4059,nowcast,expanding,130,0,4057
IDN,2021-07-01,3,2021-10-01,9198,6513,13032,2974,19228,nowcast,expanding,130,0,6092
IDN,2021-07-01,4,2021-11-01,8110,6855,8683,6155,9127,nowcast,expanding,130,0,9899
IDN,2021-07-01,5,2021-12-01,7751,6370,9693,5209,11466,nowcast,expanding,130,0,13551
IDN,2021-07-01,6,2022-01-01,24276,13344,34436,10504,43168,nowcast,expanding,130,0,20486
IND,2021-07-01,1,2021-08-01,21742,20600,22228,18897,26114,nowcast,expanding,136,0,21949
IND,2021-07-01,2,2021-09-01,28929,28056,30650,24945,42160,nowcast,expanding,136,0,29747
IND,2021-07-01,3,2021-10-01,37109,35572,40459,31248,71411,nowcast,expanding,136,0,37787
IND,2021-07-01,4,2021-11-01,26470,25060,28136,22859,50234,nowcast,expanding,136,0,27969
IND,2021-07-01,5,2021-12-01,13993,13634,14899,12475,17287,nowcast,expanding,136,0,15552
IND,2021-07-01,6,2022-01-01,15703,7302,36182,3175,45781,nowcast,expanding,136,0,14780
JAM,2021-07-01,1,2021-08-01,5,2,16,0,20,nowcast,expanding,135,0,0
JAM,2021-07-01,2,2021-09-01,12,3,24,0,52,nowcast,expanding,135,0,16
JAM,2021-07-01,3,2021-10-01,11,3,26,0,63,nowcast,expanding,135,0,4
JAM,2021-07-01,4,2021-11-01,11,5,14,1,64,nowcast,expanding,135,0,3
JAM,2021-07-01,5,2021-12-01,22,16,33,4,117,nowcast,expanding,135,0,36
JAM,2021-07-01,6,2022-01-01,4,1,16,0,666,nowcast,expanding,135,0,0
KEN,2021-07-01,1,2021-08-01,59,25,275,0,569,nowcast,expanding,53,48,137
KEN,2021-07-01,2,2021-09-01,38,16,179,0,370,nowcast,expanding,53,48,90
KEN,2021-07-01,3,2021-10-01,26,11,121,0,251,nowcast,expanding,53,48,65
KEN,2021-07-01,4,2021-11-01,33,14,156,0,323,nowcast,expanding,53,48,79
KEN,2021-07-01,5,2021-12-01,20,8,93,0,193,nowcast,expanding,53,48,50
KEN,2021-07-01,6,2022-01-01,66,28,310,0,642,nowcast,expanding,53,48,145
KHM,2021-07-01,1,2021-08-01,211,158,336,121,581,nowcast,expanding,138,0,189
KHM,2021-07-01,2,2021-09-01,156,120,207,79,370,nowcast,expanding,138,0,166
KHM,2021-07-01,3,2021-10-01,132,74,187,55,273,nowcast,expanding,138,0,225
KHM,2021-07-01,4,2021-11-01,77,70,151,46,292,nowcast,expanding,138,0,219
KHM,2021-07-01,5,2021-12-01,62,38,113,15,179,nowcast,expanding,138,0,159
KHM,2021-07-01,6,2022-01-01,58,23,157,16,237,nowcast,expanding,138,0,219
KIR,2021-07-01,1,2021-08-01,1,0,27,0,288,nowcast,expanding,72,52,NA
KIR,2021-07-01,2,2021-09-01,1,0,22,0,235,nowcast,expanding,72,52,NA
KIR,2021-07-01,3,2021-10-01,1,0,29,0,319,nowcast,expanding,72,52,NA
KIR,2021-07-01,4,2021-11-01,2,0,58,0,631,nowcast,expanding,72,52,NA
KIR,2021-07-01,5,2021-12-01,4,0,132,0,1431,nowcast,expanding,72,52,NA
KIR,2021-07-01,6,2022-01-01,7,0,231,0,2511,nowcast,expanding,72,52,NA
KNA,2021-07-01,1,2021-08-01,1,0,3,0,4,nowcast,expanding,48,52,NA
KNA,2021-07-01,2,2021-09-01,2,0,7,0,9,nowcast,expanding,48,52,NA
KNA,2021-07-01,3,2021-10-01,4,0,13,0,18,nowcast,expanding,48,52,NA
KNA,2021-07-01,4,2021-11-01,3,0,11,0,15,nowcast,expanding,48,52,NA
KNA,2021-07-01,5,2021-12-01,2,0,8,0,11,nowcast,expanding,48,52,NA
KNA,2021-07-01,6,2022-01-01,2,0,8,0,11,nowcast,expanding,48,52,NA
LAO,2021-07-01,1,2021-08-01,198,166,219,120,352,nowcast,expanding,138,0,256
LAO,2021-07-01,2,2021-09-01,142,120,176,69,276,nowcast,expanding,138,0,174
LAO,2021-07-01,3,2021-10-01,101,63,184,38,202,nowcast,expanding,138,0,142
LAO,2021-07-01,4,2021-11-01,57,44,125,33,192,nowcast,expanding,138,0,66
LAO,2021-07-01,5,2021-12-01,57,20,119,10,219,nowcast,expanding,138,0,33
LAO,2021-07-01,6,2022-01-01,17,7,81,1,340,nowcast,expanding,138,0,5
LCA,2021-07-01,1,2021-08-01,33,30,43,20,157,nowcast,expanding,108,29,NA
LCA,2021-07-01,2,2021-09-01,78,75,78,42,287,nowcast,expanding,108,29,NA
LCA,2021-07-01,3,2021-10-01,23,21,31,8,40,nowcast,expanding,108,29,NA
LCA,2021-07-01,4,2021-11-01,41,33,49,28,248,nowcast,expanding,108,29,NA
LCA,2021-07-01,5,2021-12-01,19,18,24,18,31,nowcast,expanding,108,29,NA
LCA,2021-07-01,6,2022-01-01,7,3,19,1,146,nowcast,expanding,108,29,NA
LKA,2021-07-01,1,2021-08-01,2058,1772,2336,1617,2826,nowcast,expanding,138,0,1136
LKA,2021-07-01,2,2021-09-01,1418,1329,1885,853,2478,nowcast,expanding,138,0,1623
LKA,2021-07-01,3,2021-10-01,1344,1216,2308,990,2686,nowcast,expanding,138,0,2794
LKA,2021-07-01,4,2021-11-01,2390,1039,3328,854,3613,nowcast,expanding,138,0,4058
LKA,2021-07-01,5,2021-12-01,3214,2636,4224,970,4422,nowcast,expanding,138,0,9894
LKA,2021-07-01,6,2022-01-01,4415,4222,6718,1396,8377,nowcast,expanding,138,0,7702
MAF,2021-07-01,1,2021-08-01,33,28,34,11,51,nowcast,expanding,132,2,NA
MAF,2021-07-01,2,2021-09-01,43,40,45,27,57,nowcast,expanding,132,2,NA
MAF,2021-07-01,3,2021-10-01,72,68,81,23,97,nowcast,expanding,132,2,NA
MAF,2021-07-01,4,2021-11-01,101,78,117,45,145,nowcast,expanding,132,2,NA
MAF,2021-07-01,5,2021-12-01,82,67,86,31,113,nowcast,expanding,132,2,NA
MAF,2021-07-01,6,2022-01-01,70,27,115,15,1082,nowcast,expanding,132,2,NA
MDV,2021-07-01,1,2021-08-01,280,181,395,145,654,nowcast,expanding,138,0,271
MDV,2021-07-01,2,2021-09-01,215,147,282,113,483,nowcast,expanding,138,0,228
MDV,2021-07-01,3,2021-10-01,244,176,399,84,539,nowcast,expanding,138,0,229
MDV,2021-07-01,4,2021-11-01,253,140,282,73,407,nowcast,expanding,138,0,184
MDV,2021-07-01,5,2021-12-01,250,138,300,113,423,nowcast,expanding,138,0,183
MDV,2021-07-01,6,2022-01-01,401,352,890,104,3599,nowcast,expanding,138,0,21
MEX,2021-07-01,1,2021-08-01,6444,4864,7019,4843,9411,nowcast,expanding,138,0,4186
MEX,2021-07-01,2,2021-09-01,9567,6985,11199,5588,20977,nowcast,expanding,138,0,3556
MEX,2021-07-01,3,2021-10-01,9859,8781,14569,7539,21131,nowcast,expanding,138,0,7029
MEX,2021-07-01,4,2021-11-01,6945,6125,8832,4677,11520,nowcast,expanding,138,0,4431
MEX,2021-07-01,5,2021-12-01,1895,1247,2751,1048,4868,nowcast,expanding,138,0,2252
MEX,2021-07-01,6,2022-01-01,756,712,1029,607,2506,nowcast,expanding,138,0,1275
MHL,2021-07-01,1,2021-08-01,42,9,81,0,179,nowcast,expanding,48,74,NA
MHL,2021-07-01,2,2021-09-01,52,11,101,0,223,nowcast,expanding,48,74,NA
MHL,2021-07-01,3,2021-10-01,77,16,150,0,331,nowcast,expanding,48,74,NA
MHL,2021-07-01,4,2021-11-01,106,22,206,1,455,nowcast,expanding,48,74,NA
MHL,2021-07-01,5,2021-12-01,130,27,253,1,559,nowcast,expanding,48,74,NA
MHL,2021-07-01,6,2022-01-01,120,25,232,1,513,nowcast,expanding,48,74,NA
MMR,2021-07-01,1,2021-08-01,829,737,1010,654,1111,nowcast,expanding,138,0,1081
MMR,2021-07-01,2,2021-09-01,540,416,644,310,722,nowcast,expanding,138,0,763
MMR,2021-07-01,3,2021-10-01,376,228,424,76,858,nowcast,expanding,138,0,379
MMR,2021-07-01,4,2021-11-01,242,119,306,23,790,nowcast,expanding,138,0,241
MMR,2021-07-01,5,2021-12-01,9,0,23,0,1301,nowcast,expanding,138,0,28
MMR,2021-07-01,6,2022-01-01,1,0,3,0,32,nowcast,expanding,138,0,12
MRT,2021-07-01,1,2021-08-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
MRT,2021-07-01,2,2021-09-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
MRT,2021-07-01,3,2021-10-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
MRT,2021-07-01,4,2021-11-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
MRT,2021-07-01,5,2021-12-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
MRT,2021-07-01,6,2022-01-01,NA,NA,NA,NA,NA,nowcast,expanding,12,39,NA
MTQ,2021-07-01,1,2021-08-01,293,210,310,46,830,nowcast,expanding,135,0,0
