iso3,origin_date,horizon,target_date,.pred,.pred_lower50,.pred_upper50,.pred_lower90,.pred_upper90,model,window_type,n_train_months,n_gap_in_window,actual
VEN,2020-07-01,6,2021-01-01,1926,387,2654,41,6423,glm_ar1,expanding,124,0,1225
VGB,2020-07-01,1,2020-08-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,4,NA
VGB,2020-07-01,2,2020-09-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,4,NA
VGB,2020-07-01,3,2020-10-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,4,NA
VGB,2020-07-01,4,2020-11-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,4,NA
VGB,2020-07-01,5,2020-12-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,4,NA
VGB,2020-07-01,6,2021-01-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,4,NA
VNM,2020-07-01,1,2020-08-01,9057,1821,12481,192,30207,glm_ar1,expanding,125,0,16126
VNM,2020-07-01,2,2020-09-01,6328,1272,8720,134,21105,glm_ar1,expanding,125,0,17224
VNM,2020-07-01,3,2020-10-01,4867,978,6706,103,16231,glm_ar1,expanding,125,0,18633
VNM,2020-07-01,4,2020-11-01,4015,807,5533,85,13392,glm_ar1,expanding,125,0,15513
VNM,2020-07-01,5,2020-12-01,3488,701,4807,74,11633,glm_ar1,expanding,125,0,12922
VNM,2020-07-01,6,2021-01-01,3146,632,4336,66,10494,glm_ar1,expanding,125,0,5617
VUT,2020-07-01,1,2020-08-01,46,9,64,1,155,glm_ar1,expanding,45,72,15
VUT,2020-07-01,2,2020-09-01,135,27,186,2,451,glm_ar1,expanding,45,72,12
VUT,2020-07-01,3,2020-10-01,292,58,403,6,975,glm_ar1,expanding,45,72,9
VUT,2020-07-01,4,2020-11-01,513,103,707,11,1711,glm_ar1,expanding,45,72,7
VUT,2020-07-01,5,2020-12-01,774,155,1066,16,2580,glm_ar1,expanding,45,72,7
VUT,2020-07-01,6,2021-01-01,1045,210,1440,22,3485,glm_ar1,expanding,45,72,13
WLF,2020-07-01,1,2020-08-01,26,5,36,0,88,glm_ar1,expanding,38,0,12
WLF,2020-07-01,2,2020-09-01,89,18,123,2,299,glm_ar1,expanding,38,0,26
WLF,2020-07-01,3,2020-10-01,217,43,299,4,724,glm_ar1,expanding,38,0,21
WLF,2020-07-01,4,2020-11-01,412,83,569,8,1376,glm_ar1,expanding,38,0,14
WLF,2020-07-01,5,2020-12-01,660,132,909,14,2201,glm_ar1,expanding,38,0,3
WLF,2020-07-01,6,2021-01-01,930,187,1282,19,3103,glm_ar1,expanding,38,0,13
WSM,2020-07-01,1,2020-08-01,30,6,41,0,100,glm_ar1,expanding,34,0,5
WSM,2020-07-01,2,2020-09-01,98,19,136,2,329,glm_ar1,expanding,34,0,11
WSM,2020-07-01,3,2020-10-01,232,46,320,5,775,glm_ar1,expanding,34,0,12
WSM,2020-07-01,4,2020-11-01,434,87,598,9,1447,glm_ar1,expanding,34,0,27
WSM,2020-07-01,5,2020-12-01,684,137,943,14,2283,glm_ar1,expanding,34,0,34
WSM,2020-07-01,6,2021-01-01,955,192,1316,20,3186,glm_ar1,expanding,34,0,10
YEM,2020-07-01,1,2020-08-01,1849,371,2548,39,6166,glm_ar1,expanding,40,24,2415
YEM,2020-07-01,2,2020-09-01,1977,397,2724,42,6593,glm_ar1,expanding,40,24,2514
YEM,2020-07-01,3,2020-10-01,2076,417,2861,44,6924,glm_ar1,expanding,40,24,4255
YEM,2020-07-01,4,2020-11-01,2152,432,2965,45,7177,glm_ar1,expanding,40,24,3694
YEM,2020-07-01,5,2020-12-01,2209,444,3044,47,7368,glm_ar1,expanding,40,24,1948
YEM,2020-07-01,6,2021-01-01,2252,453,3103,47,7511,glm_ar1,expanding,40,24,2144
ABW,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,43,NA
ABW,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,43,NA
ABW,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,43,NA
ABW,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,43,NA
ABW,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,43,NA
ABW,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,43,NA
AFG,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
AFG,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,14
AFG,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,10
AFG,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,14
AFG,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,22
AFG,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,46
ARG,2021-01-01,1,2021-02-01,216,44,298,4,718,glm_ar1,expanding,126,0,288
ARG,2021-01-01,2,2021-03-01,409,83,564,9,1359,glm_ar1,expanding,126,0,855
ARG,2021-01-01,3,2021-04-01,652,133,899,14,2166,glm_ar1,expanding,126,0,1156
ARG,2021-01-01,4,2021-05-01,918,187,1266,20,3050,glm_ar1,expanding,126,0,873
ARG,2021-01-01,5,2021-06-01,1180,241,1627,26,3919,glm_ar1,expanding,126,0,187
ARG,2021-01-01,6,2021-07-01,1418,290,1956,31,4710,glm_ar1,expanding,126,0,68
ATG,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,22,NA
ATG,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,22,NA
ATG,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,22,1
ATG,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,22,2
ATG,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,22,2
ATG,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,22,3
AUS,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,5,NA
AUS,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,5,NA
AUS,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,5,NA
AUS,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,5,NA
AUS,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,5,NA
AUS,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,5,NA
BES,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,0,NA
BES,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,0,NA
BES,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,0,NA
BES,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,0,NA
BES,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,0,NA
BES,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,0,NA
BFA,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,21,NA
BFA,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,21,NA
BFA,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,21,NA
BFA,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,21,NA
BFA,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,21,NA
BFA,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,21,NA
BGD,2021-01-01,1,2021-02-01,91,18,126,2,303,glm_ar1,expanding,131,0,9
BGD,2021-01-01,2,2021-03-01,218,44,300,4,723,glm_ar1,expanding,131,0,12
BGD,2021-01-01,3,2021-04-01,411,84,567,9,1366,glm_ar1,expanding,131,0,4
BGD,2021-01-01,4,2021-05-01,655,134,903,14,2175,glm_ar1,expanding,131,0,40
BGD,2021-01-01,5,2021-06-01,921,188,1270,20,3059,glm_ar1,expanding,131,0,229
BGD,2021-01-01,6,2021-07-01,1182,241,1631,26,3927,glm_ar1,expanding,131,0,2570
BHS,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,82,NA
BHS,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,82,NA
BHS,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,82,NA
BHS,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,82,NA
BHS,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,82,NA
BHS,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,82,NA
BLM,2021-01-01,1,2021-02-01,118,24,163,2,393,glm_ar1,expanding,82,24,19
BLM,2021-01-01,2,2021-03-01,263,54,363,5,875,glm_ar1,expanding,82,24,12
BLM,2021-01-01,3,2021-04-01,473,96,652,10,1570,glm_ar1,expanding,82,24,NA
BLM,2021-01-01,4,2021-05-01,725,148,1000,16,2408,glm_ar1,expanding,82,24,NA
BLM,2021-01-01,5,2021-06-01,992,203,1368,22,3296,glm_ar1,expanding,82,24,NA
BLM,2021-01-01,6,2021-07-01,1249,255,1722,27,4149,glm_ar1,expanding,82,24,NA
BLZ,2021-01-01,1,2021-02-01,398,81,549,8,1322,glm_ar1,expanding,131,0,151
BLZ,2021-01-01,2,2021-03-01,639,130,881,14,2123,glm_ar1,expanding,131,0,164
BLZ,2021-01-01,3,2021-04-01,905,185,1247,20,3005,glm_ar1,expanding,131,0,129
BLZ,2021-01-01,4,2021-05-01,1167,238,1609,25,3876,glm_ar1,expanding,131,0,148
BLZ,2021-01-01,5,2021-06-01,1407,287,1940,31,4673,glm_ar1,expanding,131,0,208
BLZ,2021-01-01,6,2021-07-01,1614,330,2225,35,5359,glm_ar1,expanding,131,0,289
BOL,2021-01-01,1,2021-02-01,1607,328,2216,35,5337,glm_ar1,expanding,126,0,1078
BOL,2021-01-01,2,2021-03-01,1779,363,2453,39,5908,glm_ar1,expanding,126,0,1298
BOL,2021-01-01,3,2021-04-01,1917,392,2643,42,6366,glm_ar1,expanding,126,0,1060
BOL,2021-01-01,4,2021-05-01,2025,414,2792,44,6724,glm_ar1,expanding,126,0,682
BOL,2021-01-01,5,2021-06-01,2108,431,2906,46,7000,glm_ar1,expanding,126,0,354
BOL,2021-01-01,6,2021-07-01,2171,444,2993,48,7209,glm_ar1,expanding,126,0,337
BRA,2021-01-01,1,2021-02-01,31368,6414,43249,694,104156,glm_ar1,expanding,124,0,111294
BRA,2021-01-01,2,2021-03-01,15755,3221,21723,348,52316,glm_ar1,expanding,124,0,142955
BRA,2021-01-01,3,2021-04-01,9503,1943,13103,210,31557,glm_ar1,expanding,124,0,169765
BRA,2021-01-01,4,2021-05-01,6557,1340,9041,145,21773,glm_ar1,expanding,124,0,160449
BRA,2021-01-01,5,2021-06-01,4993,1021,6885,110,16581,glm_ar1,expanding,124,0,77667
BRA,2021-01-01,6,2021-07-01,4088,836,5637,90,13576,glm_ar1,expanding,124,0,49473
BRB,2021-01-01,1,2021-02-01,467,95,644,10,1551,glm_ar1,expanding,130,0,88
BRB,2021-01-01,2,2021-03-01,719,147,991,16,2387,glm_ar1,expanding,130,0,27
BRB,2021-01-01,3,2021-04-01,986,201,1360,21,3275,glm_ar1,expanding,130,0,3
BRB,2021-01-01,4,2021-05-01,1243,254,1714,27,4129,glm_ar1,expanding,130,0,9
BRB,2021-01-01,5,2021-06-01,1474,301,2032,32,4894,glm_ar1,expanding,130,0,16
BRB,2021-01-01,6,2021-07-01,1670,341,2302,37,5545,glm_ar1,expanding,130,0,3
BRN,2021-01-01,1,2021-02-01,76,15,105,1,254,glm_ar1,expanding,129,0,15
BRN,2021-01-01,2,2021-03-01,191,39,264,4,636,glm_ar1,expanding,129,0,16
BRN,2021-01-01,3,2021-04-01,374,76,516,8,1244,glm_ar1,expanding,129,0,15
BRN,2021-01-01,4,2021-05-01,611,125,843,13,2031,glm_ar1,expanding,129,0,15
BRN,2021-01-01,5,2021-06-01,876,179,1207,19,2908,glm_ar1,expanding,129,0,11
BRN,2021-01-01,6,2021-07-01,1140,233,1571,25,3785,glm_ar1,expanding,129,0,17
BTN,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,47,NA
BTN,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,47,0
BTN,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,47,0
BTN,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,47,0
BTN,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,47,0
BTN,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,47,0
CHL,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,70,NA
CHL,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,70,NA
CHL,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,70,NA
CHL,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,70,NA
CHL,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,70,NA
CHL,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,70,NA
CHN,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,11,NA
CHN,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,11,NA
CHN,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,11,NA
CHN,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,11,NA
CHN,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,11,NA
CHN,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,120,11,NA
CIV,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
COK,2021-01-01,1,2021-02-01,26,5,36,0,86,glm_ar1,expanding,49,36,27
COK,2021-01-01,2,2021-03-01,88,18,121,2,292,glm_ar1,expanding,49,36,39
COK,2021-01-01,3,2021-04-01,212,43,292,4,705,glm_ar1,expanding,49,36,22
COK,2021-01-01,4,2021-05-01,403,82,556,9,1340,glm_ar1,expanding,49,36,14
COK,2021-01-01,5,2021-06-01,646,132,890,14,2145,glm_ar1,expanding,49,36,6
COK,2021-01-01,6,2021-07-01,912,186,1257,20,3028,glm_ar1,expanding,49,36,4
COL,2021-01-01,1,2021-02-01,3018,617,4161,66,10022,glm_ar1,expanding,132,0,3271
COL,2021-01-01,2,2021-03-01,2825,577,3895,62,9381,glm_ar1,expanding,132,0,2662
COL,2021-01-01,3,2021-04-01,2691,550,3711,59,8938,glm_ar1,expanding,132,0,2199
COL,2021-01-01,4,2021-05-01,2597,531,3581,57,8625,glm_ar1,expanding,132,0,3096
COL,2021-01-01,5,2021-06-01,2530,517,3489,56,8403,glm_ar1,expanding,132,0,2468
COL,2021-01-01,6,2021-07-01,2482,507,3423,55,8244,glm_ar1,expanding,132,0,2662
CRI,2021-01-01,1,2021-02-01,605,123,834,13,2010,glm_ar1,expanding,131,0,287
CRI,2021-01-01,2,2021-03-01,869,177,1198,19,2886,glm_ar1,expanding,131,0,269
CRI,2021-01-01,3,2021-04-01,1133,231,1563,25,3764,glm_ar1,expanding,131,0,185
CRI,2021-01-01,4,2021-05-01,1377,281,1899,30,4573,glm_ar1,expanding,131,0,246
CRI,2021-01-01,5,2021-06-01,1588,324,2190,35,5275,glm_ar1,expanding,131,0,331
CRI,2021-01-01,6,2021-07-01,1764,360,2432,39,5858,glm_ar1,expanding,131,0,486
CUB,2021-01-01,1,2021-02-01,245,50,338,5,814,glm_ar1,expanding,82,0,56
CUB,2021-01-01,2,2021-03-01,448,91,618,10,1489,glm_ar1,expanding,82,0,55
CUB,2021-01-01,3,2021-04-01,698,142,962,15,2317,glm_ar1,expanding,82,0,40
CUB,2021-01-01,4,2021-05-01,965,197,1330,21,3204,glm_ar1,expanding,82,0,52
CUB,2021-01-01,5,2021-06-01,1223,250,1687,27,4063,glm_ar1,expanding,82,0,62
CUB,2021-01-01,6,2021-07-01,1456,298,2008,32,4837,glm_ar1,expanding,82,0,87
CUW,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CYM,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,22,NA
CYM,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,22,NA
CYM,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,22,NA
CYM,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,22,NA
CYM,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,22,NA
CYM,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,84,22,NA
DMA,2021-01-01,1,2021-02-01,33,6,45,0,110,glm_ar1,expanding,106,24,3
DMA,2021-01-01,2,2021-03-01,105,21,144,2,348,glm_ar1,expanding,106,24,3
DMA,2021-01-01,3,2021-04-01,241,49,332,5,801,glm_ar1,expanding,106,24,2
DMA,2021-01-01,4,2021-05-01,443,90,611,9,1471,glm_ar1,expanding,106,24,2
DMA,2021-01-01,5,2021-06-01,691,141,953,15,2296,glm_ar1,expanding,106,24,3
DMA,2021-01-01,6,2021-07-01,958,196,1321,21,3183,glm_ar1,expanding,106,24,3
DOM,2021-01-01,1,2021-02-01,279,57,385,6,928,glm_ar1,expanding,131,0,107
DOM,2021-01-01,2,2021-03-01,493,101,680,11,1638,glm_ar1,expanding,131,0,94
DOM,2021-01-01,3,2021-04-01,748,153,1032,16,2485,glm_ar1,expanding,131,0,92
DOM,2021-01-01,4,2021-05-01,1015,207,1400,22,3372,glm_ar1,expanding,131,0,167
DOM,2021-01-01,5,2021-06-01,1270,259,1752,28,4219,glm_ar1,expanding,131,0,110
DOM,2021-01-01,6,2021-07-01,1497,306,2064,33,4972,glm_ar1,expanding,131,0,165
ECU,2021-01-01,1,2021-02-01,1851,378,2552,41,6146,glm_ar1,expanding,123,0,1961
ECU,2021-01-01,2,2021-03-01,1973,403,2721,43,6553,glm_ar1,expanding,123,0,2535
ECU,2021-01-01,3,2021-04-01,2068,423,2852,45,6869,glm_ar1,expanding,123,0,2635
ECU,2021-01-01,4,2021-05-01,2141,437,2952,47,7110,glm_ar1,expanding,123,0,3298
ECU,2021-01-01,5,2021-06-01,2196,449,3028,48,7292,glm_ar1,expanding,123,0,2374
ECU,2021-01-01,6,2021-07-01,2237,457,3085,49,7429,glm_ar1,expanding,123,0,1676
ERI,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,67,NA
ERI,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,67,NA
ERI,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,67,NA
ERI,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,67,NA
ERI,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,67,NA
ERI,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,67,NA
ETH,2021-01-01,1,2021-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,81,NA
ETH,2021-01-01,2,2021-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,81,NA
ETH,2021-01-01,3,2021-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,81,NA
ETH,2021-01-01,4,2021-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,81,NA
ETH,2021-01-01,5,2021-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,81,NA
ETH,2021-01-01,6,2021-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,81,NA
FJI,2021-01-01,1,2021-02-01,2562,523,3532,56,8506,glm_ar1,expanding,123,0,3552
FJI,2021-01-01,2,2021-03-01,2505,512,3454,55,8318,glm_ar1,expanding,123,0,3575
FJI,2021-01-01,3,2021-04-01,2464,504,3397,54,8182,glm_ar1,expanding,123,0,3224
FJI,2021-01-01,4,2021-05-01,2434,497,3357,54,8084,glm_ar1,expanding,123,0,1638
FJI,2021-01-01,5,2021-06-01,2413,493,3327,53,8013,glm_ar1,expanding,123,0,1341
FJI,2021-01-01,6,2021-07-01,2397,490,3306,53,7961,glm_ar1,expanding,123,0,831
FSM,2021-01-01,1,2021-02-01,22,4,30,0,73,glm_ar1,expanding,46,12,2
FSM,2021-01-01,2,2021-03-01,78,16,108,1,260,glm_ar1,expanding,46,12,2
FSM,2021-01-01,3,2021-04-01,195,40,269,4,648,glm_ar1,expanding,46,12,2
FSM,2021-01-01,4,2021-05-01,379,77,523,8,1261,glm_ar1,expanding,46,12,7
FSM,2021-01-01,5,2021-06-01,617,126,851,13,2051,glm_ar1,expanding,46,12,14
FSM,2021-01-01,6,2021-07-01,882,180,1216,19,2930,glm_ar1,expanding,46,12,6
GLP,2021-01-01,1,2021-02-01,800,163,1103,17,2656,glm_ar1,expanding,130,0,0
GLP,2021-01-01,2,2021-03-01,1066,218,1470,23,3541,glm_ar1,expanding,130,0,0
GLP,2021-01-01,3,2021-04-01,1317,269,1815,29,4373,glm_ar1,expanding,130,0,0
GLP,2021-01-01,4,2021-05-01,1537,314,2119,34,5104,glm_ar1,expanding,130,0,0
GLP,2021-01-01,5,2021-06-01,1722,352,2374,38,5718,glm_ar1,expanding,130,0,0
GLP,2021-01-01,6,2021-07-01,1871,382,2580,41,6215,glm_ar1,expanding,130,0,0
GRD,2021-01-01,1,2021-02-01,55,11,76,1,182,glm_ar1,expanding,119,12,12
GRD,2021-01-01,2,2021-03-01,151,30,208,3,501,glm_ar1,expanding,119,12,11
GRD,2021-01-01,3,2021-04-01,314,64,433,7,1044,glm_ar1,expanding,119,12,11
GRD,2021-01-01,4,2021-05-01,538,110,742,12,1786,glm_ar1,expanding,119,12,17
GRD,2021-01-01,5,2021-06-01,797,163,1099,17,2648,glm_ar1,expanding,119,12,14
GRD,2021-01-01,6,2021-07-01,1064,217,1467,23,3533,glm_ar1,expanding,119,12,25
GTM,2021-01-01,1,2021-02-01,374,76,515,8,1242,glm_ar1,expanding,132,0,156
GTM,2021-01-01,2,2021-03-01,611,125,842,13,2028,glm_ar1,expanding,132,0,129
GTM,2021-01-01,3,2021-04-01,875,179,1206,19,2906,glm_ar1,expanding,132,0,197
GTM,2021-01-01,4,2021-05-01,1139,233,1570,25,3783,glm_ar1,expanding,132,0,259
GTM,2021-01-01,5,2021-06-01,1382,282,1906,30,4590,glm_ar1,expanding,132,0,266
GTM,2021-01-01,6,2021-07-01,1593,325,2196,35,5289,glm_ar1,expanding,132,0,311
GUF,2021-01-01,1,2021-02-01,959,196,1322,21,3185,glm_ar1,expanding,124,0,385
GUF,2021-01-01,2,2021-03-01,1218,249,1680,27,4046,glm_ar1,expanding,124,0,418
GUF,2021-01-01,3,2021-04-01,1452,297,2002,32,4822,glm_ar1,expanding,124,0,261
GUF,2021-01-01,4,2021-05-01,1651,337,2277,36,5484,glm_ar1,expanding,124,0,0
GUF,2021-01-01,5,2021-06-01,1815,371,2503,40,6027,glm_ar1,expanding,124,0,0
GUF,2021-01-01,6,2021-07-01,1945,397,2682,43,6460,glm_ar1,expanding,124,0,0
GUY,2021-01-01,1,2021-02-01,595,121,821,13,1978,glm_ar1,expanding,121,12,309
GUY,2021-01-01,2,2021-03-01,859,175,1184,19,2852,glm_ar1,expanding,121,12,321
GUY,2021-01-01,3,2021-04-01,1124,229,1549,25,3731,glm_ar1,expanding,121,12,332
GUY,2021-01-01,4,2021-05-01,1368,279,1887,30,4544,glm_ar1,expanding,121,12,392
GUY,2021-01-01,5,2021-06-01,1581,323,2180,35,5250,glm_ar1,expanding,121,12,340
GUY,2021-01-01,6,2021-07-01,1758,359,2424,39,5838,glm_ar1,expanding,121,12,488
HND,2021-01-01,1,2021-02-01,1289,263,1778,28,4282,glm_ar1,expanding,132,0,710
HND,2021-01-01,2,2021-03-01,1513,309,2087,33,5026,glm_ar1,expanding,132,0,625
HND,2021-01-01,3,2021-04-01,1702,348,2347,37,5654,glm_ar1,expanding,132,0,679
HND,2021-01-01,4,2021-05-01,1856,379,2559,41,6164,glm_ar1,expanding,132,0,763
HND,2021-01-01,5,2021-06-01,1977,404,2727,43,6567,glm_ar1,expanding,132,0,900
HND,2021-01-01,6,2021-07-01,2071,423,2856,45,6879,glm_ar1,expanding,132,0,1196
HTI,2021-01-01,1,2021-02-01,2218,453,3059,49,7367,glm_ar1,expanding,33,0,700
HTI,2021-01-01,2,2021-03-01,2254,461,3108,50,7485,glm_ar1,expanding,33,0,502
HTI,2021-01-01,3,2021-04-01,2280,466,3144,50,7573,glm_ar1,expanding,33,0,283
HTI,2021-01-01,4,2021-05-01,2300,470,3171,51,7638,glm_ar1,expanding,33,0,208
HTI,2021-01-01,5,2021-06-01,2314,473,3191,51,7686,glm_ar1,expanding,33,0,223
HTI,2021-01-01,6,2021-07-01,2325,475,3206,51,7721,glm_ar1,expanding,33,0,216
IDN,2021-01-01,1,2021-02-01,3829,783,5280,84,12715,glm_ar1,expanding,124,0,4472
IDN,2021-01-01,2,2021-03-01,3364,688,4639,74,11172,glm_ar1,expanding,124,0,5712
IDN,2021-01-01,3,2021-04-01,3060,625,4219,67,10160,glm_ar1,expanding,124,0,6211
IDN,2021-01-01,4,2021-05-01,2854,583,3935,63,9477,glm_ar1,expanding,124,0,6677
