iso3,origin_date,horizon,target_date,.pred,.pred_lower50,.pred_upper50,.pred_lower90,.pred_upper90,model,window_type,n_train_months,n_gap_in_window,actual
BFA,2019-01-01,2,2019-03-01,413,82,569,8,1379,glm_ar1,expanding,45,0,117
BFA,2019-01-01,3,2019-04-01,654,130,901,13,2186,glm_ar1,expanding,45,0,58
BFA,2019-01-01,4,2019-05-01,910,182,1254,19,3042,glm_ar1,expanding,45,0,NA
BFA,2019-01-01,5,2019-06-01,1154,230,1590,24,3856,glm_ar1,expanding,45,0,NA
BFA,2019-01-01,6,2019-07-01,1368,273,1885,28,4571,glm_ar1,expanding,45,0,NA
BGD,2019-01-01,1,2019-02-01,120,24,165,2,401,glm_ar1,expanding,107,0,18
BGD,2019-01-01,2,2019-03-01,270,54,372,5,903,glm_ar1,expanding,107,0,17
BGD,2019-01-01,3,2019-04-01,483,96,666,10,1614,glm_ar1,expanding,107,0,58
BGD,2019-01-01,4,2019-05-01,732,146,1009,15,2447,glm_ar1,expanding,107,0,193
BGD,2019-01-01,5,2019-06-01,987,197,1360,20,3298,glm_ar1,expanding,107,0,1884
BGD,2019-01-01,6,2019-07-01,1223,244,1685,25,4086,glm_ar1,expanding,107,0,16253
BHS,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,58,NA
BHS,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,58,NA
BHS,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,58,NA
BHS,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,58,NA
BHS,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,58,NA
BHS,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,58,NA
BLM,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,22,NA
BLM,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,22,NA
BLM,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,22,0
BLM,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,22,0
BLM,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,22,0
BLM,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,22,0
BLZ,2019-01-01,1,2019-02-01,453,90,624,9,1514,glm_ar1,expanding,107,0,212
BLZ,2019-01-01,2,2019-03-01,699,140,964,14,2337,glm_ar1,expanding,107,0,292
BLZ,2019-01-01,3,2019-04-01,955,191,1316,20,3191,glm_ar1,expanding,107,0,182
BLZ,2019-01-01,4,2019-05-01,1194,238,1646,25,3990,glm_ar1,expanding,107,0,261
BLZ,2019-01-01,5,2019-06-01,1402,280,1932,29,4685,glm_ar1,expanding,107,0,811
BLZ,2019-01-01,6,2019-07-01,1574,314,2168,33,5257,glm_ar1,expanding,107,0,1191
BOL,2019-01-01,1,2019-02-01,1751,350,2412,36,5849,glm_ar1,expanding,102,0,2049
BOL,2019-01-01,2,2019-03-01,1846,369,2543,38,6166,glm_ar1,expanding,102,0,2025
BOL,2019-01-01,3,2019-04-01,1917,383,2641,40,6404,glm_ar1,expanding,102,0,1685
BOL,2019-01-01,4,2019-05-01,1970,393,2714,41,6580,glm_ar1,expanding,102,0,1438
BOL,2019-01-01,5,2019-06-01,2009,401,2767,42,6710,glm_ar1,expanding,102,0,1181
BOL,2019-01-01,6,2019-07-01,2037,407,2807,42,6805,glm_ar1,expanding,102,0,788
BRA,2019-01-01,1,2019-02-01,39052,7806,53802,817,130437,glm_ar1,expanding,100,0,191525
BRA,2019-01-01,2,2019-03-01,17176,3433,23663,359,57370,glm_ar1,expanding,100,0,412318
BRA,2019-01-01,3,2019-04-01,9519,1903,13115,199,31795,glm_ar1,expanding,100,0,501116
BRA,2019-01-01,4,2019-05-01,6229,1245,8582,130,20806,glm_ar1,expanding,100,0,479899
BRA,2019-01-01,5,2019-06-01,4593,918,6328,96,15342,glm_ar1,expanding,100,0,242647
BRA,2019-01-01,6,2019-07-01,3690,737,5084,77,12325,glm_ar1,expanding,100,0,73948
BRB,2019-01-01,1,2019-02-01,31,6,43,0,105,glm_ar1,expanding,106,0,9
BRB,2019-01-01,2,2019-03-01,105,21,144,2,350,glm_ar1,expanding,106,0,3
BRB,2019-01-01,3,2019-04-01,245,49,338,5,820,glm_ar1,expanding,106,0,8
BRB,2019-01-01,4,2019-05-01,450,90,621,9,1505,glm_ar1,expanding,106,0,11
BRB,2019-01-01,5,2019-06-01,697,139,960,14,2328,glm_ar1,expanding,106,0,13
BRB,2019-01-01,6,2019-07-01,952,190,1312,20,3182,glm_ar1,expanding,106,0,7
BRN,2019-01-01,1,2019-02-01,90,18,124,2,300,glm_ar1,expanding,105,0,16
BRN,2019-01-01,2,2019-03-01,220,44,303,4,734,glm_ar1,expanding,105,0,15
BRN,2019-01-01,3,2019-04-01,416,83,574,8,1392,glm_ar1,expanding,105,0,14
BRN,2019-01-01,4,2019-05-01,658,131,907,13,2200,glm_ar1,expanding,105,0,13
BRN,2019-01-01,5,2019-06-01,915,183,1260,19,3056,glm_ar1,expanding,105,0,13
BRN,2019-01-01,6,2019-07-01,1158,231,1595,24,3868,glm_ar1,expanding,105,0,15
BTN,2019-01-01,1,2019-02-01,612,122,843,12,2045,glm_ar1,expanding,71,36,186
BTN,2019-01-01,2,2019-03-01,868,173,1196,18,2900,glm_ar1,expanding,71,36,307
BTN,2019-01-01,3,2019-04-01,1115,223,1536,23,3725,glm_ar1,expanding,71,36,302
BTN,2019-01-01,4,2019-05-01,1335,267,1839,28,4460,glm_ar1,expanding,71,36,238
BTN,2019-01-01,5,2019-06-01,1519,303,2093,31,5074,glm_ar1,expanding,71,36,299
BTN,2019-01-01,6,2019-07-01,1667,333,2296,35,5568,glm_ar1,expanding,71,36,371
CHL,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,46,NA
CHL,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,46,NA
CHL,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,46,NA
CHL,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,46,NA
CHL,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,46,NA
CHL,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,46,NA
CHN,2019-01-01,1,2019-02-01,387,77,533,8,1292,glm_ar1,expanding,107,0,82
CHN,2019-01-01,2,2019-03-01,624,125,860,13,2086,glm_ar1,expanding,107,0,82
CHN,2019-01-01,3,2019-04-01,880,176,1213,18,2942,glm_ar1,expanding,107,0,148
CHN,2019-01-01,4,2019-05-01,1127,225,1552,23,3764,glm_ar1,expanding,107,0,329
CHN,2019-01-01,5,2019-06-01,1345,269,1853,28,4493,glm_ar1,expanding,107,0,791
CHN,2019-01-01,6,2019-07-01,1527,305,2104,32,5102,glm_ar1,expanding,107,0,1268
CIV,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
CIV,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,0,0,NA
COK,2019-01-01,1,2019-02-01,14,3,20,0,48,glm_ar1,expanding,25,36,15
COK,2019-01-01,2,2019-03-01,61,12,84,1,204,glm_ar1,expanding,25,36,39
COK,2019-01-01,3,2019-04-01,167,33,230,3,559,glm_ar1,expanding,25,36,14
COK,2019-01-01,4,2019-05-01,342,68,472,7,1144,glm_ar1,expanding,25,36,15
COK,2019-01-01,5,2019-06-01,572,114,788,12,1912,glm_ar1,expanding,25,36,11
COK,2019-01-01,6,2019-07-01,827,165,1139,17,2763,glm_ar1,expanding,25,36,8
COL,2019-01-01,1,2019-02-01,5776,1154,7958,121,19294,glm_ar1,expanding,108,0,7268
COL,2019-01-01,2,2019-03-01,4351,869,5994,91,14532,glm_ar1,expanding,108,0,9760
COL,2019-01-01,3,2019-04-01,3549,709,4889,74,11855,glm_ar1,expanding,108,0,9010
COL,2019-01-01,4,2019-05-01,3066,613,4224,64,10241,glm_ar1,expanding,108,0,11469
COL,2019-01-01,5,2019-06-01,2760,551,3803,57,9220,glm_ar1,expanding,108,0,16655
COL,2019-01-01,6,2019-07-01,2559,511,3526,53,8549,glm_ar1,expanding,108,0,12865
CRI,2019-01-01,1,2019-02-01,339,68,468,7,1135,glm_ar1,expanding,107,0,190
CRI,2019-01-01,2,2019-03-01,569,113,784,12,1900,glm_ar1,expanding,107,0,225
CRI,2019-01-01,3,2019-04-01,823,164,1135,17,2751,glm_ar1,expanding,107,0,239
CRI,2019-01-01,4,2019-05-01,1074,214,1479,22,3587,glm_ar1,expanding,107,0,525
CRI,2019-01-01,5,2019-06-01,1299,259,1790,27,4340,glm_ar1,expanding,107,0,1081
CRI,2019-01-01,6,2019-07-01,1490,297,2053,31,4977,glm_ar1,expanding,107,0,1231
CUB,2019-01-01,1,2019-02-01,458,91,631,9,1531,glm_ar1,expanding,58,0,122
CUB,2019-01-01,2,2019-03-01,705,141,972,14,2356,glm_ar1,expanding,58,0,110
CUB,2019-01-01,3,2019-04-01,961,192,1324,20,3210,glm_ar1,expanding,58,0,93
CUB,2019-01-01,4,2019-05-01,1200,239,1653,25,4007,glm_ar1,expanding,58,0,143
CUB,2019-01-01,5,2019-06-01,1407,281,1938,29,4699,glm_ar1,expanding,58,0,177
CUB,2019-01-01,6,2019-07-01,1577,315,2173,33,5269,glm_ar1,expanding,58,0,232
CUW,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CUW,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,0,NA
CYM,2019-01-01,1,2019-02-01,69,13,95,1,231,glm_ar1,expanding,70,12,0
CYM,2019-01-01,2,2019-03-01,182,36,251,3,609,glm_ar1,expanding,70,12,0
CYM,2019-01-01,3,2019-04-01,364,73,502,7,1217,glm_ar1,expanding,70,12,0
CYM,2019-01-01,4,2019-05-01,598,119,824,12,1999,glm_ar1,expanding,70,12,0
CYM,2019-01-01,5,2019-06-01,854,170,1176,18,2852,glm_ar1,expanding,70,12,0
CYM,2019-01-01,6,2019-07-01,1102,220,1518,23,3682,glm_ar1,expanding,70,12,15
DMA,2019-01-01,1,2019-02-01,272,54,375,5,910,glm_ar1,expanding,82,24,53
DMA,2019-01-01,2,2019-03-01,485,97,669,10,1622,glm_ar1,expanding,82,24,58
DMA,2019-01-01,3,2019-04-01,735,147,1013,15,2455,glm_ar1,expanding,82,24,39
DMA,2019-01-01,4,2019-05-01,990,198,1364,20,3306,glm_ar1,expanding,82,24,50
DMA,2019-01-01,5,2019-06-01,1225,245,1688,25,4093,glm_ar1,expanding,82,24,51
DMA,2019-01-01,6,2019-07-01,1428,285,1968,30,4772,glm_ar1,expanding,82,24,54
DOM,2019-01-01,1,2019-02-01,546,109,753,11,1826,glm_ar1,expanding,107,0,387
DOM,2019-01-01,2,2019-03-01,800,160,1102,16,2673,glm_ar1,expanding,107,0,683
DOM,2019-01-01,3,2019-04-01,1052,210,1449,22,3514,glm_ar1,expanding,107,0,546
DOM,2019-01-01,4,2019-05-01,1280,256,1764,26,4277,glm_ar1,expanding,107,0,752
DOM,2019-01-01,5,2019-06-01,1474,294,2031,30,4924,glm_ar1,expanding,107,0,1607
DOM,2019-01-01,6,2019-07-01,1631,326,2247,34,5449,glm_ar1,expanding,107,0,3028
ECU,2019-01-01,1,2019-02-01,728,145,1003,15,2432,glm_ar1,expanding,99,0,452
ECU,2019-01-01,2,2019-03-01,983,196,1354,20,3284,glm_ar1,expanding,99,0,810
ECU,2019-01-01,3,2019-04-01,1219,243,1680,25,4074,glm_ar1,expanding,99,0,725
ECU,2019-01-01,4,2019-05-01,1423,284,1961,29,4755,glm_ar1,expanding,99,0,986
ECU,2019-01-01,5,2019-06-01,1591,318,2192,33,5314,glm_ar1,expanding,99,0,1268
ECU,2019-01-01,6,2019-07-01,1723,344,2374,36,5755,glm_ar1,expanding,99,0,906
ERI,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,43,NA
ERI,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,43,NA
ERI,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,43,NA
ERI,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,43,NA
ERI,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,43,NA
ERI,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,60,43,NA
ETH,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,57,NA
ETH,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,57,NA
ETH,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,57,NA
ETH,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,57,NA
ETH,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,57,NA
ETH,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,12,57,NA
FJI,2019-01-01,1,2019-02-01,1222,244,1684,25,4083,glm_ar1,expanding,99,0,1249
FJI,2019-01-01,2,2019-03-01,1426,285,1964,29,4763,glm_ar1,expanding,99,0,1064
FJI,2019-01-01,3,2019-04-01,1592,318,2194,33,5320,glm_ar1,expanding,99,0,532
FJI,2019-01-01,4,2019-05-01,1724,344,2376,36,5760,glm_ar1,expanding,99,0,438
FJI,2019-01-01,5,2019-06-01,1825,365,2515,38,6098,glm_ar1,expanding,99,0,509
FJI,2019-01-01,6,2019-07-01,1902,380,2620,39,6353,glm_ar1,expanding,99,0,277
FSM,2019-01-01,1,2019-02-01,165,33,228,3,553,glm_ar1,expanding,22,12,59
FSM,2019-01-01,2,2019-03-01,340,68,468,7,1136,glm_ar1,expanding,22,12,37
FSM,2019-01-01,3,2019-04-01,569,114,784,12,1902,glm_ar1,expanding,22,12,44
FSM,2019-01-01,4,2019-05-01,824,164,1135,17,2753,glm_ar1,expanding,22,12,115
FSM,2019-01-01,5,2019-06-01,1074,214,1480,22,3589,glm_ar1,expanding,22,12,219
FSM,2019-01-01,6,2019-07-01,1300,260,1791,27,4342,glm_ar1,expanding,22,12,103
GLP,2019-01-01,1,2019-02-01,580,116,799,12,1939,glm_ar1,expanding,106,0,128
GLP,2019-01-01,2,2019-03-01,835,167,1151,17,2791,glm_ar1,expanding,106,0,103
GLP,2019-01-01,3,2019-04-01,1085,217,1495,22,3624,glm_ar1,expanding,106,0,46
GLP,2019-01-01,4,2019-05-01,1309,261,1803,27,4372,glm_ar1,expanding,106,0,70
GLP,2019-01-01,5,2019-06-01,1498,299,2063,31,5003,glm_ar1,expanding,106,0,98
GLP,2019-01-01,6,2019-07-01,1650,329,2273,34,5511,glm_ar1,expanding,106,0,76
GRD,2019-01-01,1,2019-02-01,54,11,75,1,183,glm_ar1,expanding,95,12,16
GRD,2019-01-01,2,2019-03-01,154,31,213,3,516,glm_ar1,expanding,95,12,18
GRD,2019-01-01,3,2019-04-01,324,64,446,6,1082,glm_ar1,expanding,95,12,9
GRD,2019-01-01,4,2019-05-01,550,110,757,11,1837,glm_ar1,expanding,95,12,20
GRD,2019-01-01,5,2019-06-01,803,160,1107,16,2684,glm_ar1,expanding,95,12,15
GRD,2019-01-01,6,2019-07-01,1055,211,1454,22,3525,glm_ar1,expanding,95,12,17
GTM,2019-01-01,1,2019-02-01,1077,215,1484,22,3599,glm_ar1,expanding,108,0,647
GTM,2019-01-01,2,2019-03-01,1302,260,1794,27,4350,glm_ar1,expanding,108,0,844
GTM,2019-01-01,3,2019-04-01,1492,298,2056,31,4985,glm_ar1,expanding,108,0,753
GTM,2019-01-01,4,2019-05-01,1645,329,2267,34,5497,glm_ar1,expanding,108,0,1402
GTM,2019-01-01,5,2019-06-01,1765,353,2432,37,5897,glm_ar1,expanding,108,0,3650
GTM,2019-01-01,6,2019-07-01,1857,371,2558,39,6202,glm_ar1,expanding,108,0,9037
GUF,2019-01-01,1,2019-02-01,19,3,26,0,64,glm_ar1,expanding,100,0,0
GUF,2019-01-01,2,2019-03-01,74,15,102,1,248,glm_ar1,expanding,100,0,0
GUF,2019-01-01,3,2019-04-01,192,38,265,4,642,glm_ar1,expanding,100,0,2
GUF,2019-01-01,4,2019-05-01,378,75,521,8,1264,glm_ar1,expanding,100,0,4
GUF,2019-01-01,5,2019-06-01,615,123,847,13,2054,glm_ar1,expanding,100,0,19
GUF,2019-01-01,6,2019-07-01,871,174,1199,18,2909,glm_ar1,expanding,100,0,24
GUY,2019-01-01,1,2019-02-01,77,15,106,1,257,glm_ar1,expanding,97,12,17
GUY,2019-01-01,2,2019-03-01,197,39,271,4,659,glm_ar1,expanding,97,12,18
GUY,2019-01-01,3,2019-04-01,385,77,531,8,1288,glm_ar1,expanding,97,12,19
GUY,2019-01-01,4,2019-05-01,623,124,858,13,2081,glm_ar1,expanding,97,12,22
GUY,2019-01-01,5,2019-06-01,879,175,1211,18,2936,glm_ar1,expanding,97,12,20
GUY,2019-01-01,6,2019-07-01,1125,225,1550,23,3759,glm_ar1,expanding,97,12,25
HND,2019-01-01,1,2019-02-01,1739,347,2395,36,5808,glm_ar1,expanding,108,0,1993
HND,2019-01-01,2,2019-03-01,1836,367,2530,38,6134,glm_ar1,expanding,108,0,3593
HND,2019-01-01,3,2019-04-01,1910,381,2631,40,6380,glm_ar1,expanding,108,0,2526
HND,2019-01-01,4,2019-05-01,1965,392,2707,41,6563,glm_ar1,expanding,108,0,4274
HND,2019-01-01,5,2019-06-01,2005,400,2762,42,6697,glm_ar1,expanding,108,0,16111
HND,2019-01-01,6,2019-07-01,2034,406,2803,42,6795,glm_ar1,expanding,108,0,30080
HTI,2019-01-01,1,2019-02-01,31,6,43,0,105,glm_ar1,expanding,9,0,2
HTI,2019-01-01,2,2019-03-01,105,21,144,2,350,glm_ar1,expanding,9,0,5
HTI,2019-01-01,3,2019-04-01,245,49,338,5,820,glm_ar1,expanding,9,0,3
HTI,2019-01-01,4,2019-05-01,450,90,621,9,1505,glm_ar1,expanding,9,0,5
HTI,2019-01-01,5,2019-06-01,697,139,960,14,2328,glm_ar1,expanding,9,0,11
HTI,2019-01-01,6,2019-07-01,952,190,1312,20,3182,glm_ar1,expanding,9,0,9
IDN,2019-01-01,1,2019-02-01,13331,2664,18366,279,44526,glm_ar1,expanding,100,0,24018
IDN,2019-01-01,2,2019-03-01,7934,1586,10931,166,26502,glm_ar1,expanding,100,0,18110
IDN,2019-01-01,3,2019-04-01,5465,1092,7529,114,18254,glm_ar1,expanding,100,0,13642
IDN,2019-01-01,4,2019-05-01,4181,835,5760,87,13965,glm_ar1,expanding,100,0,12556
IDN,2019-01-01,5,2019-06-01,3449,689,4752,72,11521,glm_ar1,expanding,100,0,9514
IDN,2019-01-01,6,2019-07-01,3004,600,4138,63,10033,glm_ar1,expanding,100,0,7738
IND,2019-01-01,1,2019-02-01,6980,1395,9616,146,23314,glm_ar1,expanding,106,0,6443
IND,2019-01-01,2,2019-03-01,4984,996,6867,104,16649,glm_ar1,expanding,106,0,4992
IND,2019-01-01,3,2019-04-01,3913,782,5391,82,13071,glm_ar1,expanding,106,0,3704
IND,2019-01-01,4,2019-05-01,3289,657,4531,68,10986,glm_ar1,expanding,106,0,5131
IND,2019-01-01,5,2019-06-01,2903,580,3999,60,9696,glm_ar1,expanding,106,0,7462
IND,2019-01-01,6,2019-07-01,2654,530,3656,55,8865,glm_ar1,expanding,106,0,12671
JAM,2019-01-01,1,2019-02-01,2088,417,2877,43,6975,glm_ar1,expanding,105,0,1010
JAM,2019-01-01,2,2019-03-01,2095,418,2886,43,6997,glm_ar1,expanding,105,0,312
JAM,2019-01-01,3,2019-04-01,2099,419,2892,44,7012,glm_ar1,expanding,105,0,84
JAM,2019-01-01,4,2019-05-01,2103,420,2897,44,7024,glm_ar1,expanding,105,0,54
JAM,2019-01-01,5,2019-06-01,2105,420,2900,44,7032,glm_ar1,expanding,105,0,192
JAM,2019-01-01,6,2019-07-01,2107,421,2903,44,7038,glm_ar1,expanding,105,0,236
KEN,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,23,NA
KEN,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,23,NA
KEN,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,23,NA
KEN,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,23,NA
KEN,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,23,NA
KEN,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,48,23,NA
KHM,2019-01-01,1,2019-02-01,2290,457,3155,48,7649,glm_ar1,expanding,108,0,1673
KHM,2019-01-01,2,2019-03-01,2238,447,3083,46,7476,glm_ar1,expanding,108,0,2475
KHM,2019-01-01,3,2019-04-01,2202,440,3033,46,7354,glm_ar1,expanding,108,0,3164
KHM,2019-01-01,4,2019-05-01,2176,435,2998,45,7268,glm_ar1,expanding,108,0,6048
KHM,2019-01-01,5,2019-06-01,2157,431,2972,45,7207,glm_ar1,expanding,108,0,17584
KHM,2019-01-01,6,2019-07-01,2144,428,2954,45,7163,glm_ar1,expanding,108,0,15293
KIR,2019-01-01,1,2019-02-01,9,1,12,0,30,glm_ar1,expanding,70,24,1
KIR,2019-01-01,2,2019-03-01,44,8,61,1,147,glm_ar1,expanding,70,24,0
KIR,2019-01-01,3,2019-04-01,133,26,183,2,443,glm_ar1,expanding,70,24,NA
KIR,2019-01-01,4,2019-05-01,290,58,400,6,970,glm_ar1,expanding,70,24,NA
KIR,2019-01-01,5,2019-06-01,508,101,701,10,1699,glm_ar1,expanding,70,24,NA
KIR,2019-01-01,6,2019-07-01,760,152,1047,16,2539,glm_ar1,expanding,70,24,NA
KNA,2019-01-01,1,2019-02-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,34,NA
KNA,2019-01-01,2,2019-03-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,34,NA
KNA,2019-01-01,3,2019-04-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,34,0
KNA,2019-01-01,4,2019-05-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,34,0
KNA,2019-01-01,5,2019-06-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,34,37
KNA,2019-01-01,6,2019-07-01,NA,NA,NA,NA,NA,glm_ar1,expanding,36,34,0
LAO,2019-01-01,1,2019-02-01,849,170,1170,17,2838,glm_ar1,expanding,108,0,430
LAO,2019-01-01,2,2019-03-01,1098,219,1513,23,3668,glm_ar1,expanding,108,0,584
LAO,2019-01-01,3,2019-04-01,1320,264,1819,27,4411,glm_ar1,expanding,108,0,1217
LAO,2019-01-01,4,2019-05-01,1507,301,2076,31,5034,glm_ar1,expanding,108,0,2038
LAO,2019-01-01,5,2019-06-01,1657,331,2283,34,5536,glm_ar1,expanding,108,0,6637
LAO,2019-01-01,6,2019-07-01,1774,354,2444,37,5927,glm_ar1,expanding,108,0,8937
LCA,2019-01-01,1,2019-02-01,9,1,12,0,30,glm_ar1,expanding,95,12,1
LCA,2019-01-01,2,2019-03-01,44,8,61,1,147,glm_ar1,expanding,95,12,NA
LCA,2019-01-01,3,2019-04-01,133,26,183,2,443,glm_ar1,expanding,95,12,NA
LCA,2019-01-01,4,2019-05-01,290,58,400,6,970,glm_ar1,expanding,95,12,NA
LCA,2019-01-01,5,2019-06-01,508,101,701,10,1699,glm_ar1,expanding,95,12,NA
LCA,2019-01-01,6,2019-07-01,760,152,1047,16,2539,glm_ar1,expanding,95,12,NA
LKA,2019-01-01,1,2019-02-01,6861,1371,9452,143,22916,glm_ar1,expanding,108,0,6719
LKA,2019-01-01,2,2019-03-01,4923,984,6783,103,16444,glm_ar1,expanding,108,0,5357
LKA,2019-01-01,3,2019-04-01,3879,775,5344,81,12956,glm_ar1,expanding,108,0,5377
LKA,2019-01-01,4,2019-05-01,3268,653,4502,68,10916,glm_ar1,expanding,108,0,6189
LKA,2019-01-01,5,2019-06-01,2890,577,3981,60,9652,glm_ar1,expanding,108,0,9594
LKA,2019-01-01,6,2019-07-01,2645,528,3644,55,8835,glm_ar1,expanding,108,0,11924
MAF,2019-01-01,1,2019-02-01,85,17,117,1,283,glm_ar1,expanding,104,0,19
MAF,2019-01-01,2,2019-03-01,211,42,291,4,705,glm_ar1,expanding,104,0,11
MAF,2019-01-01,3,2019-04-01,404,81,557,8,1352,glm_ar1,expanding,104,0,10
MAF,2019-01-01,4,2019-05-01,645,129,889,13,2155,glm_ar1,expanding,104,0,17
MAF,2019-01-01,5,2019-06-01,901,180,1241,18,3010,glm_ar1,expanding,104,0,18
MAF,2019-01-01,6,2019-07-01,1146,229,1578,24,3827,glm_ar1,expanding,104,0,10
MDV,2019-01-01,1,2019-02-01,810,162,1116,17,2707,glm_ar1,expanding,108,0,290
MDV,2019-01-01,2,2019-03-01,1061,212,1462,22,3546,glm_ar1,expanding,108,0,284
MDV,2019-01-01,3,2019-04-01,1288,257,1775,27,4304,glm_ar1,expanding,108,0,307
MDV,2019-01-01,4,2019-05-01,1481,296,2040,31,4947,glm_ar1,expanding,108,0,416
MDV,2019-01-01,5,2019-06-01,1636,327,2255,34,5467,glm_ar1,expanding,108,0,544
MDV,2019-01-01,6,2019-07-01,1758,351,2422,36,5874,glm_ar1,expanding,108,0,588
MEX,2019-01-01,1,2019-02-01,2847,569,3922,59,9510,glm_ar1,expanding,108,0,3137
MEX,2019-01-01,2,2019-03-01,2617,523,3605,54,8742,glm_ar1,expanding,108,0,4243
MEX,2019-01-01,3,2019-04-01,2463,492,3394,51,8228,glm_ar1,expanding,108,0,3094
MEX,2019-01-01,4,2019-05-01,2359,471,3249,49,7879,glm_ar1,expanding,108,0,5160
MEX,2019-01-01,5,2019-06-01,2286,457,3150,47,7636,glm_ar1,expanding,108,0,11075
MEX,2019-01-01,6,2019-07-01,2235,447,3080,46,7467,glm_ar1,expanding,108,0,14300
MHL,2019-01-01,1,2019-02-01,269,53,371,5,899,glm_ar1,expanding,20,72,108
MHL,2019-01-01,2,2019-03-01,481,96,663,10,1608,glm_ar1,expanding,20,72,170
MHL,2019-01-01,3,2019-04-01,730,146,1006,15,2441,glm_ar1,expanding,20,72,45
