"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","Year","date","cases","source","Data_status","Predicted_total_seasonal_cases","cum_todate_cases_calendar","cum_todate_cases_season","percentile_most_recent","Country","Region"
"356","Cook Islands","COK",10,10,0.836096842951976,14.4,14.4,436.4,0.939882610255054,0.0298492692192614,2025,2025-10-01,NA,NA,"Unobserved",NA,NA,NA,8.83083943464444,"Cook Islands","Pacific Islands"
"357","Cook Islands","COK",3,3,1.70011190597636,120.6,120.6,198.8,0.459032188182377,0.277616754119626,2024,2024-03-01,0,"WHO","Observed",0,0,1,0.0696591721141575,"Cook Islands","Pacific Islands"
"358","Cook Islands","COK",2,2,1.71092431315752,54.7999999999999,54.8,78.2,0.181415434062751,0.1299927837153,2024,2024-02-01,0,"WHO","Observed",0,0,0,0.251926759916722,"Cook Islands","Pacific Islands"
"359","Cook Islands","COK",9,9,1.13727967708779,23,23,422,0.910033341035792,0.049657739575994,2025,2025-09-01,1262,"Estimates","Unobserved",1387,1351,1351,100,"Cook Islands","Pacific Islands"
"360","Cook Islands","COK",4,4,1.27304434720319,71.5999999999999,71.6,270.4,0.607175983225485,0.148143795043108,2025,2025-04-01,1,"WHO","Observed",2,2,2,2.11028021399839,"Cook Islands","Pacific Islands"
"361","Costa Rica","CRI",7,4,2.48182178596625,3508.625,3508.625,8362.625,0.31789131577315,0.132703721763824,2024,2024-07-01,4683,"PAHO","Observed",14731,16121,10809,99.9156851915165,"Costa Rica","Central America & Mexico"
"362","Costa Rica","CRI",11,8,1.43898816696023,3452.375,3452.375,22001.875,0.77467577654245,0.109584393241619,2024,2024-11-01,1714,"PAHO","Observed",2213,30285,NA,41.7985985846248,"Costa Rica","Central America & Mexico"
"363","Costa Rica","CRI",11,8,1.43898816696023,3452.375,3452.375,22001.875,0.77467577654245,0.109584393241619,2025,2025-11-01,NA,NA,"Unobserved",NA,NA,NA,0.00136732628125859,"Costa Rica","Central America & Mexico"
"364","Costa Rica","CRI",10,7,1.9794567640591,3302.875,3302.875,18549.5,0.665091383300831,0.109819725515562,2024,2024-10-01,2741,"PAHO","Observed",4121,28571,26316,71.1636815959665,"Costa Rica","Central America & Mexico"
"365","Costa Rica","CRI",2,11,1.44286390212625,1133.25,1133.25,27443.5,0.966525222454564,0.0440002825603328,2025,2025-02-01,294,"PAHO","Observed",304,891,NA,15.9767825225962,"Costa Rica","Central America & Mexico"
"366","Costa Rica","CRI",7,4,2.48182178596625,3508.625,3508.625,8362.625,0.31789131577315,0.132703721763824,2025,2025-07-01,548,"PAHO","Observed",1724,2564,11357,21.8572763873135,"Costa Rica","Central America & Mexico"
"367","Costa Rica","CRI",2,11,1.44286390212625,1133.25,1133.25,27443.5,0.966525222454564,0.0440002825603328,2024,2024-02-01,1634,"PAHO","Observed",1691,5126,NA,78.4239162895159,"Costa Rica","Central America & Mexico"
"368","Costa Rica","CRI",9,6,2.02602218010231,3177.875,3177.875,15246.625,0.555271657785269,0.106413530373344,2024,2024-09-01,5176,"PAHO","Observed",9322,25830,21885,98.1034565667066,"Costa Rica","Central America & Mexico"
"369","Costa Rica","CRI",12,9,1.27022085071113,2066.875,2066.875,24068.75,0.838971468991282,0.064295692448832,2025,2025-12-01,NA,NA,"Unobserved",NA,NA,NA,0.00832586598003861,"Costa Rica","Central America & Mexico"
"370","Costa Rica","CRI",12,9,1.27022085071113,2066.875,2066.875,24068.75,0.838971468991282,0.064295692448832,2024,2024-12-01,974,"PAHO","Observed",1161,31259,NA,38.8841716766567,"Costa Rica","Central America & Mexico"
"371","Costa Rica","CRI",6,3,2.75526394305662,2468,2468,4854,0.185187594009326,0.0955273548481923,2024,2024-06-01,2813,"PAHO","Observed",15190,11438,5746,99.9995711728895,"Costa Rica","Central America & Mexico"
"372","Costa Rica","CRI",1,10,1.345963659796,2241.5,2241.5,26310.25,0.922524939894231,0.0835534709029494,2025,2025-01-01,597,"PAHO","Observed",647,597,NA,18.8153177460074,"Costa Rica","Central America & Mexico"
"373","Costa Rica","CRI",4,1,2.03024675406836,903.375,903.375,903.375,0.0338064411455936,0.0338064411455936,2025,2025-04-01,172,"PAHO","Observed",5088,1413,1288,99.9855522086949,"Costa Rica","Central America & Mexico"
"374","Costa Rica","CRI",5,2,2.43220437509552,1482.625,1482.625,2386,0.0896602391611334,0.0558537980155398,2024,2024-05-01,1422,"PAHO","Observed",15860,8625,2710,99.999999954777,"Costa Rica","Central America & Mexico"
"375","Costa Rica","CRI",10,7,1.9794567640591,3302.875,3302.875,18549.5,0.665091383300831,0.109819725515562,2025,2025-10-01,NA,NA,"Unobserved",NA,NA,NA,4.17820866902634e-05,"Costa Rica","Central America & Mexico"
"376","Costa Rica","CRI",8,5,2.40421905758905,3706.125,3706.125,12068.75,0.448858127411925,0.130966811638775,2024,2024-08-01,4533,"PAHO","Observed",10099,20654,15890,98.0286613341024,"Costa Rica","Central America & Mexico"
"377","Costa Rica","CRI",3,12,1.73003078969987,843.375,843.375,28286.875,1,0.0334747775454358,2025,2025-03-01,350,"PAHO","Observed",350,1241,NA,23.0624007287614,"Costa Rica","Central America & Mexico"
"378","Costa Rica","CRI",8,5,2.40421905758905,3706.125,3706.125,12068.75,0.448858127411925,0.130966811638775,2025,2025-08-01,819,"PAHO","Observed",1825,3383,16709,22.5106665412881,"Costa Rica","Central America & Mexico"
"379","Costa Rica","CRI",4,1,2.03024675406836,903.375,903.375,903.375,0.0338064411455936,0.0338064411455936,2024,2024-04-01,1116,"PAHO","Observed",33011,7203,1116,100,"Costa Rica","Central America & Mexico"
"380","Costa Rica","CRI",9,6,2.02602218010231,3177.875,3177.875,15246.625,0.555271657785269,0.106413530373344,2025,2025-09-01,1690,"PAHO","Observed",3044,5073,23575,57.0041365755036,"Costa Rica","Central America & Mexico"
"381","Costa Rica","CRI",1,10,1.345963659796,2241.5,2241.5,26310.25,0.922524939894231,0.0835534709029494,2024,2024-01-01,3492,"PAHO","Observed",3785,3492,NA,82.7366373539424,"Costa Rica","Central America & Mexico"
"382","Costa Rica","CRI",6,3,2.75526394305662,2468,2468,4854,0.185187594009326,0.0955273548481923,2025,2025-06-01,380,"PAHO","Observed",2052,2016,6126,46.3498266999874,"Costa Rica","Central America & Mexico"
"383","Costa Rica","CRI",3,12,1.73003078969987,843.375,843.375,28286.875,1,0.0334747775454358,2024,2024-03-01,961,"PAHO","Observed",961,6087,NA,66.6184866587877,"Costa Rica","Central America & Mexico"
"384","Costa Rica","CRI",5,2,2.43220437509552,1482.625,1482.625,2386,0.0896602391611334,0.0558537980155398,2025,2025-05-01,223,"PAHO","Observed",2487,1636,2933,86.1741727919854,"Costa Rica","Central America & Mexico"
"385","Cuba","CUB",2,11,5.49126106526319,94.875,94.875,3400.375,0.940678560816141,0.0295842170473775,2025,2025-02-01,752,"Estimates","Unobserved",799,1956,NA,99.9999999999986,"Cuba","Caribbean"
"386","Cuba","CUB",7,4,1.09848245520006,265.875,265.875,965.75,0.256088009351687,0.0602865245038317,2024,2024-07-01,985,"WHO","Observed",3846,NA,NA,99.9999820722167,"Cuba","Caribbean"
"387","Cuba","CUB",10,7,10.6743886461009,284.625,284.625,1802.375,0.485713314893417,0.0821177794819364,2024,2024-10-01,NA,NA,"Unobserved",NA,NA,NA,4.05873286398837e-14,"Cuba","Caribbean"
"388","Cuba","CUB",12,9,1.6663311360941,1105.625,1105.625,3151.25,0.863753838825497,0.308706747469851,2025,2025-12-01,NA,NA,"Unobserved",NA,NA,NA,0.00198052069296957,"Cuba","Caribbean"
"389","Cuba","CUB",11,8,9.17862454435891,243.25,243.25,2045.625,0.555047091355645,0.0693337764622286,2024,2024-11-01,NA,NA,"Unobserved",NA,NA,NA,6.1467540639351e-12,"Cuba","Caribbean"
"390","Cuba","CUB",11,8,9.17862454435891,243.25,243.25,2045.625,0.555047091355645,0.0693337764622286,2025,2025-11-01,NA,NA,"Unobserved",NA,NA,NA,6.1467540639351e-12,"Cuba","Caribbean"
"391","Cuba","CUB",12,9,1.6663311360941,1105.625,1105.625,3151.25,0.863753838825497,0.308706747469851,2024,2024-12-01,NA,NA,"Unobserved",NA,NA,NA,0.00198052069296957,"Cuba","Caribbean"
"392","Cuba","CUB",2,11,5.49126106526319,94.875,94.875,3400.375,0.940678560816141,0.0295842170473775,2024,2024-02-01,NA,NA,"Unobserved",NA,NA,NA,1.17622850455279e-05,"Cuba","Caribbean"
"393","Cuba","CUB",7,4,1.09848245520006,265.875,265.875,965.75,0.256088009351687,0.0602865245038317,2025,2025-07-01,3945,"WHO","Observed",15405,12387,NA,100,"Cuba","Caribbean"
"394","Cuba","CUB",4,1,9.57824136934035,74.3750000000001,74.375,74.375,0.021040317827293,0.021040317827293,2025,2025-04-01,535,"Estimates","Unobserved",25427,3999,NA,100,"Cuba","Caribbean"
"395","Cuba","CUB",3,12,0.853270107961886,228.625,228.625,3629,1,0.0593214391838589,2025,2025-03-01,1508,"Estimates","Unobserved",1508,3464,NA,99.7522802961985,"Cuba","Caribbean"
"396","Cuba","CUB",6,3,0.9706436298972,533.875,533.875,699.875,0.195801484847856,0.148889535480672,2025,2025-06-01,3785,"Estimates","Unobserved",19331,8442,NA,100,"Cuba","Caribbean"
"397","Cuba","CUB",9,6,10.3662135846027,255.25,255.25,1517.75,0.40359553541148,0.0725778827072691,2024,2024-09-01,NA,NA,"Unobserved",NA,NA,NA,2.49916338616587e-13,"Cuba","Caribbean"
"398","Cuba","CUB",8,5,2.15911962471214,296.75,296.75,1262.5,0.331017652704211,0.0749296433525237,2024,2024-08-01,NA,NA,"Unobserved",NA,NA,NA,0.00238099344428412,"Cuba","Caribbean"
"399","Cuba","CUB",1,10,6.92975925461814,154.25,154.25,3305.5,0.911094343768764,0.0473405049432671,2025,2025-01-01,1204,"Estimates","Unobserved",1321,1204,NA,100,"Cuba","Caribbean"
"400","Cuba","CUB",8,5,2.15911962471214,296.75,296.75,1262.5,0.331017652704211,0.0749296433525237,2025,2025-08-01,1905,"Estimates","Unobserved",5755,14292,NA,100,"Cuba","Caribbean"
"401","Cuba","CUB",4,1,9.57824136934035,74.3750000000001,74.375,74.375,0.021040317827293,0.021040317827293,2024,2024-04-01,NA,NA,"Unobserved",NA,NA,NA,9.33462222045158e-08,"Cuba","Caribbean"
"402","Cuba","CUB",10,7,10.6743886461009,284.625,284.625,1802.375,0.485713314893417,0.0821177794819364,2025,2025-10-01,NA,NA,"Unobserved",NA,NA,NA,4.05873286398837e-14,"Cuba","Caribbean"
"403","Cuba","CUB",3,12,0.853270107961886,228.625,228.625,3629,1,0.0593214391838589,2024,2024-03-01,NA,NA,"Unobserved",NA,NA,NA,0.844983026690794,"Cuba","Caribbean"
"404","Cuba","CUB",5,2,8.862858098116,91.625,91.625,166,0.0469119493671833,0.0258716315398903,2025,2025-05-01,658,"Estimates","Unobserved",14026,4657,NA,100,"Cuba","Caribbean"
"405","Cuba","CUB",5,2,8.862858098116,91.625,91.625,166,0.0469119493671833,0.0258716315398903,2024,2024-05-01,NA,NA,"Unobserved",NA,NA,NA,4.50571224623179e-08,"Cuba","Caribbean"
"406","Cuba","CUB",6,3,0.9706436298972,533.875,533.875,699.875,0.195801484847856,0.148889535480672,2024,2024-06-01,NA,NA,"Unobserved",NA,NA,NA,0.218424880838813,"Cuba","Caribbean"
"407","Cuba","CUB",9,6,10.3662135846027,255.25,255.25,1517.75,0.40359553541148,0.0725778827072691,2025,2025-09-01,1845,"Estimates","Unobserved",4571,16137,NA,100,"Cuba","Caribbean"
"408","Cuba","CUB",1,10,6.92975925461814,154.25,154.25,3305.5,0.911094343768764,0.0473405049432671,2024,2024-01-01,NA,NA,"Unobserved",NA,NA,NA,3.38722445629264e-08,"Cuba","Caribbean"
"409","Dominican Republic","DOM",11,8,1.66670070660462,1166.33333333333,1166.33333333333,5777.66666666667,0.714528248305734,0.13124685460867,2025,2025-11-01,NA,NA,"Unobserved",NA,NA,NA,0.0018082608374454,"Dominican Republic","Caribbean"
"410","Dominican Republic","DOM",12,9,2.29732775117981,698.333333333334,698.333333333333,6476,0.800993537098117,0.086465288792383,2025,2025-12-01,NA,NA,"Unobserved",NA,NA,NA,0.000196257545387334,"Dominican Republic","Caribbean"
"411","Dominican Republic","DOM",10,7,2.39449822968972,1110,1110,4611.33333333333,0.583281393697064,0.137475824506026,2024,2024-10-01,269,"PAHO","Observed",461,9894,4845,16.9961907798489,"Dominican Republic","Caribbean"
"412","Dominican Republic","DOM",7,4,2.42422601522992,604.333333333334,604.333333333333,1684.66666666667,0.227826172262981,0.0757650976280042,2024,2024-07-01,547,"PAHO","Observed",2401,8859,3231,99.847272438547,"Dominican Republic","Caribbean"
"413","Dominican Republic","DOM",11,8,1.66670070660462,1166.33333333333,1166.33333333333,5777.66666666667,0.714528248305734,0.13124685460867,2024,2024-11-01,207,"PAHO","Observed",290,10101,NA,11.9471823628267,"Dominican Republic","Caribbean"
"414","Dominican Republic","DOM",8,5,2.34603956447133,768,768,2452.66666666667,0.322214664137504,0.0943884918745228,2024,2024-08-01,380,"PAHO","Observed",1179,9239,3750,82.073268139279,"Dominican Republic","Caribbean"
"415","Dominican Republic","DOM",4,1,2.66668781132151,291.666666666667,291.666666666667,291.666666666667,0.0417994787578237,0.0417994787578237,2025,2025-04-01,126,"PAHO","Observed",3014,732,1044,99.9999999788308,"Dominican Republic","Caribbean"
"416","Dominican Republic","DOM",2,11,1.17047570432923,472.333333333334,472.333333333333,7724.66666666667,0.951554851949073,0.0568759673648072,2025,2025-02-01,166,"PAHO","Observed",174,367,NA,27.6311574636454,"Dominican Republic","Caribbean"
"417","Dominican Republic","DOM",7,4,2.42422601522992,604.333333333334,604.333333333333,1684.66666666667,0.227826172262981,0.0757650976280042,2025,2025-07-01,139,"PAHO","Observed",610,1215,3370,59.1501321419038,"Dominican Republic","Caribbean"
"418","Dominican Republic","DOM",1,10,1.14546811782358,776.333333333333,776.333333333333,7252.33333333333,0.894678884584266,0.0936853474861487,2024,2024-01-01,3821,"PAHO","Observed",4271,3821,NA,99.7375666441609,"Dominican Republic","Caribbean"
"419","Dominican Republic","DOM",12,9,2.29732775117981,698.333333333334,698.333333333333,6476,0.800993537098117,0.086465288792383,2024,2024-12-01,199,"PAHO","Observed",248,10300,NA,13.6076977793873,"Dominican Republic","Caribbean"
"420","Dominican Republic","DOM",8,5,2.34603956447133,768,768,2452.66666666667,0.322214664137504,0.0943884918745228,2025,2025-08-01,123,"PAHO","Observed",382,1338,3873,23.4114720877598,"Dominican Republic","Caribbean"
"421","Dominican Republic","DOM",9,6,1.97885789164301,1048.66666666666,1048.66666666667,3501.33333333333,0.445805569191038,0.123590905053534,2024,2024-09-01,386,"PAHO","Observed",866,9625,4259,49.3056557627007,"Dominican Republic","Caribbean"
"422","Dominican Republic","DOM",3,12,1.08224387614316,427.666666666667,427.666666666667,8152.33333333333,1,0.048445148050927,2025,2025-03-01,239,"PAHO","Observed",239,606,NA,41.5538138034193,"Dominican Republic","Caribbean"
"423","Dominican Republic","DOM",4,1,2.66668781132151,291.666666666667,291.666666666667,291.666666666667,0.0417994787578237,0.0417994787578237,2024,2024-04-01,918,"PAHO","Observed",21962,7016,918,100,"Dominican Republic","Caribbean"
"424","Dominican Republic","DOM",2,11,1.17047570432923,472.333333333334,472.333333333333,7724.66666666667,0.951554851949073,0.0568759673648072,2024,2024-02-01,1231,"PAHO","Observed",1294,5052,NA,94.4286774300318,"Dominican Republic","Caribbean"
"425","Dominican Republic","DOM",9,6,1.97885789164301,1048.66666666666,1048.66666666667,3501.33333333333,0.445805569191038,0.123590905053534,2025,2025-09-01,317,"PAHO","Observed",711,1655,4576,39.4985269032723,"Dominican Republic","Caribbean"
"426","Dominican Republic","DOM",10,7,2.39449822968972,1110,1110,4611.33333333333,0.583281393697064,0.137475824506026,2025,2025-10-01,NA,NA,"Unobserved",NA,NA,NA,4.10929307781024e-05,"Dominican Republic","Caribbean"
"427","Dominican Republic","DOM",1,10,1.14546811782358,776.333333333333,776.333333333333,7252.33333333333,0.894678884584266,0.0936853474861487,2025,2025-01-01,201,"PAHO","Observed",225,201,NA,22.3097141879135,"Dominican Republic","Caribbean"
"428","Dominican Republic","DOM",5,2,2.50727701963028,346.666666666667,346.666666666667,638.333333333333,0.0913481867620311,0.0495487080042074,2025,2025-05-01,166,"PAHO","Observed",1817,898,1768,99.9917732013115,"Dominican Republic","Caribbean"
"429","Dominican Republic","DOM",5,2,2.50727701963028,346.666666666667,346.666666666667,638.333333333333,0.0913481867620311,0.0495487080042074,2024,2024-05-01,558,"PAHO","Observed",6108,7574,1602,100,"Dominican Republic","Caribbean"
"430","Dominican Republic","DOM",3,12,1.08224387614316,427.666666666667,427.666666666667,8152.33333333333,1,0.048445148050927,2024,2024-03-01,1046,"PAHO","Observed",1046,6098,NA,91.7920772495686,"Dominican Republic","Caribbean"
"431","Dominican Republic","DOM",6,3,2.64978648848973,441.999999999999,442,1080.33333333333,0.152061074634977,0.0607128878729456,2024,2024-06-01,738,"PAHO","Observed",4853,8312,2506,99.9999999953904,"Dominican Republic","Caribbean"
"432","Dominican Republic","DOM",6,3,2.64978648848973,441.999999999999,442,1080.33333333333,0.152061074634977,0.0607128878729456,2025,2025-06-01,178,"PAHO","Observed",1171,1076,2684,98.1025010325037,"Dominican Republic","Caribbean"
"433","Ecuador","ECU",5,8,2.01936402015456,3304,3304,16588.5714285714,0.678356586622504,0.125735784078588,2024,2024-05-01,8130,"PAHO","Observed",11985,35211,NA,99.4325613692708,"Ecuador","South America"
"434","Ecuador","ECU",4,7,2.12928467682478,2745.85714285715,2745.85714285714,13284.5714285714,0.552620802543916,0.105919435738207,2025,2025-04-01,4957,"PAHO","Observed",8970,19362,NA,99.0640301066147,"Ecuador","South America"
"435","Ecuador","ECU",6,9,2.43135776020017,2746.57142857143,2746.57142857143,19335.1428571429,0.786879357867902,0.108522771245399,2024,2024-06-01,6192,"PAHO","Observed",7869,41403,NA,98.5407260479108,"Ecuador","South America"
"436","Ecuador","ECU",6,9,2.43135776020017,2746.57142857143,2746.57142857143,19335.1428571429,0.786879357867902,0.108522771245399,2025,2025-06-01,4669,"PAHO","Observed",5934,29269,NA,94.2656125990253,"Ecuador","South America"
"437","Ecuador","ECU",1,4,3.73299097828324,1667,1667,5273,0.241889118370244,0.0719436119544268,2024,2024-01-01,3838,"PAHO","Observed",15867,3838,NA,99.9999999998351,"Ecuador","South America"
"438","Ecuador","ECU",5,8,2.01936402015456,3304,3304,16588.5714285714,0.678356586622504,0.125735784078588,2025,2025-05-01,5238,"PAHO","Observed",7722,24600,NA,94.763563260657,"Ecuador","South America"
"439","Ecuador","ECU",8,11,2.33255640242081,1580.71428571428,1580.71428571429,23222.7142857143,0.946823870665836,0.066767328521244,2025,2025-08-01,1589,"PAHO","Observed",1678,33295,NA,62.2295017876162,"Ecuador","South America"
"440","Ecuador","ECU",2,5,2.61047252829457,2070.85714285714,2070.85714285714,7343.85714285714,0.325362849333945,0.0834737309637011,2025,2025-02-01,4122,"PAHO","Observed",12669,8635,NA,99.9992242269904,"Ecuador","South America"
"441","Ecuador","ECU",2,5,2.61047252829457,2070.85714285714,2070.85714285714,7343.85714285714,0.325362849333945,0.0834737309637011,2024,2024-02-01,5613,"PAHO","Observed",17252,9451,NA,99.9999961374702,"Ecuador","South America"
"442","Ecuador","ECU",10,1,2.38588207561719,1065.57142857143,1065.57142857143,1065.57142857143,0.048083998358302,0.048083998358302,2025,2025-10-01,NA,NA,"Unobserved",NA,NA,NA,4.7342748848027e-05,"Ecuador","South America"
"443","Ecuador","ECU",10,1,2.38588207561719,1065.57142857143,1065.57142857143,1065.57142857143,0.048083998358302,0.048083998358302,2024,2024-10-01,2355,"PAHO","Observed",48977,55748,2355,100,"Ecuador","South America"
"444","Ecuador","ECU",4,7,2.12928467682478,2745.85714285715,2745.85714285714,13284.5714285714,0.552620802543916,0.105919435738207,2024,2024-04-01,10025,"PAHO","Observed",18141,27081,NA,99.9984270149293,"Ecuador","South America"
"445","Ecuador","ECU",8,11,2.33255640242081,1580.71428571428,1580.71428571429,23222.7142857143,0.946823870665836,0.066767328521244,2024,2024-08-01,3105,"PAHO","Observed",3279,50445,NA,92.9657015261936,"Ecuador","South America"
"446","Ecuador","ECU",9,12,1.94453036191123,1310.28571428571,1310.28571428571,24533,1,0.0531761293341637,2025,2025-09-01,3093,"PAHO","Observed",3093,36388,NA,94.7235925747958,"Ecuador","South America"
"447","Ecuador","ECU",12,3,2.29102602637926,1510.57142857143,1510.57142857143,3606,0.169945506415817,0.0745438069172173,2024,2024-12-01,3039,"PAHO","Observed",17882,61400,NA,99.9999999891556,"Ecuador","South America"
"448","Ecuador","ECU",1,4,3.73299097828324,1667,1667,5273,0.241889118370244,0.0719436119544268,2025,2025-01-01,4513,"PAHO","Observed",18657,4513,NA,99.9999999999995,"Ecuador","South America"
"449","Ecuador","ECU",3,6,2.00190080599175,3194.85714285714,3194.85714285714,10538.7142857143,0.446701366805709,0.121338517471763,2025,2025-03-01,5770,"PAHO","Observed",12917,14405,NA,99.720909966557,"Ecuador","South America"
"450","Ecuador","ECU",11,2,2.74506660594751,1029.85714285714,1029.85714285714,2095.42857142857,0.0954016994986002,0.0473177011402982,2025,2025-11-01,NA,NA,"Unobserved",NA,NA,NA,8.51941777812995e-06,"Ecuador","South America"
"451","Ecuador","ECU",11,2,2.74506660594751,1029.85714285714,1029.85714285714,2095.42857142857,0.0954016994986002,0.0473177011402982,2024,2024-11-01,2613,"PAHO","Observed",27389,58361,NA,100,"Ecuador","South America"
"452","Ecuador","ECU",7,10,2.3604662950683,2306.85714285714,2306.85714285714,21642,0.880056542144592,0.0931771842766901,2024,2024-07-01,5937,"PAHO","Observed",6746,47340,NA,98.6110237690356,"Ecuador","South America"
"453","Ecuador","ECU",9,12,1.94453036191123,1310.28571428571,1310.28571428571,24533,1,0.0531761293341637,2024,2024-09-01,2948,"PAHO","Observed",2948,53393,NA,93.6961775700446,"Ecuador","South America"
"454","Ecuador","ECU",3,6,2.00190080599175,3194.85714285714,3194.85714285714,10538.7142857143,0.446701366805709,0.121338517471763,2024,2024-03-01,7605,"PAHO","Observed",17025,17056,NA,99.9726709804754,"Ecuador","South America"
"455","Ecuador","ECU",12,3,2.29102602637926,1510.57142857143,1510.57142857143,3606,0.169945506415817,0.0745438069172173,2025,2025-12-01,NA,NA,"Unobserved",NA,NA,NA,3.46605033731393e-05,"Ecuador","South America"
"456","Ecuador","ECU",7,10,2.3604662950683,2306.85714285714,2306.85714285714,21642,0.880056542144592,0.0931771842766901,2025,2025-07-01,2437,"PAHO","Observed",2769,31706,NA,69.3208263261927,"Ecuador","South America"
"457","El Salvador","SLV",12,9,7.01082949932033,1528,1528,23137.3333333333,0.792261038472117,0.0516750839370482,2024,2024-12-01,403,"PAHO","Observed",509,8552,NA,1.02635877343215,"El Salvador","Central America & Mexico"
"458","El Salvador","SLV",4,1,7.03320069354442,1347.66666666667,1347.66666666667,1347.66666666667,0.0457958511097604,0.0457958511097604,2024,2024-04-01,605,"PAHO","Observed",13211,2056,605,100,"El Salvador","Central America & Mexico"
"459","El Salvador","SLV",10,7,8.44460705834955,2931.66666666667,2931.66666666667,19274.3333333333,0.660318861201135,0.100042457280758,2024,2024-10-01,708,"PAHO","Observed",1072,7587,9271,0.87360115113542,"El Salvador","Central America & Mexico"
"460","El Salvador","SLV",5,2,7.54243544829718,1924,1924,3271.66666666667,0.111408120367667,0.065612269257907,2025,2025-05-01,391,"PAHO","Observed",3510,2031,1997,97.424004936937,"El Salvador","Central America & Mexico"
"461","El Salvador","SLV",8,5,9.95248693484049,3646.66666666666,3646.66666666667,13088,0.44735763637069,0.125394676842706,2025,2025-08-01,690,"PAHO","Observed",1542,4069,7147,1.19582117506678,"El Salvador","Central America & Mexico"
"462","El Salvador","SLV",2,11,8.45787782628606,1648.66666666666,1648.66666666667,26986.6666666667,0.937115862720773,0.0619875960057617,2025,2025-02-01,358,"PAHO","Observed",382,769,NA,0.0513429853919187,"El Salvador","Central America & Mexico"
"463","El Salvador","SLV",7,4,8.22040868206921,3520.33333333334,3520.33333333333,9441.33333333333,0.321962959527984,0.120242820305661,2024,2024-07-01,1268,"PAHO","Observed",3938,4731,4666,67.1142895819363,"El Salvador","Central America & Mexico"
"464","El Salvador","SLV",11,8,9.88907318747711,2335,2335,21609.3333333333,0.740585954535069,0.0802670933339343,2025,2025-11-01,NA,NA,"Unobserved",NA,NA,NA,3.26422712017841e-22,"El Salvador","Central America & Mexico"
"465","El Salvador","SLV",4,1,7.03320069354442,1347.66666666667,1347.66666666667,1347.66666666667,0.0457958511097604,0.0457958511097604,2025,2025-04-01,379,"PAHO","Observed",8276,1640,984,99.9999999997898,"El Salvador","Central America & Mexico"
"466","El Salvador","SLV",1,10,9.43626589958673,2200.66666666667,2200.66666666667,25338,0.875128266715011,0.082867228242894,2024,2024-01-01,491,"PAHO","Observed",561,491,NA,0.0495515796408217,"El Salvador","Central America & Mexico"
"467","El Salvador","SLV",11,8,9.88907318747711,2335,2335,21609.3333333333,0.740585954535069,0.0802670933339343,2024,2024-11-01,562,"PAHO","Observed",759,8149,NA,0.215704138455418,"El Salvador","Central America & Mexico"
"468","El Salvador","SLV",8,5,9.95248693484049,3646.66666666666,3646.66666666667,13088,0.44735763637069,0.125394676842706,2024,2024-08-01,1059,"PAHO","Observed",2367,5790,6457,12.3027182998026,"El Salvador","Central America & Mexico"
"469","El Salvador","SLV",9,6,11.6148443497486,3254.66666666667,3254.66666666667,16342.6666666667,0.560276403920376,0.112918767549686,2024,2024-09-01,1089,"PAHO","Observed",1944,6879,8236,6.53136764516591,"El Salvador","Central America & Mexico"
"470","El Salvador","SLV",3,12,7.86346109515391,1685.66666666667,1685.66666666667,28672.3333333333,1,0.062884137279227,2024,2024-03-01,479,"PAHO","Observed",479,1451,NA,0.272724191208702,"El Salvador","Central America & Mexico"
"471","El Salvador","SLV",6,3,7.84084783517225,2649.33333333333,2649.33333333333,5921,0.201720139222323,0.0903120188546556,2024,2024-06-01,785,"PAHO","Observed",3892,3463,2782,89.7051971382764,"El Salvador","Central America & Mexico"
"472","El Salvador","SLV",12,9,7.01082949932033,1528,1528,23137.3333333333,0.792261038472117,0.0516750839370482,2025,2025-12-01,NA,NA,"Unobserved",NA,NA,NA,3.91075850661573e-15,"El Salvador","Central America & Mexico"
"473","El Salvador","SLV",10,7,8.44460705834955,2931.66666666667,2931.66666666667,19274.3333333333,0.660318861201135,0.100042457280758,2025,2025-10-01,NA,NA,"Unobserved",NA,NA,NA,3.43265517122319e-20,"El Salvador","Central America & Mexico"
"474","El Salvador","SLV",7,4,8.22040868206921,3520.33333333334,3520.33333333333,9441.33333333333,0.321962959527984,0.120242820305661,2025,2025-07-01,732,"PAHO","Observed",2274,3379,5398,14.7904162618685,"El Salvador","Central America & Mexico"
"475","El Salvador","SLV",1,10,9.43626589958673,2200.66666666667,2200.66666666667,25338,0.875128266715011,0.082867228242894,2025,2025-01-01,411,"PAHO","Observed",470,411,NA,0.0133844722473035,"El Salvador","Central America & Mexico"
"476","El Salvador","SLV",2,11,8.45787782628606,1648.66666666666,1648.66666666667,26986.6666666667,0.937115862720773,0.0619875960057617,2024,2024-02-01,481,"PAHO","Observed",513,972,NA,0.338024560258931,"El Salvador","Central America & Mexico"
"477","El Salvador","SLV",5,2,7.54243544829718,1924,1924,3271.66666666667,0.111408120367667,0.065612269257907,2024,2024-05-01,622,"PAHO","Observed",5583,2678,1606,99.9872079845792,"El Salvador","Central America & Mexico"
