country,iso3,Year,Month,date,cases,source
Czechia,CZE,2024,3,2024-03-01,0,WHO
Czechia,CZE,2024,4,2024-04-01,0,WHO
Czechia,CZE,2024,5,2024-05-01,0,WHO
Czechia,CZE,2024,6,2024-06-01,0,WHO
Czechia,CZE,2024,7,2024-07-01,0,WHO
Czechia,CZE,2024,8,2024-08-01,0,WHO
Czechia,CZE,2024,9,2024-09-01,0,WHO
Czechia,CZE,2024,10,2024-10-01,0,WHO
Czechia,CZE,2024,11,2024-11-01,0,WHO
Czechia,CZE,2024,12,2024-12-01,0,WHO
Czechia,CZE,2025,1,2025-01-01,0,WHO
Czechia,CZE,2025,2,2025-02-01,0,WHO
Czechia,CZE,2025,3,2025-03-01,0,WHO
Czechia,CZE,2025,4,2025-04-01,0,WHO
Czechia,CZE,2025,5,2025-05-01,0,WHO
Czechia,CZE,2025,6,2025-06-01,0,WHO
Czechia,CZE,2025,7,2025-07-01,0,WHO
Czechia,CZE,2025,8,2025-08-01,0,WHO
Czechia,CZE,2025,9,2025-09-01,NA,NA
Czechia,CZE,2025,10,2025-10-01,NA,NA
Czechia,CZE,2025,11,2025-11-01,NA,NA
Czechia,CZE,2025,12,2025-12-01,NA,NA
Denmark,DNK,2024,1,2024-01-01,0,WHO
Denmark,DNK,2024,2,2024-02-01,0,WHO
Denmark,DNK,2024,3,2024-03-01,0,WHO
Denmark,DNK,2024,4,2024-04-01,0,WHO
Denmark,DNK,2024,5,2024-05-01,0,WHO
Denmark,DNK,2024,6,2024-06-01,0,WHO
Denmark,DNK,2024,7,2024-07-01,0,WHO
Denmark,DNK,2024,8,2024-08-01,0,WHO
Denmark,DNK,2024,9,2024-09-01,0,WHO
Denmark,DNK,2024,10,2024-10-01,0,WHO
Denmark,DNK,2024,11,2024-11-01,0,WHO
Denmark,DNK,2024,12,2024-12-01,0,WHO
Denmark,DNK,2025,1,2025-01-01,0,WHO
Denmark,DNK,2025,2,2025-02-01,0,WHO
Denmark,DNK,2025,3,2025-03-01,0,WHO
Denmark,DNK,2025,4,2025-04-01,0,WHO
Denmark,DNK,2025,5,2025-05-01,0,WHO
Denmark,DNK,2025,6,2025-06-01,0,WHO
Denmark,DNK,2025,7,2025-07-01,0,WHO
Denmark,DNK,2025,8,2025-08-01,0,WHO
Denmark,DNK,2025,9,2025-09-01,NA,NA
Denmark,DNK,2025,10,2025-10-01,NA,NA
Denmark,DNK,2025,11,2025-11-01,NA,NA
Denmark,DNK,2025,12,2025-12-01,NA,NA
Dominican Republic,DOM,2024,1,2024-01-01,3821,PAHO
Dominican Republic,DOM,2024,2,2024-02-01,1231,PAHO
Dominican Republic,DOM,2024,3,2024-03-01,1046,PAHO
Dominican Republic,DOM,2024,4,2024-04-01,918,PAHO
Dominican Republic,DOM,2024,5,2024-05-01,558,PAHO
Dominican Republic,DOM,2024,6,2024-06-01,738,PAHO
Dominican Republic,DOM,2024,7,2024-07-01,547,PAHO
Dominican Republic,DOM,2024,8,2024-08-01,380,PAHO
Dominican Republic,DOM,2024,9,2024-09-01,386,PAHO
Dominican Republic,DOM,2024,10,2024-10-01,269,PAHO
Dominican Republic,DOM,2024,11,2024-11-01,207,PAHO
Dominican Republic,DOM,2024,12,2024-12-01,199,PAHO
Dominican Republic,DOM,2025,1,2025-01-01,201,PAHO
Dominican Republic,DOM,2025,2,2025-02-01,166,PAHO
Dominican Republic,DOM,2025,3,2025-03-01,239,PAHO
Dominican Republic,DOM,2025,4,2025-04-01,126,PAHO
Dominican Republic,DOM,2025,5,2025-05-01,166,PAHO
Dominican Republic,DOM,2025,6,2025-06-01,178,PAHO
Dominican Republic,DOM,2025,7,2025-07-01,139,PAHO
Dominican Republic,DOM,2025,8,2025-08-01,123,PAHO
Dominican Republic,DOM,2025,9,2025-09-01,317,PAHO
Dominican Republic,DOM,2025,10,2025-10-01,NA,NA
Dominican Republic,DOM,2025,11,2025-11-01,NA,NA
Dominican Republic,DOM,2025,12,2025-12-01,NA,NA
Ecuador,ECU,2024,1,2024-01-01,3838,PAHO
Ecuador,ECU,2024,2,2024-02-01,5613,PAHO
Ecuador,ECU,2024,3,2024-03-01,7605,PAHO
Ecuador,ECU,2024,4,2024-04-01,10025,PAHO
Ecuador,ECU,2024,5,2024-05-01,8130,PAHO
Ecuador,ECU,2024,6,2024-06-01,6192,PAHO
Ecuador,ECU,2024,7,2024-07-01,5937,PAHO
Ecuador,ECU,2024,8,2024-08-01,3105,PAHO
Ecuador,ECU,2024,9,2024-09-01,2948,PAHO
Ecuador,ECU,2024,10,2024-10-01,2355,PAHO
Ecuador,ECU,2024,11,2024-11-01,2613,PAHO
Ecuador,ECU,2024,12,2024-12-01,3039,PAHO
Ecuador,ECU,2025,1,2025-01-01,4513,PAHO
Ecuador,ECU,2025,2,2025-02-01,4122,PAHO
Ecuador,ECU,2025,3,2025-03-01,5770,PAHO
Ecuador,ECU,2025,4,2025-04-01,4957,PAHO
Ecuador,ECU,2025,5,2025-05-01,5238,PAHO
Ecuador,ECU,2025,6,2025-06-01,4669,PAHO
Ecuador,ECU,2025,7,2025-07-01,2437,PAHO
Ecuador,ECU,2025,8,2025-08-01,1589,PAHO
Ecuador,ECU,2025,9,2025-09-01,3093,PAHO
Ecuador,ECU,2025,10,2025-10-01,NA,NA
Ecuador,ECU,2025,11,2025-11-01,NA,NA
Ecuador,ECU,2025,12,2025-12-01,NA,NA
El Salvador,SLV,2024,1,2024-01-01,491,PAHO
El Salvador,SLV,2024,2,2024-02-01,481,PAHO
El Salvador,SLV,2024,3,2024-03-01,479,PAHO
El Salvador,SLV,2024,4,2024-04-01,605,PAHO
El Salvador,SLV,2024,5,2024-05-01,622,PAHO
El Salvador,SLV,2024,6,2024-06-01,785,PAHO
El Salvador,SLV,2024,7,2024-07-01,1268,PAHO
El Salvador,SLV,2024,8,2024-08-01,1059,PAHO
El Salvador,SLV,2024,9,2024-09-01,1089,PAHO
El Salvador,SLV,2024,10,2024-10-01,708,PAHO
El Salvador,SLV,2024,11,2024-11-01,562,PAHO
El Salvador,SLV,2024,12,2024-12-01,403,PAHO
El Salvador,SLV,2025,1,2025-01-01,411,PAHO
El Salvador,SLV,2025,2,2025-02-01,358,PAHO
El Salvador,SLV,2025,3,2025-03-01,492,PAHO
El Salvador,SLV,2025,4,2025-04-01,379,PAHO
El Salvador,SLV,2025,5,2025-05-01,391,PAHO
El Salvador,SLV,2025,6,2025-06-01,616,PAHO
El Salvador,SLV,2025,7,2025-07-01,732,PAHO
El Salvador,SLV,2025,8,2025-08-01,690,PAHO
El Salvador,SLV,2025,9,2025-09-01,327,PAHO
El Salvador,SLV,2025,10,2025-10-01,NA,NA
El Salvador,SLV,2025,11,2025-11-01,NA,NA
El Salvador,SLV,2025,12,2025-12-01,NA,NA
Equatorial Guinea,GNQ,2024,1,2024-01-01,NA,NA
Equatorial Guinea,GNQ,2024,2,2024-02-01,NA,NA
Equatorial Guinea,GNQ,2024,3,2024-03-01,NA,NA
Equatorial Guinea,GNQ,2024,4,2024-04-01,NA,NA
Equatorial Guinea,GNQ,2024,5,2024-05-01,NA,NA
Equatorial Guinea,GNQ,2024,6,2024-06-01,NA,NA
Equatorial Guinea,GNQ,2024,7,2024-07-01,NA,NA
Equatorial Guinea,GNQ,2024,8,2024-08-01,0,WHO
Equatorial Guinea,GNQ,2024,9,2024-09-01,0,WHO
Equatorial Guinea,GNQ,2024,10,2024-10-01,0,WHO
Equatorial Guinea,GNQ,2024,11,2024-11-01,NA,NA
Equatorial Guinea,GNQ,2024,12,2024-12-01,0,WHO
Equatorial Guinea,GNQ,2025,1,2025-01-01,NA,NA
Equatorial Guinea,GNQ,2025,2,2025-02-01,0,WHO
Equatorial Guinea,GNQ,2025,3,2025-03-01,0,WHO
Equatorial Guinea,GNQ,2025,4,2025-04-01,0,WHO
Equatorial Guinea,GNQ,2025,5,2025-05-01,0,WHO
Equatorial Guinea,GNQ,2025,6,2025-06-01,0,WHO
Equatorial Guinea,GNQ,2025,7,2025-07-01,0,WHO
Equatorial Guinea,GNQ,2025,8,2025-08-01,0,WHO
Equatorial Guinea,GNQ,2025,9,2025-09-01,NA,NA
Equatorial Guinea,GNQ,2025,10,2025-10-01,NA,NA
Equatorial Guinea,GNQ,2025,11,2025-11-01,NA,NA
Equatorial Guinea,GNQ,2025,12,2025-12-01,NA,NA
Eritrea,ERI,2024,1,2024-01-01,2583,WHO
Eritrea,ERI,2024,2,2024-02-01,2186,WHO
Eritrea,ERI,2024,3,2024-03-01,1463,WHO
Eritrea,ERI,2024,4,2024-04-01,972,WHO
Eritrea,ERI,2024,5,2024-05-01,568,WHO
Eritrea,ERI,2024,6,2024-06-01,734,WHO
Eritrea,ERI,2024,7,2024-07-01,928,WHO
Eritrea,ERI,2024,8,2024-08-01,1421,WHO
Eritrea,ERI,2024,9,2024-09-01,1867,WHO
Eritrea,ERI,2024,10,2024-10-01,1409,WHO
Eritrea,ERI,2024,11,2024-11-01,540,WHO
Eritrea,ERI,2024,12,2024-12-01,8,WHO
Eritrea,ERI,2025,1,2025-01-01,NA,NA
Eritrea,ERI,2025,2,2025-02-01,18,WHO
Eritrea,ERI,2025,3,2025-03-01,NA,NA
Eritrea,ERI,2025,4,2025-04-01,48,WHO
Eritrea,ERI,2025,5,2025-05-01,NA,NA
Eritrea,ERI,2025,6,2025-06-01,NA,NA
Eritrea,ERI,2025,7,2025-07-01,9,WHO
Eritrea,ERI,2025,8,2025-08-01,NA,NA
Eritrea,ERI,2025,9,2025-09-01,NA,NA
Eritrea,ERI,2025,10,2025-10-01,NA,NA
Eritrea,ERI,2025,11,2025-11-01,NA,NA
Eritrea,ERI,2025,12,2025-12-01,NA,NA
Estonia,EST,2024,1,2024-01-01,0,WHO
Estonia,EST,2024,2,2024-02-01,0,WHO
Estonia,EST,2024,3,2024-03-01,0,WHO
Estonia,EST,2024,4,2024-04-01,0,WHO
Estonia,EST,2024,5,2024-05-01,0,WHO
Estonia,EST,2024,6,2024-06-01,0,WHO
Estonia,EST,2024,7,2024-07-01,0,WHO
Estonia,EST,2024,8,2024-08-01,0,WHO
Estonia,EST,2024,9,2024-09-01,0,WHO
Estonia,EST,2024,10,2024-10-01,0,WHO
Estonia,EST,2024,11,2024-11-01,0,WHO
Estonia,EST,2024,12,2024-12-01,0,WHO
Estonia,EST,2025,1,2025-01-01,0,WHO
Estonia,EST,2025,2,2025-02-01,0,WHO
Estonia,EST,2025,3,2025-03-01,0,WHO
Estonia,EST,2025,4,2025-04-01,0,WHO
Estonia,EST,2025,5,2025-05-01,0,WHO
Estonia,EST,2025,6,2025-06-01,0,WHO
Estonia,EST,2025,7,2025-07-01,0,WHO
Estonia,EST,2025,8,2025-08-01,0,WHO
Estonia,EST,2025,9,2025-09-01,NA,NA
Estonia,EST,2025,10,2025-10-01,NA,NA
Estonia,EST,2025,11,2025-11-01,NA,NA
Estonia,EST,2025,12,2025-12-01,NA,NA
Ethiopia,ETH,2024,1,2024-01-01,505,WHO
Ethiopia,ETH,2024,2,2024-02-01,168,WHO
Ethiopia,ETH,2024,3,2024-03-01,150,WHO
Ethiopia,ETH,2024,4,2024-04-01,128,WHO
Ethiopia,ETH,2024,5,2024-05-01,819,WHO
Ethiopia,ETH,2024,6,2024-06-01,630,WHO
Ethiopia,ETH,2024,7,2024-07-01,170,WHO
Ethiopia,ETH,2024,8,2024-08-01,222,WHO
Ethiopia,ETH,2024,9,2024-09-01,229,WHO
Ethiopia,ETH,2024,10,2024-10-01,490,WHO
Ethiopia,ETH,2024,11,2024-11-01,263,WHO
Ethiopia,ETH,2024,12,2024-12-01,242,WHO
Ethiopia,ETH,2025,1,2025-01-01,NA,NA
Ethiopia,ETH,2025,2,2025-02-01,114,WHO
Ethiopia,ETH,2025,3,2025-03-01,140,WHO
Ethiopia,ETH,2025,4,2025-04-01,1625,WHO
Ethiopia,ETH,2025,5,2025-05-01,344,WHO
Ethiopia,ETH,2025,6,2025-06-01,80,WHO
Ethiopia,ETH,2025,7,2025-07-01,98,WHO
Ethiopia,ETH,2025,8,2025-08-01,32,WHO
Ethiopia,ETH,2025,9,2025-09-01,NA,NA
Ethiopia,ETH,2025,10,2025-10-01,NA,NA
Ethiopia,ETH,2025,11,2025-11-01,NA,NA
Ethiopia,ETH,2025,12,2025-12-01,NA,NA
Fiji,FJI,2024,1,2024-01-01,786,WHO
Fiji,FJI,2024,2,2024-02-01,1069,WHO
Fiji,FJI,2024,3,2024-03-01,603,WHO
Fiji,FJI,2024,4,2024-04-01,1023,WHO
Fiji,FJI,2024,5,2024-05-01,1279,WHO
Fiji,FJI,2024,6,2024-06-01,495,WHO
Fiji,FJI,2024,7,2024-07-01,381,WHO
Fiji,FJI,2024,8,2024-08-01,526,WHO
Fiji,FJI,2024,9,2024-09-01,76,WHO
Fiji,FJI,2024,10,2024-10-01,NA,NA
Fiji,FJI,2024,11,2024-11-01,NA,NA
Fiji,FJI,2024,12,2024-12-01,NA,NA
Fiji,FJI,2025,1,2025-01-01,1627,WHO
Fiji,FJI,2025,2,2025-02-01,3359,WHO
Fiji,FJI,2025,3,2025-03-01,4477,WHO
Fiji,FJI,2025,4,2025-04-01,4666,WHO
Fiji,FJI,2025,5,2025-05-01,3617,WHO
Fiji,FJI,2025,6,2025-06-01,1749,WHO
Fiji,FJI,2025,7,2025-07-01,1020,WHO
Fiji,FJI,2025,8,2025-08-01,622,WHO
Fiji,FJI,2025,9,2025-09-01,NA,NA
Fiji,FJI,2025,10,2025-10-01,NA,NA
Fiji,FJI,2025,11,2025-11-01,NA,NA
Fiji,FJI,2025,12,2025-12-01,NA,NA
Finland,FIN,2024,1,2024-01-01,0,WHO
Finland,FIN,2024,2,2024-02-01,0,WHO
Finland,FIN,2024,3,2024-03-01,0,WHO
Finland,FIN,2024,4,2024-04-01,0,WHO
Finland,FIN,2024,5,2024-05-01,0,WHO
Finland,FIN,2024,6,2024-06-01,0,WHO
Finland,FIN,2024,7,2024-07-01,0,WHO
Finland,FIN,2024,8,2024-08-01,0,WHO
Finland,FIN,2024,9,2024-09-01,0,WHO
Finland,FIN,2024,10,2024-10-01,0,WHO
Finland,FIN,2024,11,2024-11-01,0,WHO
Finland,FIN,2024,12,2024-12-01,0,WHO
Finland,FIN,2025,1,2025-01-01,0,WHO
Finland,FIN,2025,2,2025-02-01,0,WHO
Finland,FIN,2025,3,2025-03-01,0,WHO
Finland,FIN,2025,4,2025-04-01,0,WHO
Finland,FIN,2025,5,2025-05-01,0,WHO
Finland,FIN,2025,6,2025-06-01,0,WHO
Finland,FIN,2025,7,2025-07-01,0,WHO
Finland,FIN,2025,8,2025-08-01,0,WHO
Finland,FIN,2025,9,2025-09-01,NA,NA
Finland,FIN,2025,10,2025-10-01,NA,NA
Finland,FIN,2025,11,2025-11-01,NA,NA
Finland,FIN,2025,12,2025-12-01,NA,NA
France,FRA,2024,1,2024-01-01,0,WHO
France,FRA,2024,2,2024-02-01,0,WHO
France,FRA,2024,3,2024-03-01,0,WHO
France,FRA,2024,4,2024-04-01,0,WHO
France,FRA,2024,5,2024-05-01,0,WHO
France,FRA,2024,6,2024-06-01,1,WHO
France,FRA,2024,7,2024-07-01,1,WHO
France,FRA,2024,8,2024-08-01,35,WHO
France,FRA,2024,9,2024-09-01,39,WHO
France,FRA,2024,10,2024-10-01,9,WHO
France,FRA,2024,11,2024-11-01,0,WHO
France,FRA,2024,12,2024-12-01,0,WHO
France,FRA,2025,1,2025-01-01,0,WHO
France,FRA,2025,2,2025-02-01,0,WHO
France,FRA,2025,3,2025-03-01,0,WHO
France,FRA,2025,4,2025-04-01,0,WHO
France,FRA,2025,5,2025-05-01,0,WHO
France,FRA,2025,6,2025-06-01,1,WHO
France,FRA,2025,7,2025-07-01,12,WHO
France,FRA,2025,8,2025-08-01,8,WHO
France,FRA,2025,9,2025-09-01,NA,NA
France,FRA,2025,10,2025-10-01,NA,NA
France,FRA,2025,11,2025-11-01,NA,NA
France,FRA,2025,12,2025-12-01,NA,NA
French Guiana,GUF,2024,1,2024-01-01,3672,PAHO
French Guiana,GUF,2024,2,2024-02-01,3993,PAHO
French Guiana,GUF,2024,3,2024-03-01,3867,PAHO
French Guiana,GUF,2024,4,2024-04-01,1794,PAHO
French Guiana,GUF,2024,5,2024-05-01,1334,PAHO
French Guiana,GUF,2024,6,2024-06-01,817,PAHO
French Guiana,GUF,2024,7,2024-07-01,587,PAHO
French Guiana,GUF,2024,8,2024-08-01,77,PAHO
French Guiana,GUF,2024,9,2024-09-01,NA,PAHO
French Guiana,GUF,2024,10,2024-10-01,NA,PAHO
French Guiana,GUF,2024,11,2024-11-01,NA,PAHO
French Guiana,GUF,2024,12,2024-12-01,NA,PAHO
French Guiana,GUF,2025,1,2025-01-01,NA,PAHO
French Guiana,GUF,2025,2,2025-02-01,NA,PAHO
French Guiana,GUF,2025,3,2025-03-01,NA,PAHO
French Guiana,GUF,2025,4,2025-04-01,175,WHO
French Guiana,GUF,2025,5,2025-05-01,33,PAHO
French Guiana,GUF,2025,6,2025-06-01,24,PAHO
French Guiana,GUF,2025,7,2025-07-01,12,PAHO
French Guiana,GUF,2025,8,2025-08-01,18,PAHO
French Guiana,GUF,2025,9,2025-09-01,13,PAHO
French Guiana,GUF,2025,10,2025-10-01,NA,NA
French Guiana,GUF,2025,11,2025-11-01,NA,NA
French Guiana,GUF,2025,12,2025-12-01,NA,NA
French Polynesia,PYF,2024,1,2024-01-01,9,WHO
French Polynesia,PYF,2024,2,2024-02-01,16,WHO
French Polynesia,PYF,2024,3,2024-03-01,11,WHO
French Polynesia,PYF,2024,4,2024-04-01,7,WHO
French Polynesia,PYF,2024,5,2024-05-01,5,WHO
French Polynesia,PYF,2024,6,2024-06-01,17,WHO
French Polynesia,PYF,2024,7,2024-07-01,34,WHO
French Polynesia,PYF,2024,8,2024-08-01,30,WHO
French Polynesia,PYF,2024,9,2024-09-01,18,WHO
French Polynesia,PYF,2024,10,2024-10-01,NA,NA
French Polynesia,PYF,2024,11,2024-11-01,NA,NA
French Polynesia,PYF,2024,12,2024-12-01,NA,NA
French Polynesia,PYF,2025,1,2025-01-01,223,WHO
French Polynesia,PYF,2025,2,2025-02-01,131,WHO
French Polynesia,PYF,2025,3,2025-03-01,240,WHO
French Polynesia,PYF,2025,4,2025-04-01,168,WHO
French Polynesia,PYF,2025,5,2025-05-01,203,WHO
French Polynesia,PYF,2025,6,2025-06-01,84,WHO
French Polynesia,PYF,2025,7,2025-07-01,0,WHO
French Polynesia,PYF,2025,8,2025-08-01,0,WHO
French Polynesia,PYF,2025,9,2025-09-01,NA,NA
French Polynesia,PYF,2025,10,2025-10-01,NA,NA
French Polynesia,PYF,2025,11,2025-11-01,NA,NA
French Polynesia,PYF,2025,12,2025-12-01,NA,NA
Gabon,GAB,2024,1,2024-01-01,0,WHO
Gabon,GAB,2024,2,2024-02-01,0,WHO
Gabon,GAB,2024,3,2024-03-01,0,WHO
Gabon,GAB,2024,4,2024-04-01,0,WHO
Gabon,GAB,2024,5,2024-05-01,0,WHO
Gabon,GAB,2024,6,2024-06-01,0,WHO
Gabon,GAB,2024,7,2024-07-01,0,WHO
Gabon,GAB,2024,8,2024-08-01,0,WHO
Gabon,GAB,2024,9,2024-09-01,NA,NA
Gabon,GAB,2024,10,2024-10-01,NA,NA
Gabon,GAB,2024,11,2024-11-01,NA,NA
Gabon,GAB,2024,12,2024-12-01,0,WHO
Gabon,GAB,2025,1,2025-01-01,0,WHO
Gabon,GAB,2025,2,2025-02-01,0,WHO
Gabon,GAB,2025,3,2025-03-01,0,WHO
Gabon,GAB,2025,4,2025-04-01,0,WHO
Gabon,GAB,2025,5,2025-05-01,0,WHO
Gabon,GAB,2025,6,2025-06-01,0,WHO
Gabon,GAB,2025,7,2025-07-01,0,WHO
Gabon,GAB,2025,8,2025-08-01,0,WHO
Gabon,GAB,2025,9,2025-09-01,NA,NA
Gabon,GAB,2025,10,2025-10-01,NA,NA
Gabon,GAB,2025,11,2025-11-01,NA,NA
Gabon,GAB,2025,12,2025-12-01,NA,NA
Gambia,GMB,2024,1,2024-01-01,0,WHO
Gambia,GMB,2024,2,2024-02-01,0,WHO
Gambia,GMB,2024,3,2024-03-01,0,WHO
Gambia,GMB,2024,4,2024-04-01,0,WHO
Gambia,GMB,2024,5,2024-05-01,0,WHO
Gambia,GMB,2024,6,2024-06-01,0,WHO
Gambia,GMB,2024,7,2024-07-01,0,WHO
Gambia,GMB,2024,8,2024-08-01,0,WHO
Gambia,GMB,2024,9,2024-09-01,0,WHO
Gambia,GMB,2024,10,2024-10-01,0,WHO
Gambia,GMB,2024,11,2024-11-01,0,WHO
Gambia,GMB,2024,12,2024-12-01,0,WHO
Gambia,GMB,2025,1,2025-01-01,NA,NA
Gambia,GMB,2025,2,2025-02-01,0,WHO
Gambia,GMB,2025,3,2025-03-01,0,WHO
Gambia,GMB,2025,4,2025-04-01,0,WHO
Gambia,GMB,2025,5,2025-05-01,0,WHO
Gambia,GMB,2025,6,2025-06-01,0,WHO
Gambia,GMB,2025,7,2025-07-01,0,WHO
Gambia,GMB,2025,8,2025-08-01,NA,NA
Gambia,GMB,2025,9,2025-09-01,NA,NA
Gambia,GMB,2025,10,2025-10-01,NA,NA
Gambia,GMB,2025,11,2025-11-01,NA,NA
Gambia,GMB,2025,12,2025-12-01,NA,NA
Georgia,GEO,2024,1,2024-01-01,0,WHO
Georgia,GEO,2024,2,2024-02-01,0,WHO
Georgia,GEO,2024,3,2024-03-01,0,WHO
Georgia,GEO,2024,4,2024-04-01,0,WHO
Georgia,GEO,2024,5,2024-05-01,0,WHO
Georgia,GEO,2024,6,2024-06-01,0,WHO
Georgia,GEO,2024,7,2024-07-01,0,WHO
Georgia,GEO,2024,8,2024-08-01,0,WHO
Georgia,GEO,2024,9,2024-09-01,0,WHO
Georgia,GEO,2024,10,2024-10-01,0,WHO
Georgia,GEO,2024,11,2024-11-01,0,WHO
Georgia,GEO,2024,12,2024-12-01,0,WHO
Georgia,GEO,2025,1,2025-01-01,0,WHO
Georgia,GEO,2025,2,2025-02-01,0,WHO
Georgia,GEO,2025,3,2025-03-01,0,WHO
Georgia,GEO,2025,4,2025-04-01,0,WHO
Georgia,GEO,2025,5,2025-05-01,0,WHO
Georgia,GEO,2025,6,2025-06-01,0,WHO
Georgia,GEO,2025,7,2025-07-01,0,WHO
Georgia,GEO,2025,8,2025-08-01,0,WHO
Georgia,GEO,2025,9,2025-09-01,NA,NA
Georgia,GEO,2025,10,2025-10-01,NA,NA
Georgia,GEO,2025,11,2025-11-01,NA,NA
Georgia,GEO,2025,12,2025-12-01,NA,NA
Germany,DEU,2024,1,2024-01-01,0,WHO
Germany,DEU,2024,2,2024-02-01,0,WHO
Germany,DEU,2024,3,2024-03-01,0,WHO
Germany,DEU,2024,4,2024-04-01,0,WHO
Germany,DEU,2024,5,2024-05-01,0,WHO
Germany,DEU,2024,6,2024-06-01,0,WHO
Germany,DEU,2024,7,2024-07-01,0,WHO
Germany,DEU,2024,8,2024-08-01,0,WHO
Germany,DEU,2024,9,2024-09-01,0,WHO
Germany,DEU,2024,10,2024-10-01,0,WHO
Germany,DEU,2024,11,2024-11-01,0,WHO
Germany,DEU,2024,12,2024-12-01,0,WHO
Germany,DEU,2025,1,2025-01-01,0,WHO
Germany,DEU,2025,2,2025-02-01,0,WHO
Germany,DEU,2025,3,2025-03-01,0,WHO
Germany,DEU,2025,4,2025-04-01,0,WHO
Germany,DEU,2025,5,2025-05-01,0,WHO
Germany,DEU,2025,6,2025-06-01,0,WHO
Germany,DEU,2025,7,2025-07-01,0,WHO
Germany,DEU,2025,8,2025-08-01,0,WHO
Germany,DEU,2025,9,2025-09-01,NA,NA
Germany,DEU,2025,10,2025-10-01,NA,NA
Germany,DEU,2025,11,2025-11-01,NA,NA
Germany,DEU,2025,12,2025-12-01,NA,NA
Ghana,GHA,2024,1,2024-01-01,1,WHO
Ghana,GHA,2024,2,2024-02-01,0,WHO
Ghana,GHA,2024,3,2024-03-01,0,WHO
Ghana,GHA,2024,4,2024-04-01,0,WHO
Ghana,GHA,2024,5,2024-05-01,0,WHO
Ghana,GHA,2024,6,2024-06-01,0,WHO
Ghana,GHA,2024,7,2024-07-01,932,WHO
Ghana,GHA,2024,8,2024-08-01,190,WHO
Ghana,GHA,2024,9,2024-09-01,10,WHO
Ghana,GHA,2024,10,2024-10-01,21,WHO
Ghana,GHA,2024,11,2024-11-01,1,WHO
Ghana,GHA,2024,12,2024-12-01,8,WHO
Ghana,GHA,2025,1,2025-01-01,0,WHO
Ghana,GHA,2025,2,2025-02-01,2,WHO
Ghana,GHA,2025,3,2025-03-01,0,WHO
Ghana,GHA,2025,4,2025-04-01,0,WHO
Ghana,GHA,2025,5,2025-05-01,0,WHO
Ghana,GHA,2025,6,2025-06-01,4,WHO
Ghana,GHA,2025,7,2025-07-01,2,WHO
Ghana,GHA,2025,8,2025-08-01,3,WHO
Ghana,GHA,2025,9,2025-09-01,NA,NA
Ghana,GHA,2025,10,2025-10-01,NA,NA
Ghana,GHA,2025,11,2025-11-01,NA,NA
Ghana,GHA,2025,12,2025-12-01,NA,NA
Greece,GRC,2024,1,2024-01-01,0,WHO
Greece,GRC,2024,2,2024-02-01,0,WHO
Greece,GRC,2024,3,2024-03-01,0,WHO
Greece,GRC,2024,4,2024-04-01,0,WHO
Greece,GRC,2024,5,2024-05-01,0,WHO
Greece,GRC,2024,6,2024-06-01,0,WHO
Greece,GRC,2024,7,2024-07-01,0,WHO
Greece,GRC,2024,8,2024-08-01,0,WHO
Greece,GRC,2024,9,2024-09-01,0,WHO
Greece,GRC,2024,10,2024-10-01,0,WHO
Greece,GRC,2024,11,2024-11-01,0,WHO
Greece,GRC,2024,12,2024-12-01,0,WHO
Greece,GRC,2025,1,2025-01-01,0,WHO
Greece,GRC,2025,2,2025-02-01,0,WHO
Greece,GRC,2025,3,2025-03-01,0,WHO
Greece,GRC,2025,4,2025-04-01,0,WHO
Greece,GRC,2025,5,2025-05-01,0,WHO
Greece,GRC,2025,6,2025-06-01,0,WHO
Greece,GRC,2025,7,2025-07-01,0,WHO
Greece,GRC,2025,8,2025-08-01,0,WHO
Greece,GRC,2025,9,2025-09-01,NA,NA
Greece,GRC,2025,10,2025-10-01,NA,NA
Greece,GRC,2025,11,2025-11-01,NA,NA
Greece,GRC,2025,12,2025-12-01,NA,NA
Grenada,GRD,2024,1,2024-01-01,47,PAHO
Grenada,GRD,2024,2,2024-02-01,37,PAHO
Grenada,GRD,2024,3,2024-03-01,24,PAHO
Grenada,GRD,2024,4,2024-04-01,30,PAHO
Grenada,GRD,2024,5,2024-05-01,26,PAHO
Grenada,GRD,2024,6,2024-06-01,53,PAHO
Grenada,GRD,2024,7,2024-07-01,64,PAHO
Grenada,GRD,2024,8,2024-08-01,165,PAHO
Grenada,GRD,2024,9,2024-09-01,244,PAHO
Grenada,GRD,2024,10,2024-10-01,65,PAHO
Grenada,GRD,2024,11,2024-11-01,29,PAHO
Grenada,GRD,2024,12,2024-12-01,14,PAHO
Grenada,GRD,2025,1,2025-01-01,16,PAHO
Grenada,GRD,2025,2,2025-02-01,16,PAHO
Grenada,GRD,2025,3,2025-03-01,24,PAHO
Grenada,GRD,2025,4,2025-04-01,16,PAHO
Grenada,GRD,2025,5,2025-05-01,9,PAHO
Grenada,GRD,2025,6,2025-06-01,21,PAHO
Grenada,GRD,2025,7,2025-07-01,24,PAHO
Grenada,GRD,2025,8,2025-08-01,29,PAHO
Grenada,GRD,2025,9,2025-09-01,41,PAHO
Grenada,GRD,2025,10,2025-10-01,NA,NA
Grenada,GRD,2025,11,2025-11-01,NA,NA
Grenada,GRD,2025,12,2025-12-01,NA,NA
