"","country","iso3","Year","Month","source","date","cases","raw_cases","corrected_cases","d","rf","correction_applied","correction_reason","missing_reason"
"37","Albania","ALB",2026,1,"WHO",2026-01-01,0,0,NA,6,NA,FALSE,"no_lookup_match",NA
"38","Albania","ALB",2026,2,"WHO",2026-02-01,0,0,NA,5,NA,FALSE,"no_lookup_match",NA
"39","Albania","ALB",2026,3,"WHO",2026-03-01,0,0,NA,4,NA,FALSE,"no_lookup_match",NA
"40","Albania","ALB",2026,4,"WHO",2026-04-01,0,0,NA,3,NA,FALSE,"no_lookup_match",NA
"41","Albania","ALB",2026,5,"WHO",2026-05-01,0,0,NA,2,NA,FALSE,"no_lookup_match",NA
"42","Albania","ALB",2026,6,"WHO",2026-06-01,0,0,NA,1,NA,FALSE,"no_lookup_match",NA
"43","Albania","ALB",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"44","Albania","ALB",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"45","Albania","ALB",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"46","Albania","ALB",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"47","Albania","ALB",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"48","Albania","ALB",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"49","Andorra","AND",2025,1,"WHO",2025-01-01,0,0,NA,18,NA,FALSE,"no_lookup_match",NA
"50","Andorra","AND",2025,2,"WHO",2025-02-01,0,0,NA,17,NA,FALSE,"no_lookup_match",NA
"51","Andorra","AND",2025,3,"WHO",2025-03-01,0,0,NA,16,NA,FALSE,"no_lookup_match",NA
"52","Andorra","AND",2025,4,"WHO",2025-04-01,0,0,NA,15,NA,FALSE,"no_lookup_match",NA
"53","Andorra","AND",2025,5,"WHO",2025-05-01,0,0,NA,14,NA,FALSE,"no_lookup_match",NA
"54","Andorra","AND",2025,6,"WHO",2025-06-01,0,0,NA,13,NA,FALSE,"no_lookup_match",NA
"55","Andorra","AND",2025,7,"WHO",2025-07-01,0,0,NA,12,NA,FALSE,"no_lookup_match",NA
"56","Andorra","AND",2025,8,"WHO",2025-08-01,0,0,NA,11,NA,FALSE,"no_lookup_match",NA
"57","Andorra","AND",2025,9,"WHO",2025-09-01,0,0,NA,10,NA,FALSE,"no_lookup_match",NA
"58","Andorra","AND",2025,10,"WHO",2025-10-01,0,0,NA,9,NA,FALSE,"no_lookup_match",NA
"59","Andorra","AND",2025,11,"WHO",2025-11-01,0,0,NA,8,NA,FALSE,"no_lookup_match",NA
"60","Andorra","AND",2025,12,"WHO",2025-12-01,0,0,NA,7,NA,FALSE,"no_lookup_match",NA
"61","Andorra","AND",2026,1,"WHO",2026-01-01,0,0,NA,6,NA,FALSE,"no_lookup_match",NA
"62","Andorra","AND",2026,2,"WHO",2026-02-01,0,0,NA,5,NA,FALSE,"no_lookup_match",NA
"63","Andorra","AND",2026,3,"WHO",2026-03-01,0,0,NA,4,NA,FALSE,"no_lookup_match",NA
"64","Andorra","AND",2026,4,"WHO",2026-04-01,0,0,NA,3,NA,FALSE,"no_lookup_match",NA
"65","Andorra","AND",2026,5,"WHO",2026-05-01,0,0,NA,2,NA,FALSE,"no_lookup_match",NA
"66","Andorra","AND",2026,6,"WHO",2026-06-01,0,0,NA,1,NA,FALSE,"no_lookup_match",NA
"67","Andorra","AND",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"68","Andorra","AND",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"69","Andorra","AND",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"70","Andorra","AND",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"71","Andorra","AND",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"72","Andorra","AND",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"73","Angola","AGO",2025,1,NA,2025-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"74","Angola","AGO",2025,2,"WHO",2025-02-01,60,60,NA,17,NA,FALSE,"no_lookup_match",NA
"75","Angola","AGO",2025,3,NA,2025-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"76","Angola","AGO",2025,4,NA,2025-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"77","Angola","AGO",2025,5,NA,2025-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"78","Angola","AGO",2025,6,NA,2025-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"79","Angola","AGO",2025,7,"WHO",2025-07-01,34,34,34,12,1,TRUE,"applied_mean",NA
"80","Angola","AGO",2025,8,"WHO",2025-08-01,58,58,NA,11,NA,FALSE,"insufficient_n_rf",NA
"81","Angola","AGO",2025,9,"WHO",2025-09-01,15,15,15,10,1,TRUE,"applied_mean",NA
"82","Angola","AGO",2025,10,"WHO",2025-10-01,43,43,43,9,1,TRUE,"applied_mean",NA
"83","Angola","AGO",2025,11,"WHO",2025-11-01,7,7,7,8,1,TRUE,"applied_mean",NA
"84","Angola","AGO",2025,12,"WHO",2025-12-01,17,17,17,7,1,TRUE,"applied_mean",NA
"85","Angola","AGO",2026,1,"WHO",2026-01-01,0,0,0,6,1,TRUE,"applied_mean",NA
"86","Angola","AGO",2026,2,"WHO",2026-02-01,26,26,26,5,1,TRUE,"applied_mean",NA
"87","Angola","AGO",2026,3,"WHO",2026-03-01,39,39,39,4,1,TRUE,"applied_mean",NA
"88","Angola","AGO",2026,4,"WHO",2026-04-01,0,0,0,3,1,TRUE,"applied_mean",NA
"89","Angola","AGO",2026,5,"WHO",2026-05-01,55,43,55,2,1.275,TRUE,"applied_mean",NA
"90","Angola","AGO",2026,6,"WHO",2026-06-01,50,50,NA,1,NA,FALSE,"no_lookup_match",NA
"91","Angola","AGO",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"92","Angola","AGO",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"93","Angola","AGO",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"94","Angola","AGO",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"95","Angola","AGO",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"96","Angola","AGO",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"97","Anguilla","AIA",2025,1,"WHO",2025-01-01,0,0,NA,18,NA,FALSE,"no_lookup_match",NA
"98","Anguilla","AIA",2025,2,"WHO",2025-02-01,0,0,NA,17,NA,FALSE,"no_lookup_match",NA
"99","Anguilla","AIA",2025,3,"PAHO",2025-03-01,1,1,NA,68,NA,FALSE,"no_lookup_match","current_month_missing"
"100","Anguilla","AIA",2025,4,"WHO",2025-04-01,0,0,NA,15,NA,FALSE,"no_lookup_match",NA
"101","Anguilla","AIA",2025,5,"WHO",2025-05-01,0,0,NA,14,NA,FALSE,"no_lookup_match",NA
"102","Anguilla","AIA",2025,6,"WHO",2025-06-01,0,0,NA,13,NA,FALSE,"no_lookup_match",NA
"103","Anguilla","AIA",2025,7,"WHO",2025-07-01,0,0,NA,12,NA,FALSE,"insufficient_n_rf",NA
"104","Anguilla","AIA",2025,8,"WHO",2025-08-01,0,0,NA,11,NA,FALSE,"insufficient_n_rf",NA
"105","Anguilla","AIA",2025,9,"PAHO",2025-09-01,2,2,NA,42,NA,FALSE,"no_lookup_match","current_month_missing"
"106","Anguilla","AIA",2025,10,"WHO",2025-10-01,1,1,NA,9,NA,FALSE,"insufficient_n_rf",NA
"107","Anguilla","AIA",2025,11,"WHO",2025-11-01,0,0,0,8,1,TRUE,"applied_mean",NA
"108","Anguilla","AIA",2025,12,"WHO",2025-12-01,0,0,NA,7,NA,FALSE,"insufficient_n_rf",NA
"109","Anguilla","AIA",2026,1,"WHO",2026-01-01,0,0,NA,6,NA,FALSE,"insufficient_n_rf",NA
"110","Anguilla","AIA",2026,2,"WHO",2026-02-01,0,0,NA,5,NA,FALSE,"insufficient_n_rf",NA
"111","Anguilla","AIA",2026,3,"WHO",2026-03-01,0,0,NA,4,NA,FALSE,"no_lookup_match",NA
"112","Anguilla","AIA",2026,4,"WHO",2026-04-01,0,0,NA,3,NA,FALSE,"no_lookup_match",NA
"113","Anguilla","AIA",2026,5,"WHO",2026-05-01,0,0,NA,2,NA,FALSE,"insufficient_n_rf",NA
"114","Anguilla","AIA",2026,6,"WHO",2026-06-01,0,0,NA,1,NA,FALSE,"no_lookup_match",NA
"115","Anguilla","AIA",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"116","Anguilla","AIA",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"117","Anguilla","AIA",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"118","Anguilla","AIA",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"119","Anguilla","AIA",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"120","Anguilla","AIA",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"121","Antigua & Barbuda","ATG",2025,1,"WHO",2025-01-01,0,0,NA,18,NA,FALSE,"no_lookup_match",NA
"122","Antigua & Barbuda","ATG",2025,2,"WHO",2025-02-01,0,0,NA,17,NA,FALSE,"no_lookup_match",NA
"123","Antigua & Barbuda","ATG",2025,3,"PAHO",2025-03-01,2,2,NA,68,NA,FALSE,"no_lookup_match","current_month_missing"
"124","Antigua & Barbuda","ATG",2025,4,"PAHO",2025-04-01,1,1,NA,64,NA,FALSE,"no_lookup_match","current_month_missing"
"125","Antigua & Barbuda","ATG",2025,5,"PAHO",2025-05-01,1,1,NA,60,NA,FALSE,"no_lookup_match","current_month_missing"
"126","Antigua & Barbuda","ATG",2025,6,"PAHO",2025-06-01,2,2,NA,55,NA,FALSE,"no_lookup_match","current_month_missing"
"127","Antigua & Barbuda","ATG",2025,7,"PAHO",2025-07-01,2,2,NA,51,1,TRUE,"applied_mean","previous_month_missing"
"128","Antigua & Barbuda","ATG",2025,8,"PAHO",2025-08-01,2,2,2,47,1,TRUE,"applied_mean","not_missing"
"129","Antigua & Barbuda","ATG",2025,9,"PAHO",2025-09-01,4,4,4,42,1,TRUE,"applied_mean","not_missing"
"130","Antigua & Barbuda","ATG",2025,10,"PAHO",2025-10-01,1,1,1,38,1,TRUE,"applied_mean","not_missing"
"131","Antigua & Barbuda","ATG",2025,11,"PAHO",2025-11-01,NA,NA,NA,NA,NA,NA,NA,"current_month_missing"
"132","Antigua & Barbuda","ATG",2025,12,"PAHO",2025-12-01,NA,NA,NA,NA,NA,NA,NA,"current_month_missing"
"133","Antigua & Barbuda","ATG",2026,1,"PAHO",2026-01-01,2,2,2,25,1,TRUE,"applied_mean","previous_month_missing"
"134","Antigua & Barbuda","ATG",2026,2,"PAHO",2026-02-01,2,2,2,21,1,TRUE,"applied_mean","not_missing"
"135","Antigua & Barbuda","ATG",2026,3,"WHO",2026-03-01,0,0,0,4,1,TRUE,"applied_mean",NA
"136","Antigua & Barbuda","ATG",2026,4,"WHO",2026-04-01,0,0,NA,3,NA,FALSE,"insufficient_n_rf",NA
"137","Antigua & Barbuda","ATG",2026,5,"WHO",2026-05-01,0,0,NA,2,NA,FALSE,"insufficient_n_rf",NA
"138","Antigua & Barbuda","ATG",2026,6,"WHO",2026-06-01,0,0,NA,1,NA,FALSE,"no_lookup_match",NA
"139","Antigua & Barbuda","ATG",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"140","Antigua & Barbuda","ATG",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"141","Antigua & Barbuda","ATG",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"142","Antigua & Barbuda","ATG",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"143","Antigua & Barbuda","ATG",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"144","Antigua & Barbuda","ATG",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"145","Argentina","ARG",2025,1,"PAHO",2025-01-01,275,275,NA,77,NA,FALSE,"no_lookup_match","current_month_missing"
"146","Argentina","ARG",2025,2,"PAHO",2025-02-01,1341,1341,NA,73,NA,FALSE,"no_lookup_match","current_month_missing"
"147","Argentina","ARG",2025,3,"PAHO",2025-03-01,8513,8513,NA,68,NA,FALSE,"no_lookup_match","current_month_missing"
"148","Argentina","ARG",2025,4,"PAHO",2025-04-01,5428,5428,NA,64,NA,FALSE,"no_lookup_match","current_month_missing"
"149","Argentina","ARG",2025,5,"PAHO",2025-05-01,1976,1976,NA,60,NA,FALSE,"no_lookup_match","current_month_missing"
"150","Argentina","ARG",2025,6,"PAHO",2025-06-01,86,86,NA,55,NA,FALSE,"no_lookup_match","current_month_missing"
"151","Argentina","ARG",2025,7,"PAHO",2025-07-01,1385,16,NA,51,1.07765144105627,TRUE,"applied_mean","previous_month_missing"
"152","Argentina","ARG",2025,8,"PAHO",2025-08-01,4,4,-25,47,1.07596276183578,TRUE,"applied_mean","replaced_with_uncor"
"153","Argentina","ARG",2025,9,"PAHO",2025-09-01,12,0,12,42,1.07666699502684,TRUE,"applied_mean","not_missing"
"154","Argentina","ARG",2025,10,"PAHO",2025-10-01,121,3,121,38,1.08333042036328,TRUE,"applied_mean","not_missing"
"155","Argentina","ARG",2025,11,"PAHO",2025-11-01,3,3,-268,34,1.0679618680138,TRUE,"applied_mean","replaced_with_uncor"
"156","Argentina","ARG",2025,12,"PAHO",2025-12-01,1314,3,1314,29,1.14223934041849,TRUE,"applied_mean","not_missing"
"157","Argentina","ARG",2026,1,"PAHO",2026-01-01,8,6,8,25,1.3323773655213,TRUE,"applied_mean","not_missing"
"158","Argentina","ARG",2026,2,"PAHO",2026-02-01,13,8,13,21,1.52129266231469,TRUE,"applied_mean","not_missing"
"159","Argentina","ARG",2026,3,"PAHO",2026-03-01,33,23,33,16,1.46893413451354,TRUE,"applied_mean","not_missing"
"160","Argentina","ARG",2026,4,"PAHO",2026-04-01,12,14,12,12,1.28515804860673,TRUE,"applied_mean","not_missing"
"161","Argentina","ARG",2026,5,"PAHO",2026-05-01,4,4,-2,8,1.16155924388553,TRUE,"applied_mean","replaced_with_uncor"
"162","Argentina","ARG",2026,6,"WHO",2026-06-01,3,3,NA,1,NA,FALSE,"insufficient_n_rf",NA
"163","Argentina","ARG",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"164","Argentina","ARG",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"165","Argentina","ARG",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"166","Argentina","ARG",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"167","Argentina","ARG",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"168","Argentina","ARG",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"169","Armenia","ARM",2025,1,"WHO",2025-01-01,0,0,NA,18,NA,FALSE,"no_lookup_match",NA
"170","Armenia","ARM",2025,2,"WHO",2025-02-01,0,0,NA,17,NA,FALSE,"no_lookup_match",NA
"171","Armenia","ARM",2025,3,"WHO",2025-03-01,0,0,NA,16,NA,FALSE,"no_lookup_match",NA
"172","Armenia","ARM",2025,4,"WHO",2025-04-01,0,0,NA,15,NA,FALSE,"no_lookup_match",NA
"173","Armenia","ARM",2025,5,"WHO",2025-05-01,0,0,NA,14,NA,FALSE,"no_lookup_match",NA
"174","Armenia","ARM",2025,6,"WHO",2025-06-01,0,0,NA,13,NA,FALSE,"no_lookup_match",NA
"175","Armenia","ARM",2025,7,"WHO",2025-07-01,0,0,NA,12,NA,FALSE,"no_lookup_match",NA
"176","Armenia","ARM",2025,8,"WHO",2025-08-01,0,0,NA,11,NA,FALSE,"no_lookup_match",NA
"177","Armenia","ARM",2025,9,"WHO",2025-09-01,0,0,NA,10,NA,FALSE,"no_lookup_match",NA
"178","Armenia","ARM",2025,10,"WHO",2025-10-01,0,0,NA,9,NA,FALSE,"no_lookup_match",NA
"179","Armenia","ARM",2025,11,"WHO",2025-11-01,0,0,NA,8,NA,FALSE,"no_lookup_match",NA
"180","Armenia","ARM",2025,12,"WHO",2025-12-01,0,0,NA,7,NA,FALSE,"no_lookup_match",NA
"181","Armenia","ARM",2026,1,"WHO",2026-01-01,0,0,NA,6,NA,FALSE,"no_lookup_match",NA
"182","Armenia","ARM",2026,2,"WHO",2026-02-01,0,0,NA,5,NA,FALSE,"no_lookup_match",NA
"183","Armenia","ARM",2026,3,"WHO",2026-03-01,0,0,NA,4,NA,FALSE,"no_lookup_match",NA
"184","Armenia","ARM",2026,4,"WHO",2026-04-01,0,0,NA,3,NA,FALSE,"no_lookup_match",NA
"185","Armenia","ARM",2026,5,"WHO",2026-05-01,0,0,NA,2,NA,FALSE,"no_lookup_match",NA
"186","Armenia","ARM",2026,6,"WHO",2026-06-01,0,0,NA,1,NA,FALSE,"no_lookup_match",NA
"187","Armenia","ARM",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"188","Armenia","ARM",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"189","Armenia","ARM",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"190","Armenia","ARM",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"191","Armenia","ARM",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"192","Armenia","ARM",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"193","Aruba","ABW",2025,1,"WHO",2025-01-01,0,0,NA,18,NA,FALSE,"no_lookup_match",NA
"194","Aruba","ABW",2025,2,"PAHO",2025-02-01,2,2,NA,73,NA,FALSE,"no_lookup_match","current_month_missing"
"195","Aruba","ABW",2025,3,"WHO",2025-03-01,0,0,NA,16,NA,FALSE,"no_lookup_match",NA
"196","Aruba","ABW",2025,4,"PAHO",2025-04-01,2,2,NA,64,NA,FALSE,"no_lookup_match","current_month_missing"
"197","Aruba","ABW",2025,5,"PAHO",2025-05-01,2,2,NA,60,NA,FALSE,"no_lookup_match","current_month_missing"
"198","Aruba","ABW",2025,6,"PAHO",2025-06-01,4,4,NA,55,NA,FALSE,"no_lookup_match","current_month_missing"
"199","Aruba","ABW",2025,7,"PAHO",2025-07-01,2,2,NA,51,1,TRUE,"applied_mean","previous_month_missing"
"200","Aruba","ABW",2025,8,"PAHO",2025-08-01,2,2,2,47,1,TRUE,"applied_mean","not_missing"
"201","Aruba","ABW",2025,9,"WHO",2025-09-01,0,0,0,10,1,TRUE,"applied_mean",NA
"202","Aruba","ABW",2025,10,"WHO",2025-10-01,0,0,0,9,1,TRUE,"applied_mean",NA
"203","Aruba","ABW",2025,11,"WHO",2025-11-01,NA,NA,NA,8,1,FALSE,"applied_mean",NA
"204","Aruba","ABW",2025,12,"WHO",2025-12-01,NA,NA,NA,7,1,FALSE,"applied_mean",NA
"205","Aruba","ABW",2026,1,"WHO",2026-01-01,NA,NA,NA,6,1,FALSE,"applied_mean",NA
"206","Aruba","ABW",2026,2,"WHO",2026-02-01,NA,NA,NA,5,1,FALSE,"applied_mean",NA
"207","Aruba","ABW",2026,3,"WHO",2026-03-01,NA,NA,NA,4,1.1875,FALSE,"applied_mean",NA
"208","Aruba","ABW",2026,4,"WHO",2026-04-01,NA,NA,NA,3,1,FALSE,"applied_mean",NA
"209","Aruba","ABW",2026,5,"WHO",2026-05-01,NA,NA,NA,2,NA,FALSE,"no_lookup_match",NA
"210","Aruba","ABW",2026,6,"WHO",2026-06-01,NA,NA,NA,1,NA,FALSE,"no_lookup_match",NA
"211","Aruba","ABW",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"212","Aruba","ABW",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"213","Aruba","ABW",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"214","Aruba","ABW",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"215","Aruba","ABW",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"216","Aruba","ABW",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"217","Australia","AUS",2025,1,"WHO",2025-01-01,283,283,NA,18,NA,FALSE,"no_lookup_match",NA
"218","Australia","AUS",2025,2,"WHO",2025-02-01,220,220,NA,17,NA,FALSE,"no_lookup_match",NA
"219","Australia","AUS",2025,3,"WHO",2025-03-01,219,219,NA,16,NA,FALSE,"no_lookup_match",NA
"220","Australia","AUS",2025,4,"WHO",2025-04-01,195,195,NA,15,NA,FALSE,"no_lookup_match",NA
"221","Australia","AUS",2025,5,"WHO",2025-05-01,135,135,NA,14,NA,FALSE,"no_lookup_match",NA
"222","Australia","AUS",2025,6,"WHO",2025-06-01,120,120,NA,13,NA,FALSE,"no_lookup_match",NA
"223","Australia","AUS",2025,7,"WHO",2025-07-01,160,159,160,12,1.00523007286013,TRUE,"applied_mean",NA
"224","Australia","AUS",2025,8,"WHO",2025-08-01,127,127,127,11,1.0035336955642,TRUE,"applied_mean",NA
"225","Australia","AUS",2025,9,"WHO",2025-09-01,87,86,87,10,1.00766746783567,TRUE,"applied_mean",NA
"226","Australia","AUS",2025,10,"WHO",2025-10-01,146,145,146,9,1.00533855340587,TRUE,"applied_mean",NA
"227","Australia","AUS",2025,11,"WHO",2025-11-01,119,118,119,8,1.00826894398644,TRUE,"applied_mean",NA
"228","Australia","AUS",2025,12,"WHO",2025-12-01,114,113,114,7,1.00874184868519,TRUE,"applied_mean",NA
"229","Australia","AUS",2026,1,"WHO",2026-01-01,224,222,224,6,1.00933214198207,TRUE,"applied_mean",NA
"230","Australia","AUS",2026,2,"WHO",2026-02-01,107,105,107,5,1.02067626279258,TRUE,"applied_mean",NA
"231","Australia","AUS",2026,3,"WHO",2026-03-01,83,81,83,4,1.03080576359184,TRUE,"applied_mean",NA
"232","Australia","AUS",2026,4,"WHO",2026-04-01,70,67,70,3,1.0509078468718,TRUE,"applied_mean",NA
"233","Australia","AUS",2026,5,"WHO",2026-05-01,66,50,66,2,1.31340649013769,TRUE,"applied_mean",NA
"234","Australia","AUS",2026,6,"WHO",2026-06-01,41,41,NA,1,NA,FALSE,"no_lookup_match",NA
"235","Australia","AUS",2026,7,NA,2026-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"236","Australia","AUS",2026,8,NA,2026-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"237","Australia","AUS",2026,9,NA,2026-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"238","Australia","AUS",2026,10,NA,2026-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"239","Australia","AUS",2026,11,NA,2026-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"240","Australia","AUS",2026,12,NA,2026-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"241","Austria","AUT",2025,1,"WHO",2025-01-01,0,0,NA,18,NA,FALSE,"no_lookup_match",NA
