"country","iso3","year","ext_date","EW","onset_date","total_den","total_corrected_cases","total_applied_cases","d","rf","correction_applied","correction_excluded","correction_reason"
"Canada","CAN",2024,"20260825",10,2024-03-04,0,NA,0,129,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2025,"20260825",10,2025-03-03,0,NA,0,77,NA,FALSE,TRUE,"no_lookup_match"
"Canada","CAN",2026,"20260825",10,2026-03-02,0,NA,0,25,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2024,"20260825",10,2024-03-04,220,NA,220,129,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2025,"20260825",10,2025-03-03,156,NA,156,77,NA,FALSE,TRUE,"no_lookup_match"
"United States of America","USA",2026,"20260825",10,2026-03-02,54,NA,54,25,NA,FALSE,TRUE,"no_lookup_match"
"Belize","BLZ",2024,"20260825",10,2024-03-04,159,NA,159,129,NA,FALSE,TRUE,"country_excluded"
"Belize","BLZ",2025,"20260825",10,2025-03-03,129,NA,129,77,NA,FALSE,TRUE,"country_excluded"
"Belize","BLZ",2026,"20260825",10,2026-03-02,263,NA,263,25,NA,FALSE,TRUE,"country_excluded"
"Costa Rica","CRI",2024,"20260825",10,2024-03-04,5415,NA,5415,129,NA,FALSE,TRUE,"no_lookup_match"
"Costa Rica","CRI",2025,"20260825",10,2025-03-03,852,NA,852,77,NA,FALSE,TRUE,"no_lookup_match"
"Costa Rica","CRI",2026,"20260825",10,2026-03-02,430,434,434,25,1.00918186463303,TRUE,FALSE,"applied_mean"
"El Salvador","SLV",2025,"20260825",10,2025-03-03,866,NA,866,77,NA,FALSE,TRUE,"no_lookup_match"
"El Salvador","SLV",2024,"20260825",10,2024-03-04,1101,NA,1101,129,NA,FALSE,TRUE,"no_lookup_match"
"El Salvador","SLV",2026,"20260825",10,2026-03-02,1196,1196,1196,25,1,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2025,"20260825",10,2025-03-03,9040,NA,9040,77,NA,FALSE,TRUE,"no_lookup_match"
"Guatemala","GTM",2026,"20260825",10,2026-03-02,6358,8711,8711,25,1.37014923187033,TRUE,FALSE,"applied_mean"
"Guatemala","GTM",2024,"20260825",10,2024-03-04,13533,NA,13533,129,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2025,"20260825",10,2025-03-03,3085,NA,3085,77,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2024,"20260825",10,2024-03-04,7856,NA,7856,129,NA,FALSE,TRUE,"no_lookup_match"
"Honduras","HND",2026,"20260825",10,2026-03-02,1896,1896,1896,25,1,TRUE,FALSE,"applied_mean"
"Mexico","MEX",2024,"20260825",10,2024-03-04,38656,NA,38656,129,NA,FALSE,TRUE,"no_lookup_match"
"Mexico","MEX",2025,"20260825",10,2025-03-03,21459,NA,21459,77,NA,FALSE,TRUE,"no_lookup_match"
"Mexico","MEX",2026,"20260825",10,2026-03-02,12100,12085,12085,25,0.99876669095489,TRUE,FALSE,"applied_mean"
"Nicaragua","NIC",2025,"20260825",4,2025-01-20,5702,NA,5702,83,NA,FALSE,TRUE,"no_lookup_match"
"Nicaragua","NIC",2024,"20260825",10,2024-03-04,17335,NA,17335,129,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2024,"20260825",10,2024-03-04,4013,NA,4013,129,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2025,"20260825",10,2025-03-03,3952,NA,3952,77,NA,FALSE,TRUE,"no_lookup_match"
"Panama","PAN",2026,"20260825",10,2026-03-02,1966,1868,1868,25,0.94998255429646,TRUE,FALSE,"applied_mean"
"Bolivia","BOL",2024,"20260825",10,2024-03-04,17269,NA,17269,129,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2025,"20260825",10,2025-03-03,8360,NA,8360,77,NA,FALSE,TRUE,"no_lookup_match"
"Bolivia","BOL",2026,"20260825",10,2026-03-02,30183,34074,34074,25,1.12890865693561,TRUE,FALSE,"applied_mean"
"Colombia","COL",2025,"20260825",10,2025-03-03,37883,NA,37883,77,NA,FALSE,TRUE,"no_lookup_match"
"Colombia","COL",2026,"20260825",10,2026-03-02,23111,23111,23111,25,1,TRUE,FALSE,"applied_mean"
"Colombia","COL",2024,"20260825",10,2024-03-04,62926,NA,62926,129,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2024,"20260825",10,2024-03-04,11415,NA,11415,129,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2025,"20260825",10,2025-03-03,9566,NA,9566,77,NA,FALSE,TRUE,"no_lookup_match"
"Ecuador","ECU",2026,"20260825",10,2026-03-02,4565,4572,4572,25,1.00150808210746,TRUE,FALSE,"applied_mean"
"Peru","PER",2024,"20260825",10,2024-03-04,64554,NA,64554,129,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2025,"20260825",10,2025-03-03,11884,NA,11884,77,NA,FALSE,TRUE,"no_lookup_match"
"Peru","PER",2026,"20260825",10,2026-03-02,5734,5789,5789,25,1.00956206793654,TRUE,FALSE,"applied_mean"
"Venezuela","VEN",2024,"20260825",10,2024-03-04,6365,NA,6365,129,NA,FALSE,TRUE,"no_lookup_match"
