iso3,origin_date,horizon,target_date,.pred,.pred_lower50,.pred_upper50,.pred_lower90,.pred_upper90
SEN,2026-07-01,3,2026-10-01,2002,1859,4784,1343,15270
SEN,2026-07-01,4,2026-11-01,2877,2618,6492,2081,26050
SEN,2026-07-01,5,2026-12-01,1497,1153,1849,593,9422
SEN,2026-07-01,6,2027-01-01,480,467,1600,375,7269
SGP,2026-07-01,1,2026-08-01,220,167,290,132,393
SGP,2026-07-01,2,2026-09-01,163,130,218,106,330
SGP,2026-07-01,3,2026-10-01,157,115,253,92,333
SGP,2026-07-01,4,2026-11-01,121,89,201,59,364
SGP,2026-07-01,5,2026-12-01,130,74,216,48,503
SGP,2026-07-01,6,2027-01-01,210,74,463,54,1099
SLB,2026-07-01,1,2026-08-01,50,24,95,6,2195
SLB,2026-07-01,2,2026-09-01,36,29,82,7,885
SLB,2026-07-01,3,2026-10-01,25,18,69,5,862
SLB,2026-07-01,4,2026-11-01,20,10,49,3,397
SLB,2026-07-01,5,2026-12-01,10,4,23,1,85
SLB,2026-07-01,6,2027-01-01,8,5,26,3,70
SLV,2026-07-01,1,2026-08-01,583,329,780,182,1209
SLV,2026-07-01,2,2026-09-01,644,316,715,183,1208
SLV,2026-07-01,3,2026-10-01,476,363,574,200,807
SLV,2026-07-01,4,2026-11-01,300,203,425,112,689
SLV,2026-07-01,5,2026-12-01,195,101,253,45,395
SLV,2026-07-01,6,2027-01-01,244,158,377,80,672
SUR,2026-07-01,1,2026-08-01,46,28,88,7,167
SUR,2026-07-01,2,2026-09-01,23,14,64,2,120
SUR,2026-07-01,3,2026-10-01,59,10,73,2,124
SUR,2026-07-01,4,2026-11-01,14,5,27,1,121
SUR,2026-07-01,5,2026-12-01,12,2,59,0,267
SUR,2026-07-01,6,2027-01-01,34,10,1047,3,2250
SXM,2026-07-01,1,2026-08-01,6,0,9,0,11
SXM,2026-07-01,2,2026-09-01,5,0,7,0,8
SXM,2026-07-01,3,2026-10-01,7,0,10,0,12
SXM,2026-07-01,4,2026-11-01,11,1,16,0,19
SXM,2026-07-01,5,2026-12-01,6,0,9,0,10
SXM,2026-07-01,6,2027-01-01,5,0,8,0,9
SYC,2026-07-01,1,2026-08-01,11,5,42,2,106
SYC,2026-07-01,2,2026-09-01,13,6,47,2,117
SYC,2026-07-01,3,2026-10-01,18,8,65,3,163
SYC,2026-07-01,4,2026-11-01,25,11,93,4,234
SYC,2026-07-01,5,2026-12-01,23,10,86,4,217
SYC,2026-07-01,6,2027-01-01,69,30,257,11,647
TCA,2026-07-01,1,2026-08-01,13,2,18,0,173
TCA,2026-07-01,2,2026-09-01,14,2,20,0,185
TCA,2026-07-01,3,2026-10-01,47,7,64,0,603
TCA,2026-07-01,4,2026-11-01,5,1,8,0,71
TCA,2026-07-01,5,2026-12-01,5,1,7,0,67
TCA,2026-07-01,6,2027-01-01,30,4,41,0,382
THA,2026-07-01,1,2026-08-01,5966,5200,7209,3974,9572
THA,2026-07-01,2,2026-09-01,4343,3602,6138,2335,7542
THA,2026-07-01,3,2026-10-01,3619,2695,5836,1831,8726
THA,2026-07-01,4,2026-11-01,3073,2608,5917,1266,11376
THA,2026-07-01,5,2026-12-01,2298,1522,4028,673,6844
THA,2026-07-01,6,2027-01-01,2352,1286,3467,487,6673
TLS,2026-07-01,1,2026-08-01,95,0,147,0,519
TLS,2026-07-01,2,2026-09-01,14,6,24,2,155
TLS,2026-07-01,3,2026-10-01,26,24,32,15,41
TLS,2026-07-01,4,2026-11-01,21,12,34,7,59
TLS,2026-07-01,5,2026-12-01,70,22,99,9,296
TLS,2026-07-01,6,2027-01-01,75,51,149,40,1689
TON,2026-07-01,1,2026-08-01,1,0,27,0,683
TON,2026-07-01,2,2026-09-01,2,0,70,0,1755
TON,2026-07-01,3,2026-10-01,2,0,65,0,1619
TON,2026-07-01,4,2026-11-01,0,0,15,0,376
TON,2026-07-01,5,2026-12-01,0,0,7,0,183
TON,2026-07-01,6,2027-01-01,2,0,71,0,1764
TTO,2026-07-01,1,2026-08-01,69,53,81,22,86
TTO,2026-07-01,2,2026-09-01,26,23,27,12,28
TTO,2026-07-01,3,2026-10-01,52,47,63,22,73
TTO,2026-07-01,4,2026-11-01,52,46,63,18,73
TTO,2026-07-01,5,2026-12-01,17,15,22,5,25
TTO,2026-07-01,6,2027-01-01,13,5,111,0,530
TUV,2026-07-01,1,2026-08-01,7,3,31,0,54
TUV,2026-07-01,2,2026-09-01,6,2,25,0,45
TUV,2026-07-01,3,2026-10-01,1,0,5,0,9
TUV,2026-07-01,4,2026-11-01,1,0,3,0,6
TUV,2026-07-01,5,2026-12-01,1,0,2,0,4
TUV,2026-07-01,6,2027-01-01,4,2,18,0,31
TWN,2026-07-01,1,2026-08-01,1884,160,3633,86,9569
TWN,2026-07-01,2,2026-09-01,2127,471,5773,160,13895
TWN,2026-07-01,3,2026-10-01,513,214,5330,86,8762
TWN,2026-07-01,4,2026-11-01,563,168,3350,46,6243
TWN,2026-07-01,5,2026-12-01,344,28,628,0,1201
TWN,2026-07-01,6,2027-01-01,33,22,88,5,185
URY,2026-07-01,1,2026-08-01,4,1,5,0,35
URY,2026-07-01,2,2026-09-01,4,1,5,0,35
URY,2026-07-01,3,2026-10-01,6,2,8,0,55
URY,2026-07-01,4,2026-11-01,11,4,16,0,104
URY,2026-07-01,5,2026-12-01,25,9,34,0,227
URY,2026-07-01,6,2027-01-01,20,8,28,0,186
USA,2026-07-01,1,2026-08-01,87,74,114,61,223
USA,2026-07-01,2,2026-09-01,128,64,208,49,346
USA,2026-07-01,3,2026-10-01,101,86,215,38,428
USA,2026-07-01,4,2026-11-01,93,76,158,48,202
USA,2026-07-01,5,2026-12-01,88,61,189,14,363
USA,2026-07-01,6,2027-01-01,17,8,51,1,137
VCT,2026-07-01,1,2026-08-01,0,0,0,0,0
VCT,2026-07-01,2,2026-09-01,0,0,0,0,0
VCT,2026-07-01,3,2026-10-01,0,0,0,0,1
VCT,2026-07-01,4,2026-11-01,0,0,0,0,0
VCT,2026-07-01,5,2026-12-01,1,1,1,0,1
VCT,2026-07-01,6,2027-01-01,0,0,1,0,164
VEN,2026-07-01,1,2026-08-01,1482,1397,1765,406,2184
VEN,2026-07-01,2,2026-09-01,1742,1137,1968,318,3962
VEN,2026-07-01,3,2026-10-01,1898,1358,2058,373,4134
VEN,2026-07-01,4,2026-11-01,1921,1285,2147,258,5179
VEN,2026-07-01,5,2026-12-01,1490,1115,1688,147,2632
VEN,2026-07-01,6,2027-01-01,2263,1661,3204,868,4086
VGB,2026-07-01,1,2026-08-01,9,9,10,3,27
VGB,2026-07-01,2,2026-09-01,7,7,9,3,18
VGB,2026-07-01,3,2026-10-01,13,12,13,11,24
VGB,2026-07-01,4,2026-11-01,7,6,7,2,16
VGB,2026-07-01,5,2026-12-01,6,5,6,2,11
VGB,2026-07-01,6,2027-01-01,5,3,12,2,168
VNM,2026-07-01,1,2026-08-01,10078,9509,12063,7605,17143
VNM,2026-07-01,2,2026-09-01,10553,9524,15388,7127,20213
VNM,2026-07-01,3,2026-10-01,12284,11431,20720,6685,31551
VNM,2026-07-01,4,2026-11-01,10579,9422,17360,5891,31346
VNM,2026-07-01,5,2026-12-01,8383,7735,14538,4765,28664
VNM,2026-07-01,6,2027-01-01,8117,3824,20768,2821,35473
VUT,2026-07-01,1,2026-08-01,3,0,38,0,300
VUT,2026-07-01,2,2026-09-01,2,1,34,1,735
VUT,2026-07-01,3,2026-10-01,2,1,24,0,1314
VUT,2026-07-01,4,2026-11-01,16,1,100,0,492
VUT,2026-07-01,5,2026-12-01,9,0,60,0,294
VUT,2026-07-01,6,2027-01-01,21,1,134,0,661
WLF,2026-07-01,1,2026-08-01,2,1,6,1,46
WLF,2026-07-01,2,2026-09-01,2,1,10,0,19
WLF,2026-07-01,3,2026-10-01,2,1,8,1,23
WLF,2026-07-01,4,2026-11-01,2,1,5,1,27
WLF,2026-07-01,5,2026-12-01,1,1,2,1,12
WLF,2026-07-01,6,2027-01-01,2,1,5,1,7
WSM,2026-07-01,1,2026-08-01,666,237,1288,28,7222
WSM,2026-07-01,2,2026-09-01,1047,296,1655,46,1954
WSM,2026-07-01,3,2026-10-01,1201,541,23168,0,289213
WSM,2026-07-01,4,2026-11-01,1040,765,1120,348,1428
WSM,2026-07-01,5,2026-12-01,1075,698,1461,241,1722
WSM,2026-07-01,6,2027-01-01,676,178,2827,36,22018
YEM,2026-07-01,1,2026-08-01,1484,1330,1589,986,3516
YEM,2026-07-01,2,2026-09-01,1238,1105,2215,857,5967
YEM,2026-07-01,3,2026-10-01,2848,2586,5996,1537,9023
YEM,2026-07-01,4,2026-11-01,3152,1487,6621,1001,27252
YEM,2026-07-01,5,2026-12-01,1893,739,10517,562,22030
YEM,2026-07-01,6,2027-01-01,2518,677,5513,393,10303
