"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","Year","date","cases","source","Data_status","Predicted_total_seasonal_cases","cum_todate_cases_calendar","cum_todate_cases_season","Data_process","percentile_most_recent","Country","Region"
"36","Maldives","MDV",10,1,3.1008072585043,76.2727272727273,76.2727272727273,76.2727272727273,0.0648045795789602,0.0648045795789602,2024,2024-10-01,117,"SEARO","Observed",1805,3054,117,"Observed",100,"Maldives","South Asia"
"37","Sri Lanka","LKA",10,1,3.75866686368288,3782.22222222223,3782.22222222222,3782.22222222222,0.0676139599885076,0.0676139599885076,2024,2024-10-01,2964,"SEARO","Observed",43837,42775,2964,"Observed",99.9999999999999,"Sri Lanka","South Asia"
"38","Bahamas","BHS",11,1,0.225086219390672,37,37,37,0.118797021728711,0.118797021728711,2024,2024-11-01,148,"WHO","Unobserved",1246,644,148,"Estimates",99.9975469927185,"Bahamas","Latin America & Caribbean"
"39","British Virgin Islands","VGB",11,1,0.388838792017547,19.6666666666667,19.6666666666667,19.6666666666667,0.173210505667043,0.173210505667043,2024,2024-11-01,52,"WHO","Observed",300,758,52,"Observed",99.9623104267302,"British Virgin Islands","Latin America & Caribbean"
"40","Nicaragua","NIC",11,1,0.760633878654408,4533.5,4533.5,4533.5,0.0467075862105624,0.0467075862105624,2024,2024-11-01,8261,"PAHO","Observed",176866,85274,8261,"Observed",99.9999999999953,"Nicaragua","Latin America & Caribbean"
"41","Pakistan","PAK",11,1,0.511842160329631,146.923076923077,146.923076923077,146.923076923077,0.0204285693103378,0.0204285693103378,2024,2024-11-01,7661,"WHO","Observed",375014,53741,7661,"Observed",100,"Pakistan","South Asia"
"42","Singapore","SGP",11,1,1.56691284103138,780.785714285714,780.785714285714,780.785714285714,0.0806331878547778,0.0806331878547778,2024,2024-11-01,426,"WHO","Observed",5283,13260,426,"Observed",99.9887148418989,"Singapore","East Asia & Pacific"
"43","Solomon Islands","SLB",11,1,0.400547262268769,116.875,116.875,116.875,0.113990747612279,0.113990747612279,2024,2024-11-01,1,NA,"Unobserved",9,127,1,"Estimates",28.5433084100685,"Solomon Islands","East Asia & Pacific"
"44","Bangladesh","BGD",12,1,0.0827814045936348,158.111111111111,158.111111111111,158.111111111111,0.0415556447816218,0.0415556447816218,2024,2024-12-01,9745,"SEARO","Observed",234505,101214,9745,"Observed",100,"Bangladesh","South Asia"
"45","Barbados","BRB",12,1,3.56294983094164,69.25,69.25,69.25,0.0755947008554624,0.0755947008554624,2024,2024-12-01,16,"PAHO","Observed",212,1133,16,"Observed",99.6626145948086,"Barbados","Latin America & Caribbean"
"46","Belize","BLZ",12,1,2.15287991334178,194.615384615385,194.615384615385,194.615384615385,0.0624976827019581,0.0624976827019581,2024,2024-12-01,357,"PAHO","Unobserved",5712,1505,357,"Estimates",100,"Belize","Latin America & Caribbean"
"47","China","CHN",12,1,329964.027342983,18.5,18.5,18.5,0.0262039660056657,0.0262039660056657,2024,2024-12-01,442,"WHO","Observed",16868,24330,442,"Observed",100,"China","East Asia & Pacific"
"48","Cook Islands","COK",12,1,0.552231588224309,33.3333333333333,33.3333333333333,33.3333333333333,0.189312346367561,0.189312346367561,2024,2024-12-01,534,NA,"Unobserved",2821,17237,534,"Estimates",100,"Cook Islands","East Asia & Pacific"
"49","Costa Rica","CRI",12,1,4.47191223653713,719.999999999998,720,720,0.0479920646652872,0.0479920646652872,2024,2024-12-01,974,"PAHO","Observed",20295,31259,974,"Observed",100,"Costa Rica","Latin America & Caribbean"
"50","Dominican Republic","DOM",12,1,0.898823876364014,417.833333333333,417.833333333333,417.833333333333,0.0777289772697832,0.0777289772697832,2024,2024-12-01,199,"PAHO","Observed",2560,10300,199,"Observed",99.6844613266064,"Dominican Republic","Latin America & Caribbean"
"51","El Salvador","SLV",12,1,4.07886941615721,1446.71428571429,1446.71428571429,1446.71428571429,0.112006958002032,0.112006958002032,2024,2024-12-01,403,"PAHO","Observed",3598,8552,403,"Observed",98.9752696219549,"El Salvador","Latin America & Caribbean"
"52","French Polynesia","PYF",12,1,0.89141888151006,87.2222222222222,87.2222222222222,87.2222222222222,0.181986243140796,0.181986243140796,2024,2024-12-01,13,NA,"Unobserved",71,211,13,"Estimates",57.2002709946272,"French Polynesia","East Asia & Pacific"
"53","Guatemala","GTM",12,1,1.32936420312664,754.285714285715,754.285714285714,754.285714285714,0.0870277456756197,0.0870277456756197,2024,2024-12-01,4384,"PAHO","Observed",50375,188585,4384,"Observed",100,"Guatemala","Latin America & Caribbean"
"54","Honduras","HND",12,1,1.81998771725228,1964.66666666667,1964.66666666667,1964.66666666667,0.1312088460412,0.1312088460412,2024,2024-12-01,1536,"PAHO","Observed",11707,177209,1536,"Observed",99.9841501475924,"Honduras","Latin America & Caribbean"
"55","India","IND",12,1,1.74540288504259,2254.38461538461,2254.38461538462,2254.38461538462,0.0253486264259741,0.0253486264259741,2024,2024-12-01,17359,"SEARO","Observed",684810,232425,17359,"Observed",100,"India","South Asia"
"56","Jamaica","JAM",12,1,1.79633521322467,91.0000000000001,91,91,0.161012389475286,0.161012389475286,2024,2024-12-01,120,"PAHO","Observed",745,2034,120,"Observed",99.9995588299189,"Jamaica","Latin America & Caribbean"
"57","Kenya","KEN",12,1,134718.482580222,18.5,18.5,18.5,0.181130166517046,0.181130166517046,2024,2024-12-01,704,"WHO","Observed",3887,4443,704,"Observed",100,"Kenya","Sub-Saharan Africa"
"58","Kiribati","KIR",12,1,0.688072710855772,1.25,1.25,1.25,0.00225183084942298,0.00225183084942298,2024,2024-12-01,7,NA,"Unobserved",3109,1042,7,"Estimates",100,"Kiribati","East Asia & Pacific"
"59","Nepal","NPL",12,1,0.876095133534148,4.4,4.4,4.4,0.0309037575526415,0.0309037575526415,2024,2024-12-01,844,"SEARO","Observed",27311,41865,844,"Observed",100,"Nepal","South Asia"
"60","Palau","PLW",12,1,0.555783339539081,67.2,67.2,67.2,0.125786778589729,0.125786778589729,2024,2024-12-01,0,NA,"Unobserved",0,39,0,"Estimates",6.92808570967575,"Palau","East Asia & Pacific"
"61","Samoa","WSM",12,1,0.320699428654222,899.333333333333,899.333333333333,899.333333333333,0.365295709238523,0.365295709238523,2024,2024-12-01,131,NA,"Unobserved",359,631,131,"Estimates",56.1158968035785,"Samoa","East Asia & Pacific"
"62","Sudan","SDN",12,1,1355969.1533649,170.5,170.5,170.5,0.179284963196635,0.179284963196635,2024,2024-12-01,1068,"WHO","Observed",5957,10560,1068,"Observed",100,"Sudan","Sub-Saharan Africa"
"63","Tonga","TON",12,1,0.240314912160675,26.6666666666666,26.6666666666667,26.6666666666667,0.319612154010936,0.319612154010936,2024,2024-12-01,14,NA,"Unobserved",44,33,14,"Estimates",82.1809106948206,"Tonga","East Asia & Pacific"
"64","Vanuatu","VUT",12,1,0.899571827870866,42.6,42.6,42.6,0.236398700877951,0.236398700877951,2024,2024-12-01,243,NA,"Unobserved",1028,487,243,"Estimates",99.9999999685832,"Vanuatu","East Asia & Pacific"
"65","Bhutan","BTN",1,1,0.635793377733755,77.8,77.8,77.8,0.0722391196593531,0.0722391196593531,2025,2025-01-01,2,"SEARO","Observed",28,2,2,"Observed",40.5304384024604,"Bhutan","South Asia"
"66","Burkina Faso","BFA",1,1,790161.96614778,103.5,103.5,103.5,0.064078783169758,0.064078783169758,2025,2025-01-01,4242,"WHO","Observed",66200,4242,10971,"Observed",100,"Burkina Faso","Sub-Saharan Africa"
"67","Cameroon","CMR",1,1,5.89036433460936,48.2499999999999,48.25,48.25,0.108003488585569,0.108003488585569,2025,2025-01-01,0,"WHO","Observed",0,0,2,"Observed",0.000211517645112119,"Cameroon","Sub-Saharan Africa"
"68","Curaçao","CUW",1,1,3.78890169030416,159.5,159.5,159.5,0.146725085468637,0.146725085468637,2025,2025-01-01,5323,"WHO","Unobserved",36279,5323,5363,"Estimates",100,"Curaçao","Latin America & Caribbean"
"69","Ethiopia","ETH",1,1,0.105427008457756,604.2,604.2,604.2,0.0285742995526479,0.0285742995526479,2025,2025-01-01,119,NA,"Unobserved",4165,119,624,"Estimates",95.9600314288831,"Ethiopia","Sub-Saharan Africa"
"70","Grenada","GRD",1,1,0.448956623486099,11.5,11.5,11.5,0.0793788683090085,0.0793788683090085,2025,2025-01-01,16,"PAHO","Observed",202,16,63,"Observed",99.9934567121669,"Grenada","Latin America & Caribbean"
"71","Guadeloupe","GLP",1,1,0.331968959612605,2063.71428571429,2063.71428571429,2063.71428571429,0.167255005863689,0.167255005863689,2025,2025-01-01,2220,"PAHO","Observed",13273,2220,3665,"Observed",97.8623082513745,"Guadeloupe","Latin America & Caribbean"
"72","Mexico","MEX",1,1,3.05654334387093,3000.11111111112,3000.11111111111,3000.11111111111,0.0266562823927862,0.0266562823927862,2025,2025-01-01,11169,"PAHO","Observed",419001,11169,32416,"Observed",100,"Mexico","Latin America & Caribbean"
"73","Panama","PAN",1,1,0.577784559847174,558.454545454546,558.454545454545,558.454545454545,0.0578256175844272,0.0578256175844272,2025,2025-01-01,2393,"PAHO","Observed",41383,2393,4946,"Observed",100,"Panama","Latin America & Caribbean"
"74","Puerto Rico","PRI",1,1,0.62803203075201,664.250000000002,664.25,664.25,0.0735837720716425,0.0735837720716425,2025,2025-01-01,662,"PAHO","Observed",8997,662,946,"Observed",99.9938389711554,"Puerto Rico","Latin America & Caribbean"
"75","Suriname","SUR",1,1,1.82274548563031,49,49,49,0.151619605271578,0.151619605271578,2025,2025-01-01,0,"WHO","Unobserved",0,0,27,"Estimates",0.232021086368756,"Suriname","Latin America & Caribbean"
"76","Marshall Islands","MHL",2,1,295488.260137811,24.3333333333333,24.3333333333333,24.3333333333333,0.0087750931602356,0.0087750931602356,2025,2025-02-01,0,"WHO","Observed",0,0,0,"Observed",2.70771350715032e-09,"Marshall Islands","East Asia & Pacific"
"77","Martinique","MTQ",2,1,0.352797017119012,177.4,177.4,177.4,0.0905578894659754,0.0905578894659754,2025,2025-02-01,100,"PAHO","Observed",1104,393,1865,"Observed",97.8362148535508,"Martinique","Latin America & Caribbean"
"78","Senegal","SEN",2,1,42234.3264936471,1.25,1.25,1.25,0.00936797701899376,0.00936797701899376,2025,2025-02-01,140,"WHO","Observed",14945,232,207,"Observed",100,"Senegal","Sub-Saharan Africa"
"79","Eritrea","ERI",3,1,9.2043638615469,666.4,666.4,666.4,0.0658315706779532,0.0658315706779532,2025,2025-03-01,362,NA,"Unobserved",5499,795,1825,"Estimates",100,"Eritrea","Sub-Saharan Africa"
"80","Aruba","ABW",4,1,1.42588738551715,15,15,15,0.00807931019553205,0.00807931019553205,2025,2025-04-01,2,"PAHO","Observed",248,4,2,"Observed",99.9999999355746,"Aruba","Latin America & Caribbean"
"81","Cuba","CUB",5,1,317534.98516538,28.125,28.125,28.125,0.00656908875759237,0.00656908875759237,2025,2025-05-01,30,"PAHO","Unobserved",4567,161,38,"Estimates",100,"Cuba","Latin America & Caribbean"
"82","Paraguay","PRY",5,1,0.514657658798673,3006.66666666667,3006.66666666667,3006.66666666667,0.0613357806001199,0.0613357806001199,2025,2025-05-01,3666,"PAHO","Observed",59769,19679,18352,"Observed",99.9993511335026,"Paraguay","Latin America & Caribbean"
"83","Argentina","ARG",6,1,1.3879937553564,14.3333333333333,14.3333333333333,14.3333333333333,0.00756102434428539,0.00756102434428539,2025,2025-06-01,4558,"PAHO","Observed",602828,22140,5434,"Observed",100,"Argentina","Latin America & Caribbean"
"84","Australia","AUS",6,1,1910371.4660365,61.6923076923076,61.6923076923077,61.6923076923077,0.0485704558592325,0.0485704558592325,2025,2025-06-01,120,"WHO","Observed",2471,1172,372,"Observed",100,"Australia","East Asia & Pacific"
"85","Bolivia","BOL",6,1,1.74327442517541,878.818181818181,878.818181818182,878.818181818182,0.016333797663192,0.016333797663192,2025,2025-06-01,4068,"PAHO","Observed",249054,27889,6471,"Observed",100,"Bolivia","Latin America & Caribbean"
"86","French Guiana","GUF",6,1,0.189474521260078,66.625,66.625,66.625,0.060614363443561,0.060614363443561,2025,2025-06-01,24,"PAHO","Observed",396,3168,841,"Observed",95.9334351389217,"French Guiana","Latin America & Caribbean"
"87","Timor-Leste","TLS",6,1,0.385182681489353,11.7857142857143,11.7857142857143,11.7857142857143,0.00953369997810529,0.00953369997810529,2025,2025-06-01,73,"SEARO","Observed",7657,804,118,"Observed",100,"Timor-Leste","East Asia & Pacific"
"88","Fiji","FJI",7,1,0.725618262273428,180.615384615385,180.615384615385,180.615384615385,0.0281135995615955,0.0281135995615955,2025,2025-07-01,1020,"WHO","Observed",36281,20515,1401,"Observed",100,"Fiji","East Asia & Pacific"
"89","Indonesia","IDN",7,1,8.28791808770074,6244.07142857142,6244.07142857143,6244.07142857143,0.0552479435162482,0.0552479435162482,2025,2025-07-01,0,"SEARO","Observed",0,56279,19265,"Observed",1.41481450820825e-22,"Indonesia","East Asia & Pacific"
"90","New Caledonia","NCL",7,1,0.435037302474004,19.1666666666667,19.1666666666667,19.1666666666667,0.0379169697652734,0.0379169697652734,2025,2025-07-01,0,"WHO","Observed",0,3,148,"Observed",19.0787326545167,"New Caledonia","East Asia & Pacific"
"91","Peru","PER",7,1,0.730343813457453,5225.50000000001,5225.5,5225.5,0.0403470034978057,0.0403470034978057,2025,2025-07-01,1211,"PAHO","Observed",30015,31398,4150,"Observed",99.2242276493488,"Peru","Latin America & Caribbean"
"92","Brazil","BRA",8,1,1.60945945130528,40738.1999999998,40738.2,40738.2,0.0155113889756142,0.0155113889756142,2025,2025-08-01,120502,"PAHO","Observed",7768614,3415226,232671,"Observed",100,"Brazil","Latin America & Caribbean"
"93","Ecuador","ECU",8,1,2.19155427992093,933.181818181819,933.181818181818,933.181818181818,0.0432706415406211,0.0432706415406211,2025,2025-08-01,1589,"PAHO","Observed",36722,33295,4694,"Observed",100,"Ecuador","Latin America & Caribbean"
"94","Réunion","REU",8,1,0.447001231805883,30.4444444444444,30.4444444444444,30.4444444444444,0.00793082498199587,0.00793082498199587,2025,2025-08-01,0,"WHO","Observed",0,17,0,"Observed",15.056639132484,"Réunion",NA
"95","Guyana","GUY",9,1,0.865398988001857,225,225,225,0.0548010573326667,0.0548010573326667,2025,2025-09-01,12843,"PAHO","Observed",234357,85525,15425,"Observed",100,"Guyana","Latin America & Caribbean"
"96","Cambodia","KHM",10,1,0.687074767484384,304.142857142858,304.142857142857,304.142857142857,0.0357239080723792,0.0357239080723792,2025,2025-10-01,1104,NA,"Unobserved",30904,33907,3239,"Estimates",100,"Cambodia","East Asia & Pacific"
"97","Colombia","COL",10,1,2.33041147416648,7884.83333333331,7884.83333333333,7884.83333333333,0.10778664294585,0.10778664294585,2025,2025-10-01,163,NA,"Unobserved",1512,105630,14710,"Estimates",4.06967136558919,"Colombia","Latin America & Caribbean"
"98","Malaysia","MYS",10,1,2.18444004638585,6213.61538461537,6213.61538461538,6213.61538461538,0.0888689985368152,0.0888689985368152,2025,2025-10-01,5312,NA,"Unobserved",59773,55802,13052,"Estimates",99.9999973259663,"Malaysia","East Asia & Pacific"
"99","Maldives","MDV",10,1,3.1008072585043,76.2727272727273,76.2727272727273,76.2727272727273,0.0648045795789602,0.0648045795789602,2025,2025-10-01,0,"SEARO","Observed",0,1292,117,"Observed",0.00429972102851309,"Maldives","South Asia"
"100","Sri Lanka","LKA",10,1,3.75866686368288,3782.22222222223,3782.22222222222,3782.22222222222,0.0676139599885076,0.0676139599885076,2025,2025-10-01,0,"SEARO","Observed",0,39040,2964,"Observed",5.15442200265519e-10,"Sri Lanka","South Asia"
"101","Bahamas","BHS",11,1,0.225086219390672,37,37,37,0.118797021728711,0.118797021728711,2025,2025-11-01,398,NA,"Unobserved",3350,1703,546,"Estimates",99.99999999655,"Bahamas","Latin America & Caribbean"
"102","British Virgin Islands","VGB",11,1,0.388838792017547,19.6666666666667,19.6666666666667,19.6666666666667,0.173210505667043,0.173210505667043,2025,2025-11-01,3,NA,"Unobserved",17,109,55,"Estimates",68.0197618079168,"British Virgin Islands","Latin America & Caribbean"
"103","Nicaragua","NIC",11,1,0.760633878654408,4533.5,4533.5,4533.5,0.0467075862105624,0.0467075862105624,2025,2025-11-01,129,NA,"Unobserved",2762,7594,8390,"Estimates",49.9595171100375,"Nicaragua","Latin America & Caribbean"
"104","Pakistan","PAK",11,1,0.511842160329631,146.923076923077,146.923076923077,146.923076923077,0.0204285693103378,0.0204285693103378,2025,2025-11-01,0,NA,"Unobserved",0,8631,7661,"Estimates",5.50988430093219,"Pakistan","South Asia"
"105","Singapore","SGP",11,1,1.56691284103138,780.785714285714,780.785714285714,780.785714285714,0.0806331878547778,0.0806331878547778,2025,2025-11-01,60589,NA,"Unobserved",751415,549724,61015,"Estimates",100,"Singapore","East Asia & Pacific"
"106","Solomon Islands","SLB",11,1,0.400547262268769,116.875,116.875,116.875,0.113990747612279,0.113990747612279,2025,2025-11-01,1,NA,"Unobserved",9,1572,2,"Estimates",28.5433084100685,"Solomon Islands","East Asia & Pacific"
"107","Bangladesh","BGD",12,1,0.0827814045936348,158.111111111111,158.111111111111,158.111111111111,0.0415556447816218,0.0415556447816218,2025,2025-12-01,0,"SEARO","Observed",0,47342,9745,"Observed",53.5023604868316,"Bangladesh","South Asia"
"108","Barbados","BRB",12,1,3.56294983094164,69.25,69.25,69.25,0.0755947008554624,0.0755947008554624,2025,2025-12-01,0,NA,"Unobserved",0,270,16,"Estimates",0.00214345512042552,"Barbados","Latin America & Caribbean"
"109","Belize","BLZ",12,1,2.15287991334178,194.615384615385,194.615384615385,194.615384615385,0.0624976827019581,0.0624976827019581,2025,2025-12-01,386,NA,"Unobserved",6176,2951,743,"Estimates",100,"Belize","Latin America & Caribbean"
"110","China","CHN",12,1,329964.027342983,18.5,18.5,18.5,0.0262039660056657,0.0262039660056657,2025,2025-12-01,51,NA,"Unobserved",1946,3020,493,"Estimates",100,"China","East Asia & Pacific"
"111","Cook Islands","COK",12,1,0.552231588224309,33.3333333333333,33.3333333333333,33.3333333333333,0.189312346367561,0.189312346367561,2025,2025-12-01,447,NA,"Unobserved",2361,12833,981,"Estimates",100,"Cook Islands","East Asia & Pacific"
"112","Costa Rica","CRI",12,1,4.47191223653713,719.999999999998,720,720,0.0479920646652872,0.0479920646652872,2025,2025-12-01,1,NA,"Unobserved",21,5386,975,"Estimates",0.000332556698242559,"Costa Rica","Latin America & Caribbean"
"113","Dominican Republic","DOM",12,1,0.898823876364014,417.833333333333,417.833333333333,417.833333333333,0.0777289772697832,0.0777289772697832,2025,2025-12-01,2,NA,"Unobserved",26,1554,201,"Estimates",7.82002523215026,"Dominican Republic","Latin America & Caribbean"
"114","El Salvador","SLV",12,1,4.07886941615721,1446.71428571429,1446.71428571429,1446.71428571429,0.112006958002032,0.112006958002032,2025,2025-12-01,1354,NA,"Unobserved",12089,9095,1757,"Estimates",99.9999999985856,"El Salvador","Latin America & Caribbean"
"115","French Polynesia","PYF",12,1,0.89141888151006,87.2222222222222,87.2222222222222,87.2222222222222,0.181986243140796,0.181986243140796,2025,2025-12-01,47,NA,"Unobserved",258,1207,60,"Estimates",94.1711917312264,"French Polynesia","East Asia & Pacific"
