"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","Year","date","cases","source","Data_status","Predicted_total_seasonal_cases","cum_todate_cases_calendar","cum_todate_cases_season","Data_process","percentile_most_recent","Country","Region"
"396","China","CHN",3,4,0.114308876957876,128.25,128.25,215.375,0.0384237450315454,0.00910810991509093,2024,2024-03-01,38,"WHO","Observed",989,107,700,"Observed",96.616097458657,"China","East Asia & Pacific"
"397","Cook Islands","COK",3,4,1.65083972097773,16.6666666666667,16.6666666666667,89.3333333333333,0.412669124785689,0.0683651442853897,2024,2024-03-01,0,"WHO","Observed",0,0,982,"Observed",1.88194088405419,"Cook Islands","East Asia & Pacific"
"398","Costa Rica","CRI",3,4,1.56544554730236,2094.66666666666,2094.66666666667,5739.33333333333,0.232416042202857,0.0762958424991351,2024,2024-03-01,961,"PAHO","Observed",4135,6087,7953,"Observed",88.7354690944661,"Costa Rica","Latin America & Caribbean"
"399","Dominican Republic","DOM",3,4,2.40233221756344,382.5,382.5,1380.16666666667,0.190430845886579,0.0452896983411601,2024,2024-03-01,1046,"PAHO","Observed",5493,6098,6666,"Observed",99.9999999999863,"Dominican Republic","Latin America & Caribbean"
"400","El Salvador","SLV",3,4,2.20084918300496,1772.42857142858,1772.42857142857,5818.28571428571,0.333133383616887,0.0849536551899466,2024,2024-03-01,479,"PAHO","Observed",1438,1451,3977,"Observed",47.2504449650795,"El Salvador","Latin America & Caribbean"
"401","French Polynesia","PYF",3,4,0.643052025268343,63.5555555555555,63.5555555555556,328.888888888889,0.420254566185781,0.0611876990966261,2024,2024-03-01,11,"WHO","Observed",26,36,450,"Observed",43.2591086993278,"French Polynesia","East Asia & Pacific"
"402","Guatemala","GTM",3,4,2.68942771155049,960.285714285716,960.285714285714,2890.42857142857,0.265162944751338,0.0751139192131456,2024,2024-03-01,4188,"PAHO","Observed",15794,16594,28848,"Observed",100,"Guatemala","Latin America & Caribbean"
"403","Honduras","HND",3,4,2.68579856733675,2309,2309,7198.66666666667,0.346867268428004,0.0931762306099966,2024,2024-03-01,3630,"PAHO","Observed",10465,10563,14807,"Observed",99.9736768830071,"Honduras","Latin America & Caribbean"
"404","India","IND",3,4,1.80929132733471,5720.92307692308,5720.92307692308,19566.6923076923,0.169417962067939,0.0471295037933949,2024,2024-03-01,5597,"SEARO","Observed",33037,16105,41970,"Observed",99.977655517284,"India","South Asia"
"405","Jamaica","JAM",3,4,0.800659203196895,82.25,82.25,380.5,0.31914775350767,0.0430858956798708,2024,2024-03-01,309,"PAHO","Observed",968,1010,2780,"Observed",99.9954740341436,"Jamaica","Latin America & Caribbean"
"406","Kenya","KEN",3,4,0.413760856336025,140,140,246.75,0.438839992148946,0.166369801044742,2024,2024-03-01,0,"WHO","Observed",0,0,2232,"Observed",8.97246638067668,"Kenya","Sub-Saharan Africa"
"407","Kiribati","KIR",3,4,0.156151572509443,190.25,190.25,436.5,0.50125082571469,0.107980773092097,2024,2024-03-01,0,"WHO","Observed",0,0,13,"Observed",32.9681993185276,"Kiribati","East Asia & Pacific"
"408","Nepal","NPL",3,4,1.91402122749853,7.2,7.2,24,0.0865600913751295,0.02106279285167,2024,2024-03-01,374,"SEARO","Observed",4321,1281,2636,"Observed",100,"Nepal","South Asia"
"409","Palau","PLW",3,4,0.729991280334092,76.3999999999999,76.4,212,0.334553352156602,0.0840580660929904,2024,2024-03-01,0,"WHO","Observed",0,2,2,"Observed",3.33093802768649,"Palau","East Asia & Pacific"
"410","Samoa","WSM",3,4,0.252532117239286,712.000000000002,712,2140.5,0.542547519476454,0.0872331208619906,2024,2024-03-01,73,"WHO","Observed",135,116,312,"Observed",50.8090165159217,"Samoa","East Asia & Pacific"
"411","Sudan","SDN",3,4,0.145928834661307,202.75,202.75,688,0.207294682613557,0.00839950722966859,2024,2024-03-01,488,"WHO","Observed",2354,1428,4402,"Observed",98.6673957272881,"Sudan","Sub-Saharan Africa"
"412","Tonga","TON",3,4,0.678172867450122,30.3333333333333,30.3333333333333,111.666666666667,0.562771131012078,0.0877565133715359,2024,2024-03-01,0,"WHO","Observed",0,0,263,"Observed",7.48357831096671,"Tonga","East Asia & Pacific"
"413","Vanuatu","VUT",3,4,1.12390759916461,9,9,67,0.411189996772133,0.0638126240182871,2024,2024-03-01,21,"WHO","Observed",51,48,1719,"Observed",99.7045168749586,"Vanuatu","East Asia & Pacific"
"414","Bhutan","BTN",4,4,0.753796344565249,78.0999999999999,78.1,255.2,0.243571802843631,0.0786279648752849,2024,2024-04-01,0,"SEARO","Observed",0,0,3,"Observed",3.00370022400592,"Bhutan","South Asia"
"415","Burkina Faso","BFA",4,4,0.405423118019199,87.9999999999998,88,222.5,0.0892934026326251,0.0119311149123788,2024,2024-04-01,2404,"WHO","Observed",26922,17098,26013,"Observed",100,"Burkina Faso","Sub-Saharan Africa"
"416","Cameroon","CMR",4,4,8.70036823043989,17.5,17.5,92.5,0.21109052581414,0.0397249646712385,2024,2024-04-01,0,"WHO","Observed",0,57,117,"Observed",0.00683166842611768,"Cameroon","Sub-Saharan Africa"
"417","Curaçao","CUW",4,4,3.52501729948035,33,33,252.75,0.229528608567335,0.0297046179148056,2024,2024-04-01,400,"WHO","Unobserved",1743,662,5991,"Estimates",100,"Curaçao","Latin America & Caribbean"
"418","Ethiopia","ETH",4,4,0.113594240714781,285.2,285.2,2290.2,0.0905178885274038,0.0123622879156625,2024,2024-04-01,128,"WHO","Observed",1414,951,1324,"Observed",94.0918963386534,"Ethiopia","Sub-Saharan Africa"
"419","Grenada","GRD",4,4,0.509382959523803,49.125,49.125,130,0.273916482639354,0.0941199278600158,2024,2024-04-01,30,"PAHO","Observed",110,138,194,"Observed",86.6213021928332,"Grenada","Latin America & Caribbean"
"420","Guadeloupe","GLP",4,4,0.316312324733264,166.142857142857,166.142857142857,2814.14285714286,0.259237345669011,0.0110753539679938,2024,2024-04-01,435,"PAHO","Observed",1678,3395,7555,"Observed",99.4414574504616,"Guadeloupe","Latin America & Caribbean"
"421","Mexico","MEX",4,4,3.10168977066108,8769.66666666669,8769.66666666667,21243,0.184428473844917,0.0717585997781506,2024,2024-04-01,16800,"PAHO","Observed",91092,64187,92415,"Observed",99.9999999992667,"Mexico","Latin America & Caribbean"
"422","Panama","PAN",4,4,1.21844093081061,863.727272727273,863.727272727273,2474.27272727273,0.275733557207515,0.0902098149849468,2024,2024-04-01,1032,"PAHO","Observed",3743,5692,10795,"Observed",99.1671931007076,"Panama","Latin America & Caribbean"
"423","Puerto Rico","PRI",4,4,0.799086770860662,430.125,430.125,1789,0.244997166692324,0.0603611218056616,2024,2024-04-01,341,"PAHO","Observed",1392,1073,2453,"Observed",94.9578767454176,"Puerto Rico","Latin America & Caribbean"
"424","Suriname","SUR",4,4,1.65672844378102,23.8,23.8,108.8,0.318707741900931,0.0641462759133001,2024,2024-04-01,11,"PAHO","Observed",35,93,220,"Observed",78.4814326618703,"Suriname","Latin America & Caribbean"
"425","Marshall Islands","MHL",5,4,0.762013288310805,209.666666666667,209.666666666667,317.666666666667,0.12528059066967,0.0855079804865053,2024,2024-05-01,0,"WHO","Observed",0,0,0,"Observed",1.37980293121142,"Marshall Islands","East Asia & Pacific"
"426","Martinique","MTQ",5,4,0.201024908353669,149.6,149.6,712.4,0.153464558639787,0.00999977822267429,2024,2024-05-01,340,"PAHO","Observed",2215,5625,4477,"Observed",99.6157549483945,"Martinique","Latin America & Caribbean"
"427","Senegal","SEN",5,4,3.54011941898797,3.25,3.25,9.25,0.068180005799623,0.0239716996520226,2024,2024-05-01,12,"WHO","Observed",176,181,483,"Observed",100,"Senegal","Sub-Saharan Africa"
"428","Eritrea","ERI",6,4,2.98690957084607,931.800000000001,931.8,2794.8,0.267121095201499,0.0889052726588962,2024,2024-06-01,734,"WHO","Observed",2748,8506,4584,"Observed",99.2823375034534,"Eritrea","Sub-Saharan Africa"
"429","Aruba","ABW",7,4,1.31953337784693,77.9999999999999,78,482.25,0.225860170814376,0.0453636750210492,2024,2024-07-01,24,"WHO","Observed",106,114,106,"Observed",74.5627260875471,"Aruba","Latin America & Caribbean"
"430","Cuba","CUB",8,4,0.359255638758342,191.25,191.25,929.625,0.260915554391709,0.0406678898040197,2024,2024-08-01,55,"PAHO","Unobserved",211,2074,6214,"Estimates",73.0417081843934,"Cuba","Latin America & Caribbean"
"431","Paraguay","PRY",8,4,1.30123229299521,3588.00000000002,3588,9433.33333333333,0.22009365492305,0.0808251532119367,2024,2024-08-01,1345,"PAHO","Observed",6111,284648,30395,"Observed",82.8696810966338,"Paraguay","Latin America & Caribbean"
"432","Argentina","ARG",9,4,1.09361054625563,58.3333333333333,58.3333333333333,114.333333333333,0.0535171100780005,0.0263302788208862,2024,2024-09-01,31,"PAHO","Observed",579,581341,5557,"Observed",99.9972356577214,"Argentina","Latin America & Caribbean"
"433","Australia","AUS",9,4,2904166.49385141,85.7692307692309,85.7692307692308,312.846153846154,0.252963660062851,0.0669032043396925,2024,2024-09-01,134,"WHO","Observed",530,1868,1132,"Observed",100,"Australia","East Asia & Pacific"
"434","Bolivia","BOL",9,4,1.58925465709076,2774.54545454546,2774.54545454545,6116.90909090909,0.123921385324735,0.0536561384399368,2024,2024-09-01,1639,"PAHO","Observed",13226,51455,12613,"Observed",99.7962098020649,"Bolivia","Latin America & Caribbean"
"435","French Guiana","GUF",9,4,0.268806168358034,163.375,163.375,483.125,0.221555777629987,0.0762348681534698,2024,2024-09-01,6,"PAHO","Unobserved",27,16147,1541,"Estimates",47.7958879334479,"French Guiana","Latin America & Caribbean"
"436","Timor-Leste","TLS",9,4,0.306935762614608,48.5,48.5,96.2142857142857,0.0753145900158949,0.0371671072812017,2024,2024-09-01,28,"SEARO","Observed",372,1399,338,"Observed",98.5320508725005,"Timor-Leste","East Asia & Pacific"
"437","Fiji","FJI",10,4,0.65733264867092,758.923076923077,758.923076923077,1553.53846153846,0.237486836748495,0.110094689365473,2024,2024-10-01,4888,NA,"Unobserved",20582,11126,7513,"Estimates",99.9999995131852,"Fiji","East Asia & Pacific"
"438","Indonesia","IDN",10,4,3.32804246250493,14325,14325,34863.6428571429,0.306422119189518,0.126259093316726,2024,2024-10-01,10970,"SEARO","Observed",35800,231084,55872,"Observed",98.3742579379671,"Indonesia","East Asia & Pacific"
"439","New Caledonia","NCL",10,4,0.229418003541557,323.166666666666,323.166666666667,418.333333333333,0.267321783746166,0.117148682673364,2024,2024-10-01,3,NA,"Unobserved",11,824,1068,"Estimates",36.4588085934222,"New Caledonia","East Asia & Pacific"
"440","Peru","PER",10,4,2.13919794682825,4880.125,4880.125,19006.25,0.228474104772162,0.0767113732407603,2024,2024-10-01,2178,"PAHO","Observed",9533,263572,14496,"Observed",90.6268646216391,"Peru","Latin America & Caribbean"
"441","Saudi Arabia","SAU",10,4,1.0796269189667,208.461538461538,208.461538461538,597.230769230769,0.182953696008244,0.071146467795365,2024,2024-10-01,0,NA,"Unobserved",0,8193,643,"Estimates",0.338702424434749,"Saudi Arabia","Middle East & North Africa"
"442","Brazil","BRA",11,4,2.71321965718044,300043.2,300043.2,572365.4,0.284968373642387,0.14881537645225,2024,2024-11-01,130359,"PAHO","Observed",457451,10120174,830805,"Observed",82.7315151250425,"Brazil","Latin America & Caribbean"
"443","Ecuador","ECU",11,4,3.01270357924255,1946.81818181818,1946.81818181818,5608.45454545455,0.289572216220733,0.107573002201886,2024,2024-11-01,2613,"PAHO","Observed",9024,58361,15710,"Observed",99.9900225172726,"Ecuador","Latin America & Caribbean"
"444","Réunion","REU",11,4,0.242304349639448,1434.33333333333,1434.33333333333,1937.55555555556,0.217045426020668,0.147264678422611,2024,2024-11-01,2,NA,"Unobserved",9,1329,109,"Estimates",23.2273397647034,"Réunion",NA
"445","Guyana","GUY",12,4,0.675773053665734,941.571428571429,941.571428571429,2094.85714285714,0.351441974535727,0.128125938049713,2024,2024-12-01,2246,"PAHO","Observed",6391,46306,22913,"Observed",99.5613065389091,"Guyana","Latin America & Caribbean"
"446","Cambodia","KHM",1,4,0.575883000588683,612.857142857142,612.857142857143,1913.71428571429,0.159880994676002,0.0337817750369212,2025,2025-01-01,761,"WHO","Observed",4760,761,10316,"Observed",99.6376941262176,"Cambodia","East Asia & Pacific"
"447","Colombia","COL",1,4,6.012381315356,6016.49999999999,6016.5,30935,0.403198831118147,0.0721204918524098,2025,2025-01-01,19794,"PAHO","Observed",49092,19794,89616,"Observed",99.9999999999999,"Colombia","Latin America & Caribbean"
"448","Malaysia","MYS",1,4,2.25752839828888,8364.84615384612,8364.84615384615,24834.2307692308,0.337096264840445,0.101910657702779,2025,2025-01-01,6676,"WHO","Observed",19804,6676,69931,"Observed",95.6998203170336,"Malaysia","East Asia & Pacific"
"449","Maldives","MDV",1,4,4.34935069473526,132.181818181818,132.181818181818,384.272727272727,0.301430031650138,0.0886363507704054,2025,2025-01-01,72,"SEARO","Observed",239,72,519,"Observed",93.4372232716734,"Maldives","South Asia"
"450","Sri Lanka","LKA",1,4,3.03529974793929,5893.33333333333,5893.33333333333,17039.7777777778,0.286332957346723,0.0987109952683936,2025,2025-01-01,4942,"SEARO","Observed",17260,4942,25760,"Observed",99.2845139626124,"Sri Lanka","South Asia"
"451","Bahamas","BHS",2,4,0.221622029253825,51.3333333333334,51.3333333333333,244.333333333333,0.399842046406171,0.0220346164214001,2025,2025-02-01,420,"WHO","Unobserved",1050,459,5999,"Estimates",99.9292579775465,"Bahamas","Latin America & Caribbean"
"452","British Virgin Islands","VGB",2,4,0.61413376535853,30,30,119.666666666667,0.470881333607896,0.0595230998420345,2025,2025-02-01,4,"WHO","Observed",8,15,689,"Observed",36.279831309848,"British Virgin Islands","Latin America & Caribbean"
"453","Nicaragua","NIC",2,4,1.24971646602224,3857.66666666667,3857.66666666667,15208.3333333333,0.172011396451108,0.0428709978400889,2025,2025-02-01,136,"WHO","Unobserved",791,5838,37249,"Estimates",14.0188303894041,"Nicaragua","Latin America & Caribbean"
"454","Pakistan","PAK",2,4,2107582.83419823,365.384615384616,365.384615384615,930.461538461538,0.107332556417791,0.0276186945726764,2025,2025-02-01,2496,"WHO","Observed",23255,6239,19549,"Observed",100,"Pakistan","South Asia"
"455","Singapore","SGP",2,4,1.16800834200074,1528.42857142857,1528.42857142857,4326.71428571429,0.347007951815393,0.0939299133861574,2025,2025-02-01,380,"WHO","Observed",1095,866,103801,"Observed",49.1300990504898,"Singapore","East Asia & Pacific"
"456","Solomon Islands","SLB",2,4,0.889217412971928,30.625,30.625,559.25,0.365919151633121,0.048535752135521,2025,2025-02-01,34,"WHO","Observed",93,81,96,"Observed",94.5223870520244,"Solomon Islands","East Asia & Pacific"
"457","Bangladesh","BGD",3,4,0.876728422406851,108.333333333333,108.333333333333,342.777777777778,0.100211134461936,0.031110291126345,2025,2025-03-01,336,"SEARO","Observed",3353,1871,13321,"Observed",99.9999999998893,"Bangladesh","South Asia"
"458","Barbados","BRB",3,4,3.18342434773276,74.2500000000001,74.25,382.75,0.31385640645336,0.0605237361165573,2025,2025-03-01,12,"PAHO","Observed",38,56,1045,"Observed",20.2607603414462,"Barbados","Latin America & Caribbean"
"459","Belize","BLZ",3,4,1.94159594433043,286.538461538462,286.538461538462,979.384615384615,0.250160984387359,0.0636048879397877,2025,2025-03-01,90,"PAHO","Observed",360,199,1126,"Observed",71.518632281387,"Belize","Latin America & Caribbean"
"460","China","CHN",3,4,0.114308876957876,128.25,128.25,215.375,0.0384237450315454,0.00910810991509093,2025,2025-03-01,38,"WHO","Observed",989,138,738,"Observed",96.616097458657,"China","East Asia & Pacific"
"461","Cook Islands","COK",3,4,1.65083972097773,16.6666666666667,16.6666666666667,89.3333333333333,0.412669124785689,0.0683651442853897,2025,2025-03-01,0,"WHO","Observed",0,1,982,"Observed",1.88194088405419,"Cook Islands","East Asia & Pacific"
"462","Costa Rica","CRI",3,4,1.56544554730236,2094.66666666666,2094.66666666667,5739.33333333333,0.232416042202857,0.0762958424991351,2025,2025-03-01,350,"PAHO","Observed",1506,1241,8303,"Observed",45.4074581634128,"Costa Rica","Latin America & Caribbean"
"463","Dominican Republic","DOM",3,4,2.40233221756344,382.5,382.5,1380.16666666667,0.190430845886579,0.0452896983411601,2025,2025-03-01,239,"PAHO","Observed",1255,606,6905,"Observed",99.3412317374039,"Dominican Republic","Latin America & Caribbean"
"464","El Salvador","SLV",3,4,2.20084918300496,1772.42857142858,1772.42857142857,5818.28571428571,0.333133383616887,0.0849536551899466,2025,2025-03-01,492,"PAHO","Observed",1477,1261,4469,"Observed",48.7151994019118,"El Salvador","Latin America & Caribbean"
"465","French Polynesia","PYF",3,4,0.643052025268343,63.5555555555555,63.5555555555556,328.888888888889,0.420254566185781,0.0611876990966261,2025,2025-03-01,240,"WHO","Observed",571,594,690,"Observed",99.8851383035737,"French Polynesia","East Asia & Pacific"
"466","Guatemala","GTM",3,4,2.68942771155049,960.285714285716,960.285714285714,2890.42857142857,0.265162944751338,0.0751139192131456,2025,2025-03-01,5449,"PAHO","Observed",20550,13292,34297,"Observed",100,"Guatemala","Latin America & Caribbean"
"467","Honduras","HND",3,4,2.68579856733675,2309,2309,7198.66666666667,0.346867268428004,0.0931762306099966,2025,2025-03-01,2134,"PAHO","Observed",6152,4842,16941,"Observed",98.2249617749097,"Honduras","Latin America & Caribbean"
"468","India","IND",3,4,1.80929132733471,5720.92307692308,5720.92307692308,19566.6923076923,0.169417962067939,0.0471295037933949,2025,2025-03-01,3517,"SEARO","Observed",20759,12023,45487,"Observed",99.2248508359619,"India","South Asia"
"469","Jamaica","JAM",3,4,0.800659203196895,82.25,82.25,380.5,0.31914775350767,0.0430858956798708,2025,2025-03-01,37,"PAHO","Observed",116,121,2817,"Observed",75.7032476583272,"Jamaica","Latin America & Caribbean"
"470","Kenya","KEN",3,4,0.413760856336025,140,140,246.75,0.438839992148946,0.166369801044742,2025,2025-03-01,0,NA,"Unobserved",0,1528,2232,"Estimates",8.97246638067668,"Kenya","Sub-Saharan Africa"
"471","Kiribati","KIR",3,4,0.156151572509443,190.25,190.25,436.5,0.50125082571469,0.107980773092097,2025,2025-03-01,5,"WHO","Observed",10,5,18,"Observed",51.1254420320591,"Kiribati","East Asia & Pacific"
"472","Nepal","NPL",3,4,1.91402122749853,7.2,7.2,24,0.0865600913751295,0.02106279285167,2025,2025-03-01,254,"SEARO","Observed",2934,765,2890,"Observed",100,"Nepal","South Asia"
"473","Palau","PLW",3,4,0.729991280334092,76.3999999999999,76.4,212,0.334553352156602,0.0840580660929904,2025,2025-03-01,0,"WHO","Observed",0,0,2,"Observed",3.33093802768649,"Palau","East Asia & Pacific"
"474","Samoa","WSM",3,4,0.252532117239286,712.000000000002,712,2140.5,0.542547519476454,0.0872331208619906,2025,2025-03-01,0,"WHO","Observed",0,5,312,"Observed",13.4488158314376,"Samoa","East Asia & Pacific"
"475","Sudan","SDN",3,4,0.145928834661307,202.75,202.75,688,0.207294682613557,0.00839950722966859,2025,2025-03-01,663,"WHO","Observed",3198,2186,5065,"Observed",99.4048417447042,"Sudan","Sub-Saharan Africa"
"476","Tonga","TON",3,4,0.678172867450122,30.3333333333333,30.3333333333333,111.666666666667,0.562771131012078,0.0877565133715359,2025,2025-03-01,603,"WHO","Observed",1071,852,866,"Observed",99.9999999986379,"Tonga","East Asia & Pacific"
"477","Vanuatu","VUT",3,4,1.12390759916461,9,9,67,0.411189996772133,0.0638126240182871,2025,2025-03-01,0,"WHO","Observed",0,84,1719,"Observed",8.45469731945722,"Vanuatu","East Asia & Pacific"
"478","Bhutan","BTN",4,4,0.753796344565249,78.0999999999999,78.1,255.2,0.243571802843631,0.0786279648752849,2025,2025-04-01,0,"SEARO","Observed",0,3,3,"Observed",3.00370022400592,"Bhutan","South Asia"
"479","Burkina Faso","BFA",4,4,0.405423118019199,87.9999999999998,88,222.5,0.0892934026326251,0.0119311149123788,2025,2025-04-01,2026,"WHO","Observed",22689,10941,28039,"Observed",100,"Burkina Faso","Sub-Saharan Africa"
"480","Cameroon","CMR",4,4,8.70036823043989,17.5,17.5,92.5,0.21109052581414,0.0397249646712385,2025,2025-04-01,0,"WHO","Observed",0,60,117,"Observed",0.00683166842611768,"Cameroon","Sub-Saharan Africa"
"481","Curaçao","CUW",4,4,3.52501729948035,33,33,252.75,0.229528608567335,0.0297046179148056,2025,2025-04-01,40,"WHO","Unobserved",174,5369,6031,"Estimates",99.9991630633007,"Curaçao","Latin America & Caribbean"
"482","Ethiopia","ETH",4,4,0.113594240714781,285.2,285.2,2290.2,0.0905178885274038,0.0123622879156625,2025,2025-04-01,1625,"WHO","Observed",17952,1998,2949,"Observed",99.9985151812048,"Ethiopia","Sub-Saharan Africa"
"483","Grenada","GRD",4,4,0.509382959523803,49.125,49.125,130,0.273916482639354,0.0941199278600158,2025,2025-04-01,16,"PAHO","Observed",58,72,210,"Observed",72.3628303058517,"Grenada","Latin America & Caribbean"
"484","Guadeloupe","GLP",4,4,0.316312324733264,166.142857142857,166.142857142857,2814.14285714286,0.259237345669011,0.0110753539679938,2025,2025-04-01,0,"WHO","Observed",0,4160,7555,"Observed",13.7801376567616,"Guadeloupe","Latin America & Caribbean"
"485","Mexico","MEX",4,4,3.10168977066108,8769.66666666669,8769.66666666667,21243,0.184428473844917,0.0717585997781506,2025,2025-04-01,6206,"PAHO","Observed",33650,34434,98621,"Observed",99.9329579498256,"Mexico","Latin America & Caribbean"
"486","Panama","PAN",4,4,1.21844093081061,863.727272727273,863.727272727273,2474.27272727273,0.275733557207515,0.0902098149849468,2025,2025-04-01,873,"PAHO","Observed",3166,5976,11668,"Observed",98.1786963742273,"Panama","Latin America & Caribbean"
"487","Puerto Rico","PRI",4,4,0.799086770860662,430.125,430.125,1789,0.244997166692324,0.0603611218056616,2025,2025-04-01,193,"PAHO","Observed",788,1573,2646,"Observed",83.1895492796976,"Puerto Rico","Latin America & Caribbean"
"488","Suriname","SUR",4,4,1.65672844378102,23.8,23.8,108.8,0.318707741900931,0.0641462759133001,2025,2025-04-01,50,"WHO","Unobserved",157,177,270,"Estimates",99.9868755634647,"Suriname","Latin America & Caribbean"
"489","Marshall Islands","MHL",5,4,0.762013288310805,209.666666666667,209.666666666667,317.666666666667,0.12528059066967,0.0855079804865053,2025,2025-05-01,0,"WHO","Observed",0,0,0,"Observed",1.37980293121142,"Marshall Islands","East Asia & Pacific"
"490","Martinique","MTQ",5,4,0.201024908353669,149.6,149.6,712.4,0.153464558639787,0.00999977822267429,2025,2025-05-01,130,"PAHO","Observed",847,905,4607,"Observed",95.7190331676412,"Martinique","Latin America & Caribbean"
"491","Senegal","SEN",5,4,3.54011941898797,3.25,3.25,9.25,0.068180005799623,0.0239716996520226,2025,2025-05-01,201,"WHO","Observed",2948,652,684,"Observed",100,"Senegal","Sub-Saharan Africa"
"492","Eritrea","ERI",6,4,2.98690957084607,931.800000000001,931.8,2794.8,0.267121095201499,0.0889052726588962,2025,2025-06-01,1587,NA,"Unobserved",5941,2867,6171,"Estimates",99.9998926281142,"Eritrea","Sub-Saharan Africa"
"493","Aruba","ABW",7,4,1.31953337784693,77.9999999999999,78,482.25,0.225860170814376,0.0453636750210492,2025,2025-07-01,2,"PAHO","Observed",9,12,108,"Observed",7.44920646324567,"Aruba","Latin America & Caribbean"
"494","Cuba","CUB",8,4,0.359255638758342,191.25,191.25,929.625,0.260915554391709,0.0406678898040197,2025,2025-08-01,47,"PAHO","Unobserved",180,4406,6261,"Estimates",69.9545840319687,"Cuba","Latin America & Caribbean"
"495","Paraguay","PRY",8,4,1.30123229299521,3588.00000000002,3588,9433.33333333333,0.22009365492305,0.0808251532119367,2025,2025-08-01,894,"PAHO","Observed",4062,23426,31289,"Observed",66.9102751289416,"Paraguay","Latin America & Caribbean"
"496","Argentina","ARG",9,4,1.09361054625563,58.3333333333333,58.3333333333333,114.333333333333,0.0535171100780005,0.0263302788208862,2025,2025-09-01,1,"PAHO","Observed",19,22162,5558,"Observed",26.9369604164144,"Argentina","Latin America & Caribbean"
"497","Australia","AUS",9,4,2904166.49385141,85.7692307692309,85.7692307692308,312.846153846154,0.252963660062851,0.0669032043396925,2025,2025-09-01,208,NA,"Unobserved",822,1645,1340,"Estimates",100,"Australia","East Asia & Pacific"
"498","Bolivia","BOL",9,4,1.58925465709076,2774.54545454546,2774.54545454545,6116.90909090909,0.123921385324735,0.0536561384399368,2025,2025-09-01,1901,"PAHO","Observed",15340,32108,14514,"Observed",99.9343260874519,"Bolivia","Latin America & Caribbean"
"499","French Guiana","GUF",9,4,0.268806168358034,163.375,163.375,483.125,0.221555777629987,0.0762348681534698,2025,2025-09-01,13,"PAHO","Observed",59,3211,1554,"Observed",58.1377783483891,"French Guiana","Latin America & Caribbean"
"500","Timor-Leste","TLS",9,4,0.306935762614608,48.5,48.5,96.2142857142857,0.0753145900158949,0.0371671072812017,2025,2025-09-01,51,"SEARO","Observed",677,993,389,"Observed",99.846996987133,"Timor-Leste","East Asia & Pacific"
"501","Fiji","FJI",10,4,0.65733264867092,758.923076923077,758.923076923077,1553.53846153846,0.237486836748495,0.110094689365473,2025,2025-10-01,0,NA,"Unobserved",0,21137,7513,"Estimates",0.969904756084493,"Fiji","East Asia & Pacific"
"502","Indonesia","IDN",10,4,3.32804246250493,14325,14325,34863.6428571429,0.306422119189518,0.126259093316726,2025,2025-10-01,0,"SEARO","Observed",0,56279,55872,"Observed",8.05140245904869e-11,"Indonesia","East Asia & Pacific"
"503","New Caledonia","NCL",10,4,0.229418003541557,323.166666666666,323.166666666667,418.333333333333,0.267321783746166,0.117148682673364,2025,2025-10-01,3,NA,"Unobserved",11,266,1071,"Estimates",36.4588085934222,"New Caledonia","East Asia & Pacific"
"504","Peru","PER",10,4,2.13919794682825,4880.125,4880.125,19006.25,0.228474104772162,0.0767113732407603,2025,2025-10-01,1,NA,"Unobserved",4,35704,14497,"Estimates",0.000111633114134231,"Peru","Latin America & Caribbean"
"505","Brazil","BRA",11,4,2.71321965718044,300043.2,300043.2,572365.4,0.284968373642387,0.14881537645225,2025,2025-11-01,1568,NA,"Unobserved",5502,3650029,832373,"Estimates",0.00663583510166245,"Brazil","Latin America & Caribbean"
"506","Ecuador","ECU",11,4,3.01270357924255,1946.81818181818,1946.81818181818,5608.45454545455,0.289572216220733,0.107573002201886,2025,2025-11-01,10,NA,"Unobserved",35,36405,15720,"Estimates",0.00283717690477456,"Ecuador","Latin America & Caribbean"
"507","Réunion","REU",11,4,0.242304349639448,1434.33333333333,1434.33333333333,1937.55555555556,0.217045426020668,0.147264678422611,2025,2025-11-01,3,NA,"Unobserved",14,27,112,"Estimates",25.7005654349534,"Réunion",NA
"508","Guyana","GUY",12,4,0.675773053665734,941.571428571429,941.571428571429,2094.85714285714,0.351441974535727,0.128125938049713,2025,2025-12-01,0,NA,"Unobserved",0,85525,22913,"Estimates",0.750107568348984,"Guyana","Latin America & Caribbean"
"509","Guyana","GUY",1,5,0.821233532562815,442.142857142856,442.142857142857,2537,0.420508090142179,0.0690661156064518,2024,2024-01-01,3049,"PAHO","Observed",7251,3049,25962,"Observed",99.9999221812825,"Guyana","Latin America & Caribbean"
"510","Cambodia","KHM",2,5,1.17861809280401,1360.5,1360.5,3274.21428571429,0.22291217603729,0.0630311813612875,2024,2024-02-01,1594,"WHO","Observed",7151,3580,11910,"Observed",99.6858866961187,"Cambodia","East Asia & Pacific"
"511","Colombia","COL",2,5,3.04575825868367,6484.66666666664,6484.66666666667,37419.6666666667,0.478067739248216,0.0748689081300691,2024,2024-02-01,27691,"PAHO","Observed",57923,55340,117307,"Observed",99.9999999316075,"Colombia","Latin America & Caribbean"
